index,76_1_www.blogger.com,76_2_www.blogger.com,76_3_www.blogger.com,76_4_www.blogger.com,76_5_www.blogger.com,76_6_www.blogger.com,76_7_www.blogger.com,76_8_www.blogger.com,76_9_www.blogger.com,76_10_www.blogger.com
1,-48.0,67.0,0.0,67.0,67.0,67.0,-442.0,67.0,67.0,67.0
2,1549.3600000000001,317.55999999999995,342.6,343.56,342.6,199.32000000000005,1321.0,342.12,310.7000000000001,343.56
3,1227.08,1678.64,1714.9999999999998,1695.3999999999999,1646.8000000000015,1647.48,510.0,684.24,1681.8,1695.3999999999999
4,2427.88,878.7600000000002,957.899999999999,916.7399999999999,1665.3000000000002,2743.12,4448.0,2099.2,884.6999999999997,916.7399999999999
5,4332.92,4818.28,3886.600000000003,4849.879999999999,4312.600000000003,6575.719999999999,4453.0,1364.64,2637.6,2587.04
6,5639.800000000001,4834.4,4758.5,4774.3,5847.0,6195.800000000001,6899.0,5280.200000000001,4626.5,4774.3
7,5621.3600000000015,8203.040000000006,7388.400000000001,7282.88,6111.000000000012,13248.84,8403.0,5086.12,6174.4,7282.88
8,8026.12,9733.24,6010.8,8242.060000000007,7829.3,16535.76,11647.0,7679.72,8864.800000000001,8207.840000000007
9,9906.88,9685.04,10949.400000000003,8603.800000000005,9242.8,33846.35999999999,13825.0,6835.4400000000005,10007.999999999996,11510.279999999999
10,13883.240000000002,12899.839999999998,14197.6,14293.96,11960.2,105924.24,15628.0,10028.400000000003,10618.999999999998,12900.82
11,15334.2,16444.4,14259.0,14385.2,15372.0,144431.59999999992,16002.0,14554.8,15749.0,16166.199999999999
12,16923.079999999998,17112.079999999998,15268.199999999997,16041.619999999999,17470.1,191623.2,73947.0,14669.039999999999,16018.099999999993,17133.560000000005
13,18326.39999999999,41896.48000000007,39787.60000000015,36061.52000000001,30219.600000000148,232424.40000000002,83667.0,16585.84,17748.2,46581.12
14,85345.32000000005,79855.84000000001,75992.0,104176.15999999999,87538.40000000001,271659.2799999999,96087.0,56337.95999999998,78527.79999999996,82305.76
15,139289.63999999996,110434.40000000002,90342.80000000005,118194.20000000003,154054.6,314784.64,108507.0,107152.91999999988,130540.39999999986,97637.40000000001
