index,102_1_www.huffingtonpost.de,102_2_www.huffingtonpost.de,102_3_www.huffingtonpost.de,102_4_www.huffingtonpost.de,102_5_www.huffingtonpost.de,102_6_www.huffingtonpost.de,102_7_www.huffingtonpost.de,102_8_www.huffingtonpost.de,102_9_www.huffingtonpost.de,102_10_www.huffingtonpost.de
16,3076.399999999997,4824.0,4776.6,4757.400000000001,4779.6,1816.6000000000033,6568.900000000001,2784.600000000003,457.0,4824.0
17,4480.24,4600.599999999999,4752.96,4545.24,4519.96,2660.84,7726.240000000002,4776.64,2708.2000000000003,4600.599999999999
18,4571.88,4595.8,4542.08,4679.0199999999995,4649.5199999999995,4921.32,8312.22,4515.22,2549.4000000000005,4595.8
19,4528.88,4731.8,4666.28,4275.68,4469.72,5019.28,8938.4,4636.88,2447.3999999999996,4731.8
20,4274.16,5039.000000000005,4405.04,6830.719999999999,6443.8799999999965,5031.56,9036.820000000002,4609.859999999999,2542.2000000000003,4625.399999999999
21,4365.8,7299.0,5980.600000000005,7191.400000000001,7230.2,4799.8,8576.400000000001,5867.000000000002,4824.0,3763.0
22,4461.76,7148.2,7233.64,6828.9400000000005,6963.760000000001,4504.16,10634.199999999999,7269.759999999999,4700.2,3556.999999999999
23,4239.72,6773.2,7002.28,6777.32,6776.879999999999,4602.12,10670.52,7117.96,4532.599999999999,5823.0000000000055
24,5388.599999999999,6802.8,6736.48,7017.48,7277.84,4706.32,11363.92,6761.32,4627.4,8293.400000000005
25,6906.119999999996,6516.400000000003,6583.840000000001,7045.240000000002,7793.719999999999,4340.3600000000015,11102.04,7322.320000000001,4731.8,8367.8
26,7160.0,6815.0,6899.0,6393.5,8582.0,6281.0,12953.0,7818.0,4211.0,7982.0
27,6987.760000000002,6608.999999999999,7569.520000000003,6439.36,8328.039999999999,7278.36,12828.16,8608.56,6484.599999999999,10263.800000000007
28,6500.4400000000005,7911.8,8193.599999999997,6640.22,8102.400000000003,7161.160000000001,13587.92,8602.78,7264.6,11703.4
29,6272.920000000001,9039.000000000007,7672.52,5855.4000000000015,9062.399999999992,6873.88,13242.880000000001,8112.92,7148.2,11336.199999999999
30,6071.44,9208.399999999998,7614.6399999999985,7050.46,13619.24,6732.16,14443.559999999992,7837.259999999998,6848.200000000001,11141.399999999998
31,6148.799999999999,13378.0,8861.00000000001,8653.999999999995,13398.800000000001,7336.4,14910.800000000001,7665.999999999998,6730.0,11435.0
32,5649.799999999999,13217.2,9199.800000000001,12328.780000000002,13698.439999999997,7765.679999999998,14799.180000000002,7319.54,6713.200000000003,12097.2
33,6207.64,12847.2,12432.560000000007,18912.48,14461.599999999995,8324.52,14330.96,7385.600000000002,6528.799999999999,12645.000000000002
34,6175.839999999999,12507.999999999998,14767.92,18753.12,18323.92,8388.72,16431.18,10573.400000000001,6867.2,13130.6
35,7124.799999999996,13068.8,14595.960000000001,18660.48,17927.48,7871.5599999999995,16154.44,14804.44,8094.799999999996,13221.400000000001
36,9146.199999999992,15107.0,16594.800000000007,18588.9,17633.600000000002,7732.400000000001,15940.199999999997,14645.8,8346.0,12749.0
37,9674.64,18069.200000000004,18796.64,18495.68,18886.719999999998,7486.4400000000005,17984.440000000002,15996.919999999991,8358.000000000002,16825.400000000005
38,9743.72,23537.8,18677.84,23476.74,23134.72,7636.4800000000005,18001.420000000002,18082.92,7958.4,19653.600000000013
39,9523.439999999993,23695.4,18900.8,23110.92,23558.24,7040.600000000001,18303.799999999996,18988.2,7689.599999999999,23171.2
40,13081.960000000001,24005.8,23185.400000000016,22919.320000000003,23420.04,7306.199999999999,20550.52,23963.82,9129.999999999995,23674.8
41,12965.8,23899.0,23607.600000000002,22516.6,22836.2,9873.000000000004,20095.6,23708.2,9665.0,23568.0
42,12704.440000000002,23311.199999999997,23300.28,22329.960000000006,22706.320000000003,13971.119999999986,20808.38,23616.52,9898.599999999984,24545.60000000002
43,12637.119999999999,25459.8,22993.48,24406.72,24410.07999999999,18479.32,21855.88,23054.76,13840.999999999996,25330.2
44,12191.400000000003,25479.8,22840.279999999995,24177.02,24761.52,18360.28,21318.420000000002,25232.78,15025.4,25202.2
45,14278.799999999997,25257.600000000002,24877.64,24395.63999999998,24499.64,18281.56,21110.96,25253.76,14900.6,25159.8
46,16255.4,25384.0,24627.8,26519.2,24629.2,18184.6,20490.999999999996,25020.7,14528.0,25053.0
47,17349.16,26361.60000000002,24751.04,26286.44,26878.44,18172.96,27364.120000000017,25142.36,18834.999999999993,26030.60000000002
48,21393.359999999986,27146.2,27012.32,26412.9,26604.32,18029.48,31843.52,25634.07999999999,20452.6,26815.2
49,23196.72,27018.2,26751.68,27668.599999999984,26733.88,18499.44,31660.64,26970.92,20363.2,26687.2
50,23412.12,27051.0,26836.76,29258.63999999997,26580.48,20047.199999999997,31628.600000000006,26762.34,22867.59999999999,26720.0
