index,102_1_www.huffingtonpost.de,102_2_www.huffingtonpost.de,102_3_www.huffingtonpost.de,102_4_www.huffingtonpost.de,102_5_www.huffingtonpost.de,102_6_www.huffingtonpost.de,102_7_www.huffingtonpost.de,102_8_www.huffingtonpost.de,102_9_www.huffingtonpost.de,102_10_www.huffingtonpost.de
1,-442.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
2,-327.16,105.4,104.44,106.84,106.36,96.76,-70.22,103.96000000000001,95.8,105.4
3,-366.23999999999995,210.8,208.88,213.68,212.72,158.68,-329.7199999999998,207.92000000000002,151.39999999999998,210.8
4,461.6799999999989,-44.40000000000026,-3.2399999999998954,-106.13999999999982,-85.56,223.28,1575.6,17.339999999999975,220.39999999999998,-44.40000000000026
5,1592.64,-166.80000000000013,-105.68000000000008,-258.4799999999999,-227.91999999999985,-99.27999999999997,1683.56,-75.12000000000006,-44.39999999999992,-166.80000000000013
6,1370.0,1870.0,1416.8000000000015,1847.8000000000002,1855.2,-90.40000000000006,2252.9999999999995,1190.2000000000005,-14.0,1870.0
7,1396.84,1648.9999999999995,1707.8000000000002,1560.8000000000002,1590.2,601.0399999999988,2371.68,1814.96,57.1999999999984,1843.4
8,1437.8400000000004,1645.8000000000002,1623.68,1678.98,1667.9199999999998,1819.68,1912.0399999999995,1683.8999999999996,1840.3999999999999,1904.9999999999998
9,1163.72,1434.5999999999997,1544.36,1393.72,1377.8799999999999,1570.6,3965.6,1599.2399999999998,1649.0,1434.5999999999997
10,1066.92,1312.1999999999998,1449.7199999999996,1105.92,1174.68,1642.64,3996.94,1451.1399999999999,1614.1999999999998,1312.1999999999998
11,647.2000000000002,740.0,877.1999999999995,799.3999999999997,779.5999999999999,1571.8,4663.6,945.7999999999998,1709.0,740.0
12,585.24,609.7999999999995,777.88,1046.1599999999955,547.639999999998,1429.3600000000001,4428.06,833.0600000000002,1385.8,3065.4
13,257.5600000000007,3176.200000000006,2088.5199999999977,4807.719999999996,2672.68,1128.8400000000004,6282.48,1544.680000000001,1312.2000000000005,3046.8
14,2487.08,4929.8,2579.2799999999997,4770.580000000001,2425.28,751.8800000000001,6154.58,2644.02,877.2000000000002,2910.7999999999997
15,2359.2400000000002,4697.6,4303.44,4763.96,2554.8399999999997,701.4800000000002,6915.4400000000005,2444.2400000000002,819.2,2787.1999999999994
