index,15_1_www.b-tu.de,15_2_www.b-tu.de,15_3_www.b-tu.de,15_4_www.b-tu.de,15_5_www.b-tu.de,15_6_www.b-tu.de,15_7_www.b-tu.de,15_8_www.b-tu.de,15_9_www.b-tu.de,15_10_www.b-tu.de
1,67.0,67.0,0.0,67.0,-442.0,-48.0,67.0,-442.0,-442.0,-442.0
2,-156.71999999999997,202.55999999999997,304.62,229.04,1338.3799999999999,-457.91999999999985,333.48,461.68000000000006,1551.3000000000002,1374.72
3,1573.1999999999998,1858.16,180.36000000000007,458.08,553.56,1409.48,-75.36000000000193,1396.84,1189.1600000000003,471.48000000000025
4,1266.84,1626.6799999999998,1817.3400000000001,1828.0799999999977,4508.14,619.7600000000001,1746.9200000000005,1066.92,2479.68,4611.04
5,712.1200000000001,771.6800000000001,1216.9599999999996,1926.36,4549.08,2364.0400000000004,868.2799999999961,257.56,4596.24,5511.399999999998
6,2396.5999999999995,2557.4000000000005,2856.0999999999995,1038.5999999999997,6588.6,4554.8,4167.599999999995,3096.399999999997,4398.300000000001,10413.800000000001
7,4705.32,4728.92,5005.92,2896.76,8319.12,4365.96,4955.3200000000015,4548.88,6799.4400000000005,14786.12
8,4587.64,4749.96,4621.1399999999985,4439.519999999998,14100.619999999995,6923.64,7169.5599999999995,4501.76,5956.620000000003,42075.92
9,6979.680000000001,7283.96,7195.239999999999,4903.72,20721.96,7709.759999999996,7333.439999999995,6946.12,9293.599999999993,45158.840000000004
10,6683.08,6835.5199999999995,8853.82,6975.720000000001,43675.59999999999,7926.4400000000005,11443.599999999984,6576.72,20886.08,46231.48
11,7509.2000000000035,6598.800000000001,8334.000000000005,7021.6,51589.99999999999,15625.2,21503.4,7115.4,31180.99999999992,47549.6
12,8695.72,9668.600000000006,21415.04,6341.159999999999,55222.94,20559.36,39569.399999999994,8361.08,51650.62,47686.64000000001
13,11019.800000000001,21350.92,23057.800000000007,8026.280000000001,53909.52,52352.68,50756.79999999999,9098.199999999995,50636.28,51798.16
14,21069.72,21328.8,43128.68000000001,19171.439999999984,56543.36,51682.59999999999,71547.23999999999,17276.48,53836.48,69565.48000000001
15,21189.60000000001,52524.28,50590.28,21773.239999999998,90104.68000000001,55202.36,85301.04,18407.399999999998,56093.43999999997,85155.08
16,51874.00000000002,66842.8,59074.400000000096,42000.39999999999,90393.79999999999,77185.5999999999,87131.2,46960.8,58739.4,117435.39999999985
17,51653.48,86282.08,71180.84,52466.64,94393.4,99659.95999999999,85866.68,48051.32,74181.7599999999,160445.35999999993
18,55637.24,85041.48,70346.06,59722.39999999999,140101.9,98213.36,91330.16,52025.16,81426.52,207666.68000000005
19,55506.840000000004,86794.76,71993.04,67420.08,165812.19999999998,97068.92,90714.75999999997,51863.56,83094.43999999999,241068.08
20,55808.12000000001,90069.84,88764.08,86605.64,203021.36,107118.47999999998,94014.07999999999,51224.84,110497.3999999999,278591.8399999999
21,55339.2,95105.79999999994,88358.6,85406.6,235813.7999999999,117844.8,94251.6,50738.4,144134.4,316763.19999999995
22,57123.12,101022.68,89066.96,87076.64,270177.04000000004,121901.15999999997,116802.68000000001,53438.39999999997,160772.91999999998,352830.16000000003
23,56513.36,100637.68,90202.16,89477.32000000005,296334.88,122226.72,156621.63999999996,83865.56,181499.43999999997,395058.64
24,83800.76000000004,104278.84,92352.06,99166.44,337054.52,130949.71999999999,196249.1199999999,85377.16,198751.16,436890.6
25,92483.12,105404.88,104467.92000000007,98212.72,365164.96,139447.27999999997,222612.3599999999,85338.92,226806.87999999998,470895.43999999994
26,92316.0,116666.0,127261.0,99633.0,417962.0,179301.99999999977,245731.0,87653.0,246598.99999999997,507644.0
27,93468.4,115705.28,143625.92000000013,103771.35999999999,436934.04,216376.8,278906.8399999998,87466.92,276786.32,554091.4400000001
28,112666.64000000019,117578.64,177882.84000000023,103735.31999999999,519502.63999999996,263683.04,310825.43999999994,105906.95999999999,324493.63999999966,600126.52
29,144744.96000000017,133231.84000000005,197836.84,108201.52,569524.12,298004.31999999995,335027.2,146912.63999999996,355534.95999999985,653287.2399999999
30,194782.72000000012,167415.52000000008,226742.36000000002,108053.36,607019.22,324686.72,365716.9599999999,173374.08000000002,382043.07999999996,681234.84
31,226997.0,183948.40000000005,250624.80000000002,131287.2,652241.5999999999,343706.0,408547.19999999995,197142.40000000008,411507.5999999998,712339.0
32,231129.40000000002,200660.08000000002,285347.8,159670.56000000008,695501.4,383293.15999999974,440883.4399999999,223643.68,435154.11999999994,742832.6
33,250153.2400000001,212818.24000000002,304386.68,188131.04,735212.64,426696.5199999998,499638.48,256899.68,468245.5199999998,769066.0
34,269792.2,243982.56,325323.52,202320.36000000004,760630.88,474386.75999999995,537230.72,289205.12000000005,471831.78,776312.0
35,304627.32,266715.44,367699.8,216564.2799999998,776269.68,509738.68,569670.12,324880.88,474298.72000000003,849906.04
36,309287.39999999997,290099.4000000001,401130.4000000002,240336.19999999998,785578.2999999999,544692.2,588849.7999999999,358716.0,488437.3999999999,849156.2
37,328106.52000000025,320433.95999999996,433794.44000000006,276897.32,823928.72,580083.16,622514.24,396510.4,512784.2,851685.36
38,350053.80000000005,351483.08000000013,457965.28,299526.84,856221.98,587273.4,660056.7999999999,426564.56,544939.24,856597.12
39,383071.1600000002,392312.67999999993,490661.9600000004,322740.3599999999,857694.44,609698.44,684291.76,462650.4000000001,575243.3599999999,855903.5599999999
40,398122.60000000003,419346.88,538138.8800000004,345607.48,863023.42,622476.76,734455.6,467638.92,600473.88,856172.48
41,433976.60000000003,452379.99999999994,557677.6000000001,371853.8,864780.2,631762.3999999997,755729.2,469300.8,610336.4,857692.0
42,446125.8000000001,490056.32,589497.64,415215.15999999974,865825.48,658238.5599999999,765992.4,470899.60000000003,611427.9199999999,858082.16
43,484874.44,495891.2,619230.08,437277.5999999999,863876.76,696887.76,771983.88,484810.04,630700.5999999997,859903.24
