index,344_1_www.alternate.de,344_2_www.alternate.de,344_3_www.alternate.de,344_4_www.alternate.de,344_5_www.alternate.de,344_6_www.alternate.de,344_7_www.alternate.de,344_8_www.alternate.de,344_9_www.alternate.de,344_10_www.alternate.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,-360.82,-400.42,-368.74,-360.82,-283.6,-327.16,-269.74,-400.42,-400.42,-356.86
3,-279.64,-358.84000000000003,-295.48,-279.64,-172.7999999999996,-366.23999999999995,461.68000000000006,-358.84000000000003,-358.84000000000003,-271.72
4,-419.72,-317.26,-328.0399999999999,-419.72,1580.8,461.6799999999989,1528.6000000000001,-317.26,-317.26,-465.56000000000006
5,8.479999999999563,-275.68,-610.72,8.479999999999563,1352.6000000000001,1592.64,1471.84,-275.68,-275.68,371.03999999999985
6,1632.6000000000001,-282.20000000000005,960.2000000000005,1632.6000000000001,1479.0,1370.0,2022.9999999999995,-282.20000000000005,-282.20000000000005,1617.8
7,1571.92,-442.64,1607.44,1571.92,1246.5999999999992,1396.84,2237.44,-442.64,-442.64,1526.8
8,1384.7000000000003,-603.0799999999999,1521.9,1384.7000000000003,707.8000000000001,1489.9199999999998,1898.82,-603.0799999999999,-603.0799999999999,1322.58
9,1365.24,189.75999999999976,1340.6,1365.24,481.39999999999975,1419.0800000000004,1628.56,189.75999999999976,189.75999999999976,1390.52
10,1430.02,1141.4799999999996,1373.14,1430.02,101.60000000000004,1941.7999999999988,3815.16,1141.4799999999996,1141.4799999999996,1458.46
11,1497.2,1625.2,1431.6000000000001,1497.2,-221.0,3712.9999999999995,3651.6,1625.2,1625.2,1533.6
12,1559.2200000000003,1594.12,1491.74,1559.2200000000003,2000.6,4055.64,3871.8,1594.12,1594.12,1322.0600000000004
13,1117.24,1556.2,1559.08,1117.24,1747.8000000000002,3935.6400000000003,4469.12,1556.2,1556.2,1474.2000000000003
14,1945.1000000000004,1453.3,1235.8200000000004,1945.1000000000004,1874.2,3601.6800000000003,4235.339999999999,1453.3,1453.3,2722.8999999999996
15,3234.399999999998,1350.4,1776.199999999999,3234.399999999998,4126.4,3700.079999999999,4066.48,1350.4,1350.4,4117.56
16,4095.2000000000003,1344.7,3202.9999999999995,4095.2000000000003,3843.0,4147.8,6080.599999999999,1344.7,1344.7,4043.6
17,4022.04,1377.8799999999999,3957.7999999999997,4022.04,3969.4,4795.839999999998,5871.2,1377.8799999999999,1377.8799999999999,3952.92
18,3933.48,1411.06,4071.12,3933.48,4110.2,5286.08,5968.82,1411.06,1411.06,3727.9800000000005
19,3683.04,1444.24,4000.44,3683.04,5839.000000000002,4967.160000000001,6679.68,1444.24,1444.24,3580.08
20,3574.6800000000003,1477.42,3907.74,3574.6800000000003,5498.399999999999,5009.72,6651.419999999999,1477.42,1477.42,3761.7799999999997
21,3786.399999999999,1515.4,3670.2,3786.399999999999,6195.0,4574.400000000001,6408.2,1515.4,1515.4,4158.4
22,4126.34,1553.6200000000001,3576.84,4126.34,9507.000000000004,4335.64,7269.639999999998,1553.6200000000001,1553.6200000000001,4162.079999999999
23,4087.12,1440.6399999999999,3716.080000000001,4087.12,11932.200000000004,4200.360000000001,8190.4,1440.6399999999999,1440.6399999999999,4822.559999999999
24,4130.58,1214.26,4136.94,4130.58,12878.599999999999,5557.879999999999,8148.58,1214.26,1214.26,5333.280000000001
