index,344_1_www.alternate.de,344_2_www.alternate.de,344_3_www.alternate.de,344_4_www.alternate.de,344_5_www.alternate.de,344_6_www.alternate.de,344_7_www.alternate.de,344_8_www.alternate.de,344_9_www.alternate.de,344_10_www.alternate.de
25,5078.44,1196.6000000000001,4097.72,5065.5199999999995,12666.6,6220.84,8735.199999999999,1196.6000000000001,1196.6000000000001,5420.96
26,5490.5,2066.0,4111.5,5471.5,12507.0,5970.000000000001,8908.0,2066.0,2066.0,5227.5
27,5350.24,2935.3999999999996,4404.6399999999985,5331.24,12153.6,6061.639999999999,8576.76,2935.3999999999996,2935.3999999999996,5091.64
28,5130.86,3447.7999999999997,5226.780000000001,5111.86,12487.2,6853.119999999993,8277.640000000001,3447.7999999999997,3447.7999999999997,5070.96
29,5212.04,3876.2,5205.08,5193.04,12264.799999999997,8358.48,10482.72,3876.2,3876.2,4745.56
30,4918.040000000001,4105.52,5030.219999999999,4899.040000000001,12745.8,8167.04,10328.34,4105.52,4105.52,4450.58
31,4628.200000000001,4069.4,4864.8,4609.200000000001,13931.0,8144.2,10584.000000000002,4069.4,4069.4,4509.2
32,4532.58,4032.84,4938.06,4513.58,14807.800000000003,8235.84,11142.56,4032.84,4032.84,4276.88
33,4498.320000000001,3987.48,4684.24,5114.8399999999965,14961.600000000002,8265.320000000002,10886.76,3987.48,3987.48,5325.319999999999
34,4343.959999999997,3942.12,4417.9400000000005,6832.56,15397.599999999999,7816.48,10715.56,3942.12,3942.12,6384.88
35,6202.079999999998,3837.1200000000003,4234.84,6771.88,15275.199999999997,7644.840000000001,12748.16,3837.1200000000003,3837.1200000000003,6281.64
36,8060.199999999999,3702.3,4308.099999999999,6595.7,17312.0,8173.999999999992,12533.0,3702.3,3702.3,6107.9
37,8701.52,3599.52,4073.52,6565.08,17095.8,10301.199999999995,12645.56,3599.52,3599.52,6175.84
38,8584.74,3576.84,4797.079999999998,6629.86,17095.8,12652.719999999988,13353.119999999999,3576.84,3576.84,6243.78
39,8439.64,3554.16,6193.12,6620.880000000001,17231.8,14133.16,13302.839999999998,3554.16,3554.16,7798.879999999999
40,8504.42,3786.4599999999996,6138.36,6307.640000000001,17290.200000000008,13961.480000000001,13086.14,3786.4599999999996,3786.4599999999996,8484.04
41,8569.199999999999,4045.6000000000004,5984.599999999999,8112.799999999994,18781.0,13967.4,14077.599999999988,4045.6000000000004,4045.6000000000004,8354.4
42,8539.12,4157.34,5915.86,8520.12,20482.399999999998,13823.560000000003,14826.699999999999,4157.34,4157.34,8231.539999999999
43,8405.84,4135.08,5974.32,8386.84,20284.2,13784.119999999999,14750.32,4135.08,4135.08,8299.48
44,8292.539999999999,4211.879999999998,6032.78,8273.539999999999,20529.8,15242.439999999993,14897.619999999999,4162.079999999999,4161.959999999999,8367.42
45,8357.32,4883.040000000001,7315.960000000005,8338.32,21422.00000000001,14816.519999999999,15534.200000000004,4484.64,4483.68,8445.44
46,8422.1,5554.199999999998,8290.800000000001,8403.1,22640.0,15664.2,17439.2,4807.199999999999,4805.399999999999,8082.699999999999
47,8495.52,5733.52,8229.44,8476.52,22649.6,15653.64,17258.159999999996,5084.32,5114.64,7971.96
48,8229.94,5759.14,8052.58,8210.94,22832.2,15656.52,16907.88,5347.239999999999,5419.979999999999,7785.619999999999
