index,331_1_www.wetter.com,331_2_www.wetter.com,331_3_www.wetter.com,331_4_www.wetter.com,331_5_www.wetter.com,331_6_www.wetter.com,331_7_www.wetter.com,331_8_www.wetter.com,331_9_www.wetter.com,331_10_www.wetter.com
1,67.0,67.0,67.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,67.0
2,8587.48,6055.5999999999985,8641.12,16496.84,10960.199999999999,16590.799999999996,16985.04,17040.62,16417.28,12916.1
3,47670.08,59790.2,44192.92,46190.16,55045.2,43361.64,46699.88,51946.240000000005,53913.08,32460.52
4,52633.88,55641.79999999999,48929.600000000006,59533.15999999998,62741.4,55940.12,59152.92,59948.67999999998,86365.12000000001,59536.86
5,71051.12,75827.80000000003,66685.12,90903.60000000002,87202.8,88707.04,76960.16,70513.24,87165.31999999999,89316.08
6,77455.00000000001,80019.0,79487.4,105939.20000000007,89517.0,88264.8,107211.00000000004,85106.6,117409.4,125620.49999999999
7,128000.60000000002,121362.80000000056,177417.00000000003,220713.75999999983,216480.4,132388.52,220656.40000000002,151408.27999999997,198333.08000000005,211940.40000000002
8,231928.4400000001,286315.20000000007,335440.56,524586.9,420975.00000000006,215040.19999999998,420210.3200000004,287418.94000000006,349055.60000000003,342865.0800000001
9,337244.4,507209.80000000005,511736.88,774201.6400000001,590868.0,370352.19999999995,599185.2000000001,411385.8,520561.00000000006,482108.08
10,576844.4799999999,802779.6000000001,688935.3999999999,897654.46,869936.4,557578.32,872503.8,537784.5999999996,716437.2,619483.7
11,792255.4,891213.0,864965.6,904568.8,896575.0,712297.0,880221.0,694777.0,888301.8,741711.0
12,880243.6000000001,901880.2,871113.32,942918.42,900529.2,861964.48,898553.88,850045.3799999999,912863.3600000002,788304.58
13,908397.2000000001,953557.0,882791.36,1017762.68,970482.7999999999,885063.4,948403.8,883927.56,962761.84,797930.16
14,936638.48,1000742.8,930530.9199999999,1136397.96,1087545.2000000002,943053.6,988641.72,926965.8999999998,1026197.56,856087.26
15,1005141.92,1178015.4000000004,963706.6,1255487.28,1244481.4,986485.4,1117280.1600000006,943618.72,1090578.4000000001,914873.72
16,1108541.4,1272116.0,1112132.0,1339718.7,1283448.0,1043623.3999999999,1281406.0,970969.5,1210127.2000000002,979932.7
17,1232132.36,1299231.6,1243021.2,1418976.28,1301381.0,1088838.7599999998,1319937.12,1066429.12,1277712.68,1038147.24
18,1294730.96,1333301.200000001,1276834.6,1498983.3,1312242.2,1161240.28,1330676.84,1149659.3599999992,1303334.16,1099666.34
19,1316355.64,1472234.8,1319159.96,1593700.92,1376056.4,1236951.32,1348608.6,1187361.7999999998,1321694.28,1168815.24
20,1344411.2,1565760.2,1324487.8,1700974.48,1426863.6,1255648.0399999998,1416618.68,1234662.78,1337508.28,1204308.3
21,1442887.0,1577641.0,1339184.0,1717919.4,1502302.0,1299538.0,1418114.4,1342561.8,1414011.6,1289252.4
22,1448818.12,1597387.2,1411897.08,1753300.98,1556526.8,1356322.2,1450621.92,1484540.48,1469470.12,1398964.56
23,1502805.64,1654139.0000000002,1497881.88,1786028.12,1632318.0000000002,1370747.24,1478376.76,1508222.64,1505037.16,1480841.4
24,1527130.76,1719328.0000000005,1527148.08,1886418.16,1665150.4,1434961.52,1525450.9200000002,1547455.8799999997,1526992.92,1591166.0999999999
25,1592420.72,1747757.4,1562875.92,1903306.92,1746005.8,1536555.96,1577076.96,1598968.24,1544665.92,1682093.8
26,1653601.0,1757385.0,1601275.0,1941493.0,1885561.0,1633902.0,1581233.0,1636193.0,1574675.0,1747209.5
27,1692245.8,1787358.0,1663222.7599999998,1973625.6400000001,1926008.5999999999,1749336.88,1665505.44,1692646.2400000002,1620897.88,1785881.2
28,1718098.56,1826265.8,1707074.56,1984496.84,1924585.6,1876898.2,1713551.6,1740580.54,1745940.5999999999,1824417.64
29,1756401.68,1841610.0000000002,1729181.4400000004,1978884.12,2017107.6,1906836.56,1788001.6000000003,1826868.8,1829077.0,1839874.96
30,1768033.8399999999,1902997.0000000005,1816984.3199999998,2058037.3,2122986.0000000005,1943813.92,1831618.84,1890156.52,1917865.7600000002,1875922.3599999999
31,1814359.6,1988612.0,1915904.2000000002,2135142.1999999997,2212000.0,1984657.2,1890986.0000000002,1928914.7999999998,2042054.8000000003,1895708.4
32,1966315.8400000003,2118997.8,1928151.64,2181211.58,2286158.6,2062012.5999999999,1944085.2000000002,1992354.4199999995,2154995.8000000003,1911417.08
33,2099127.4800000004,2146435.4,1924678.4,2298600.12,2445108.6,2200268.52,1971814.4,2029385.88,2273456.6,1918159.4
34,2227715.8,2210097.6000000006,2016230.32,2398361.14,2559727.4,2298575.119999999,2039336.6,2124162.3,2390788.8,1942693.56
35,2384028.32,2305675.4000000004,2127680.72,2459722.68,2620207.2,2410966.92,2100806.64,2226483.4,2502360.2,1976954.8
36,2516406.8,2436203.0,2253257.2,2592070.0,2819980.0,2544359.8,2214106.6,2317116.0999999996,2548296.0,2004479.0
37,2539960.44,2551251.8,2354405.84,2718732.680000001,2854204.2,2569962.36,2307663.2,2441425.5999999996,2583436.08,2054110.52
38,2558371.36,2706513.4,2462064.8400000012,2835461.1199999996,2864299.4,2585481.7600000002,2372606.76,2526055.079999999,2702136.9600000004,2102420.56
39,2557534.48,2827091.6,2633479.48,2879490.08,2881213.4,2598140.88,2474770.72,2577683.32,2822311.32,2149888.84
40,2563423.72,2836966.0000000005,2635275.56,2886595.02,2890096.6,2600972.92,2502440.08,2600140.8399999994,2876051.4000000004,2188850.3
41,2582240.0,2852721.0,2646622.6,2908836.8,2909882.0,2614471.4,2571441.0000000014,2600782.4,2901836.6,2261005.0
42,2605967.72,2862718.8,2661830.04,2917386.24,2999272.4,2629259.32,2652208.3600000003,2613016.42,2909275.6,2347891.8199999994
43,2616045.36,2881181.6,2845408.92,2930230.04,3007418.8,2659585.84,2665931.88,2619351.16,2926019.04,2458107.4800000004
44,2642739.96,2904193.6,2851550.56,2958374.76,3020333.6,2688439.48,2691919.5600000005,2699201.7600000002,2941259.28,2611216.44
45,2670389.4000000004,2913729.0,2884510.52,3039189.68,3225659.6,2708262.04,2719475.12,2757676.84,2951968.1599999997,2690176.76
46,2681186.4,2996063.0,2897041.8,3048566.5,3260364.0,2718941.6,2754636.0,2775528.9999999995,3035899.4,2798339.1
47,2701509.12,3032340.600000001,2907192.64,3185751.9200000027,3288532.8,2744184.6,2822140.2,2795728.1199999996,3043025.68,2877298.1999999997
48,2715141.44,3204204.4,2916712.88,3290815.1399999997,3320357.6,2785764.88,2899619.12,2828848.98,3159396.5999999996,2889581.66
49,2750139.4800000004,3242755.4,2926040.48,3290211.84,3327568.1999999997,2889384.36,2914593.04,2891740.6799999983,3257655.92,2906816.6
50,2842824.24,3260726.8000000003,2995013.44,3302767.92,3340042.2,2982915.76,2967266.28,2957809.38,3291044.16,2936002.3
