index,127_1_www.oracle.com,127_2_www.oracle.com,127_3_www.oracle.com,127_4_www.oracle.com,127_5_www.oracle.com,127_6_www.oracle.com,127_7_www.oracle.com,127_8_www.oracle.com,127_9_www.oracle.com,127_10_www.oracle.com
20,706418.3999999999,1155646.16,696748.4,715256.04,1196395.4,699431.92,695380.48,1157221.3,684407.6000000001,679840.28
21,712615.0,1164507.8,780691.0,723568.8,1207109.0,785118.0,781296.9999999999,1236804.6,720089.2,697850.0
22,738258.7,1172522.96,870733.5599999998,857174.8800000004,1236390.6,873719.36,884229.2,1247991.04,735664.4,724197.0399999999
23,740741.2,1199738.8399999999,937701.08,1034594.16,1257734.8,978610.76,963710.5199999993,1254904.64,743872.28,797674.4399999998
24,780632.2000000001,1233867.8800000001,1021347.2000000003,1079335.6,1265774.0000000002,1028657.6,1042756.0,1266099.08,783276.4,906828.2799999999
25,815814.4,1257792.16,1074688.48,1083437.88,1277105.0000000002,1052282.8,1050239.8,1274746.8,861641.44,1002044.9199999999
26,841501.5,1263520.0,1086495.0,1087154.0,1299800.0,1082568.0,1077607.0,1319694.0,953540.0,1079287.0
27,907547.0,1280643.16,1097400.36,1143728.88,1356678.6,1092094.12,1096932.2,1338365.4000000001,1005328.5599999999,1086111.88
28,1004779.6000000003,1334658.8800000006,1100731.36,1156599.24,1398524.6000000003,1130859.0799999998,1119724.4,1410560.52,1103650.8,1101866.2
29,1126294.2,1431183.28,1102118.84,1159581.04,1505960.6,1137839.28,1146671.92,1438320.2800000003,1161904.76,1115703.44
30,1157544.3,1468590.48,1116913.7,1192691.48,1528823.4000000001,1167541.12,1151165.8,1532794.62,1165109.98,1127873.28
31,1160461.0,1490116.6,1135461.2000000002,1199200.2,1549085.0,1196657.4,1162524.8,1550780.4,1175464.6,1151477.2
32,1193519.1,1520273.28,1188262.1199999999,1228969.48,1557083.6,1207492.84,1185865.5599999998,1557279.52,1193073.22,1180905.44
33,1198440.8,1548780.68,1209207.44,1236648.32,1561686.6,1229955.3599999999,1210565.64,1562348.84,1215089.92,1200183.56
34,1211516.3,1557788.56,1244717.4400000002,1246820.16,1567879.0000000002,1237228.12,1228551.6,1569716.34,1230259.94,1226178.44
35,1225901.0,1560920.96,1250883.48,1254704.4000000001,1635787.0,1253655.4000000001,1235899.84,1635300.2,1250357.12,1244719.12
36,1246820.0,1565291.4,1259244.7,1268598.4000000001,1655653.0,1258817.8,1243380.9,1646465.6,1259256.2000000002,1254265.7999999998
37,1253076.8,1570771.76,1262866.08,1281196.2400000002,1671899.4,1268788.4,1250216.28,1672090.48,1261526.68,1255593.64
38,1261150.0,1597753.4,1276774.08,1302388.2000000002,1783774.2000000002,1279671.52,1253903.7,1780158.2400000002,1274551.32,1258997.76
39,1271701.2,1642643.44,1303926.52,1361958.8,1820318.2,1319882.16,1262391.9599999997,1819594.12,1280277.96,1271227.8
40,1278720.9000000001,1673336.68,1342925.4000000001,1440977.32,1827673.1,1335715.48,1264840.7999999998,1827005.42,1339136.54,1320575.5199999998
41,1325222.0,1675992.2,1425374.0,1445499.8000000003,1867835.0,1342297.0,1280612.6,1867273.1999999995,1373209.1999999995,1330756.4
42,1361965.000000001,1684663.56,1449595.1600000001,1457817.88,1873011.0,1357568.92,1287025.56,1873348.88,1431765.98,1418836.56
43,1428085.0,1729354.6800000002,1471561.2,1469263.2,1870398.2,1430758.64,1294110.4,1872557.04,1471199.52,1443280.96
44,1448083.4,1756671.12,1501198.24,1486825.08,1878365.6,1451758.96,1343821.96,1876658.5999999999,1479345.9799999995,1447115.08
45,1457649.4000000001,1838185.0,1518489.76,1496828.24,1880242.8,1511814.1199999996,1361946.0399999986,1879539.92,1509865.28,1454527.72
46,1468446.0,1857920.4,1528247.8000000003,1502065.0,1882347.5,1529468.2,1410313.9999999998,1883068.5999999999,1521458.9,1478453.0
47,1506862.0,1862362.36,1550822.08,1548843.68,1898138.6,1536758.92,1450240.56,1884149.88,1533709.12,1501038.2
48,1542134.4000000001,1868907.88,1556402.66,1556590.24,1901395.3,1548783.4,1477548.18,1903754.46,1548512.3800000001,1521640.2
49,1547865.2,1870699.24,1560208.2,1558178.44,1908858.6,1555566.6,1489603.5999999999,1908561.64,1554382.5999999999,1540246.76
50,1554372.4,1886467.2,1565678.14,1563914.12,1913326.1,1559976.4,1527726.86,1911307.68,1559009.08,1548529.1199999999
