index,127_1_www.oracle.com,127_2_www.oracle.com,127_3_www.oracle.com,127_4_www.oracle.com,127_5_www.oracle.com,127_6_www.oracle.com,127_7_www.oracle.com,127_8_www.oracle.com,127_9_www.oracle.com,127_10_www.oracle.com
1,67.0,-48.0,-48.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
2,980.0999999999998,2114.12,894.1800000000001,1925.3999999999999,2855.4999999999995,952.76,1848.94,2892.32,906.08,1834.72
3,5481.000000000003,7490.28,1277.2799999999997,4930.4,10475.199999999999,3911.88,4824.8,8856.880000000001,4099.84,4909.400000000001
4,13466.8,17092.04,10032.300000000001,8617.800000000001,28221.400000000005,7612.68,8566.779999999999,27673.54,7110.76,9040.56
5,23455.8,28945.8,17967.68,19332.44,108286.4000000001,19044.12,15121.039999999999,95888.68000000001,12465.52,12456.399999999998
6,28433.0,129862.39999999997,29280.199999999997,30550.400000000012,167181.5,30661.799999999992,21815.4,165172.6,18596.99999999999,25275.40000000005
7,83704.80000000012,168504.72,51072.87999999999,65694.0,217794.6,83008.95999999995,36330.23999999998,208511.4800000001,29685.39999999999,33012.32
8,163495.0,197314.12,145448.92,162957.19999999998,230423.3,159357.76,151265.98,219904.46,37139.58,87688.79999999987
9,170584.8,226877.12,165758.12,169707.04,320890.0,167221.84,159407.04,366167.36,82483.48,162516.8
10,201469.00000000003,372385.27999999997,175016.96,204802.5200000002,422780.2,179221.20000000013,166104.14,477647.9199999999,166400.6,172524.88
11,218851.0,475258.2,218210.2,218391.2,490979.0,221247.6,201732.39999999994,654505.0,174703.4,177643.6
12,230239.2,644656.9199999999,231006.48,229683.4,627950.6000000003,232524.6,214939.98,673565.14,189832.40000000002,222899.64
13,312117.6000000004,678997.64,272661.63999999996,297597.08,701755.2000000001,396563.32,226296.6,690582.32,225038.63999999998,225975.84
14,430469.80000000005,703393.8,339208.8,380772.04,726711.4,473308.56,368162.08000000013,839436.2000000001,232290.76000000004,244619.60000000003
15,472233.00000000006,725610.48,453093.32,434227.92000000033,861824.4000000006,519010.72,462993.72000000003,999577.2800000001,327388.31999999995,382327.16
16,562786.0,800846.2,494287.4000000002,498914.2000000002,1075633.0,616309.2,524775.7999999999,1054555.2,466859.0000000001,474690.4
17,633229.4,969481.2,581522.56,659533.44,1092650.0,660539.32,665269.32,1089144.48,523136.88,574294.7999999999
18,668357.2,1071818.8,672581.16,676069.6,1155090.2000000002,680003.04,670919.58,1101303.34,602770.8399999997,632943.2
19,697923.4,1114631.84,688718.2,699321.28,1161441.0,689414.8,685737.68,1136995.24,679225.24,677132.68
