index,173_1_us.norton.com,173_2_us.norton.com,173_3_us.norton.com,173_4_us.norton.com,173_5_us.norton.com,173_6_us.norton.com,173_7_us.norton.com,173_8_us.norton.com,173_9_us.norton.com,173_10_us.norton.com
1,-442.0,-442.0,-442.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,8140.06,7755.240000000002,8443.96,19584.8,8346.12,8497.1,8121.660000000001,-876.08,10098.32,8490.039999999999
3,31754.96,32628.16,32240.44,39236.6,19621.84,31014.399999999998,31487.72,1021.5599999999997,24694.679999999997,19268.76
4,38104.72,37087.72,37327.88,65627.8,34567.360000000015,39901.800000000025,39236.44,10477.79999999999,37128.36,30944.48
5,56981.880000000005,48235.200000000004,49739.00000000001,378240.80000000016,45433.08,61239.6,55144.64,30761.68,48584.08,40990.28
6,140842.5999999999,78622.4,137122.8000000002,523508.0,85909.19999999997,162182.5,180651.3,39445.1,70164.2,63098.6
7,365141.60000000003,262442.32,355464.6399999999,723503.8,357984.36000000004,376924.6000000001,333334.24,63352.48,185747.04,98309.56
8,466637.68000000005,399956.5200000001,593778.08,737950.6000000001,457899.24,439128.7,438665.75999999995,153334.12000000002,413095.9600000004,228078.6
9,567496.24,438515.52,645825.36,900357.6000000001,644296.2,525758.6000000001,524543.7999999999,387702.3599999999,457179.80000000005,383285.56000000006
10,673801.16,571237.3199999998,668774.36,973523.0,705176.96,670296.2,672372.78,446016.78,678407.4,437366.27999999997
11,729447.4,672073.0,725006.0,994669.0,723052.2,725852.0,713507.1999999995,653019.0,704038.4,465103.6
12,736068.66,726070.44,731820.96,1000220.2,730857.2799999999,731901.0,739758.62,727516.24,769702.16,566976.4
13,766747.2000000001,732624.92,808151.96,1057652.0000000002,939413.0400000005,793548.0000000001,820964.48,735324.28,858091.4400000008,663085.8
14,940624.9199999999,794060.1599999999,854058.68,1124647.0,957577.14,911796.7,933209.4399999992,741897.7199999999,973929.76,703187.88
15,966346.2000000001,908049.24,969612.72,1275469.4,968755.12,974571.8,975388.0,928852.7200000001,987177.32,730761.72
16,978254.9,974408.6000000001,980763.7999999999,1291733.0,987267.8,986276.5,994172.2,970989.7,993689.8,733971.8
17,991243.76,985439.08,989668.0800000001,1446167.2,990303.92,991117.2,999569.72,985220.64,1000671.32,855322.68
18,998399.62,991045.4,999224.1200000001,1479548.0,1005104.48,1001896.3,1012764.2,990969.02,1011529.88,873982.12
19,1013510.64,999743.72,1021149.12,1502818.8,1018533.04,1055576.8,1049291.04,999886.0399999999,1056238.36,911871.64
20,1020892.8,1006741.64,1045197.76,1514599.2,1164180.28,1144904.0,1064050.98,1020275.82,1107337.68,989289.76
21,1157143.0,1024874.5999999997,1129230.0,1635035.0,1257708.6,1249046.0,1224818.7999999998,1044889.5999999997,1265615.8,995682.4
22,1183184.3,1076328.4800000002,1292892.36,1642548.2,1269842.38,1374196.5,1275588.8599999999,1184872.5999999999,1278041.16,1006303.08
23,1314058.84,1242324.56,1410786.0,1657460.6,1276403.16,1420513.8,1299788.3999999997,1283363.8,1315502.52,1040942.64
24,1425026.02,1362697.04,1418877.08,1659543.6,1315561.42,1431557.2,1435327.9,1306900.0799999998,1432934.96,1042236.32
25,1435489.04,1418120.52,1428230.28,1675741.2,1435192.8,1450616.0,1442308.52,1424618.4,1440910.88,1055558.88
26,1452197.5,1428677.0,1446826.0,1716517.0,1455493.0,1470761.0,1460113.0,1430775.0,1457347.0000000002,1130350.0
27,1470692.24,1435792.64,1455212.36,1777102.4000000004,1464744.24,1482214.4000000001,1470112.2799999998,1441775.32,1468130.36,1230639.2
28,1481730.48,1452671.96,1474528.7200000002,1831011.4,1481542.64,1502082.2,1478204.84,1460179.06,1477205.7200000002,1257859.96
29,1492708.76,1461439.44,1479521.12,1847151.2,1498994.32,1509228.2,1496000.76,1477791.64,1493973.64,1277074.96
30,1500244.6400000001,1474639.52,1497699.16,1855620.2,1506349.72,1593658.5000000002,1513681.92,1487491.06,1510705.3200000003,1396585.0000000002
31,1624218.2000000002,1480483.8,1502181.4,1854816.0,1513644.4,1630358.0,1516076.4000000001,1503318.4000000001,1520355.0,1431079.2
32,1634485.84,1506090.44,1513490.64,1876407.2,1521042.7000000002,1642718.3,1574129.82,1515452.02,1523957.48,1441633.28
33,1640352.48,1514146.6,1629767.72,1881255.0000000002,1610506.0,1643932.2,1644794.76,1631329.9199999995,1571898.4000000006,1456946.1199999999
34,1648836.42,1521318.8800000001,1636316.6,1952806.4,1641911.42,1651034.7,1660818.9199999997,1639308.9,1643568.96,1466189.36
35,1663781.92,1543766.36,1657067.4400000006,1969008.8,1665640.76,1663102.4000000001,1683757.28,1648742.52,1662488.44,1473126.7999999998
36,1671597.9,1641597.2,1665454.4,1984257.0,1683380.2000000002,1675210.5,1686126.7,1654495.7,1675226.8000000005,1489733.0
37,1681823.64,1655121.56,1669933.44,1992404.6,1685244.36,1694972.2,1699589.08,1662021.0799999998,1685346.48,1498251.64
38,1689842.8400000003,1670902.68,1675194.72,2082753.0,1690387.7999999998,1720277.6,1747264.42,1663352.54,1695885.96,1512754.76
39,1704981.92,1676728.76,1686464.52,2111934.6,1751433.6,1727697.8,1807971.76,1669045.04,1704356.4,1518601.24
40,1742772.04,1684669.16,1686646.6,2106391.8,1789881.52,1732667.1,1809665.28,1688341.24,1714480.32,1542291.8
41,1811766.6,1688289.6,1748806.4000000015,2124909.0,1801617.2,1739918.0,1808918.8,1708364.8,1716326.8,1640772.6
42,1817950.24,1699352.24,1794061.72,2165190.8,1806860.42,1802152.9,1820430.98,1737098.2,1763691.08,1643700.7200000002
43,1818284.36,1705801.12,1810502.68,2170811.0,1822441.08,1837415.8,1835089.6,1797066.5999999999,1794123.6,1653184.56
44,1823315.22,1747708.32,1814885.56,2169294.4,1832859.36,1834799.8,1845301.02,1829248.6,1831458.4000000001,1662484.04
45,1833532.16,1796470.6,1819801.16,2180042.0000000005,1843845.2799999998,1841336.4000000001,1860415.68,1835839.36,1837327.28,1667516.88
46,1857574.2,1809376.6,1824465.2,2196255.0,1851397.9,1857686.5,1858493.1,1852185.0,1844813.4,1682176.6
47,1859466.24,1828297.72,1834756.48,2238787.8000000003,1854696.8,1868196.0,1876348.68,1856794.48,1839151.64,1688372.32
48,1857558.04,1834462.44,1838767.48,2277155.4,1862627.64,1871220.1,1881483.42,1863174.68,1852991.44,1704369.2800000003
49,1872415.88,1838931.28,1855860.28,2261627.399999999,1873290.44,1883120.8,1885703.96,1868851.36,1855365.64,1719606.76
50,1882268.46,1842923.36,1857638.0799999998,2265192.4,1878853.24,1901165.9,1913627.82,1876644.32,1868668.68,1736547.16
