index,177_1_www.aboutads.info,177_2_www.aboutads.info,177_3_www.aboutads.info,177_4_www.aboutads.info,177_5_www.aboutads.info,177_6_www.aboutads.info,177_7_www.aboutads.info,177_8_www.aboutads.info,177_9_www.aboutads.info,177_10_www.aboutads.info
1,-442.0,-442.0,1210.0,1210.0,1210.0,1210.0,1210.0,-442.0,1210.0,1210.0
2,1450.56,1390.52,2643.78,2730.9,2735.7999999999997,2308.84,2635.88,1415.8,2840.28,2721.1
3,3590.88,3952.92,1174.5199999999998,5313.64,5305.24,2569.2799999999997,4840.24,3798.6,4930.200000000001,5306.76
4,4100.4400000000005,5059.36,7225.34,6735.46,6872.12,4852.12,6024.119999999999,5268.2,5725.22,6700.14
5,7911.24,6039.8,8720.400000000001,6609.319999999999,6561.040000000003,6383.719999999999,9599.52,6428.8,5745.88,6943.879999999999
6,20510.4,8888.599999999999,23442.7,9584.1,9709.2,7047.200000000006,23146.4,8462.0,7333.099999999999,9571.9
7,18702.120000000003,22704.96,28596.08,22536.72,23235.879999999997,9584.44,23715.68,18839.6,14130.599999999999,20184.640000000003
8,26795.52,20938.120000000003,29458.879999999997,20979.34,21098.48,20871.26,30710.04,26990.8,19262.22,18445.58
9,27807.48,24284.04,33513.56,28411.28,22194.52,19711.559999999998,31621.24,27368.8,18175.32,19531.44
10,32015.04,26065.720000000005,36706.780000000006,29565.18,26226.96,18221.34,35008.759999999995,28297.2,21228.320000000007,26929.62
11,37327.8,27543.4,38413.8,32972.2,27594.4,21814.600000000002,36762.8,32317.0,23137.2,30829.399999999998
12,35984.159999999996,34365.32,40023.70000000001,34958.22,35534.04,22635.000000000004,52578.08,33671.8,25075.82,35452.34
13,42793.15999999999,35596.36,52607.52,38983.600000000006,41135.76000000003,33676.52,67664.40000000002,35457.799999999996,35589.52,36935.239999999976
14,57103.68,45140.759999999995,58281.76,57401.899999999994,57325.80000000001,34760.20000000001,93656.20000000003,37050.4,36800.06,52089.539999999986
15,66623.47999999998,53704.48,70215.52,79403.32,70730.56,35846.76,114429.80000000002,40040.8,46573.92,64840.759999999966
16,80514.59999999996,70445.0,81201.00000000003,92909.5,71133.2,36857.0,124907.2,50454.0,65680.5,93021.5
17,95898.76,73187.08,100398.12,107219.8,71593.88,43748.4,124471.32000000002,66715.6,88533.84000000003,95376.88
18,96678.40000000001,84566.03999999996,128495.56,117833.01999999999,99278.88,54560.84,129280.40000000001,82813.00000000001,103073.24,104077.8
19,105310.08,100479.36,135780.15999999997,133242.16,104476.52,71664.20000000001,134094.48,107675.6,117217.48000000007,109350.24
20,127724.92,117483.68,147110.82,146596.7,105254.2,87840.3,148957.2,112786.00000000001,129066.18,114112.90000000001
21,140340.99999999997,131294.6,169739.0,153405.6,107396.60000000002,100098.2,161550.80000000005,129529.0,130983.6,125815.60000000003
22,170765.76,132561.56,184651.0,157387.06,125770.6,102911.90000000001,182062.2,146040.2,132236.02,130177.78
23,185729.99999999988,145285.59999999998,203854.96,179950.59999999998,146313.2,111953.96,191929.4,145675.40000000002,143599.6,152215.80000000002
24,201986.04,156699.20000000004,204652.94,196357.48000000013,163321.8,110907.48000000005,210684.56,148434.2,162121.99999999997,161095.02
25,204223.75999999998,164358.2,217740.68000000008,201324.48,176777.64,118058.04,211768.12,159786.0000000001,183021.28,185154.19999999998
26,211798.0,168763.0,224419.5,231097.5,177865.0,121219.5,226086.00000000006,180662.0,201183.0,194202.0
27,229150.4,188722.91999999998,235874.48,238909.88,186222.28000000003,136312.76000000004,231224.88,200175.00000000003,208227.28,208835.11999999994
28,252177.72,209810.19999999998,249321.80000000002,240023.54,208337.24,150096.30000000002,259296.04000000004,211531.80000000002,213006.44,208116.12
29,251269.08,214385.23999999996,255890.28,249127.48,212115.28000000003,169741.72,264132.51999999996,222974.59999999998,212440.12,212772.15999999997
30,254916.56,227112.96000000002,272463.12,250576.96000000002,219676.84,187986.04000000004,281032.12,231575.2,224222.72000000003,228339.6
31,268211.3999999999,232007.2,276091.2,266738.0,236925.8,198634.2,286182.4,232230.0,232234.4,242855.99999999997
32,282212.16,235347.8,292754.98,274801.3,238025.64,200185.44,290798.76,236873.8,245813.06000000003,246232.94
33,281681.68,255998.68,291780.32,289577.84,252632.36000000004,207856.32,291456.64,269965.0,251109.04,251354.08
34,284027.48,264676.68,295436.86,288714.78,274306.80000000005,209448.92,294927.76,270601.6,257587.38000000006,252664.94
35,285701.32,271694.48,302617.52,286989.44,280973.4,217436.6,296259.48,277593.2,273992.64,268194.12
36,298133.4,273334.8,303877.6,288048.7,283086.4,226749.5,306338.2,276680.0,275286.7,272478.9
37,301455.72000000003,274621.72,306046.31999999995,291625.16,286272.27999999997,240533.04000000007,311446.68,279933.19999999995,278307.12,279515.92
38,305786.72,286050.92,327127.44000000024,295580.74,287726.28,254800.24,328725.48,290140.6,290581.02,280590.72
39,323708.32,287224.44,336243.84,295187.08,288583.88,257654.84,333137.64,288878.4,291842.64,281338.3599999999
40,323075.72000000003,288435.28,335076.64,296428.78,290335.27999999997,259078.14,350920.92,289949.2,293405.92,282617.02
41,325373.79999999993,287621.6,337238.6,297848.8,292269.4000000001,259600.60000000006,360816.20000000007,294101.0,300196.19999999995,284256.6
42,325890.32,291307.08,337780.28,309418.54,292459.04,267809.32,372236.48,293448.19999999995,302180.42,287207.0199999998
43,328954.56,298449.19999999995,346028.64,317358.04,303399.12,276902.44,379027.96,294329.2,303774.8,294230.24
44,339606.32,302983.84,352911.74,328955.38,308302.52,275663.18,392800.0400000002,295962.6,310540.74,297573.1
45,355400.63999999984,308263.72,366501.92,335544.88,312357.44000000006,277055.24,400272.32,302345.4,312089.28,310948.52
46,366633.0,316010.4,372933.1,351112.60000000003,313574.4,281091.7,414176.60000000044,308039.0,322933.6,314437.1
