index,365_1_soundcloud.com,365_2_soundcloud.com,365_3_soundcloud.com,365_4_soundcloud.com,365_5_soundcloud.com,365_6_soundcloud.com,365_7_soundcloud.com,365_8_soundcloud.com,365_9_soundcloud.com,365_10_soundcloud.com
1,-442.0,-442.0,-442.0,1539.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,4638.280000000001,6687.12,4440.459999999999,4222.080000000001,5278.58,6308.0,5168.84,4337.48,4762.88,4365.599999999999
3,16291.119999999999,11293.56,16737.84,15512.679999999998,17289.68,25467.8,15860.159999999993,19578.399999999998,16622.28,20290.199999999986
4,25037.16,30730.279999999995,24627.66,24489.68,26082.82,25211.2,25173.86,24837.44,25735.859999999997,24141.8
5,27286.559999999994,28630.96,31120.559999999998,28390.120000000003,27171.88,34491.4,26736.52,28360.32,26380.24,28529.399999999998
6,33773.99999999998,37260.4,39672.1,36026.7,39305.6,46256.0,36544.4,40398.8,41152.8,40176.0
7,42764.84000000002,45458.52000000005,38207.479999999996,42099.68,44226.32,66781.00000000004,45575.12,42333.56,42229.96,45325.200000000004
8,55840.48,68855.84,67467.36000000003,62289.22,55076.4,93680.4,48397.979999999996,72988.83999999997,66021.70000000001,70653.8
9,98027.64,133965.16,85972.76,90768.84,201708.16000000024,94987.0,91246.08,91925.24,217127.32,91424.59999999999
10,200700.95999999993,241710.28,99603.40000000002,91859.72,327892.56,183629.20000000007,92612.87999999999,92051.32,244721.44,92389.4
11,256028.6,261261.4,158737.2,94017.6,329515.0,258963.0,94677.8,136855.19999999995,246202.4,162496.0
12,258633.72,262540.48,339008.94000000006,123577.71999999981,395093.88,393572.80000000005,92857.18,233432.44,369393.8399999999,269675.7999999999
13,258034.48,263037.0,615947.1600000003,268019.3999999998,601200.2400000003,556761.8000000003,232963.36000000004,329607.28,618369.5200000003,363586.9999999999
14,398289.4799999999,416832.48000000004,866794.12,469699.83999999956,826126.4400000001,756638.0,405914.8,481432.36,856733.2999999999,462522.6
15,597362.36,686984.8800000004,986460.16,685162.0399999996,1047175.2799999999,1020718.0000000001,541290.2,752387.0,1087719.68,577367.9999999999
16,859685.2,1043118.8000000002,1101135.4000000001,961298.9999999995,1103513.0,1122043.0,724928.8999999998,1024321.8000000002,1107786.3,779763.0
17,1101369.5999999999,1122178.6,1121560.36,1116092.36,1117958.9200000002,1130731.4,907209.7999999999,1119803.44,1115763.84,1008031.5999999999
18,1122021.6,1131615.68,1129360.76,1125762.28,1166894.98,1192524.8,1111948.84,1140700.5999999999,1174852.62,1117527.2
19,1128865.28,1187252.88,1186482.56,1185226.36,1174218.24,1197917.8,1121334.8800000001,1183578.76,1179947.88,1127738.6
20,1188764.68,1191886.32,1191602.12,1190564.86,1182522.96,1242828.7999999998,1156925.5999999996,1190546.96,1187291.18,1183116.4
21,1193082.2,1207687.9999999998,1202206.6,1199489.2,1243913.2000000004,1291563.0,1183886.4,1257323.8,1251255.0,1187305.0
22,1199478.24,1269551.2400000002,1268328.54,1264489.52,1270702.32,1301124.2,1192577.0,1281785.56,1278491.36,1211792.7999999998
23,1253094.6,1293413.64,1288531.88,1289136.1199999999,1275658.2,1304031.8,1235662.8,1291816.44,1286290.48,1283410.2
24,1289394.44,1303859.44,1294622.26,1290441.12,1278635.26,1320012.6,1283048.34,1293487.84,1285629.86,1290564.6
25,1299198.84,1305144.72,1300620.88,1295566.08,1280123.92,1335113.6,1290074.88,1297292.92,1291737.16,1300748.4
26,1299099.0,1312106.0,1302682.0,1307055.5,1290757.0,1335604.0,1294876.5,1305237.0,1303327.5,1298824.0
27,1307425.56,1315922.28,1311201.5999999999,1320850.64,1305877.2,1436149.8,1293006.12,1326904.72,1317796.84,1310930.4
28,1315811.44,1325191.08,1339829.1,1338952.42,1339368.4600000002,1491977.8,1300397.54,1336152.04,1335100.8800000001,1320408.2
29,1324594.2,1341300.84,1360633.9200000004,1506091.32,1443725.24,1509905.0000000002,1304475.72,1336540.16,1451438.28,1363239.5999999994
30,1324648.16,1343218.92,1496128.72,1506390.14,1493475.4600000002,1539806.8,1328964.04,1355311.8,1497438.52,1508263.5999999999
31,1363324.6,1418248.0000000002,1511218.6,1514009.8,1504154.4,1550964.0,1348875.0,1435557.6,1501466.2,1520189.0
32,1389076.96,1516032.28,1515380.68,1521356.46,1504755.82,1553231.2,1347295.22,1496834.32,1504229.36,1528203.2
33,1446119.76,1530269.44,1522756.04,1538428.96,1518788.76,1557746.2,1352053.8800000001,1515374.04,1515944.32,1536489.7999999998
34,1515038.48,1536380.08,1531019.94,1548769.94,1521663.46,1559950.2,1390782.66,1528519.44,1523273.08,1541521.2
35,1534193.48,1544774.12,1541915.48,1552847.04,1532832.12,1578949.7999999998,1457048.4,1532091.76,1533281.04,1555188.8
36,1540990.4,1550552.8,1562470.0999999999,1558556.9,1537303.1,1588315.0,1514110.9,1542998.8,1536920.9,1559015.0
37,1542255.08,1567817.56,1562989.56,1561442.84,1539101.48,1736873.4,1539486.1199999999,1546071.72,1540157.36,1561522.8
38,1545197.36,1570059.24,1565519.76,1581370.72,1558270.46,1785218.6,1543408.74,1548736.32,1540780.94,1566785.4
39,1549702.08,1572986.32,1566129.48,1585996.84,1562772.56,1794085.6,1544119.92,1550864.92,1560598.32,1586652.0
40,1567777.12,1603072.2400000002,1574979.92,1593285.7999999998,1570906.88,1801408.0000000002,1565153.18,1576272.92,1567547.24,1590725.0
41,1572522.0,1631616.6,1654600.8000000003,1714648.3999999997,1573486.2,1804094.0,1573361.2,1584370.8,1668683.4,1611385.0
42,1579239.36,1640422.04,1729425.0,1747266.6400000001,1597036.7600000002,1814188.0000000002,1578483.92,1622397.04,1721639.82,1745554.4000000001
43,1616433.8,1677592.24,1776291.16,1754855.4,1629807.56,1822165.4,1583237.6,1739227.24,1768574.84,1794014.4
44,1732625.88,1705358.88,1783580.98,1803156.2799999998,1638578.26,1828911.8,1589951.66,1788095.52,1775060.76,1799623.8
45,1737075.16,1808302.56,1791882.8800000001,1803351.1199999999,1787002.52,1844299.0,1646208.2400000002,1793788.24,1781154.04,1805862.8000000003
46,1763670.4,1813653.2,1804302.5,1810202.0,1790985.3,1858047.0,1742926.1,1798384.8,1788567.7,1808735.0
47,1794855.3199999998,1822133.08,1803728.68,1819042.52,1801871.48,1862518.0,1752509.8,1802915.1199999999,1788990.6,1819474.0
48,1795060.5999999999,1826128.4,1810805.84,1825286.92,1810820.18,1867405.6,1801019.54,1814721.88,1795864.56,1823507.6
49,1805372.44,1830820.04,1811937.8,1835492.3199999998,1812939.1199999999,1874417.2,1809512.24,1820726.6,1800837.72,1830118.8
50,1811918.08,1835280.8800000001,1825800.28,1848179.96,1821091.3599999999,1874215.6,1810100.14,1825662.92,1810943.16,1835906.6
