index,129_1_www.oracle.com,129_2_www.oracle.com,129_3_www.oracle.com,129_4_www.oracle.com,129_5_www.oracle.com,129_6_www.oracle.com,129_7_www.oracle.com,129_8_www.oracle.com,129_9_www.oracle.com,129_10_www.oracle.com
32,979834.96,1059469.7999999998,1384109.8,1065080.12,1047742.2000000001,1336725.46,1066329.96,1039730.72,1393204.6,1102593.0799999998
33,992098.4000000001,1064428.4,1410818.4,1067203.84,1059347.56,1379291.0,1069178.24,1056758.16,1404506.2,1110448.28
34,1009552.44,1078095.3999999994,1413699.8,1100340.52,1074449.6,1411409.38,1085794.76,1063224.08,1411500.3,1115392.72
35,1016402.4800000002,1135688.3999999994,1418228.8,1103367.12,1103445.72,1419161.04,1091739.32,1071729.6,1416631.8,1124468.32
36,1030465.8,1184452.0,1423655.0,1110453.8,1112882.2,1426609.9,1104877.4000000001,1077365.8,1421625.0,1133240.3999999997
37,1046952.2000000001,1223791.8,1488874.8,1117522.32,1117993.52,1428473.44,1121979.7600000002,1090099.4000000001,1488827.8,1145850.2
38,1076118.16,1240993.8,1494974.6,1126576.6,1141008.2000000004,1435158.24,1144582.44,1127026.84,1495030.7,1198652.8
39,1102425.8400000003,1252076.9999999998,1525250.4,1135844.36,1197771.5199999998,1500539.04,1189583.360000001,1144536.76,1527691.2,1264654.1599999983
40,1113570.2400000002,1260955.8,1531499.0000000002,1150908.76,1286095.88,1505565.9,1203840.4,1150378.68,1649405.9999999993,1308131.16
41,1148886.2000000002,1274857.0,1680994.0,1191991.7999999993,1290142.2,1536325.4,1294886.2,1168438.0,1675700.0,1318469.8
42,1180120.44,1280908.6,1680003.6,1231418.76,1303470.8,1539664.5,1316986.28,1193048.68,1683028.9,1359381.48
43,1230484.9600000007,1311111.7999999993,1691401.6,1279686.4799999997,1314222.4,1544722.4000000001,1328562.2400000002,1239601.44,1694404.4,1377892.32
44,1298703.36,1324139.2,1699607.6,1352469.0399999998,1323805.16,1564863.48,1353089.6000000008,1285557.2000000002,1699124.9,1394220.3599999996
45,1298266.96,1332655.0,1731414.4,1354619.36,1326349.8,1609910.4000000004,1388944.4,1351660.28,1722510.8,1409692.1199999999
46,1310574.6,1336492.0,1731190.0,1373684.8,1363726.8,1642989.2,1393740.4,1357998.6000000003,1729367.5,1410594.8
47,1336580.2,1344093.4,1737756.6,1379851.56,1395700.72,1722383.8400000003,1414973.1200000003,1374256.2400000002,1732992.4000000001,1416335.12
48,1345230.24,1389309.1999999995,1739919.0,1400745.68,1402456.12,1725247.7,1419468.52,1377190.88,1732094.3,1418585.84
49,1358662.36,1411912.4000000001,1742029.2,1406272.84,1407707.68,1731160.76,1424239.76,1397676.2,1732692.1999999995,1418472.56
50,1365443.48,1412290.8,1744999.4,1410569.56,1412090.76,1739537.46,1427052.12,1406309.92,1741514.5,1418180.72
