index,129_1_www.oracle.com,129_2_www.oracle.com,129_3_www.oracle.com,129_4_www.oracle.com,129_5_www.oracle.com,129_6_www.oracle.com,129_7_www.oracle.com,129_8_www.oracle.com,129_9_www.oracle.com,129_10_www.oracle.com
1,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,-48.0,-48.0
2,2064.1600000000035,2300.4,2908.6,489.44,1904.24,1276.1600000000035,930.9200000000001,1913.48,725.2000000000005,1189.9600000000005
3,7098.240000000011,5238.8,12049.4,3235.84,4847.4800000000005,8180.400000000007,1683.7600000000002,6659.039999999999,8871.6,4722.840000000001
4,19096.16,8685.999999999995,27473.599999999995,7464.040000000001,9581.72,29835.780000000002,5340.4800000000005,9374.44,20435.9,17272.72
5,27565.640000000014,26808.2,75046.4000000001,14463.599999999999,28819.52,34524.80000000001,10211.680000000004,16550.72,32781.4,26773.84
6,33496.2,28179.0,315150.0,21911.2,29435.600000000002,199819.2,20902.399999999998,25553.0,121352.0,32615.399999999998
7,74316.28000000001,34545.19999999999,411104.2,31837.640000000003,34635.44,400343.96,30113.6,28948.88,307135.3999999996,109388.27999999997
8,104317.64,150074.7999999998,424969.2,74823.8,143501.48,409387.01999999996,36033.36,43000.84,404603.6,211599.23999999987
9,134054.08000000002,277934.8,466369.6,230546.84,229480.44000000006,446167.3200000002,133565.08000000007,160583.68000000008,417374.8,338151.08
10,194243.20000000004,390055.6,492662.0,374064.88,344369.8,470703.84,208495.4800000002,299869.60000000003,443179.8,404089.08
11,232251.4000000001,408112.0,572593.0,402832.0,406123.6,496400.80000000005,257354.60000000006,402204.2,476442.0,415305.4
12,280527.48000000004,415804.99999999994,625212.8,424385.16000000003,413192.16,627480.2000000001,353541.76000000007,412252.52,551059.0,423597.68
13,308271.2,465927.6,670618.0000000003,445238.72,435545.96,670475.8,413826.12,422749.92,663890.2,466324.48
14,344899.52,468854.8,734901.4,467740.36000000004,467533.28,788333.2799999999,425159.68,467553.08,751571.6,523846.04
15,359660.64,536148.2,808405.8000000003,468586.84,470167.44,860705.16,436272.96,470583.32,856063.7999999999,535306.12
16,412889.2000000001,570384.9999999999,897799.0,539390.4,502453.2,874058.3,476198.2,513899.0000000002,875630.0,640471.3999999999
17,440739.16,628996.0,918300.0,648526.4,586879.56,899255.5599999999,479167.68,580510.44,927446.4,663180.96
18,482817.8800000001,642270.2,963505.0000000001,658054.88,630803.36,963118.94,534132.7200000001,605596.8,969058.3,715012.3200000001
19,547235.32,659043.0,981007.4,751674.28,671789.92,977732.32,625809.8800000001,618838.2000000001,982613.6,767788.4399999998
20,551551.08,692986.3999999998,1011335.2,858723.52,688386.1199999999,991078.88,665322.44,638362.8,1001871.0,861089.72
21,561405.0000000007,746207.0,1044757.0,861873.4,763764.6,1016363.6,730514.8,697697.0,1022849.0,872501.6
22,653746.9200000005,817445.8,1052205.2,874334.68,830124.5599999998,1055793.36,850126.4,724217.4,1049070.2,889392.48
23,698561.28,829230.3999999999,1067475.8,915810.56,886780.44,1062149.44,896731.64,755051.2000000001,1084220.4,941747.4799999999
24,716136.36,882491.3999999999,1076168.0,937660.5200000001,901956.52,1070609.04,908199.16,798340.6,1098271.2,964633.16
25,752320.52,905120.7999999999,1110614.4,964187.4,945907.08,1085719.2,920541.76,834079.68,1115420.4,980710.72
26,785337.0000000001,912606.0,1126267.0,979509.0,968261.0,1119848.5,927784.0,891256.0,1121672.0,989616.0
27,832700.2000000001,958795.2,1143413.4,984245.0,971637.08,1129196.16,961927.8,910765.16,1149333.0,1008668.5199999999
28,843184.04,983723.0,1195196.4,988931.08,979052.12,1142082.46,1003282.4,940367.8,1182193.9,1045363.92
29,870199.4,999718.8,1220969.6000000003,1045159.76,1030469.76,1205461.36,1050380.36,988531.3200000001,1209806.5999999994,1048288.76
30,911516.8,1015813.7999999999,1359886.4,1046452.48,1038931.3200000001,1297175.2,1051996.04,1010577.04,1261637.9999999998,1054713.68
31,938885.0000000001,1034453.9999999999,1375249.0,1053945.2,1048095.8,1323159.8,1061148.2,1032102.8,1360430.0,1070484.4
