index,266_1_translate.google.de,266_2_translate.google.de,266_3_translate.google.de,266_4_translate.google.de,266_5_translate.google.de,266_6_translate.google.de,266_7_translate.google.de,266_8_translate.google.de,266_9_translate.google.de,266_10_translate.google.de,267_1_translate.google.de,267_2_translate.google.de,267_3_translate.google.de,267_4_translate.google.de,267_5_translate.google.de,267_6_translate.google.de,267_7_translate.google.de,267_8_translate.google.de,267_9_translate.google.de,267_10_translate.google.de,268_1_translate.google.de,268_2_translate.google.de,268_3_translate.google.de,268_4_translate.google.de,268_5_translate.google.de,268_6_translate.google.de,268_7_translate.google.de,268_8_translate.google.de,268_9_translate.google.de,268_10_translate.google.de,269_1_translate.google.de,269_2_translate.google.de,269_3_translate.google.de,269_4_translate.google.de,269_5_translate.google.de,269_6_translate.google.de,269_7_translate.google.de,269_8_translate.google.de,269_9_translate.google.de,269_10_translate.google.de
11,205485.59999999992,312209.8,217801.20000000004,250512.8000000002,205544.99999999994,185137.2,259283.0,75824.0,77209.8,75639.6,83540.19999999997,142864.0,85834.0,83309.8,85672.0,83484.8,71119.8,84561.8,84112.6,83456.2,17037.199999999997,14976.4,13676.399999999996,23791.600000000002,17113.0,17220.2,14090.6,98526.4,14846.0,12199.2,42302.200000000026,7727.400000000001,82680.8,58606.400000000045,43789.20000000004,81264.60000000008,28645.2,14990.6,83096.0,82473.0
12,278846.16,363672.08,279167.60000000003,358528.92,285446.45999999996,269335.6399999999,337462.19999999984,144967.2,151244.96,114555.36,100013.31999999999,206545.59999999992,87301.40000000001,86763.48,94214.80000000019,87412.40000000001,114327.92000000001,92873.60000000002,85733.36,122503.88,23794.68,17171.66,13602.640000000001,23716.32,16222.119999999999,16700.62,13148.36,101503.98,16862.46,12904.22,73873.76000000001,14068.319999999996,84270.66,82881.66,74027.44,84020.2,56350.40000000004,14743.56,84623.2,84287.9
13,346934.36,363538.04,362852.84,363585.24,360024.92,359135.8800000001,363718.4,179096.59999999998,185118.32,179764.48,121126.76,263400.8,121588.8,119942.87999999998,150227.4000000001,138998.32,200805.84,159769.76000000018,111520.36,154989.76000000007,23722.88,23022.559999999994,15121.800000000001,81421.44,23638.64,23703.16,16743.080000000005,102576.16,18301.599999999995,13959.439999999999,82555.96,14802.16,86018.44,84246.92,82522.24,83293.24,82804.72,18731.480000000032,84904.00000000001,86259.6
14,365037.46,367446.46,364007.48,364266.72,362830.86,363567.44,364071.7,268488.1999999999,266223.72000000003,238309.07999999987,155338.16,332049.8,176153.30000000002,142473.16,211116.9,189243.76,235194.76,224356.14,146392.12,204174.2400000001,35996.59999999999,23205.719999999998,17182.7,100245.28,24119.32,23697.18,16942.48,106413.54000000002,23471.64,13183.44,84301.84,14960.44,88238.18,83334.4,84258.46,87057.96,84534.08,30778.12000000005,86023.2,88279.2
15,366914.52,373224.32,365883.48,367789.52,367169.64,364519.84,367405.0,331641.99999999994,329101.6400000002,328224.8,205495.04,367364.4,240167.00000000012,217250.71999999997,211826.8,204727.08,246098.23999999996,292538.08,181866.04,255317.12,99657.32,35977.23999999999,16778.32,101668.24,52216.71999999998,69041.52000000008,16861.199999999997,143317.56,25455.479999999978,17254.96,86530.32,24928.600000000002,89657.72,87811.44,86337.24,86782.28,84474.80000000002,66829.88,87472.2,89651.59999999999
16,371964.60000000003,379943.60000000015,371248.8,373104.2,368913.1,367410.8,371242.0,361408.0,362890.8,331900.8,270655.7999999997,378563.0,317497.0,303943.19999999984,281621.50000000006,277585.2,317735.8,328670.4,217657.99999999997,314938.19999999984,100648.4,62253.60000000003,23405.79999999998,104920.6,99318.2,95108.4,23626.399999999998,195530.1,59398.999999999956,17146.100000000002,88562.2,35663.20000000001,90875.9,86629.9,88197.3,89497.6,87621.4,83215.9,88313.5,92953.5
17,374113.76,427880.4,373282.88,375752.48,372474.16,373119.6,375769.6,363201.8,363402.04,362670.28,325403.5199999998,386415.4,384482.4,374945.32,331680.60000000003,352315.11999999994,377649.32,367075.4,280878.32,378564.08,102413.28,99535.56,23781.679999999997,105961.88,102659.52,101176.88,23675.52,195128.24,86993.55999999998,16574.16,89945.36,65160.64,94291.08,92561.8,90227.72,90896.48,87988.52,83985.24,91242.8,94170.8
18,394986.88,447681.80000000005,394594.68000000005,397669.36,375569.06,376705.04,395443.1,365205.6,366918.28,365463.88,377526.04,386926.4,385791.8,376365.2,369205.4,380554.36,380742.80000000005,386007.4,359988.43999999994,384408.60000000003,104230.24,100642.76000000001,32457.880000000005,112347.47999999978,101940.84,102543.66,32715.599999999995,199367.38,98658.82,23967.08,89469.24,83035.52,96432.63999999997,94954.02,89229.34,96066.72,88049.31999999999,84666.38,93299.1,93567.9
19,431694.60000000003,500643.24,430938.60000000003,455575.6000000001,396721.39999999997,398329.68,399599.0,367790.6,368097.6,367114.92,386134.72,397141.5999999998,404591.00000000023,384953.27999999997,385036.4,383675.12,385757.32,387728.12,378648.56,385573.68,108978.92,102681.96,63094.59999999996,176904.1199999999,103580.84,101947.56,50386.800000000054,204178.83999999997,102033.12,23718.96,91041.24,84021.52,171212.28,94255.28,90965.56,97018.04000000001,90826.59999999999,86811.08,94404.6,140873.40000000002
20,501723.5,516581.10000000003,501092.08,500249.4,498400.5199999998,481934.12000000017,408813.39999999985,370732.2,373572.64,368059.8,385696.16,422037.4,444652.39999999997,384616.64,386822.4,385903.52,385784.96,386812.98,383118.9,422453.80000000005,110092.52,103629.62,94870.83999999988,196037.32,106120.87999999999,105838.98,75749.20000000001,206935.86,101283.22,26251.760000000028,96479.72,84486.04,184127.88,104931.40000000004,94216.04,134073.60000000006,94135.16000000002,86869.86,96067.99999999999,180947.80000000002
21,525309.6,532455.2,514621.00000000006,526805.8,517971.0,502132.4,451192.0,375867.0,375271.6,372467.0,403268.6,433527.0,489248.0,386394.8,427888.0,419504.8,389723.80000000005,405427.6,387269.4,473571.8,112016.4,107514.99999999997,101889.4,194439.2,109189.00000000001,106704.0,99877.2,208819.19999999998,102833.2,41337.60000000004,97381.2,86607.8,185815.2,163567.2,93673.2,169156.60000000006,93655.2,88579.2,131943.0,179577.0
22,573102.22,555833.06,534602.52,571830.92,521041.46,502639.84,491521.6,391687.39999999997,394612.96,375703.84,413857.19999999995,443806.4,497557.1,387842.12,448948.4,437307.00000000006,420701.76,425012.88,386590.72,497331.52,110743.68,109488.4,103447.28,195485.16,112147.88,134439.62000000005,101426.72,211599.46,106202.88,83196.68,119648.76,87805.8,184633.92,185801.52000000002,130896.62,184007.9200000001,108544.79999999999,90198.86,180801.6,186165.3
23,573874.04,577804.8,574596.52,569487.08,556214.72,506596.76,508299.8,414660.1999999998,431309.6000000001,394697.24,424291.56,468834.6,501116.2,424284.4799999998,475077.80000000005,475554.32,431832.76,460294.04000000004,388435.48,500858.24,109556.76,113839.68,103104.04,197376.52,111032.52,175987.44,103116.12,213942.64,105610.56,98975.87999999999,134117.36,88374.16,186021.32,186567.16,180418.32,192452.04,174389.96000000017,91703.59999999999,188270.40000000002,190128.2
24,574205.64,585113.08,572311.68,573186.16,574004.16,507986.36,505898.7,441714.8,498557.24,463260.27999999997,469918.3199999999,492467.39999999997,503868.00000000006,489663.8399999998,490978.3,483586.24,451087.88,495943.88,398250.46,502899.32,108338.84,127453.84000000001,104771.06,201501.72,175588.32,191689.15999999997,102357.72,215278.11999999997,143450.98,100357.23999999999,184972.28,90247.92,192685.38,188050.78,187256.72,194141.04,180304.26,93317.12,189377.7,189792.3
25,581036.96,593034.96,573503.4,578666.32,581206.24,510094.72000000003,509041.7999999999,475635.19999999995,535460.56,497236.48,495270.24,498777.99999999994,507366.6,496084.76,498731.8,500548.92,498074.48,501799.04,419068.28,505836.12,125752.35999999991,152066.23999999987,104605.39999999998,202705.35999999996,203365.04,192971.84,104193.04,215373.92,191222.12,102065.36,183490.44,90250.36,192103.36000000002,187113.72,185820.48,193313.48,179602.16,106828.2,188236.4,190861.4
26,582399.5,593808.0,579551.0,581266.0,583290.0,515158.0,525565.0,524777.0,556323.0,500966.0,501050.0,503662.0,510855.5,499736.0,502084.0,502385.0,501059.0,503772.5,466669.0,561477.0,131083.0,198937.0,111463.0,203791.99999999994,203851.0,198102.0,109658.0,251614.0,192641.5,101415.5,182269.0,89089.0,198358.0,188937.5,187274.5,191905.0,181904.0,107280.0,188219.0,189855.5
27,584853.64,593615.84,584953.44,582089.6000000001,586338.76,518828.92,539130.2,555038.2,572420.48,524237.52,503079.68,504951.0,513601.4,502808.88,503162.2,502627.08,503164.52,506383.36,494245.56,594859.96,140781.19999999998,204482.28,110450.4,206751.63999999998,205688.28,199917.84,111111.4,312914.36000000004,196860.16000000003,103050.64,183989.68,91126.16,199098.76,190727.16,189045.32,196565.68000000005,189869.64,108234.12,189305.20000000004,194110.6
28,590863.48,599828.96,586857.24,601886.44,588271.86,518375.84,543654.4,555591.8,570927.08,524547.04,505363.24,506952.4,560104.8000000002,505481.0,507318.4,506005.32,506150.72,525175.66,501064.58,614447.44,186199.24,203070.94,122461.51999999981,207877.28,206598.44,201474.32,117392.36000000023,344081.24,198226.88,106794.46,191701.4,95073.88,197853.58,194254.08,188497.54,197741.84,189267.98,142712.03999999998,192628.2,196310.00000000003
29,590781.6,640054.16,586899.72,604958.44,591507.12,517795.08,552506.9999999999,556479.4,574212.0800000001,531450.4400000001,547927.5199999998,571458.3999999998,602380.4,542576.88,523556.0000000001,534535.88,525089.0,594464.24,502537.64,646864.36,190431.76,205070.52,158468.79999999996,216554.04,205863.84,202973.44,166307.4,362504.92,200567.31999999995,106364.52,193499.84,96451.12,205385.12,193718.32,191196.04,199554.56,191201.36,153622.7200000001,194656.4,201972.60000000003
30,595713.06,672547.82,591772.92,603715.08,592264.86,533874.4,592045.5999999999,575017.9999999999,576431.36,564003.08,593927.68,595132.2,603711.1,592768.04,547156.9000000001,593764.68,577917.12,594927.62,505276.0,648617.28,192335.72,208657.06,197101.54,221677.84,207096.92,205222.42,201740.80000000005,363473.86,200860.02000000002,106103.06000000003,195644.72,97664.48,206340.44,197592.14,192432.18,205022.28,193012.86000000002,185162.24,194160.3,203068.6
31,634093.2,676397.4,631288.8,607958.4,628087.7999999999,563546.3999999997,604036.0,576814.0,580575.2,577726.4,595221.0,596786.0,607151.0,595103.6,596048.0,595924.6,594621.2,597293.4,506021.6,651748.8,207547.6,207857.6,195593.6,223132.6,208825.4,206153.6,201887.4,367699.2,202299.2,142040.20000000004,196849.4,99155.00000000001,210237.99999999997,201700.99999999997,193586.6,204679.4,192635.4,185289.6,197580.0,203199.0
32,667382.42,680384.44,663472.28,607543.08,648453.46,594516.2,608616.1,580976.8,580780.16,579386.5599999999,629077.28,600370.7999999999,623291.4,628373.56,597130.7,596508.48,596634.64,599946.72,555460.2399999999,699773.4800000003,210215.28,206764.66,197267.82,226307.67999999976,211157.4,213435.08,200687.56,368533.02,206206.66,158188.76000000013,196632.36,129079.79999999997,212038.62,203368.34,197770.41999999998,211624.60000000003,194775.36000000002,187549.28,197068.7,203176.9
33,671073.28,695938.8800000001,674731.96,615118.8000000002,664807.08,667029.84,610582.2,586167.4,582029.28,580117.72,641861.8799999997,623190.0,659929.0,629675.04,615364.4000000003,600588.1999999998,600304.84,634217.8,594038.8,775964.8,213781.56,212039.48,198515.15999999997,283645.6799999995,211816.44,216416.2,199802.32,372260.56,205702.68,187606.16000000003,198721.8,156360.2,233562.2399999999,207960.92,199836.96,211045.36,198099.12,186639.72,196470.6,250413.00000000017
34,675173.36,700301.38,684264.96,650619.88,675669.1,668766.7999999999,614979.2,587758.2000000001,581630.16,585926.88,648977.56,651940.2,694243.1999999998,649331.48,652951.1,645845.48,618879.44,652703.7,595474.08,850144.96,215146.52,211989.38,198996.26,347736.12,216035.04,218375.34,201475.68,373166.94,209214.72,199100.42,201903.24,170779.9199999999,294525.7199999996,209601.32,204908.76,214210.36000000002,197621.58,188323.38,202502.9,288553.4000000001
35,686264.04,704013.68,685554.96,683860.48,685188.36,679072.2000000001,654589.6,587761.8,583003.88,587887.2000000001,724101.4799999997,654731.3999999999,804032.6000000003,712950.6400000001,653295.0,651949.48,638651.8,687764.4000000003,629412.36,851435.88,224296.76,213617.56,198075.16,348350.64,221784.68,218289.24,203872.44,374824.64,210588.6,200694.44,201399.08,185273.20000000004,335886.32,214327.92,205919.68,220602.28,205597.04,190396.64,202749.19999999998,304522.4
36,693861.6,709943.8,687049.8,690932.6000000001,686416.4,682526.6,686923.0,587793.0,585921.4,590681.6,811261.0,718515.0,857422.0,810106.4000000001,694447.0,665069.3999999999,653145.8,792254.6000000001,631024.3,853462.8,250706.19999999987,216791.1,199614.7,351566.4,220445.2,252873.00000000003,205731.6,378318.6,210932.6,200236.9,208867.4,188271.2,337608.1,213424.0,209497.3,219961.0,204527.3,189880.2,202292.5,329223.0
37,697327.68,711844.88,694065.56,702217.72,688071.44,694018.4,698007.0,588313.7999999999,625690.84,594181.96,849727.44,784307.5999999994,859206.2000000001,848644.72,771196.4,717875.9600000002,704940.5200000003,850794.44,649258.72,854429.68,306833.12,217943.84,204489.92,354535.83999999997,222153.08,290268.91999999987,210046.56,381309.96,227895.20000000013,199333.24,207858.12,193392.44,340045.44,220680.24,210132.16,256591.00000000023,207864.76,196782.92,204405.8,331211.0
38,698584.16,733006.0400000004,694809.68,705603.76,694082.28,695186.56,707644.4,613784.3999999998,634502.2000000001,593253.96,850002.56,851334.4,862717.3,849522.44,851760.9,816228.8399999997,785768.8399999997,852467.68,652035.6,862075.84,339829.92,218775.78000000003,208908.94,358292.92,221289.36,342547.0,209987.52,384097.68,279589.47999999975,198390.58,213099.96,193103.36000000002,359075.26,254546.47999999998,209465.4,308065.92000000016,209623.08,195607.64,254942.6,332356.1
39,698669.88,812857.0000000001,709844.2400000001,706911.68,696226.44,699135.96,708631.4,631673.2,658150.92,601013.52,852137.6399999999,852722.2,867752.6,851276.92,853145.6,849903.48,850849.04,854043.44,670876.8000000002,861910.88,341948.3599999999,222979.52,208736.36,374730.87999999995,224184.0,344127.96,211534.08,386930.68,318903.8,197282.92,213146.04,192350.48,360570.28,287641.4000000001,246509.36,343944.32,209786.2,197483.52,291198.0,350498.19999999995
40,707050.4,823855.38,716812.28,707046.8,762865.14,702593.12,709388.7,664130.8,669633.7200000001,640878.56,852997.8799999999,853923.2,870668.2,851520.28,854425.3,851789.28,851993.32,855801.0599999999,724381.38,877372.12,341118.16,222458.08,210859.58,378677.07999999996,280726.63999999996,344641.24,210921.76,389285.8,336272.14,205652.84000000003,213069.16,191558.08,362513.22000000003,329006.92000000004,290793.24000000005,345814.52,215090.60000000006,199626.56,326752.1,351729.1
41,709333.4,826194.8,767914.0000000003,716676.0,800235.4,703872.8,712365.0,675331.0,671122.4,641810.8,857220.6,855950.0,870619.0,853087.4,854478.0,853252.8,852463.8,858890.2000000001,787346.8000000002,952074.7999999998,342891.2,223374.2,211808.2,382394.5999999999,296489.0,346513.8,210138.6,391100.6,337761.6,208846.6,248217.00000000012,190558.2,365785.4,343995.6,333420.8,348278.4,243849.6,203895.4,328166.0,353827.0
42,716495.24,841603.98,806488.6000000001,717323.68,804553.66,710094.8,719212.8,682637.8,678402.76,674384.36,857289.24,860365.0,903099.6000000001,856352.88,858682.0,855180.36,856173.32,862938.48,850455.14,1016435.16,345389.16000000003,260028.46000000005,210906.18,383651.36,332190.1199999997,350898.88,207948.16,395409.8,337049.92,208741.74,284870.08,192191.63999999998,365335.78,345666.0,335148.22,367036.76,287534.04000000004,203781.06,330821.0,355493.1
43,757855.76,846695.08,810934.3600000001,720836.84,810010.44,712032.92,722840.2,684083.6,681759.28,685421.72,897639.5599999996,863189.0,949024.0000000001,859591.84,865073.6,857082.96,857428.2000000001,863300.3200000001,851657.96,1042953.28,356761.88,334135.91999999987,209374.16,385402.88,350348.24,353183.56,218568.60000000003,395175.12,339062.08,208636.88,337066.48,191694.72,368664.6,355573.5200000001,337981.72,368690.64,320048.04,203666.72,331284.2,356297.8
44,828824.24,848748.98,825508.24,774588.1600000001,826421.38,726614.48,727659.1999999998,687923.8,680747.4800000001,692767.52,959519.64,877493.4,976085.7,860844.8,866971.0,857767.2,860748.96,897670.7600000006,854133.22,1051290.08,367672.32,349467.28,214032.79999999996,387793.84,351734.19999999995,369966.76,226385.96000000005,397312.66,344066.68,208730.42,338641.24,196081.72,369197.68,366991.72,337875.86,370754.52,335289.1,202816.02,349562.8,359259.3
45,837808.04,851114.96,829613.92,820473.56,828170.2,769843.7999999998,761046.6,686649.2,684282.96,694153.36,993745.5599999999,895118.7999999999,999835.8,895239.7199999996,890742.8000000005,869597.4800000001,862772.6,944719.64,855752.72,1058909.76,368145.52,349271.84,223139.88,388279.16,353199.72,371282.92,228596.84,400206.43999999994,344790.12,209940.68,341585.72,198428.76,371301.84,366120.48,339900.56,372396.12,336961.0,202750.36000000002,351316.2,360379.4
46,841239.4,859577.8999999999,831632.4,833834.8,831420.7,799578.6000000003,834034.0,689418.0,687661.2,698227.2,1031270.8,975906.0,1034806.0,955947.4,946130.0,922752.6,895559.0,978113.2000000001,856886.6,1060418.4,370399.8,350554.7,224950.9,391890.99999999994,354652.8,371479.2,228257.8,400641.6,345899.4,209748.2,349586.99999999965,200578.2,372859.7,368570.4,357735.2,373840.2,338243.9,203695.00000000003,353408.5,359154.0
47,843454.96,880397.16,834098.56,835672.12,833153.4,822652.6,849013.2000000001,696033.0,694745.16,697252.16,1044993.96,1013140.7999999999,1060742.8,1015920.16,994688.0000000001,979428.7200000001,956025.0800000001,1000701.76,871011.56,1095366.04,372845.48,357074.24,228917.28,393401.36,371269.2,373524.32,228097.96,403089.44,364312.96,211961.24,360375.12,200104.36,374455.72,371889.48,359993.44,372970.24,356686.52,213092.80000000002,354893.4,362448.4000000001
48,845292.92,889183.38,835682.76,850235.08,835971.2000000001,826674.0,870123.7999999997,695483.6,694927.3200000001,697916.8,1049984.1199999999,1036873.6,1068762.7,1034994.36,1019868.8,1032258.76,982591.5199999998,1021463.9,900625.32,1156858.8,373387.36,356304.32,232468.04,398280.5199999999,375504.72000000003,375438.38,228689.12,405456.94,364045.64,211617.7,361724.64,202175.92,374785.6,371548.86,361844.24,376537.52,358140.58,219266.52,356418.8,365842.9
49,847173.12,891236.4400000001,840096.04,852456.64,842721.24,827548.8,883033.8,697756.6,697375.96,702266.48,1054979.36,1053416.2,1074831.4000000006,1050931.48,1036788.0000000001,1044186.8,1046167.88,1040270.9200000009,921992.4400000001,1159665.32,372135.55999999994,357688.55999999976,232670.48,398382.92,376422.2,375060.32,228118.8,407842.28,366053.52,211097.76,363480.84,201900.12,379413.72,373894.88,362451.44,376419.88,360893.2,223696.88,356130.6,365883.8
50,860972.9400000001,893206.0399999999,847968.76,854650.24,852134.0800000001,845882.64,886587.2,750682.9999999998,731680.88,705683.4,1076352.9599999997,1057937.6,1161339.9,1053927.68,1059305.1,1052546.52,1054272.96,1053010.76,943032.44,1164538.2,376266.76,375903.33999999997,233883.4,398332.04,377004.4799999999,376759.02,247923.87999999992,410052.36,368417.22,211769.94,364217.76,203868.36000000002,379283.64,374953.64,365279.77999999997,377986.27999999997,363703.18000000005,224650.44,359493.2,365293.1
