index,217_1_www.iso.org,217_2_www.iso.org,217_3_www.iso.org,217_4_www.iso.org,217_5_www.iso.org,217_6_www.iso.org,217_7_www.iso.org,217_8_www.iso.org,217_9_www.iso.org,217_10_www.iso.org
1,-113.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,290.0,-442.0
2,1563.2,1403.16,1369.98,1458.46,1407.8999999999999,1418.96,1422.1200000000001,1436.34,1615.7,1409.48
3,4121.12,3901.32,4009.08,3580.08,3862.8,3772.92,3747.24,3631.68,4076.4,3849.96
4,5021.92,5509.839999999999,5428.959999999999,5201.96,5108.100000000001,5029.28,5153.88,5121.84,5290.699999999998,5129.64
5,4373.88,6553.16,4403.639999999999,6590.5599999999995,6195.400000000001,6021.16,6354.5199999999995,6288.36,4558.199999999998,6267.08
6,8425.199999999999,8398.800000000001,8584.6,12607.700000000008,8082.5,8309.2,8384.6,8430.300000000001,8303.5,8395.4
7,7808.6399999999985,10211.800000000005,8064.5199999999995,13048.039999999995,9931.999999999989,13535.159999999996,12620.52,12866.24,9106.999999999995,12671.079999999998
8,13966.039999999999,16182.28,14159.66,16149.22,15811.2,15503.72,15608.16,16004.56,16001.6,15654.64
9,16467.68,16596.24,15781.16,19371.400000000005,16392.8,15860.56,16261.32,18255.68,16374.800000000001,16344.04
10,17870.84,17948.44,17300.279999999995,23597.86,17594.1,18616.16,18749.48,18637.28,17781.3,18730.08
11,18392.8,18604.8,18771.2,24061.199999999997,18305.0,18745.00000000001,18007.4,27401.399999999998,17878.0,18445.000000000007
12,24929.91999999999,27469.56,18633.94,26618.64,27153.800000000003,25542.76,26428.56,24871.42,26751.9,25845.879999999997
13,25410.52,25154.359999999997,27291.920000000002,27740.59999999999,24574.400000000005,24165.12,26854.64,26055.920000000002,24483.399999999998,24235.56
14,24011.36,30159.319999999992,24890.42,33556.579999999994,25964.4,30236.48,26079.56,33899.48,30268.9,30449.24
15,31402.160000000003,39509.56,26217.68,34319.36,34187.4,35908.56,31390.68,35903.76,36120.2,35839.68
16,35031.599999999984,39229.4,32404.799999999992,37864.70000000002,35551.5,38009.4,35725.8,46655.000000000044,37992.5,38109.8
17,37838.44,40675.64,38196.72,43815.84,37845.6,60819.28000000002,38480.96000000001,108638.31999999999,53160.79999999995,54739.520000000026
18,39260.479999999996,39854.479999999996,37972.66,45820.82,42571.399999999936,105748.59999999999,97947.92000000004,111541.78,83534.1,88697.64
19,72468.52,80261.91999999998,56538.19999999999,81612.52,67528.0,110695.52,116576.08,110316.48,84426.00000000001,94567.95999999995
20,97464.39999999994,101907.52,86120.58,99810.36000000004,82225.00000000001,113822.2,122188.64,113649.98,124621.89999999997,118187.48
21,119545.20000000003,124335.59999999999,117140.00000000001,123222.59999999999,89927.0,119813.8,121288.2,129976.8,125035.0,127002.8
22,124130.88000000002,125210.44,117749.32000000002,131044.77999999997,117912.8,126337.12,121932.96,129789.02,149290.7999999997,126318.84
23,126170.6,128658.15999999999,122199.48000000005,134732.84,124112.39999999997,129685.76,146873.16,138923.04000000004,217135.99999999997,143710.6000000001
24,128058.12000000001,130624.16,126542.42,133563.91999999998,126344.6,133138.40000000002,184385.24,156571.30000000002,280603.4,215836.55999999985
25,168127.2,170336.2,130411.96,164126.8399999999,140820.19999999995,176116.3999999999,219475.63999999998,171920.75999999995,354672.1999999999,272016.2799999999
26,223067.0,215520.0,164969.0,210751.5,175876.0,237912.0,263678.0,197629.5,375415.0,343486.0
27,257578.67999999996,277312.19999999995,205856.08000000002,253730.20000000013,239506.0,287292.4400000002,314431.76,237619.7200000001,390921.0,380897.68
28,302701.7600000001,323784.72000000015,220332.22,317574.2600000001,281164.0,341273.24000000017,355878.52,263451.4799999999,394328.6,394471.72
29,352806.04000000004,368971.4,257515.6800000001,351458.12,326412.2,373152.08,379568.64,306938.43999999994,416080.4,417234.52
30,394559.96,398339.52,298729.11999999994,405188.32000000007,388432.99999999965,420487.27999999997,388454.4,337211.76,422857.2,422306.56
31,421033.8,416027.3999999999,353275.8,429107.0,410616.0,422533.00000000006,416953.6,373677.80000000005,423868.0,424102.4
32,422495.68,425702.56,383707.44,430552.06,422699.2,426281.36,422643.88,431958.87999999995,427165.1,423343.28
33,421010.72,425169.96,421112.44,428703.24,421607.8,445362.92,421309.27999999997,444131.96,430351.4,424821.88
34,423546.12,424396.12,423492.22,429636.58,422802.3,447147.72000000003,422522.04,445828.26,431395.1,426052.96
35,427051.56,425544.64,422027.56,431063.64,422120.2,446503.12,425632.32,447065.44,430211.8,425400.88
36,426133.6,431691.4,423461.3,435450.4,426950.0,447581.4,426027.2,448391.6,431628.5,431494.8
37,427111.24,431386.76,423366.12,437575.44,428143.4,446449.56,428290.88,450261.24,433129.8,433335.72000000003
38,426453.68,433668.92,426958.44,439641.66,430134.9,450473.52,430752.2,452576.22000000003,435589.5999999999,432482.04
39,428803.19999999995,432774.32,429037.76,441216.88,431854.2,454497.48,430692.52,450806.27999999997,439584.4,439834.96
40,435706.24,433355.76,430533.22,441578.26,433252.1,454608.44,434200.68,454394.58,441193.2,448333.48
41,441362.6,438347.00000000006,432193.8,438754.6,431995.0,453915.6,444269.39999999997,455637.6,440178.0,453300.8
42,447834.92,448798.4799999999,430641.62,445674.80000000005,430688.10000000003,454022.44,454037.27999999997,462405.46,439393.3,458430.6000000001
43,455180.36,463298.64,436239.80000000005,466897.3599999999,442352.0,461012.6,457131.52,468943.24,447459.99999999994,463970.64
44,456500.88,466904.24,446280.52,475181.64,460337.10000000003,475079.64,457066.80000000005,476640.94,466200.29999999993,464607.27999999997
45,460083.31999999995,465090.0,447834.96000000014,474545.28,467308.2,486995.12,464972.28,482156.72,475298.4,483014.88000000006
46,504515.60000000003,466131.39999999997,461208.8,477319.5,466515.5,485876.0,486291.2,515788.1,474734.5,507218.8
47,510525.32,484363.83999999997,465055.4,475656.48,465000.19999999995,487069.52,543899.36,517349.92,472439.4,557958.9199999999
48,540428.2799999999,522194.08,465000.32,532153.4400000001,486398.0,526345.6000000001,587744.8000000004,568233.02,491044.9,601371.32
49,582583.6400000001,591902.8400000002,469885.0,549231.3999999999,543271.1999999995,548570.8799999999,635935.28,616148.6799999999,501696.19999999995,648281.3999999999
50,601381.96,623171.4799999999,468801.54,601670.96,601489.0999999999,608193.84,694717.0,658537.4400000002,551507.9999999999,676511.88
