index,150_1_opensource.org,150_2_opensource.org,150_3_opensource.org,150_4_opensource.org,150_5_opensource.org,150_6_opensource.org,150_7_opensource.org,150_8_opensource.org,150_9_opensource.org,150_10_opensource.org
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1418.96,1445.82,1411.06,1400.0,1330.48,1433.18,1411.06,1447.3999999999999,1401.58,1414.22
3,109.52000000000004,3597.36,89.71999999999994,3927.0,4100.36,3657.36,4026.76,3884.8,3914.1600000000003,3811.44
4,4137.88,5213.179999999999,2845.7199999999957,5406.0,4104.08,4955.74,5528.9400000000005,4641.4000000000015,5121.94,5307.84
5,7107.320000000001,6331.8,5868.160000000001,6420.0,5179.36,6053.2,6645.56,6006.599999999999,6380.200000000001,4810.04
6,6087.199999999999,8437.1,5650.2,8226.0,5451.600000000003,8260.1,8548.3,8351.0,8365.9,8725.1
7,12263.92,10234.159999999998,11068.280000000002,8873.0,8419.72,12417.36,11563.799999999992,13197.800000000001,11798.359999999997,8220.28
8,23378.88,23550.96,16220.07999999999,14907.0,7950.4400000000005,23845.72,13674.24,22496.8,13871.440000000002,10733.199999999995
9,21519.08,21504.36,21993.84,22409.0,13419.28,21618.64,23034.16,20607.600000000002,22407.120000000003,23605.04
10,19838.120000000003,19830.54,20465.739999999998,20814.0,23418.280000000002,20065.22,21356.820000000003,19233.200000000004,20837.24,21884.16
11,18587.199999999997,20526.799999999992,19134.200000000004,19219.0,21680.8,18818.6,19713.800000000003,20395.0,19291.8,20212.600000000002
12,22691.64,23629.07999999999,20700.66,20610.0,20440.68,22848.12,21007.100000000002,24543.0,20680.38,18959.640000000003
13,24596.52,34184.96,26191.879999999983,24899.0,19430.920000000002,26945.04,25315.72,28924.8,24909.280000000002,23218.52
14,29057.12,33912.04,28747.300000000003,26856.0,20716.079999999998,29184.96,27474.32,31243.2,29118.54,27361.84
15,30882.44,34398.48,31354.359999999986,29129.0,22503.199999999997,33319.200000000004,31516.359999999986,33078.6,33805.64,30838.319999999992
16,37469.00000000006,36732.50000000001,33238.9,33589.0,24588.2,33209.3,33870.6,38398.0,33619.8,32906.9
17,43949.44,46123.44,39340.399999999994,41772.0,26791.68,43737.520000000004,41588.840000000004,44372.600000000006,33145.12,35094.52
18,53513.99999999999,44457.73999999999,45140.08,44325.0,31174.04,49379.26,45140.58,53881.4,35835.41999999998,41355.659999999996
19,62941.44,42885.840000000004,43543.32,50707.0,33162.4,47806.56,43268.32,63305.799999999996,44742.19999999997,41297.63999999999
20,65842.96,57379.58000000001,41879.94,63012.0,42298.36000000001,52666.89999999997,45307.19999999999,61373.799999999996,49341.58,42934.69999999998
21,64344.799999999996,62566.0,54816.99999999992,62542.0,44310.399999999994,56509.799999999996,56111.80000000001,80269.0,49345.9999999999,52552.2
22,82149.72,66850.3,65298.56,68880.0,42378.67999999999,73448.4,66243.9,95248.99999999999,61611.08,60674.56
23,112159.8,64973.479999999996,68124.84,67463.0,43928.80000000003,75517.15999999999,68852.92,98979.0,63775.8,64629.079999999994
24,111357.2,83622.96,68609.48,99821.0,55004.24,92731.76,66856.18000000001,118299.20000000001,68087.1,66145.58
25,118030.59999999999,99362.40000000004,79511.84000000001,120320.0,56616.59999999999,109447.56000000001,70288.08,122672.99999999996,94179.32,94800.88
26,154674.0,142297.0,106880.0,141095.0,59343.0,118176.0,98741.5,145362.0,109236.0,102380.0
27,179464.24000000002,155607.60000000003,117766.40000000001,147855.0,61137.079999999994,136120.19999999998,118629.87999999999,169936.0,123767.39999999997,122722.60000000002
28,212567.80000000002,165436.58,141433.0,160350.0,62943.35999999999,155230.9,140872.3,183737.99999999997,133645.9,145925.55999999994
29,223413.88,180544.80000000002,153097.08,164566.0,98176.08000000012,168744.59999999998,161856.35999999996,198996.1999999998,134795.24,159087.4
30,240567.72,199538.76,157633.34000000003,169035.0,112810.79999999999,178529.30000000002,171234.18,205161.5999999999,158019.59999999998,175838.56
