index,263_1_www.kicker.de,263_2_www.kicker.de,263_3_www.kicker.de,263_4_www.kicker.de,263_5_www.kicker.de,263_6_www.kicker.de,263_7_www.kicker.de,263_8_www.kicker.de,263_9_www.kicker.de,263_10_www.kicker.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,64766.24,66724.20000000001,63548.38,58909.12,65526.42,65056.02,62212.36,65425.62,65406.26,46183.40000000001
3,422092.6,301731.04,331947.44,236561.24,297292.32,274826.44,101131.4,422037.6,279403.28,138677.28000000006
4,484000.72000000003,440334.68,479642.62,329372.88,335100.48,304767.06,434430.74,480405.3599999999,342767.66,333179.48
5,631313.8,479317.36,578543.6,350260.04000000004,528100.2400000001,471221.88,554674.28,622882.44,478763.56,410440.96
6,947966.8,753369.8,723590.6000000003,609135.2,797425.7,701740.8,616728.1,948274.7000000001,703890.7,483977.2
7,978243.16,841563.64,952646.32,798675.32,827964.96,815896.64,689600.56,979406.7199999999,825721.84,737343.16
8,1044444.48,910856.08,979014.02,822186.72,902150.4400000001,833530.98,897782.98,989534.76,845378.32,825105.12
9,1129720.04,996433.36,1002784.6799999999,843121.48,983242.28,903037.52,972700.12,1070272.96,910177.08,835418.84
10,1217885.8,1313414.48,1076836.3,912951.24,1365575.38,958612.16,1004875.3,1147856.34,1131743.18,863389.28
11,1533153.4,1524660.2000000002,1152826.4000000001,988322.2,1468258.6000000008,1369709.4,1060720.0,1528517.8,1372479.6,933946.7999999999
12,1734573.96,1687031.9200000004,1531883.08,1277111.5200000003,1631070.4000000001,1499807.16,1136099.5199999998,1729611.52,1510991.56,1065494.8800000006
13,1831455.1200000003,1812275.2,1660382.52,1386941.24,1749550.12,1583675.68,1333619.52,1814251.36,1684694.8,1385994.56
14,1961827.1199999999,1885530.44,1808041.48,1587086.24,1902290.94,1672717.82,1533707.76,1959316.2199999995,1715355.76,1517593.52
15,2074083.6400000001,2016420.28,1926268.92,1671255.68,1959518.28,1729779.4399999997,1675173.9599999997,2072811.72,1824866.08,1658360.68
16,2127328.0,2042983.4000000004,2050216.6999999995,1812657.4,1973314.2,1866321.2,1813398.2,2124658.1,1965944.1,1707288.4
17,2144383.76,2150209.72,2117544.76,1914190.48,2018803.5600000003,1971345.32,1844440.24,2141622.36,1994488.16,1816346.800000001
18,2195164.52,2163839.36,2135023.18,1970693.92,2052531.86,1985378.12,1974093.24,2220242.559999999,2001117.3999999997,1928199.32
