index,128_1_www.oracle.com,128_2_www.oracle.com,128_3_www.oracle.com,128_4_www.oracle.com,128_5_www.oracle.com,128_6_www.oracle.com,128_7_www.oracle.com,128_8_www.oracle.com,128_9_www.oracle.com,128_10_www.oracle.com
24,1114846.24,949693.3999999999,980760.92,1092519.1,900789.3200000001,1020397.2,1048244.3199999997,1033159.16,946177.3999999999,1540316.92
25,1124593.24,991834.7999999997,1016474.96,1118165.4,982383.88,1033598.5199999999,1052490.04,1046924.2000000001,986265.04,1538369.36
26,1129576.0,1017235.0,1042170.0,1124617.5,1017037.0,1055180.0,1062227.0,1070202.0,1016950.5,1558055.0
27,1133937.2000000002,1043390.28,1058523.2,1133756.2,1046965.6,1066949.04,1073711.36,1104656.16,1038613.4,1582652.6799999997
28,1150482.4000000001,1082336.44,1100693.72,1154678.6,1071340.84,1070048.12,1128968.04,1111878.0,1038605.38,1599421.08
29,1181553.44,1085609.32,1110065.12,1200071.0,1112199.28,1093013.16,1148671.2,1119574.32,1072249.4,1629692.12
30,1211548.8,1111174.76,1113261.44,1203438.5999999999,1123180.36,1127043.38,1197592.96,1121935.96,1103375.2,1629998.88
31,1224464.8,1117542.2,1127981.8,1215165.0,1131145.2,1133552.4,1210005.6,1127014.0,1124076.6,1644253.2
32,1229403.28,1120820.7999999998,1129262.72,1224045.2,1138179.52,1153457.38,1212976.28,1168832.6800000002,1144796.3800000001,1657225.6
33,1239827.2,1133952.48,1147284.48,1229997.0,1139592.6,1200119.72,1224574.84,1198831.12,1148349.96,1662787.44
34,1246476.28,1147956.1199999999,1151425.24,1240766.0,1144084.94,1211869.94,1236667.2,1205993.04,1152822.6,1669465.4
35,1298041.6000000003,1152040.1199999999,1208823.16,1268436.4,1172734.6400000004,1218819.04,1286301.8,1213783.44,1168852.48,1681460.12
36,1397684.4000000001,1202018.4,1216064.2,1324655.0,1219253.8,1221427.1,1291498.8,1233625.5999999996,1217394.5,1688570.2
37,1420911.24,1212837.7999999998,1219173.44,1388763.0,1223675.04,1224959.92,1316783.5599999998,1273706.8,1221845.2,1723850.8
38,1440697.92,1222000.48,1225622.88,1418402.4,1229542.66,1231938.46,1373392.4,1279697.76,1232180.78,1816570.52
39,1471841.3599999999,1227786.04,1230300.76,1434210.6,1233985.8,1246589.8,1413477.48,1311060.4,1237853.72,1821204.36
40,1485014.96,1232348.96,1244733.4,1459601.4,1244476.96,1275958.3199999998,1423588.6399999997,1369106.92,1251960.74,1829708.6
41,1491074.6,1245608.9999999998,1254569.4,1483362.0,1260783.4000000001,1339319.0,1436271.6,1382235.2000000002,1257105.7999999998,1836749.9999999998
42,1493375.6,1283198.8399999999,1305364.44,1488499.2,1308242.8,1414290.86,1447935.3599999999,1402067.0399999998,1306480.8,1844284.72
43,1497099.1600000001,1308690.8,1309820.16,1497195.4,1393107.8000000005,1422311.16,1484689.8,1413642.5999999999,1353994.5999999999,1853194.68
44,1500629.32,1352558.239999999,1363117.9999999998,1503627.6,1420097.84,1435527.14,1487104.2,1420822.68,1406778.359999999,1857132.96
45,1504400.08,1436760.2,1412862.0,1504174.4,1428996.12,1437609.68,1492900.36,1427823.8800000001,1464826.52,1865197.04
46,1508198.8,1465564.6,1464028.2000000002,1510247.0,1438943.5,1456663.0,1497572.8,1428560.6,1479341.2999999998,1865868.2
47,1512720.32,1477689.4800000002,1467732.64,1515168.8,1439584.56,1488530.76,1498018.68,1471378.5599999998,1486728.44,1868052.8800000001
48,1544380.72,1482108.76,1480410.52,1545318.1,1487920.0,1489186.2,1504615.8800000001,1476679.68,1489044.6,1868345.24
49,1537936.6,1482267.4,1485770.72,1541240.0,1492315.2,1497219.8800000001,1509781.84,1484016.48,1497267.64,1878478.52
50,1541946.64,1486899.2,1488198.84,1543883.9,1496448.24,1498267.58,1539930.96,1489637.16,1499275.96,1884633.28
