index,128_1_www.oracle.com,128_2_www.oracle.com,128_3_www.oracle.com,128_4_www.oracle.com,128_5_www.oracle.com,128_6_www.oracle.com,128_7_www.oracle.com,128_8_www.oracle.com,128_9_www.oracle.com,128_10_www.oracle.com
1,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
2,1671.2400000000002,1484.9599999999998,1174.68,2043.1999999999985,1890.02,1558.22,563.9600000000005,1144.1200000000001,1373.7200000000003,7372.88
3,6586.320000000001,4809.28,4497.72,6633.400000000001,4819.04,4591.160000000001,6788.24,4411.4800000000005,5925.839999999997,28418.32
4,15309.279999999999,10868.439999999991,14066.16,23233.4,8493.86,11166.079999999994,18930.239999999998,13594.960000000001,14036.439999999991,180968.72
5,22273.800000000014,22349.120000000003,28380.72,30644.8,16509.680000000008,28438.84,29152.52,20441.88,24371.84,463110.16
6,53075.0000000001,25827.000000000007,29729.399999999998,109482.0,23962.100000000002,31223.1,88371.1999999999,23928.200000000008,30598.3,577252.0
7,251035.72,107887.43999999994,70750.80000000003,256151.1999999998,29596.44,125691.11999999991,213894.4,112497.3599999999,124623.31999999998,626052.84
8,385248.9200000001,196344.28,162536.96,450998.80000000005,143994.60000000015,268174.04,317034.3199999999,267730.2799999999,194607.04,676429.4799999999
9,529828.92,323125.87999999995,254033.6,535604.5999999999,244085.2400000001,417782.43999999994,441403.63999999996,396380.04,292052.91999999987,786826.12
10,572517.76,438231.88,364209.32,582220.0,340881.52000000025,516508.39999999997,565476.7999999999,501745.56,384540.14,833157.44
11,579615.0,540946.4,524194.5999999999,620551.0,437569.4,563644.7999999998,576059.8,559500.4,453396.6,983303.6
12,626663.52,563769.6,565937.96,625558.6,500735.22,577459.0599999999,592683.48,569775.6,501735.8,1043324.32
13,633074.16,594572.84,575787.4,696592.7999999999,562595.16,622845.48,632798.32,585522.88,569405.6,1110452.96
14,664585.4800000001,618722.36,585969.84,764579.7,571648.8,625905.52,636145.28,625239.56,582687.5999999997,1132534.48
15,705577.8,624931.88,618714.76,774178.6000000001,583231.52,628740.12,741492.1599999998,628543.24,629615.08,1153831.2
16,794562.2000000001,633602.0,634845.4,815352.0,598379.0,641919.3,788437.9999999993,630950.6,634423.6,1220524.8
17,830622.16,658933.32,635797.2,829956.8,633551.92,679006.64,822711.52,667766.16,641014.96,1236684.32
18,851233.1600000001,674869.6,706846.5599999999,834580.1,639106.34,702307.68,832058.08,797616.68,644575.62,1301424.48
19,952686.36,756462.96,766225.96,844687.0,640289.8,710310.7199999999,868892.5199999999,821948.92,693662.72,1407588.4000000001
20,992062.76,773636.32,792756.7999999999,923965.0,740957.6000000004,720223.3,904544.3200000001,825128.96,803907.36,1459801.52
21,1044184.4,818068.7999999999,816115.2,980337.0,780835.0,826577.6,957687.3999999999,878840.0000000001,807018.8,1487412.0
22,1097473.28,827489.04,831504.68,1051282.6,803792.6000000001,930443.32,1004783.36,953997.1199999999,836485.2399999999,1497519.52
23,1112216.96,872122.6,915756.96,1084653.6,830988.8800000001,1012819.16,1028260.7999999999,997975.64,884041.84,1505467.08
