index,167_1_www.symantec.com,167_2_www.symantec.com,167_3_www.symantec.com,167_4_www.symantec.com,167_5_www.symantec.com,167_6_www.symantec.com,167_7_www.symantec.com,167_8_www.symantec.com,167_9_www.symantec.com,167_10_www.symantec.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,67.0,-442.0
2,5291.400000000001,2330.5599999999995,3868.04,5935.12,3817.5600000000004,3991.1800000000003,5064.76,5032.720000000004,5026.86,2429.88
3,15008.600000000008,15820.800000000007,7932.72,18191.64,11683.28,16044.320000000002,16968.320000000007,8497.24,9830.600000000002,9531.400000000001
4,20132.000000000015,19716.200000000004,19634.080000000005,27801.28,18583.219999999998,19984.88,27268.76,18407.20000000001,20877.16,19651.320000000003
5,58505.40000000006,46771.44000000002,22054.28,92332.20000000001,45343.96000000001,76632.2,116539.68,26963.68,33867.52,49748.4
6,158651.0,126899.2,41520.799999999996,117292.8,120483.7,120970.2,128120.80000000002,54581.8,64080.50000000001,79695.5
7,217012.4,129513.84,111565.6,128746.32,139045.36000000002,146591.8,204630.08,119185.84,149286.4,121111.44
8,220078.00000000003,161054.4,173197.2,162198.6,181731.82,210285.71999999997,228747.00000000003,124575.2,171595.68000000005,123266.1
9,237438.60000000006,190344.28,176247.68,187544.08,229679.88,250148.36000000002,257124.60000000003,177405.56000000003,223331.44000000003,177340.28
10,277259.60000000003,240076.84000000003,230195.84000000003,233667.04000000007,273660.26,293003.56,272587.4,222408.80000000005,257916.19999999998,232290.9
11,296474.0,292889.80000000005,238661.8,296932.8,306993.39999999997,323861.6,326048.4,245229.8,302247.0,258277.6
12,321086.39999999997,328791.4,289644.2,317112.12000000005,324007.74,331024.24,356269.60000000003,267529.64,324567.04,298174.08
13,328136.6,332269.16,318940.44,328430.68,328590.04,334895.56,413755.2,292061.76,357252.6,307117.68
14,330304.2,351139.04,341865.1600000001,329268.44,332369.98,342927.26,446526.8,313428.84,359713.78,346787.5199999999
15,346617.4,359793.56,355952.8,334593.64,329152.84,352690.04,456883.36,350829.8,369701.08,359785.76
16,343702.0,366710.8,376709.00000000006,331179.6,348916.49999999994,349492.3,463006.00000000006,414515.80000000005,366170.6,371144.3999999999
17,343730.00000000006,363729.36,388292.27999999997,337551.27999999997,411414.16,365925.9999999999,461625.27999999997,459243.60000000003,389433.83999999997,372350.36
18,383382.4,391008.4000000001,385623.4,347895.68,446611.7,406445.1,487940.2,471188.51999999996,416522.3,370928.52
19,387692.2,395156.8,392619.56,361061.72000000003,497174.31999999995,447272.27999999997,538940.16,480600.72,431675.36,376881.76
20,401083.4,410281.76,462239.96,384774.68,551015.64,507556.7399999998,623670.1200000001,486906.24,451338.06000000023,448817.95999999996
21,423425.0,438038.20000000007,506228.2,391704.4,580036.2,526777.3999999999,695600.8000000003,489819.4,485855.4,488942.0
22,468006.4,452100.28,603082.68,421971.3999999999,639700.1,595368.5199999998,739079.6000000001,534201.9600000004,511103.88,565901.26
23,516934.4,491456.16000000003,621065.48,435748.75999999995,679169.48,611744.28,773496.2000000001,554207.72,562264.9200000003,640898.7599999999
24,535839.6,516118.32,678690.32,480987.92000000004,705388.2999999999,702980.34,840300.8,633568.6,581031.7000000001,719677.3400000001
25,588442.2000000003,530191.92,733738.04,501296.84,783110.4800000001,752533.2,1016258.36,719529.8400000001,652529.6,782267.9600000002
26,645589.0,561358.0,807942.0,560412.0,834265.5,839004.5,1081686.0,828630.0,711439.5,883571.5
27,727549.6000000001,596096.0399999999,854872.6000000001,638002.7199999999,893213.2799999996,871380.68,1175689.48,872495.8400000004,764337.0399999999,974020.8399999999
28,826509.6000000004,638307.4,945047.6000000002,690533.6000000001,947490.4000000001,933939.7,1275677.2000000002,1003304.8800000004,842346.2999999999,1106020.36
29,884185.0000000009,690895.64,1056193.4,735700.4,977081.68,978009.4,1345451.8,1246588.5599999998,915042.2000000001,1275691.8800000004
30,1001357.6000000004,775928.7200000001,1137626.68,785222.92,1057500.18,1055998.2799999998,1391976.4400000004,1440025.6400000001,991452.1000000001,1376436.28
31,1110033.0,837477.4000000001,1162157.2000000004,832004.2000000003,1083383.5999999999,1129574.5999999999,1454249.0000000002,1609009.6,1102293.2000000002,1528252.7999999996
32,1227565.4000000001,908831.2400000007,1192379.1199999999,900601.3200000003,1152509.8000000005,1200489.18,1519567.2000000002,1618241.64,1177898.32,1532361.5
33,1378384.0000000007,947184.4,1286741.88,950033.7600000001,1240295.76,1274864.7599999998,1598499.2,1622247.04,1236765.8,1609225.36
34,1446565.4000000006,1017113.6400000001,1395172.0000000007,1006670.52,1288806.3,1359782.9,1621858.88,1624562.44,1290126.76,1689772.44
35,1581020.0000000002,1099079.7200000004,1504517.8399999999,1075744.96,1345531.12,1400934.84,1626081.0,1626672.48,1344462.0,1703259.84
36,1688046.0,1203531.6,1610963.4000000001,1171362.0,1456188.9,1444237.5,1665071.0,1635250.4,1384131.7999999998,1711824.2
37,1770177.8,1310625.0800000008,1624803.16,1333338.8,1480509.8,1471015.3599999996,1680930.44,1641315.1199999999,1410933.16,1740827.24
38,1848689.2,1389772.2400000012,1694095.24,1454421.52,1493994.7,1537555.0999999999,1698395.12,1664884.8,1418115.9,1772153.62
39,1859372.5999999999,1482174.08,1746023.36,1548515.6000000015,1602491.1600000006,1582474.1199999999,1728259.08,1683179.16,1464706.96,1829056.88
40,1863437.0000000002,1596903.8,1751293.44,1617953.2000000002,1691277.24,1641836.32,1745715.7200000002,1720416.1200000006,1493763.1,1872824.1
41,1876720.0,1663400.2000000004,1784658.4000000004,1667686.2,1747025.2,1720854.1999999997,1782908.2,1735167.4,1552089.0,1915018.8
42,1910618.0,1772508.96,1818133.96,1701446.8,1798472.6600000001,1789506.3599999996,1819928.64,1755489.24,1583235.24,1923275.74
43,1934711.6,1819900.3600000006,1844543.8,1750366.52,1845960.92,1856050.56,1829094.2000000002,1805560.9200000002,1643718.16,1965242.52
44,1974417.2,1834793.24,1866884.4400000002,1779382.16,1892509.88,1906726.7399999998,1864419.8,1832439.24,1702997.48,1997143.3
45,1980174.6,1872751.8,1908978.96,1794715.2000000002,1935880.92,1949219.2,1887917.8400000003,1862803.8,1787022.1199999999,2060936.72
46,2036770.0,1893006.6,1951144.8,1837001.0000000002,1997720.7000000002,1970890.4999999998,1930659.2,1904923.0000000002,1840812.1999999997,2068778.3
47,2062295.0,1906426.04,2005941.8400000005,1866424.36,2015967.92,2017697.6,1978079.6,1955124.8400000003,1876974.84,2069751.08
48,2066552.4000000004,1945354.24,2056184.92,1895850.7600000002,2064613.18,2034438.46,2012178.8800000001,2012421.4000000001,1928322.9999999993,2072810.7
49,2086715.5999999999,1972729.6,2062776.16,1961194.7200000004,2075395.52,2062851.48,2062107.0,2065026.6800000002,1982943.88,2075809.8
50,2086681.4,2032111.96,2067780.44,2069635.6400000001,2075706.16,2077077.2,2079775.08,2065116.84,2045419.1,2076971.84
