index,50_1_www.linkedin.com,50_2_www.linkedin.com,50_3_www.linkedin.com,50_4_www.linkedin.com,50_5_www.linkedin.com,50_6_www.linkedin.com,50_7_www.linkedin.com,50_8_www.linkedin.com,50_9_www.linkedin.com,50_10_www.linkedin.com
1,67.0,67.0,67.0,-442.0,67.0,-48.0,67.0,67.0,0.0,-442.0
2,299.15999999999997,210.8,547.14,1619.28,207.44,164.14,162.32,233.64000000000001,1969.5000000000002,-282.20000000000005
3,168.47999999999996,381.40000000000003,4616.519999999998,1286.9199999999998,422.92,437.92,321.96,467.28000000000003,5009.400000000001,1625.2
4,1803.12,605.6000000000001,6519.380000000001,593.16,622.3199999999999,293.3800000000001,449.44,648.8399999999997,9176.1,1344.7
5,1299.2800000000002,776.2,10702.799999999996,2189.48,711.84,1908.64,547.56,2318.16,16153.0,1341.8
6,4765.799999999994,561.0,28939.7,4434.4,903.2,1542.6000000000004,101.80000000000013,2100.4,28767.0,1044.0
7,5022.56,2321.999999999999,31781.559999999994,4173.4800000000005,538.4800000000002,3050.24,2111.6,1223.7600000000002,33178.200000000004,569.4000000000001
8,4827.5199999999995,2146.7999999999993,38628.09999999999,6899.32,2383.0999999999995,5161.62,2025.56,5428.28,47554.199999999975,1813.2000000000023
9,7329.320000000001,1452.1999999999996,57748.08,6572.6399999999985,2234.3599999999997,4914.24,1748.8799999999999,5270.32,69326.99999999999,2227.7999999999997
10,7557.5199999999995,2844.8000000000015,63489.80000000001,7264.400000000007,1587.7800000000002,6600.36,1152.32,5171.76,84774.8,2330.1000000000004
11,9787.999999999989,5251.0,90148.4,13314.800000000008,941.1999999999995,6638.4,3053.2000000000003,7815.4,86675.0,4530.0
12,12218.119999999999,5287.199999999999,90061.89999999998,15494.8,2838.2599999999993,9630.799999999996,2811.88,6995.760000000001,93680.59999999996,4377.900000000001
13,12001.64,5290.400000000001,95951.32,15454.4,2991.88,11695.640000000005,5161.24,11718.560000000007,121774.19999999994,4432.199999999999
14,16062.599999999991,6930.6,130097.88000000002,24758.480000000003,4840.28,11664.340000000002,5002.360000000001,12336.719999999998,131484.9,6376.400000000001
15,23272.52,7377.2,147035.16,25430.44,4730.360000000001,12660.32,4964.079999999999,12653.200000000004,160109.2,6959.8
16,24983.4,6877.0,162735.69999999998,27028.2,6721.700000000001,25590.7,7460.399999999997,15202.600000000002,163850.5,6547.0
17,24629.559999999994,8622.400000000001,154255.16,26925.52,6943.36,26106.24,7367.28,26848.920000000002,157321.4,8399.2
18,26381.68,10284.6,165393.36,28597.76,6001.400000000007,26708.239999999998,7171.4400000000005,27025.76,159498.30000000002,8380.7
19,28107.68,12100.0,164635.04,30878.039999999997,12126.800000000001,25954.96,6543.96,29027.72,166869.59999999995,9525.00000000001
20,28648.799999999996,14103.600000000002,166021.2,30715.519999999997,11694.52,30077.54,6769.36,28473.32,178598.00000000003,12056.9
21,33003.4,16288.0,187364.8,33795.399999999994,12311.8,29955.2,8586.799999999997,30482.8,210531.0,11412.0
22,34640.96,22305.80000000002,197395.74,46830.60000000001,12608.360000000002,32308.240000000005,13960.080000000005,32112.44000000001,293358.2,10984.7
23,40699.96,27656.199999999997,229676.55999999988,51331.56,12945.960000000001,33570.68,13784.240000000002,32300.52,407139.99999999965,13418.0
24,48166.68,29409.4,361792.4399999997,50479.560000000005,14296.58,37020.82,15511.6,35586.16,539436.5999999994,14060.300000000008
25,47424.76,29189.2,489272.48,64072.44,13897.880000000001,40269.36000000001,16064.160000000002,35509.36,605395.3999999999,15517.800000000003
26,49040.0,28559.0,570982.0,72365.0,20759.0,42463.0,18411.0,40322.0,687055.0,23704.0
27,67644.67999999998,30995.200000000008,734778.92,78616.72,26211.200000000004,43423.079999999994,23627.39999999999,43345.36,742048.8,27012.4
28,77651.64,32516.600000000002,744130.5199999999,80358.56,26641.16,51760.66,28223.28,42815.439999999995,747866.4,26429.899999999998
29,79326.28,32419.6,750888.92,79464.92,28486.32,60331.079999999994,27779.079999999998,51875.40000000001,777339.2000000001,26063.2
30,78267.28,32550.8,780854.58,78516.92000000001,28253.46,59891.2,29541.92,60502.91999999998,780428.1,27740.400000000012
31,78955.79999999996,35898.0,784679.0,80298.6,27696.600000000002,64899.200000000004,29409.600000000002,73796.0,784793.0,27644.0
32,79051.92,35608.2,789080.72,79486.76,29155.48,64877.76,29016.48,80550.44,788937.9,27368.9
33,79564.79999999999,35004.799999999996,790775.72,81234.40000000001,28651.32,69694.64,28806.36,81114.48,793600.6,27972.200000000008
34,82865.08,38917.600000000035,800244.6,84154.96,33088.48,85944.75999999998,30714.16,82527.28,798539.6,30390.799999999992
35,81993.88,43697.6,805598.64,86356.52,32846.16,90021.48,30456.72,81249.64,806555.9999999998,31759.600000000002
36,83698.6,42728.0,813615.6000000001,86131.2,32759.9,91232.9,32812.2,82655.4,810546.0,31849.0
37,85521.68000000001,50876.200000000004,817736.5599999999,87718.32,35072.799999999996,90554.56,32560.88,82988.59999999999,819163.5999999999,31610.4
38,87022.84,63241.80000000004,855926.26,86661.68,36303.02,93054.67999999998,32623.640000000003,85600.91999999998,822106.7,31784.7
39,85541.24,71929.80000000003,890178.16,88655.56000000001,35775.08,93962.08,35650.48000000001,85261.95999999999,857157.2000000002,31345.8
40,87568.56,79931.60000000003,891149.42,88706.96000000002,37621.80000000001,95095.94,35560.88,87032.24,891571.2,30969.899999999998
41,95448.39999999994,80031.0,893368.4,90653.59999999999,43575.20000000001,95212.59999999999,35426.6,94732.79999999999,895489.0,32447.0
42,96817.2,81989.8,898650.76,96298.1600000001,46235.92,96374.52000000005,43201.40000000001,100208.52000000005,899174.3,36766.80000000002
43,101536.08,81415.2,902906.16,110716.64000000001,45322.67999999999,112518.24000000002,44230.68,103533.32,902665.8,38145.799999999996
44,101119.24,80634.8,906843.42,110257.60000000015,45137.68,122147.26,44280.479999999996,105177.28,906301.9,38616.399999999994
45,103047.76,82474.8,909673.68,118311.76,50343.52000000004,124244.68000000001,48371.12,105021.04,909801.6,41613.799999999996
46,123902.8,83648.0,907247.2,142659.0000000002,59272.59999999997,148420.7,51060.6,121766.40000000002,910416.5,41156.5
47,129166.27999999994,83639.59999999999,909270.16,148521.52,68201.67999999998,148312.36,53359.4,143989.84,914608.0,42245.800000000025
48,140069.4,82833.2,914972.64,150231.64,77130.75999999998,156016.88,60910.91999999999,148060.6,914373.6,56468.00000000001
49,151609.39999999985,83794.40000000002,918262.92,157529.91999999998,86059.83999999998,158558.56000000006,72434.52000000006,154181.40000000002,918509.4,60127.80000000002
50,159367.11999999997,83513.4,922517.5,156834.36,91378.92,162062.94,76203.64000000001,153785.48,921913.5,86184.30000000008
