index,235_1_www.unicef.org,235_2_www.unicef.org,235_3_www.unicef.org,235_4_www.unicef.org,235_5_www.unicef.org,235_6_www.unicef.org,235_7_www.unicef.org,235_8_www.unicef.org,235_9_www.unicef.org,235_10_www.unicef.org
20,1310416.04,1679128.28,1627994.2000000002,1690490.02,1251629.12,1234521.32,1626403.44,1233903.2,1691142.14,1627942.24
21,1358973.4,1687745.6,1671833.4,1716276.200000001,1308997.2,1271090.1999999997,1664968.2,1314403.0,1699651.8,1633456.8
22,1417928.1600000001,1691582.4,1695838.96,1766187.9200000002,1351397.56,1317855.5999999999,1690571.84,1323391.0,1719768.4400000002,1664586.02
23,1460689.72,1723117.52,1706076.92,1846516.84,1376848.2,1366065.4,1698546.32,1365168.6,1845447.92,1687902.12
24,1570132.8399999999,1843196.08,1826295.32,1989974.06,1452809.5200000003,1454454.8800000001,1726405.1600000001,1453908.4,1872220.0000000002,1825949.3800000001
25,1575918.16,1886315.56,1964069.84,2086049.64,1458300.0,1458630.92,1833047.24,1459186.6,1988895.96,1959080.04
26,1582249.0,1968749.0,2088864.0,2096598.5,1470934.0,1461759.0,1865636.0,1462817.0,2091765.0,2093090.0
27,1590232.12,2091117.28,2097648.28,2101087.64,1584138.96,1508278.2399999988,1993110.639999999,1471276.4000000001,2100885.36,2105763.84
28,1598697.52,2098901.44,2109177.52,2113401.66,1588317.56,1587278.84,2096374.88,1475321.4,2111426.42,2115101.58
29,1605311.36,2105788.88,2108413.08,2123861.44,1595201.8,1592158.64,2102250.1199999996,1481319.8,2115314.6799999997,2128922.08
30,1610861.48,2109467.56,2118401.64,2123471.1799999997,1604667.04,1596025.28,2110633.36,1501676.2,2121346.1999999997,2127359.84
31,1635590.4,2115767.2,2128762.2,2137868.8,1640249.6,1612769.4,2113423.8,1557071.0,2125982.8,2143972.2
32,1640090.56,2128469.52,2129818.28,2145437.42,1642794.64,1625532.36,2118495.68,1624500.8,2136140.66,2161409.76
33,1646409.64,2136613.96,2144573.84,2160190.64,1645992.04,1655492.24,2128908.08,1628240.2,2148694.28,2163857.12
34,1667490.7599999998,2148648.32,2149115.52,2168750.36,1647864.36,1661943.08,2130532.96,1658243.6,2151996.12,2173919.68
35,1693236.4800000002,2150704.1999999997,2159954.2399999998,2171538.72,1675685.36,1670227.16,2135942.04,1667613.2,2164148.32,2181328.36
36,1837630.4,2162715.4,2168638.2,2181464.8,1679799.6,1684287.8,2149343.4,1680348.0,2169197.4,2191231.8
37,1933395.48,2167276.84,2171891.2399999998,2195096.28,1691003.12,1781233.9599999974,2153203.6,1686832.8,2181551.04,2198735.16
38,1980331.72,2182032.36,2185666.24,2206504.3,1774626.1600000001,1840094.56,2164643.48,1812582.3999999997,2186983.6,2209684.58
39,2095637.92,2188978.48,2194278.36,2219317.440000001,1874660.24,1976691.28,2164445.92,1859814.8,2209705.4,2218631.52
40,2098190.8,2200316.92,2201345.04,2234777.72,1959266.56,2002457.0799999987,2176764.1999999997,1979133.8,2216370.04,2216882.44
41,2106846.6,2207528.0,2210940.6,2246298.6,2088491.0000000005,2098395.1999999997,2188000.6,1986111.0,2217729.4,2226511.4
42,2116361.56,2228997.56,2228153.96,2254922.32,2100749.28,2107559.08,2196385.72,2103407.8,2217872.46,2236049.3800000004
43,2122331.08,2237460.68,2240829.28,2255705.88,2108481.36,2112892.36,2204612.28,2106832.6,2234486.64,2258813.64
44,2124448.88,2244463.72,2250969.12,2252947.2600000002,2114969.16,2115556.84,2221284.92,2107323.4,2244033.98,2271560.2600000002
45,2127768.64,2243824.24,2249274.04,2269142.8,2121898.32,2124490.08,2220553.76,2111167.8,2249480.12,2280301.96
46,2134402.2,2245790.8,2252067.8,2283563.2,2127182.2,2131875.4,2223365.6,2116161.0,2264694.3,2288170.4
47,2131546.76,2247582.28,2254503.56,2284893.2800000003,2125772.5199999996,2136729.88,2235080.96,2120375.5999999996,2271996.92,2302722.24
48,2136375.32,2264670.68,2267119.28,2292538.54,2128299.56,2135856.56,2252017.5999999996,2129297.8,2282362.16,2313435.46
49,2140462.16,2265350.8,2279121.04,2306823.48,2135774.04,2141395.2399999998,2263683.24,2123348.6,2291940.52,2314006.7199999997
50,2140477.36,2275239.84,2288206.2,2324558.48,2137733.92,2138912.92,2265477.72,2125942.6,2309413.64,2327096.14
