index,41_1_en.wikipedia.org,41_2_en.wikipedia.org,41_3_en.wikipedia.org,41_4_en.wikipedia.org,41_5_en.wikipedia.org,41_6_en.wikipedia.org,41_7_en.wikipedia.org,41_8_en.wikipedia.org,41_9_en.wikipedia.org,41_10_en.wikipedia.org
1,-442.0,-442.0,-442.0,-442.0,-115.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,-564.8799999999999,-266.92,1186.7999999999995,-473.20000000000005,74.67999999999999,-283.6,-389.15999999999997,-457.92,597.6400000000001,-626.0
3,1399.4,1631.12,1447.3999999999999,1517.0,-188.64000000000004,-172.7999999999996,1583.76,1536.6,1406.32,1321.0
4,1300.64,1335.22,715.8000000000005,1463.2,1640.3599999999979,1580.8,1411.06,1453.72,998.1599999999996,1136.0
5,729.5200000000002,1396.6799999999998,2478.2000000000003,1082.1999999999998,1434.12,1352.6000000000001,1187.48,1143.32,589.5600000000004,510.0
6,2860.2000000000003,1120.3999999999996,2322.0,609.0,1364.2,1479.0,544.3000000000004,589.2,2219.2999999999997,2493.0
7,2628.16,1325.7599999999989,4322.2,2448.6,974.5600000000006,1195.4,861.4799999999985,2466.36,4452.799999999999,4430.0
8,4316.079999999998,2843.92,5210.999999999995,2258.7999999999997,608.3200000000006,784.3999999999996,2250.7,2236.6800000000003,4149.459999999999,4514.0
9,4315.88,2583.92,6734.6,4528.8,2542.56,589.2,2412.639999999998,4552.48,6033.32,4417.0
10,4206.160000000001,2285.66,7031.599999999999,4369.6,2658.52,1133.4000000000008,4406.900000000001,4341.16,5892.94,6039.0
11,7022.6,4543.599999999999,8704.0,3969.0,4664.2,2419.0,4401.2,4184.599999999999,7873.999999999999,6863.0
12,6529.04,4311.14,8892.999999999996,7005.4,4391.08,3523.600000000003,4341.599999999999,7043.24,10220.42,7105.0
13,7158.399999999998,4482.5199999999995,14815.599999999988,6531.2,4584.44,4524.8,7008.84,6631.88,10187.400000000007,8293.0
14,8404.72,5583.600000000002,17434.4,7031.599999999999,6292.8799999999965,4528.8,6561.260000000001,7090.16,16241.400000000007,7667.0
15,10604.199999999999,6984.76,16997.6,8327.6,7010.160000000001,4490.999999999999,6608.12,8408.76,24001.84,7310.0
16,12611.600000000002,6574.099999999999,24372.0,8473.0,6589.8,4417.0,5753.700000000003,7987.4,23445.1,8963.0
17,12017.880000000001,6575.36,27949.4,8277.000000000002,7307.039999999996,4184.599999999999,6263.999999999997,9490.200000000003,22651.48,8884.0
18,14071.44,6120.219999999998,27219.8,12579.000000000002,8489.039999999999,6242.600000000003,8947.94,12965.400000000003,22093.56,13894.0
19,17754.199999999975,6204.76,29152.2,16931.000000000007,8221.36,7129.8,13907.359999999986,17436.44,24834.72,16689.0
20,28228.280000000002,7799.800000000001,40070.80000000003,17113.4,9788.599999999997,6645.400000000001,17213.46,17215.64,24711.22,18239.0
21,27638.4,11637.8,65068.0,17016.0,14590.999999999996,6161.0,17041.8,17049.399999999998,26693.2,18248.0
22,27125.52,15217.539999999994,64439.8,16706.8,17263.32,6010.2,16657.460000000003,16879.48,52962.28000000002,22812.0
23,29070.16,17206.76,69956.4,26018.000000000007,17281.04,5635.2,16784.72,28204.12,61503.92,29380.0
24,28718.28,17069.34,71327.39999999998,27751.8,17243.48,7248.000000000009,26775.839999999993,27723.64,63988.12,29014.0
25,29114.999999999996,16862.88,89181.39999999994,27300.600000000002,16916.239999999998,10544.400000000012,27865.52,27296.920000000002,67051.48000000001,28392.0
26,35324.0,16796.0,113078.0,26846.0,16970.0,11710.0,27458.5,29217.0,66752.5,30337.0
27,66669.44000000003,24095.040000000023,157389.6,29085.4,23692.399999999987,13375.800000000005,27049.84,28940.24,66479.80000000002,36287.0
28,68101.12,27785.02,178795.99999999994,28927.4,26910.799999999992,17383.6,29118.760000000002,29977.400000000038,67756.94,42344.0
29,67991.36,27380.76,203842.6,29349.0,28113.36,17212.399999999998,28867.56,51477.24000000005,69051.52,57302.0
30,69123.88,27087.32,205664.6,37604.0,27751.96,17124.2,28873.68,64830.840000000004,83002.07999999997,63789.0
31,69984.40000000001,26769.6,205724.0,42148.0,27374.800000000003,17084.0,34444.59999999995,66581.2,98403.20000000003,69339.0
32,69517.63999999998,28950.36,210049.4,44496.60000000001,29174.720000000005,16811.8,43127.04,67943.76,116075.79999999999,70248.0
33,71688.52,28765.68,210501.8,66897.6,29053.96,16837.4,49333.95999999994,69028.2,137363.6,71285.0
34,71442.08,30879.60000000001,209818.2,68111.2,29132.52,22671.00000000003,64852.14,69615.52,140991.1,70529.0
35,72374.56000000001,54787.80000000003,212049.8,67161.6,30870.359999999993,28135.399999999998,64399.28,70350.52000000005,179445.16,78208.0
36,81559.19999999995,64767.1,214958.0,66854.0,42452.59999999997,27791.0,64772.99999999999,84611.60000000008,207365.9,84066.0
37,89702.83999999998,64673.64,218176.2,71849.00000000001,50454.359999999986,27463.2,69809.52,100630.87999999999,211737.92,90498.0
38,100654.28,68003.48,219810.2,99462.20000000004,56992.43999999995,27348.6,69205.08000000002,105610.4,211303.1,102126.0
39,111489.87999999993,67749.88,221812.6,134596.59999999998,61091.35999999997,26937.399999999998,96939.43999999994,126887.84000000003,212017.63999999998,127698.0
40,120356.19999999998,68788.14,221482.6,156826.2,68391.52,27709.400000000012,114192.75999999998,139302.72,213831.56,147580.0
41,141038.19999999992,69555.6,223199.0,164413.0,67927.2,28995.0,120847.99999999999,146965.60000000006,213718.4,174702.0
42,169794.75999999998,68977.72,224046.2,177196.60000000015,75308.59999999986,28795.4,133009.47999999998,174487.76000000013,217248.64,193592.0
43,183966.04,83238.87999999999,223553.8,204000.4,106275.31999999999,29729.600000000013,155940.95999999993,181585.36,216976.32,205882.0
44,192253.15999999997,101777.44,225454.6,203519.4,110048.04000000001,36621.599999999984,173731.47999999995,189055.44,218780.6,209170.0
45,200540.27999999997,112653.8,226231.8,205540.2,112907.72,38240.000000000015,193965.68,195598.8,219315.19999999998,208697.0
46,206114.8,118578.0,225625.0,205556.0,127249.4,55888.0,200631.69999999998,204261.2,219162.7,209620.0
47,208004.8,132957.56000000008,227710.2,205990.0,143035.72,66886.40000000004,204061.28,205368.2,221053.84,212171.0
48,210405.64,164262.6000000001,228484.6,210056.6,146015.8,68020.8,208327.8,208603.76,221284.6,214572.0
49,210140.36,183232.2799999999,228755.39999999994,209575.19999999998,168057.95999999985,67820.8,208430.36000000002,208325.76,221384.44,216389.0
50,210960.28,188904.8,229965.8,210387.2,182755.71999999997,68252.40000000001,209117.76,209072.52,223305.96,216949.0
