index,183_1_www.microsoft.com,183_2_www.microsoft.com,183_3_www.microsoft.com,183_4_www.microsoft.com,183_5_www.microsoft.com,183_6_www.microsoft.com,183_7_www.microsoft.com,183_8_www.microsoft.com,183_9_www.microsoft.com,183_10_www.microsoft.com
16,157946.80000000002,107746.3,161162.8,154433.99999999997,166714.2,131203.6,163147.0,170752.99999999997,171629.8,141806.2
17,163132.4,134477.39999999997,181397.36000000002,160810.24,176006.4,152729.08,169920.72,186169.2,170393.12,140255.59999999998
18,187138.40000000002,148902.94,190211.8399999999,192225.76,187685.92,196102.56000000006,182424.92,191424.11999999997,178293.56000000003,167510.28
19,216401.44000000003,170186.36,214640.56,248364.36,244334.00000000006,205828.96,213427.24,199457.6799999999,214501.44,179264.8399999999
20,302502.7399999999,190162.22,233499.6,279023.23999999993,286218.28,241263.14,245209.6,223808.38,244503.39999999997,202888.56
21,354039.2,206259.80000000002,267879.4,307605.2,326741.2,258544.8,300743.6000000001,249660.40000000002,308084.4,244079.99999999994
22,446728.88,236708.82,296921.88,363754.88,366032.96,290580.82,337609.4,296194.56,361224.3,272873.72
23,490118.56,264643.39999999997,332251.56,423622.1599999999,420929.24,338167.4,356836.8,337029.63999999996,399121.23999999993,289482.6
24,532919.3999999996,317709.22,380455.2,474516.5999999999,457770.92,415049.88,406359.76,366511.23999999993,430001.79999999993,333161.83999999997
25,586999.0399999999,360654.83999999997,427260.12,488239.39999999997,501768.44,463838.0800000003,481769.92000000004,421818.48,482931.8000000002,361184.04000000004
26,647244.0,403704.0,461292.0,572217.0,539047.0,520146.0,528388.0,445766.5,519908.5,397949.0
27,701568.5599999999,452773.0800000001,503734.88,640075.9600000001,559851.24,562967.8000000004,557250.4,473152.52,567187.9199999999,456884.88
28,739394.18,496835.8999999999,559960.2,698024.3599999998,584529.6,601944.74,601264.4,511393.31999999983,602769.1,483492.96
29,782060.8799999999,540476.6399999998,591987.8,778687.9199999999,611045.2,648686.12,647140.84,552587.6,636277.52,520743.79999999993
30,809652.9,586992.2999999999,627731.16,840693.12,676690.48,686160.6799999999,692036.24,594881.2999999999,705079.9199999999,561279.36
31,881038.3999999996,613098.3999999998,701826.4,898532.0,720275.7999999999,726435.0,764189.7999999998,669650.0,762686.2,592840.0
32,950506.8399999999,633287.06,763976.3600000001,902916.2,749125.6799999999,791401.2399999999,802665.4,729124.5999999996,779812.42,647735.16
33,995279.88,671969.1599999999,831929.4,979985.2,766155.7999999999,813948.2800000003,875731.88,812396.0799999998,799707.48,705652.6
34,1014338.98,744533.0399999999,918888.72,1031096.24,794474.7999999999,883269.2000000001,884589.7999999998,886959.9999999994,847418.96,735192.3999999999
35,1028961.4,799925.6,921552.68,1072804.2000000002,854963.6,902615.4,904495.2,900025.68,939524.56,753556.2
36,1104963.5000000002,867640.0999999999,1019175.0,1144443.8000000003,918733.0,927844.9000000005,985688.7999999998,948605.9999999999,995406.9999999999,819797.3999999999
37,1166659.28,889937.24,1075890.56,1178610.16,943588.4,992471.92,1059524.32,1060578.4799999993,1033509.72,889941.7599999994
38,1172647.3800000001,906388.96,1128803.7200000002,1248032.5199999998,973712.8399999997,1030920.7999999999,1114295.8,1177635.9,1037621.1000000001,913710.48
39,1174178.8,966244.1999999998,1218449.8,1275329.24,1020014.12,1057381.6,1137122.28,1232573.5199999998,1109497.44,970978.3999999999
40,1190348.6599999997,1026101.2999999999,1262939.36,1294349.2799999998,1047535.88,1152300.06,1137319.8800000001,1268653.5999999999,1153439.04,1049954.8399999994
41,1234929.4,1097805.4,1277194.4,1306038.6,1067341.0000000002,1236432.4000000001,1172088.4,1294522.8,1268411.0,1102446.7999999996
42,1315925.02,1171811.5399999998,1295766.04,1320336.36,1145344.92,1286205.4,1196536.16,1301679.34,1314281.7,1140961.8
43,1322370.4,1210327.76,1298780.68,1354205.6,1205267.56,1306529.08,1251076.0,1318402.64,1325288.2,1251010.88
44,1336909.3,1259096.0999999999,1322818.04,1365241.52,1258121.4,1318827.54,1286798.56,1343178.0999999999,1358110.02,1299957.28
45,1346498.7999999998,1274603.28,1354432.1199999999,1389125.5999999994,1312649.48,1334858.8,1297547.96,1355393.56,1362360.08,1322162.4
46,1394917.9999999998,1285447.1,1363415.0,1478358.8,1336044.8,1345122.9,1313352.2,1411171.7999999996,1469148.0000000002,1347254.2
47,1450479.5999999999,1305066.72,1389473.6,1518474.56,1346706.64,1360168.48,1324378.52,1509790.52,1530003.64,1394811.24
48,1518140.5,1330393.64,1389083.4000000001,1534153.7599999998,1361567.36,1433581.84,1424031.0799999991,1518714.46,1538614.68,1475966.4
49,1531682.28,1358719.56,1447309.68,1560855.28,1378766.24,1516845.0,1472081.12,1537575.76,1542001.84,1499775.56
50,1531572.36,1405141.7,1537271.4000000001,1560558.64,1429067.88,1527619.62,1490337.8399999999,1537632.88,1541744.08,1515507.52
