index,183_1_www.microsoft.com,183_2_www.microsoft.com,183_3_www.microsoft.com,183_4_www.microsoft.com,183_5_www.microsoft.com,183_6_www.microsoft.com,183_7_www.microsoft.com,183_8_www.microsoft.com,183_9_www.microsoft.com,183_10_www.microsoft.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,3650.94,4067.6800000000003,3575.7599999999998,3774.12,3785.76,3594.12,4009.48,3572.52,3762.82,3837.1200000000003
3,5898.4800000000005,4555.76,6617.200000000002,7829.519999999998,6368.88,7261.040000000003,6056.079999999998,6196.96,6337.56,6874.24
4,15325.16,8545.26,12077.24,17439.56,12466.28,19815.32,10116.400000000001,19063.88,19514.48,12607.12
5,33457.399999999994,19249.36,17679.4,24468.08,41128.23999999999,27261.12,32299.32,40128.36,28006.68,16239.92
6,37550.7,43075.9,55203.999999999956,20871.600000000002,43668.6,28520.799999999996,29392.6,43606.9,24934.100000000002,26893.999999999996
7,41548.880000000005,43194.28,60526.48,20707.88,45270.48,25200.68,27418.24,49878.04,23678.48,40359.240000000005
8,44649.14,53141.659999999996,56566.56,27359.36,45863.44,32795.46,32406.279999999995,51288.98,32492.74,37465.28
9,51699.07999999999,53073.04,64408.92,43901.52,77765.39999999997,38810.16000000001,40629.08,65807.35999999999,39770.24,36368.32
10,61610.84000000002,55627.1,97587.5599999999,54615.24,88779.48,48322.479999999996,44950.840000000004,65975.81999999999,44611.38,54577.76
11,71949.4,62175.200000000004,128071.4,53756.8,120269.40000000001,50333.20000000004,65167.399999999994,74044.6,52711.200000000004,97553.79999999983
12,83765.31999999988,63652.020000000004,141128.88,69581.36,124821.24,56964.40000000003,82729.40000000001,85948.7,72850.18000000001,118570.08
13,116577.52,68547.76,141331.72,69936.39999999998,130592.96,56482.36,88693.8,94994.04,96841.20000000001,117712.44
14,142113.04,75098.56,147297.48,81931.92000000001,134627.76,68821.8,122421.32,113575.46,131346.36,117818.56
15,154370.16,90648.27999999996,155275.68,125470.08,140931.56,98735.24000000002,147244.32,133214.59999999995,166344.32,117006.28
