index,93_1_www.theguardian.com,93_2_www.theguardian.com,93_3_www.theguardian.com,93_4_www.theguardian.com,93_5_www.theguardian.com,93_6_www.theguardian.com,93_7_www.theguardian.com,93_8_www.theguardian.com,93_9_www.theguardian.com,93_10_www.theguardian.com
1,-442.0,-442.0,-48.0,-442.0,67.0,67.0,-442.0,-442.0,-442.0,-442.0
2,1404.3,555.5400000000001,1458.7199999999998,1568.96,-91.22000000000003,-103.12000000000063,1568.96,589.2,1512.1000000000001,1588.2
3,743.2399999999999,4153.44,1219.16,1227.08,1585.76,1470.5200000000002,1227.08,4236.599999999999,1066.92,1175.6000000000001
4,4686.48,8468.96,4215.159999999995,2221.0799999999977,856.6199999999999,2944.46,2221.0799999999977,8273.599999999999,2444.16,453.6000000000032
5,4361.56,10676.800000000007,4384.28,4251.44,2447.48,2569.9600000000005,4251.44,14665.400000000003,4548.88,2332.2000000000003
6,7083.2,15604.00000000001,6701.800000000001,4194.599999999999,4548.9,4576.099999999999,4541.8,27522.0,4227.999999999995,4429.5
7,7075.12,33866.20000000001,7129.4400000000005,5854.88,6646.76,7129.360000000001,6416.6799999999985,27651.2,6540.44,7091.8
8,8136.819999999998,36407.72,9053.799999999996,6998.399999999998,7086.44,6367.419999999999,7582.399999999998,24784.4,8750.38,6621.9
9,12624.8,33631.32,10744.960000000001,8044.28,7962.879999999997,10856.679999999997,11623.52,30030.399999999998,10381.76,6229.2
10,13845.519999999999,37044.240000000034,14008.56,9864.24,11103.559999999996,10626.12,10653.64,36115.8,10588.839999999998,11226.600000000006
11,28532.4,42059.6,28787.8,12483.0,12258.0,13879.599999999997,13420.200000000003,40255.0,13850.599999999999,13352.0
12,27160.679999999997,46254.56,27509.16,12138.159999999998,15171.399999999989,20462.599999999995,29038.92,45018.200000000004,20087.39999999999,14827.000000000004
13,25999.559999999998,50557.08,26267.96,26938.32,20769.800000000003,28581.120000000003,27970.48,48546.2,29012.8,27938.8
14,30338.82,51992.600000000035,27610.72,25836.359999999997,29107.14,27207.379999999997,26865.64,52116.0,27972.02,26729.7
15,29336.679999999997,55692.159999999996,29399.12,24732.56,27778.440000000002,26466.48,28888.920000000002,60412.2,27023.440000000002,25931.4
16,28205.199999999997,55767.9,28187.600000000002,24069.199999999997,26785.4,25172.3,30158.8,76716.0,26003.100000000002,27647.5
17,29641.52,60451.400000000096,27083.96,22503.64,30704.52,24281.12,31773.44,132408.00000000015,24615.640000000003,29078.399999999998
18,31236.78,116277.92000000036,30103.24,21590.68,29978.46,25556.94,31303.760000000002,180796.0,23641.320000000003,30720.399999999998
19,32078.07999999999,179086.48,32994.56,23262.72,29124.280000000002,27209.24,32926.76,245721.2,25151.359999999986,30030.4
20,34509.66,254113.80000000002,34884.48,23117.320000000003,30813.879999999983,28912.18,32210.96,324246.60000000003,27301.879999999983,29023.100000000002
21,34929.200000000004,311211.2000000003,36868.2,27037.2,32296.800000000003,32355.599999999988,31655.399999999998,335318.0,31229.6,31250.0
22,38541.76,403045.12000000034,39564.11999999999,29157.16,34153.12,33174.62,33892.16,390182.80000000016,33017.54,30084.6
23,40701.08,440651.0,43240.96,33500.48,33793.36,35770.84,33384.88,437323.8,37091.840000000004,32039.600000000002
24,40701.22,443347.08,43261.64,37960.32,33285.020000000004,37707.9,35226.28,442927.8,37298.95999999997,32410.9
25,42916.92,447379.16,43290.44000000001,37562.68,35349.64,41773.28,39204.68,446790.6,39614.12,34563.399999999994
26,43544.0,484274.0,45052.0,42029.0,39443.5,42029.5,41168.0,450912.0,41428.5,41121.5
27,44629.56,556814.2800000001,48045.839999999975,42273.96,41577.88,43609.88000000002,40813.32,471877.60000000015,41840.88,43521.8
28,43279.22,595328.2400000001,49046.44,41903.96000000001,43708.26,44260.26,43379.68,529270.4,44010.9,43428.1
29,42613.60000000003,701213.72,47695.159999999996,41801.52,43673.64,47476.39999999999,43313.08,588079.4000000006,43741.8,43352.4
30,51886.56,776393.8,45758.28,44986.200000000004,43257.18,49924.02,42000.2,700640.2000000001,46890.979999999996,43258.700000000004
31,53223.20000000002,782465.0,49123.99999999999,45368.6,43316.999999999985,49326.4,47180.20000000002,784491.0,46178.6,46186.0
32,53112.32,788953.64,54052.40000000002,48359.159999999996,49918.28,48843.90000000001,49188.76,832246.4,45739.62,45966.700000000004
33,56687.600000000064,791345.52,60416.52,46966.12,49744.04,47933.36000000001,48717.24,833439.4,45526.72,49327.8
34,93440.6,827781.7400000001,62583.36,51881.72,49055.92,48404.700000000004,49107.8,856435.4,79620.15999999996,49135.4
35,130494.79999999999,904123.0800000002,67028.72,54146.64,71703.51999999981,49826.68000000001,79719.63999999991,917708.6,131389.47999999998,48443.6
36,155768.59999999995,909184.3,66432.99999999999,53603.8,106171.39999999994,52923.200000000004,126857.5999999999,918196.0,150253.7,64286.0
37,204711.19999999998,909470.88,77783.31999999999,54666.32,144993.43999999983,52712.48,175510.36000000004,919542.8,164974.5199999998,103747.20000000017
38,239271.40000000002,910222.48,108180.23999999987,94266.20000000008,185571.79999999996,52207.68,227900.56000000003,943172.8,201676.03999999986,150415.40000000008
39,278995.60000000003,912194.6000000001,146350.16,134109.47999999998,244374.07999999975,55957.67999999995,286556.87999999983,963024.0,245980.27999999997,187488.8
40,316524.60000000003,921479.52,184729.4,163185.63999999996,264279.47999999975,69390.91999999995,351811.31999999995,971854.4,283501.1,223475.80000000002
41,355422.0,921988.0,234946.8000000002,183339.40000000005,319960.39999999997,93190.59999999996,377663.6,1057293.0,329678.9999999999,257583.0
42,394251.48,926448.46,287550.32,229401.15999999977,364555.3999999999,120301.27999999993,391404.7999999998,1069218.0,350346.39999999997,291025.80000000005
43,409676.4,939040.16,331049.83999999997,251318.9199999999,400093.2799999999,165899.96,421103.12,1077500.2,382421.2799999999,324542.0
44,429078.12,948034.6000000007,339465.2,283806.6,423069.93999999994,178879.43999999968,424290.6,1079863.0,393046.19999999995,352057.79999999993
45,431828.68,985718.28,348119.60000000003,320881.80000000005,423860.48000000004,204606.88,427638.36,1162487.4000000006,400921.6,390469.20000000007
46,435427.8,1031402.7,386454.0,358557.0,425261.4,273596.5999999999,428129.2,1192962.0,418233.0,400380.0
47,434491.8,1044597.8400000003,391939.28,425917.32,428054.99999999994,343515.6799999995,427570.2,1214274.2000000002,420396.39999999997,420751.8
48,437589.39999999997,1053490.16,442241.84,426254.4,428881.94,387768.19999999995,430235.4,1243091.8,427450.36,420491.9
49,442273.88,1085321.1600000004,443229.39999999997,429499.27999999997,430608.2,407665.8399999998,434872.27999999997,1269785.0000000002,430514.84,420965.00000000006
50,441091.24,1105134.78,446963.76,430080.96,434868.56,433805.54,434863.68,1276450.8,431888.58,423809.0
