index,98_1_www.paypal.com,98_2_www.paypal.com,98_3_www.paypal.com,98_4_www.paypal.com,98_5_www.paypal.com,98_6_www.paypal.com,98_7_www.paypal.com,98_8_www.paypal.com,98_9_www.paypal.com,98_10_www.paypal.com
1,67.0,67.0,67.0,67.0,-48.0,-442.0,67.0,67.0,67.0,67.0
2,1029.8799999999994,1347.1200000000006,1741.68,-419.31999999999994,1583.0,1585.24,1120.5199999999995,-465.680000000001,1755.0,1537.12
3,1286.6399999999999,1314.3600000000001,1212.4800000000002,1556.08,2154.8000000000015,1183.52,1294.56,1580.2800000000002,1350.0,2402.4
4,2605.04,2573.96,4834.04,652.7199999999999,4590.2,725.5200000000015,2596.16,701.0800000000005,2534.0,4210.240000000002
5,4669.72,4583.2,4470.88,2302.16,12996.800000000005,4525.84,4657.88,4571.32,4414.0,6221.3200000000015
6,4951.999999999997,6295.800000000001,7134.6,4461.000000000001,18682.0,4433.3,4178.599999999999,4500.9,7212.0,20462.8
7,6689.879999999999,7182.120000000001,6198.279999999996,4114.080000000001,21351.200000000004,3953.8399999999992,13296.48,7201.68,7207.0,22757.32
8,8505.16,8550.34,8080.8600000000015,6005.28,22399.0,8834.239999999998,12495.720000000001,7252.58,13795.0,22276.4
9,11017.679999999997,16936.880000000005,9920.799999999996,5278.199999999997,37480.4,19285.480000000003,14029.039999999999,8539.760000000002,13715.0,25517.96
10,15775.12,22227.88,21961.34,14673.959999999995,38287.4,18581.72,15422.280000000002,15727.279999999979,17704.0,32048.640000000003
11,16304.2,22776.2,23372.2,14056.2,46069.0,20189.6,20557.19999999999,20388.8,22916.0,38432.799999999996
12,15996.52,22338.939999999995,26760.72,15674.84,48993.2,21817.46,23131.479999999996,21864.38,22580.0,44112.28
13,22568.32,24268.96,29806.24,16131.92,49531.399999999994,22482.76,23509.16,21922.83999999999,26584.0,50038.48
14,26360.800000000007,35073.880000000005,30019.12,18896.59999999999,53856.2,21983.14,23788.32,23712.479999999992,44206.0,51378.56
15,44335.36,36390.479999999996,30835.48,24533.800000000003,59649.6,24379.2,24025.08,24037.28,45429.0,54941.92
16,45468.799999999996,42752.700000000004,30404.8,27388.99999999998,58777.0,44349.7,23918.2,23885.7,47321.0,58241.4
17,44991.52,42218.16000000001,32315.960000000003,30773.84,91313.4000000001,43498.16,27212.28,25817.12,49348.0,61804.59999999998
18,49333.24,45826.26,52304.08,30451.92,124119.4,43820.28,29509.44,29042.280000000002,48631.0,67015.76
19,48883.76,47956.32,53265.76,31972.399999999983,132478.20000000004,46403.68,33468.31999999999,32092.04,50027.0,66595.6
20,47638.560000000005,49570.08,53745.71999999997,43126.08,153597.19999999995,46283.08,42988.240000000005,48474.83999999999,51746.0,85925.4
21,49315.4,51302.4,57116.6,42330.600000000006,226360.0,45464.6,44596.6,51520.8,53773.0,96883.99999999999
22,51470.12,53304.22,56454.04,52779.83999999994,276263.6,46053.640000000014,48612.479999999996,50627.560000000005,53056.0,116581.59999999999
23,53624.84,55030.720000000074,57595.96,52690.28,276308.4,48987.12,55161.159999999996,54649.76,55250.0,124483.64
24,55042.32,59094.36,58969.14000000001,51545.36,280790.2,51220.58,53633.92,56752.34,55885.0,142021.4
25,57765.79999999997,58482.68,61313.32,53216.24,287037.00000000006,53301.04,55162.28,56667.92,61069.0,188031.91999999998
26,60892.0,58329.0,61759.0,52902.0,319897.0,53194.5,56882.0,55568.50000000001,65962.0,233004.99999999977
27,60204.08,58782.68,67002.68,57054.76,324869.4,58612.56000000001,59131.72,57440.520000000004,69408.0,285192.96
28,61718.999999999985,64871.80000000003,66364.78,59173.520000000004,355168.00000000006,59057.48,61197.76,58831.54,68856.0,286571.16000000003
29,66892.63999999997,76919.20000000001,69520.64,61182.12,383006.4,58569.68,67409.32,60301.96000000001,68936.0,306038.19999999966
30,70803.52,88137.72,69934.28,61230.159999999996,387241.4,59053.20000000002,67076.88,60935.060000000005,74778.0,383853.92
31,77971.19999999994,105423.00000000004,75117.99999999996,62492.79999999996,391623.0,61765.8,66321.8,62551.8,80897.0,386813.6
32,113434.47999999973,109035.40000000004,102369.47999999973,62833.96,395258.2000000001,70650.92,79142.67999999992,63446.39999999995,95776.0,390803.88
33,155830.55999999985,110888.84000000003,124676.4,67855.07999999999,407682.0,83555.52000000003,125478.23999999987,68420.64,114732.0,391190.56
34,180830.8,114657.08,128284.44,68626.08,409839.8,97197.22,172236.3199999999,67932.54,135136.0,407980.79999999993
35,200561.2,125310.16,150074.68000000002,68124.96,416994.0,113266.11999999997,184138.52,67517.88,180156.0,417335.39999999997
36,200230.4,129930.09999999999,174826.39999999994,67726.6,464735.0,161734.40000000005,206832.2,74879.89999999994,222280.0,420648.99999999994
37,204285.92,135667.2,195823.95999999985,68237.4,529559.0,171347.84000000017,206337.08,85541.6,230415.0,461540.04
38,248581.95999999993,159927.60000000003,217405.24,77547.40000000001,542737.0,200926.62,208111.92,90145.6,260759.0,475604.36
39,277374.79999999993,202720.80000000037,228722.79999999996,81424.08,547200.8,202633.36,213161.19999999998,112893.55999999985,277623.0,505135.03999999986
40,282316.72,230460.64000000004,233494.59999999974,82538.79999999997,550202.0,218753.16000000024,264632.47999999975,173205.39999999962,299475.0,573219.5199999993
41,285071.8,255552.20000000016,263124.2,109576.39999999963,574603.0,272387.8000000001,282205.2,231772.99999999977,332911.0,643009.5999999999
42,286799.52,264777.92,286548.76,139888.63999999998,579117.2,274386.44,283655.88,254859.2999999999,353386.0,691282.52
43,292179.12,265345.84,291811.4,147857.92,601320.4000000001,275976.68000000005,286623.8,292105.0399999996,376686.0,708177.24
44,297447.1999999997,279519.1,334245.1200000001,164396.23999999993,682987.6,283454.6400000001,293447.19999999995,301224.26,380179.0,709716.64
45,362970.79999999993,283599.2,380259.39999999997,173937.84,691263.4,285533.4,308893.48000000004,301555.12,381898.0,711593.52
46,388335.6,311625.4000000001,390066.2,203184.0,702166.0,309682.0,346536.19999999995,301236.6,402191.0,715459.8
47,389225.96,322470.5600000001,388966.72,211129.92,711030.4,317893.80000000005,383375.04,338277.23999999993,426929.0,718243.2
48,390759.96,381723.80000000005,390504.34,231194.76,718618.2,321965.6,389919.68,377396.54,431764.0,721524.16
49,403951.1999999998,384264.2,390318.64,256667.8,720160.2,333851.4,388989.44,378741.72000000003,480528.0,730466.8400000001
50,471487.39999999997,388731.28,390314.32,302309.7999999999,727765.6,340616.8,390485.12,381633.5,495140.0,732903.04
