index,78_1_github.com,78_2_github.com,78_3_github.com,78_4_github.com,78_5_github.com,78_6_github.com,78_7_github.com,78_8_github.com,78_9_github.com,78_10_github.com,79_1_github.com,79_2_github.com,79_3_github.com,79_4_github.com,79_5_github.com,79_6_github.com,79_7_github.com,79_8_github.com,79_9_github.com,79_10_github.com,80_1_github.com,80_2_github.com,80_3_github.com,80_4_github.com,80_5_github.com,80_6_github.com,80_7_github.com,80_8_github.com,80_9_github.com,80_10_github.com,81_1_github.com,81_2_github.com,81_3_github.com,81_4_github.com,81_5_github.com,81_6_github.com,81_7_github.com,81_8_github.com,81_9_github.com,81_10_github.com
33,1151510.4000000001,1248898.6,1180282.4000000004,1280137.5999999999,1036886.6,1100825.3599999999,1107918.2800000005,1571157.08,1253040.08,1184406.4000000001,497786.7200000001,823755.4,708981.8,550536.9999999999,451033.8,892119.4,604133.6000000002,449419.36,574606.6,944999.6,1860096.92,1948149.9600000002,2008076.68,1876445.6400000001,1873991.6,2757805.92,2029613.48,1605800.56,2067146.0800000003,1759409.4,158156.08,115926.24,115729.4,570019.16,214385.56000000006,114891.12,110735.0000000001,399088.8,417066.76,279771.2
34,1269696.6,1255260.48,1236690.4000000001,1404141.1199999996,1048337.4399999992,1181201.3599999999,1225204.6,1726413.3199999996,1256579.08,1246219.8,550095.28,866761.78,735451.0,614831.5,476956.2,950485.92,618222.0,516957.11999999994,609457.64,945864.32,1954203.7999999998,2053426.6,2114193.6399999997,1936188.16,1938505.6,2762309.04,2162070.1999999997,1672390.96,2173172.6,1825305.8,161324.72,125754.3,114457.36,576032.2,218125.63999999998,152228.43999999997,116687.9,453135.60000000003,420854.68,319923.4000000001
35,1379085.7200000004,1272072.4,1238236.8,1506230.7200000004,1157388.1199999996,1235173.4,1234383.52,1846486.24,1262794.36,1249167.0,607158.64,942025.7199999997,754320.4000000001,632912.7999999999,510196.19999999984,996130.7999999999,659868.0,564699.5599999998,647936.72,997788.2400000003,2007585.0799999998,2200667.84,2204428.96,1995803.2,2143227.0,2855598.079999999,2248430.6,1753108.4,2247027.96,1929194.1999999995,160601.4,128593.84,114735.72,581982.92,216287.52,248295.36,159704.00000000003,502730.2,426856.92000000004,361231.20000000007
36,1461913.0000000002,1376723.4,1241638.0,1673400.7999999998,1251288.0,1236905.3,1237740.9,1959648.0,1269493.4,1252065.0,617207.2,952800.9999999999,755485.0,634661.0,547519.0,1037208.9999999999,696912.0,575172.2,648300.0,1039743.0,2081248.9999999998,2296776.2,2360875.5999999996,2173879.2,2291936.0,3042262.399999999,2354335.4,1955767.0,2378664.6,2046927.0,162302.40000000002,127910.0,113753.6,582966.2000000001,219917.6,303459.4,173747.0,503970.0,429721.39999999997,403397.00000000006
37,1545430.0400000007,1512359.1199999999,1246401.2,1841626.9600000014,1378063.4799999997,1240383.5999999999,1246467.6,2126949.12,1289845.8,1322469.0,650063.4,1013256.8000000002,754641.4,680032.5999999999,581407.2,1058913.28,739576.0,574352.4400000001,647440.2,1078923.2400000002,2185239.1999999997,2384544.4000000004,2508629.4800000004,2273135.12,2450663.6000000006,3254216.6,2521881.8,2095165.4000000001,2461996.2399999998,2155202.5999999996,233429.64,129910.8,113203.8,586278.12,265696.00000000006,389213.68000000005,191207.40000000055,508741.99999999994,488889.20000000007,447506.88
38,1639745.4000000001,1611056.6,1295760.6,2011900.6799999995,1463325.2,1256868.1,1247887.76,2266174.08,1410967.48,1429030.8000000012,719683.04,1071339.16,754710.2,737686.5,580657.0,1082374.84,810893.0,578295.6,725681.2,1111869.28,2328595.1999999997,2481554.48,2669495.32,2355532.84,2629664.0,3443113.8,2617270.6,2142468.6,2539690.7200000007,2304257.0,304420.27999999997,130711.08,131200.62000000002,590996.5599999999,298000.04,416526.16000000003,231467.9000000002,512315.2,553818.48,457924.27999999997
39,1742878.9200000002,1721052.4,1405369.4000000006,2115206.68,1558173.8,1256109.32,1291107.4000000004,2372899.48,1477081.84,1495100.6,738826.4799999997,1116250.16,789734.2,771021.2,579874.4,1115085.2,842726.4000000006,593075.4,791640.3600000002,1113618.48,2438996.44,2533895.8800000004,2701536.4400000004,2430311.7600000002,2688937.4,3641311.32,2685482.04,2213355.8,2656316.08,2440363.6,356741.52000000025,128570.04000000001,151783.91999999995,591132.16,364067.8000000001,419787.16,259330.1999999998,516926.8,580338.56,460773.4000000001
40,1859384.6000000003,1854103.5200000003,1483609.9000000001,2308798.92,1632432.4,1255151.74,1384146.16,2517013.2,1596092.9599999995,1590859.0000000002,821769.4,1117723.52,841083.8000000002,852739.3999999997,630371.2,1118039.56,923503.2000000001,661112.58,847374.9600000001,1117346.8800000001,2557794.3999999994,2643734.0400000005,2857949.1199999996,2526106.2,2704714.0000000005,3900143.04,2688648.12,2326327.6799999997,2663290.38,2606982.1999999997,451910.7999999999,134773.48,207454.58,597947.9199999999,436543.9200000001,425989.94,336530.60000000003,519121.19999999995,583092.76,473902.80000000034
41,1969675.0,1936407.6000000003,1567128.0,2439169.0,1701104.1999999997,1323430.6,1483701.2,2636328.4000000004,1697761.2000000002,1710567.0,873816.0,1122503.0,880696.0,925700.0,683857.0,1118670.6,945104.0,691792.7999999997,901967.0,1122390.2,2673660.4,2711588.6,2940134.4,2636017.0,2853929.0,4003027.2,2880098.5999999996,2535779.7999999993,2828629.800000001,2684579.0,476887.6,168656.9999999999,253775.8000000002,604645.2,499619.20000000077,428289.6,342281.0,524590.0,583392.6,525056.0000000002
42,2044162.2,2072615.1600000001,1662359.8000000003,2584100.0,1782178.6,1415638.8800000004,1574061.6,2718173.8399999994,1788759.7999999998,1815820.7999999998,944826.68,1130214.14,933093.8000000002,933542.1,753190.8000000002,1127200.8,948248.0,736063.8,933835.6800000005,1124873.04,2752702.5999999996,2718131.72,3166819.5999999996,2797105.8,2985387.6000000006,4015519.14,3013529.76,2644462.7600000002,2996631.22,2690090.2,475820.88,173911.8,273899.34,607740.2,545663.5600000005,432421.60000000003,342552.8,527999.2000000001,591674.2800000001,570116.56
43,2141188.920000001,2188277.6,1724458.0,2765960.4,1962713.8399999999,1549141.5599999998,1698741.4000000004,2748414.72,1921038.6,1921164.4000000001,945635.68,1131553.68,954862.0,944702.2,809165.5999999994,1131569.68,1022999.0,805303.48,956915.76,1128881.48,2871688.16,2733789.36,3381344.359999999,2932327.24,3081064.6,4013792.16,3161293.1999999997,2645951.12,3143813.8000000003,2800062.3999999994,477470.27999999997,199141.64000000028,296210.51999999996,609701.88,604997.2000000001,477244.6,344663.6,534061.2,598358.3600000001,576346.28
44,2241735.8,2238365.4,1801796.4,2769521.56,2017122.96,1653300.2399999993,1805757.6,2758569.48,2033518.5199999993,2034440.0,985575.6,1134102.46,996727.1999999998,952334.0,874385.3999999997,1132787.48,1035985.0000000001,842649.3999999999,967317.64,1129817.84,3002921.08,2831445.56,3544248.44,2986036.32,3201773.0,4015187.14,3323000.4,2708099.16,3258879.24,2956757.6,478533.08,222699.26,302192.46,610015.52,632405.36,516278.8400000007,369858.19999999984,536079.4,600990.28,578578.4
45,2240463.88,2319401.2,1913144.8000000005,2775722.64,2087517.68,1727772.919999999,1960840.4400000002,2763486.48,2167297.8000000003,2162052.0,1045285.4800000002,1136053.72,1034681.0,969374.2,922197.7999999999,1136110.16,1088259.2000000007,867432.48,990688.96,1130081.24,3108752.4,2962136.2,3730440.16,3185032.2,3346610.2000000016,4017687.84,3592535.44,2846941.6,3474235.52,3050237.8,481181.16,270796.68000000005,314480.6000000001,610223.12,633134.72,566146.92,407095.80000000005,544317.7999999997,601776.04,580737.24
46,2239008.0,2407535.7999999993,2107929.0,2782096.0,2222477.6000000006,1881030.0,2109734.1000000006,2768650.1999999997,2281835.2,2307680.0,1079727.1999999997,1136027.3,1074041.0,998747.0,954310.0,1136279.6,1141492.0000000002,921223.0000000001,1050785.6,1130394.6,3234747.0,3015793.0,3896693.5999999987,3390411.0,3501575.0,4024262.1,3745781.7999999993,2958411.8,3724667.4000000004,3228332.0,499878.6000000001,287318.39999999997,370078.9,614653.6,631537.8,587292.1,416519.0,586348.0,603435.6,582658.4
47,2250750.4,2454284.64,2245790.800000001,2782806.8,2354819.16,2056125.64,2235104.5200000005,2769634.8,2397079.32,2446645.8,1111819.2,1141307.92,1084796.0,1069911.0,954882.8,1137572.96,1213947.0,948687.56,1088964.24,1129685.32,3393643.92,3147320.88,3917379.2,3487530.8000000003,3744639.2000000044,4029136.08,3883691.52,3101444.48,3900419.64,3300866.9999999995,557041.0,327065.1600000002,393870.72,612276.28,637722.92,588287.1600000001,447110.6000000001,587127.2,603394.0,582444.08
48,2338925.92,2492511.36,2391167.9000000004,2786432.64,2423168.36,2198084.38,2331384.4,2764659.04,2495259.079999999,2569648.800000001,1116547.58,1141979.32,1109430.8000000003,1110429.9,961664.9999999999,1136762.4,1257994.0,948728.92,1118539.72,1133919.32,3610926.5999999996,3320691.440000001,3927623.92,3717985.64,3927053.8000000007,4035450.44,3930430.0799999996,3297460.8,3911129.64,3464099.3999999994,568415.96,390178.1,427936.83999999997,614363.36,639718.44,592393.94,484223.5,588540.0,607181.04,583766.22
49,2450057.4800000004,2550117.48,2497140.8000000003,2788593.48,2569154.639999999,2315268.2799999993,2475943.4800000004,2764946.1199999996,2622199.4,2712682.0000000005,1117659.44,1142396.72,1117444.8,1112123.2,1008911.3999999997,1141079.8800000001,1271871.0,952641.24,1130247.8,1137817.4,3770703.8,3495580.4,3925926.36,3814857.4,3945055.8,4039834.96,3937986.92,3469151.04,3912277.28,3654603.5999999987,591969.68,469149.08000000013,460787.7999999995,617372.4400000001,642453.96,595213.96,528407.2000000008,594246.7999999999,610810.24,584549.16
50,2518241.200000001,2618879.2,2615017.4000000004,2783159.96,2656775.4,2453178.3199999984,2602970.2600000002,2769977.52,2725706.359999999,2765309.6,1120759.98,1146035.76,1119001.2,1113523.1,1042628.0,1146158.76,1275874.3,955572.24,1131711.18,1140684.56,3916366.04,3665689.2399999993,3928946.36,3920560.2,3944705.4,4041452.68,3937696.04,3655637.6,3912580.74,3781755.5999999996,594774.84,504049.77999999997,487703.86,621285.24,642817.84,595555.98,588024.9,593664.3999999999,613018.88,584845.94
51,182,195,174,237,171,186,173,222,211,186,123,160,118,114,116,162,118,116,129,158,255,335,329,279,313,380,328,277,321,268,176,159,153,207,202,178,153,176,204,163
52,466,542,441,535,468,453,450,520,511,534,260,303,252,241,224,326,297,241,300,320,789,863,955,903,917,971,874,749,860,742,266,224,218,327,292,271,242,254,290,234
53,37978,42164,36834,61946,36196,39798,36937,57799,45540,41582,26637,41788,26035,24500,24515,42619,24772,24286,28598,40972,75369,88818,94589,80482,82610,100062,85930,80351,90776,77954,49429,45591,42602,63254,56346,50480,43789,49357,62537,47089
