,218_1_moodle.org,218_2_moodle.org,218_3_moodle.org,218_4_moodle.org,218_5_moodle.org,218_6_moodle.org,218_7_moodle.org,218_8_moodle.org,218_9_moodle.org,219_1_moodle.org,219_2_moodle.org,219_3_moodle.org,219_4_moodle.org,219_5_moodle.org,219_6_moodle.org,219_7_moodle.org,219_8_moodle.org,219_9_moodle.org,219_10_moodle.org,220_1_moodle.org,220_2_moodle.org,220_3_moodle.org,220_4_moodle.org,220_5_moodle.org,220_6_moodle.org,220_7_moodle.org,220_8_moodle.org,220_9_moodle.org,220_10_moodle.org,221_1_moodle.org,221_2_moodle.org,221_3_moodle.org,221_4_moodle.org,221_5_moodle.org,221_7_moodle.org,221_8_moodle.org,221_9_moodle.org,221_10_moodle.org
24,1271851.4000000004,1600275.2,1213886.0799999991,822665.3999999998,1261839.32,1224618.84,1224339.0,1549390.7599999998,1563044.64,331165.52,327754.6,316918.92,195966.5999999999,326952.4,320793.84,330811.2,331457.4,327739.08,337805.24,323772.4,219619.76,312054.96,319657.56,198151.1999999998,240126.4000000001,221916.84,190400.4,304329.4,443652.4,298213.92,315432.68,329983.68,342483.2400000002,329159.68,315283.8,331621.52,221608.6,308231.0
25,1434150.0,1657108.5,1384428.0,889965.0,1408647.0,1351033.0,1347866.0,1645438.0,1656846.5,331462.0,330037.49999999994,324561.0,215873.0,329926.0,328202.5,333175.5,335611.0,327978.0,338983.0,324762.0,268440.0,312031.0,321251.0,260622.5,279498.0,252288.0,191073.5,304122.0,480288.0,315394.5,319356.5,330772.0,347350.0,331095.0,319723.0,332796.0,231252.0,308490.0
26,1567831.4000000006,1663287.16,1475282.239999999,894313.5200000001,1515176.92,1464866.56,1476608.8000000003,1661209.04,1666844.32,337955.72,331383.2,326867.68,259783.44,331633.52,329186.52,337820.92,337609.12,331282.68,345205.60000000003,331131.84,286170.76,319808.52,320763.12,261309.6,285571.44,280178.4,191902.36,320307.2,540622.4,319872.56,320209.12,332539.76,349178.8,340957.36,320355.64,340697.28,250121.48,319209.88
27,1664265.8,1665748.18,1660549.4799999997,909271.56,1619429.64,1587649.68,1641391.4,1672981.2000000004,1676106.34,336870.76,337664.4,331821.72000000003,263773.19999999995,335351.12,335617.84,337328.52,344470.28,330920.0,354031.76,330107.64,299379.04000000004,321444.98,324891.96,279870.59999999986,296413.84000000026,281557.48,193568.62,320621.4,617514.4,321837.86,321889.54,345031.24000000005,352812.12,343082.04,322262.84,347312.12,276198.9200000002,320208.12
28,1667673.8,1681726.76,1850467.72,959036.44,1658545.04,1679363.6,1659567.4,1700539.64,1679284.36,338922.44,336645.4,336591.04,264961.2399999999,338378.76,334724.04,346105.8,344889.92,337648.92,359084.0,332141.68,320078.72,321132.60000000003,328615.24,319622.6,319894.44,312937.72000000003,204337.63999999996,324848.6,672581.2000000003,325200.64,325267.96,349151.4,354196.96,342717.16,325814.84,351536.28,316334.12,321635.68
29,1685820.0,1793560.78,1998100.9599999997,1021898.5200000005,1659385.12,1806597.72,1675967.8,1788916.54,1700971.8799999994,354068.46,338630.1,337116.76,318048.6,341912.28,343213.92,354032.28,351320.84,336630.44,395540.1599999999,347287.12,320871.24,325120.86,330624.88,320546.19999999995,321511.28,313303.6,229036.92000000004,326129.99999999994,736362.8,325962.24000000005,325344.92000000004,353009.64,365222.36,346614.48,325554.76,384667.3999999999,319953.36,325258.04000000004
30,1693991.0,1794099.4,2126170.2,1031053.6,1674451.6,1947506.8,1679320.0,1833361.2,1774015.7999999996,355396.4,351441.0,338851.0,326299.6,343731.8,351796.8,356465.0,351112.4,342461.19999999995,427068.4,349487.0,321514.2,328903.2,331288.6,321069.0,321429.6,315385.4,285245.4,330763.0,737314.0,331011.2,331692.8,389382.20000000007,369719.0,351219.6,331997.8,425109.0,322943.6,325915.2
31,1749173.7000000004,1805597.24,2139638.52,1050556.62,1686908.9600000004,2066497.48,1769374.0000000002,1836238.88,1795549.14,379800.8000000001,353374.9,349923.28,328029.22000000003,345184.24,351627.66,361661.36,352463.48,350707.56,435521.16,350663.32,324836.8,330879.56,332227.32,324419.2,324671.88,322026.32,303771.8,331565.8,767925.2,332529.58,332418.48,429603.08,376715.08,351904.88,332950.08000000013,456655.9199999999,322426.12,331309.12
32,1830945.8,1809490.28,2151810.48,1054352.56,1711328.76,2144116.36,1802179.2,1837308.12,1798713.92,435734.68,356451.0,353491.28,327767.36,351673.16,354192.04,400243.60000000015,367515.24,353295.56,454264.6,354188.6,325092.24,332416.56,347146.16,324571.2,324798.72,321993.64,332823.28,331879.8,769470.4,339381.8,332861.56,444790.12,427829.8000000001,357472.23999999993,333244.76,464309.88,326496.44,332554.12
33,1841447.5,1845336.4,2260853.52,1072021.74,1726259.16,2149169.0,1835974.2,1899586.0400000003,1838246.68,450200.08,360798.5999999999,357845.16,331926.84,360332.84,393651.3999999998,426504.32,370270.72,356183.44,489692.84000000026,406576.96,329550.2,333921.7200000001,349093.19999999995,330855.6,330836.76,325343.64,333866.4,344361.2,776613.6000000002,347727.24,346832.5,473207.1200000002,450049.04000000015,366712.0,348201.76,465695.8,331729.08,332554.48
34,1848569.6,1853806.84,2269024.36,1082215.48,1772579.52,2220686.48,1839656.2,1975779.48,1936437.2,458194.48,404918.3999999996,370725.5199999999,331548.76,363207.0,433026.0,428686.2400000001,372814.4,386707.6,551432.84,438544.52,331080.04,347383.36,352984.76,330089.8,330439.16,325506.96,339070.92,346977.0,790779.0,359155.04,348597.2,563518.7600000001,474921.48,368417.52,350962.76,469929.8,331893.12,346236.0
35,1850122.0,1961554.4,2273100.6,1082072.8,1780191.1999999997,2280049.6,1840677.0,2025731.8,2008620.2,494624.8,435637.0,435055.2,337957.6,377500.99999999977,434432.0,455465.8000000001,439008.7999999997,391684.8,615757.4,478366.8,331598.6,348421.5000000001,369309.79999999993,333127.0,331012.2,329689.1,338020.2,349566.0,792230.0,390167.2,352244.99999999994,637217.4,483903.4,371375.6,372109.4000000001,518298.9000000001,339353.60000000003,347758.0
36,1870947.0,2103023.32,2274381.04,1134760.2400000002,1839103.72,2314764.04,1866346.4,2077659.08,2110956.68,540904.44,454446.4,450442.56,337149.52,424388.23999999993,465021.88,490745.16,449621.36,437485.04,683305.88,521595.5999999996,332315.04,354176.56,418935.88000000006,342022.8,342393.52,331734.24,340366.16,351997.99999999994,792215.7999999998,429817.6400000001,383109.5200000001,693914.04,486020.08,374960.12,405866.92,572650.4800000001,348784.4,357655.3999999999
37,1936885.2,2231320.68,2317398.92,1244128.5199999998,1910016.0400000003,2320818.78,1883200.6,2104849.22,2214611.64,623110.8000000003,477819.3,486624.2,338842.7,452336.52,485584.7200000001,525512.96,475094.8000000001,477826.16,746592.3200000002,589158.4399999997,342143.16000000003,396522.78000000026,429456.2799999999,347055.9,344996.36,331037.24,351985.64,405741.2,793395.4,443124.06,429581.2,734697.96,508121.2,415417.56,406279.56,647529.06,348397.24,418721.52
38,2061009.2,2336526.24,2317961.44,1360876.7200000002,1991402.24,2325028.32,1996733.0000000002,2159677.56,2350496.52,682067.12,524760.9999999998,573045.3999999999,339295.44,476508.76,514404.2799999999,567727.68,497225.88,506018.12000000005,753072.56,651287.32,347464.60000000003,443874.0,462102.56,346991.0,346906.44,332764.44,354754.88,430443.4,795822.0,447827.28,431697.32,746958.8000000002,549915.4799999996,458554.3999999999,446413.04,707373.0399999998,351252.76,421864.52000000014
39,2113858.5,2384865.9599999995,2425067.159999999,1473395.6000000003,2057306.32,2435889.2399999998,2070743.6,2213906.3200000003,2475053.32,697940.46,591386.3999999997,628193.5999999997,354114.78,501099.4799999999,575101.3199999997,628333.4400000003,567455.44,563038.0800000001,772582.04,735646.7999999998,348046.64,444008.44,471795.52,350320.0,349995.28,344415.84,359106.56,462074.4,795436.8,515116.88,461347.44,769104.6,618559.7200000001,465854.44,463229.08,745740.42,351317.64,445083.36
40,2186238.0,2493093.8,2572626.5999999987,1575227.4000000006,2117622.6,2528124.4,2169534.0,2335509.8000000007,2610504.8,749361.8,654799.0,707782.7999999998,355653.8,549714.1999999997,650252.7999999998,703133.4,631593.7999999998,600565.6000000001,786040.2,736920.2,365280.4,452867.4000000001,510893.0,367356.0,366288.00000000006,347593.8,368460.2,478208.0,800204.0,561108.8000000003,490679.1999999998,776012.4000000001,673778.1999999997,482759.3999999999,493296.2000000003,746113.8,353216.2,462459.6
41,2317953.5,2622637.66,2728487.8,1689695.56,2211586.72,2589291.74,2286244.8000000003,2488239.440000001,2636519.92,769501.64,709651.2,746558.84,356538.36,598720.8,712509.52,753089.58,679526.4799999996,658858.9200000003,790467.48,757992.44,417236.48,510132.02,574204.6,388294.3999999999,415856.0400000001,350600.72000000003,436436.48,499373.7999999997,801677.4,624708.98,546530.4799999996,784006.04,758428.92,509620.9199999999,539969.52,776485.92,371114.92,501502.36
42,2437119.2,2645262.72,2821473.6,1810028.9600000004,2338010.96,2632006.76,2432458.600000001,2623014.76,2638429.56,784288.4,746797.8,752877.88,357335.04,656885.92,750670.2,753496.68,766086.2800000001,698935.7999999999,791607.36,769979.44,428857.0,576118.72,630885.6399999998,421122.0,428773.8,351477.8,454919.32,557661.7999999999,801482.6,679546.12,607620.7600000001,784324.68,761167.44,572557.4799999995,619184.4400000003,779600.6799999998,374345.48,572742.32
43,2544913.2,2677360.22,2848118.9599999995,1856087.8,2471263.64,2719033.12,2555706.6,2655573.9,2653355.2,788453.62,752705.4,775563.5599999998,374440.2799999999,699072.44,751227.02,799150.8800000005,786793.0,736153.08,792231.44,770073.96,444230.96,614152.1200000001,698353.4400000001,423939.0,440207.80000000034,369389.2,470337.1199999997,620128.8,802038.4,735668.82,652687.9,785150.96,766845.52,625589.1599999998,648129.7200000001,784256.16,374463.28,625972.3999999999
44,2614659.0,2686102.44,2989881.2,1902854.92,2608753.3600000003,2882356.039999998,2624488.0,2672078.48,2713096.48,790158.16,777378.3999999998,786017.64,392170.9599999999,735280.52,778291.52,876950.32,797699.28,753123.96,793695.6,781020.8,444365.12,657327.04,736898.76,432988.5999999999,459164.2400000001,422487.16,525239.48,671840.1999999997,803900.4,737701.92,693155.88,792114.08,791427.7599999999,702545.9199999999,693830.0,790820.8799999999,387234.0,686754.7200000001
45,2649031.5,2723570.2,3087205.0,1907550.4,2638372.6,3029831.199999999,2640862.0,2680284.0,2727702.1,791822.2,784242.5,785553.2,413659.5999999999,759462.2,783664.2,934690.3999999998,799414.4,754691.2,796521.6,780484.2,480166.8000000001,733893.3000000002,737574.2,459493.0,480315.6,439620.99999999977,585356.2,737130.0,805485.0,768951.0,738188.7,793691.0,800375.6,743434.7999999998,738186.2,792218.8,422940.6000000001,737189.6
46,2681687.6,2731471.24,3108135.68,1925531.4000000008,2659009.4,3104243.4,2673316.8,2715897.04,2729005.08,792041.76,787759.2,796802.6,439096.16,760511.6,787900.9999999999,1012923.92,805448.36,754979.2000000002,797876.32,782371.68,515223.12000000005,736888.48,768424.24,466746.79999999993,509570.1200000002,462864.68,629899.76,736551.2,806507.2,773790.48,737700.84,797759.84,802056.88,758753.56,737948.64,794382.76,456326.44,737983.04
47,2682880.3,2732846.38,3140515.32,1957116.12,2672424.04,3123354.4,2680315.2,2724547.08,2730516.54,793458.3999999998,790184.2,796296.76,462137.7999999997,790325.28,794355.7,1057898.96,806980.44,758005.88,801071.2799999998,792396.72,539602.1200000001,746612.5200000004,770040.24,523865.8999999999,566631.7600000004,479914.03999999963,682879.9199999999,765613.5999999999,809293.0,773682.1,754688.78,797338.48,811019.6,766587.64,768429.36,802635.8800000001,471521.4,789376.4800000002
48,2694794.8,2746743.12,3149239.8,1958686.16,2674964.6,3145000.28,2698480.0,2727501.28,2743041.68,802339.88,789807.2,798150.52,486959.11999999976,792469.24,793841.64,1059265.28,811330.12,760671.4,805229.84,794160.04,593608.92,785233.6800000005,769508.2,562716.3999999997,627795.0400000003,545278.3200000001,743058.7999999998,842245.6,818069.6,811346.9599999995,821659.1200000001,808935.12,812260.4400000002,809515.6399999999,813407.2400000003,802861.32,500723.4800000001,833992.0800000002
49,2704474.2,2746627.44,3184207.24,1960206.14,2711624.52,3147362.68,2717174.0,2740535.82,2743545.88,805664.84,791481.1,808352.92,526536.2,803342.2,795745.46,1058823.52,810762.2,775497.7599999999,804873.08,794029.48,659694.04,831627.1800000002,780829.8,612902.1999999997,651394.52,599118.68,745569.78,880664.1999999998,820140.4,867756.4799999996,882794.3200000002,808807.44,822341.4000000001,890599.8799999994,877501.1200000006,802757.16,549284.16,876507.04
