index,22_1_www.dotdash.com,22_2_www.dotdash.com,22_3_www.dotdash.com,22_4_www.dotdash.com,22_5_www.dotdash.com,22_6_www.dotdash.com,22_7_www.dotdash.com,22_8_www.dotdash.com,22_9_www.dotdash.com,22_10_www.dotdash.com,23_1_www.dotdash.com,23_2_www.dotdash.com,23_3_www.dotdash.com,23_4_www.dotdash.com,23_5_www.dotdash.com,23_6_www.dotdash.com,23_7_www.dotdash.com,23_8_www.dotdash.com,23_9_www.dotdash.com,23_10_www.dotdash.com,24_1_www.dotdash.com,24_2_www.dotdash.com,24_3_www.dotdash.com,24_4_www.dotdash.com,24_5_www.dotdash.com,24_6_www.dotdash.com,24_7_www.dotdash.com,24_8_www.dotdash.com,24_9_www.dotdash.com,24_10_www.dotdash.com,25_1_www.dotdash.com,25_2_www.dotdash.com,25_3_www.dotdash.com,25_4_www.dotdash.com,25_5_www.dotdash.com,25_6_www.dotdash.com,25_7_www.dotdash.com,25_8_www.dotdash.com,25_9_www.dotdash.com,25_10_www.dotdash.com
11,76507.2,75650.6,185949.0,455702.0,132949.40000000002,79230.8,38288.99999999999,60571.0,521231.2,76196.6,372472.0,463362.39999999997,374399.2,375037.2,435495.4,379540.0,205957.79999999973,468841.8,429598.4,437192.2,4277.999999999997,6552.4,7003.0,7094.0,3660.8000000000015,10520.0,7563.5999999999985,6702.4,7137.0,6643.4000000000015,45089.39999999998,15353.800000000001,15754.4,15723.6,13702.8,44377.200000000004,15267.399999999998,15318.0,15531.4,15532.8
12,116480.31999999999,94105.27999999993,305667.19999999984,462618.3,184878.24,99892.27999999998,72791.64,76113.28,637698.56,79965.59999999999,434905.89999999997,473784.96,408736.52,447548.52,475102.19999999995,466609.49999999994,433510.66,477997.76,467266.02,471580.56,10730.679999999998,6410.9400000000005,6525.4,6629.2,8456.859999999997,15645.000000000005,8389.44,6255.259999999998,8461.3,8370.38,50181.840000000004,18268.6,18554.8,18530.9,15711.960000000001,42680.64,15427.800000000001,17106.5,17411.479999999996,16861.22
13,151080.16,117640.56,393192.2,530986.64,221249.28,122168.16,75260.52,77972.79999999999,737085.2,120946.04,468168.52,482885.16,470410.84,471658.96,511418.88,476600.9999999999,467923.36,644517.4400000002,475805.64,524855.44,11720.56,6204.96,7095.4,6038.399999999997,10170.6,24334.8,9975.600000000002,6068.24,10846.199999999993,9211.800000000001,52982.48,31613.399999999998,39240.520000000055,42638.32,18147.440000000002,43997.119999999995,18314.44,20330.0,18199.8,20335.84
14,209431.63999999996,186155.2400000001,444493.6,573371.2799999999,289585.2,130995.88,77292.8,128872.23999999998,827617.88,156201.16,478977.14,638286.1200000001,474693.74,473723.52,750386.4799999997,497959.19999999995,475508.38,831887.4400000001,518522.54,593713.6799999999,11030.24,9343.400000000001,8460.699999999999,6279.8,10080.9,23125.7,12585.2,8569.600000000002,10676.800000000001,11060.1,54921.52,43002.36,43094.96,43482.94,42446.44000000002,42189.840000000004,44028.34,23233.5,29750.48,21483.18
15,286281.56,286186.48,520702.19999999995,682815.96,360242.2,168414.72,119952.88,160595.84,856690.2399999999,222540.08000000002,532083.4799999997,873044.04,481810.48,610128.36,863856.68,706344.5999999994,512221.16,837736.84,624999.5199999999,748197.24,12472.32,14367.320000000002,10809.200000000003,10925.800000000007,9751.039999999999,24879.2,13294.919999999998,11377.76,11577.799999999988,10874.800000000001,52620.76,41785.92,41850.88,42114.32,42960.56,46214.64,42890.48,26097.0,28254.92,25844.040000000005
16,359541.4,352483.60000000003,599811.0,734366.4,407339.60000000003,233358.39999999997,121705.8,195544.7,877770.6,289493.4,637702.7999999999,892916.6,578168.4,833819.2,872870.4,836585.5,559740.8999999999,848561.0,831258.7000000001,882883.2,14432.2,14154.5,10847.0,12938.0,11316.99999999999,24102.0,13854.400000000001,12466.5,13056.5,13580.599999999999,66628.2,40549.2,40606.8,40789.9,41704.6,50216.4,41737.799999999996,44180.0,30923.800000000003,44980.600000000006
17,440141.16,401719.6,658328.1999999998,748739.88,443963.16,301209.16,175660.68000000002,261559.8,880665.6,346326.68,814537.1199999996,896932.24,711036.36,885660.08,881812.44,873462.4,757663.1599999998,867551.08,835264.36,884063.4400000001,15046.800000000005,13656.12,10967.999999999996,13599.0,13098.599999999993,26058.200000000008,16336.799999999997,13143.6,16072.0,15081.319999999998,77959.08,41993.36,42143.28,42296.44,41228.76,51857.64,40508.16,51522.0,40521.48,50781.92
18,445249.64,444804.64,735518.0,887799.6,455100.4800000002,360682.4,220737.64,335213.84,980360.4799999997,429436.4,874638.78,910824.08,867081.7999999999,891195.2400000001,881444.52,875716.7999999999,867523.02,902866.96,840667.5,896234.36,18825.600000000006,16242.960000000001,12958.099999999997,14021.600000000002,20307.82,29885.100000000002,23996.52,13937.400000000007,24459.7,22595.18,75434.64,45941.28,46019.36,46059.28,42049.76,54516.92,44348.08,50118.0,42047.68,49567.54
19,470964.0800000001,453692.63999999996,809666.4,947399.04,507869.91999999987,425051.68000000005,235347.76,402312.84,1019574.44,446942.96,890521.72,915264.28,870007.12,898236.16,890500.52,890230.3999999999,871464.84,910382.6,863347.32,899102.88,24612.36,21080.400000000023,14582.99999999999,16712.0,19757.28,29775.4,23007.44,16345.599999999997,23730.8,21893.72,87810.55999999997,47873.28,48409.44,50025.92000000001,44525.48,54845.88,43938.28,48714.0,43863.88,48353.16
20,519556.6,485841.4,828150.1,997623.54,555284.76,491065.28,279754.11999999994,445159.2799999999,1060112.24,485417.6,900355.22,918624.24,879910.72,903750.02,911227.4400000002,906882.6,880091.4,930825.72,901965.16,901990.72,23415.84,23941.879999999997,16610.000000000004,24266.6,18803.74,30150.3,22389.64,23898.86,22908.3,21192.26,109913.19999999998,50338.83999999999,50339.520000000004,51499.34,50473.96,57230.799999999996,48284.74,49995.0,48234.04,50145.52
21,572286.8,517608.6,831344.0,1041777.8,595708.4,506562.2,358110.8,446730.6,1063081.2,533336.5999999999,908631.4,924269.7999999999,886241.6,908424.2,930596.8,911295.0,885568.2000000001,937512.4,903100.6,910483.4,22910.4,22851.6,24097.0,23572.0,18518.399999999998,33395.0,24277.8,23190.399999999998,24921.0,20667.600000000002,130016.39999999998,54440.2,54883.4,54064.8,50433.2,69933.59999999998,50321.799999999996,53997.0,51685.799999999996,51874.4
22,616442.8799999999,569553.04,867814.0,1044985.34,637925.7999999999,538137.7999999999,435376.08000000013,485211.6,1065630.16,594189.28,913246.9,944748.56,890353.98,912498.82,938349.76,916315.1,889894.54,942644.86,910078.7999999999,927907.14,24784.44,24630.039999999994,23505.3,22877.399999999998,18129.84,38421.0,26361.24,22572.679999999997,24582.4,21590.7,153467.31999999995,54167.64,54882.72,53879.06,52990.55999999999,69923.31999999999,55118.66,56829.0,52119.36,55806.98
23,660063.1599999998,610343.2,877591.2,1051226.52,693397.68,612414.6,447655.76,527260.4400000002,1068380.2,638002.04,917833.84,962292.9599999996,894518.68,917444.8,1017571.6799999998,921316.8,897060.16,949496.68,929855.96,938366.0800000001,26845.32,24859.440000000002,22921.4,22359.600000000002,20045.16,45390.000000000015,25504.68,22038.68,26154.600000000002,23529.84,182119.39999999967,54588.32,55080.159999999996,53756.64000000001,54625.119999999995,70863.4,54846.28,60142.0,54648.88,58220.36
24,715923.8,669610.04,880503.6,1071022.78,736372.62,703611.9599999998,458653.04000000004,586441.96,1072007.6,687923.4,920558.9599999998,1152112.2,915145.26,928578.36,1147153.1199999999,939347.6,914239.74,971907.1199999994,937968.14,944419.8,28226.519999999997,24375.519999999997,22333.6,24258.6,22176.26,50542.1,27377.48,23961.88,27666.39999999998,25568.960000000006,232538.04,61299.159999999996,52584.24,55745.62,54368.439999999995,83557.64,54759.82,62361.5,56005.39999999997,62735.46
25,735580.72,718824.44,882575.9999999999,1081981.64,775306.2,777921.88,503144.52000000025,637949.6,1087857.48,734253.84,941086.72,1162456.2,932633.48,939820.24,1181772.48,948765.9999999993,934929.4400000001,1034724.8,940399.68,1181070.92,31258.36,25730.36,24539.600000000002,26186.8,22006.72,49180.59999999999,27649.24,23780.76,29851.8,27836.28,246755.52,60436.64,64502.160000000025,59064.87999999999,56133.64,94824.40000000008,53543.36000000001,62404.0,62381.20000000002,62431.92
26,746678.0,736018.0,915047.5,1102773.5,827083.0,831507.0,556932.0,688757.0,1088747.0,759928.0,944955.5,1199217.0,937062.0,949649.5,1221257.0,1071854.0,941240.5,1184687.0,1080350.0,1186449.5,31120.0,27627.5,25012.0,28268.0,26432.0,51349.0,30108.0,25892.5,29708.0,29839.5,313655.0,65913.0,71542.0,74245.0,59374.0,119918.0,59581.0,65434.5,71284.0,62112.0
27,796758.2799999999,746491.4800000002,928614.2,1103270.52,829033.8,834596.8,609208.84,720272.4,1089453.7999999998,828325.92,1041784.0400000004,1265886.04,940829.68,951977.24,1242130.7999999998,1181322.2,946089.76,1217581.0,1164166.64,1213306.12,30926.56,27875.56,26728.39999999998,28477.200000000008,26483.28,53138.6,29898.76,27820.559999999998,29564.2,29704.72,367233.32,67002.92,70697.87999999999,118016.8,61517.479999999996,158705.67999999996,70309.52000000002,70949.0,75370.64,72550.76
28,835333.64,829990.84,997144.9,1109748.08,838054.02,919701.28,638884.2,743111.1,1100529.4,830142.56,1180058.7999999998,1296450.3599999999,946345.26,961779.38,1328331.6400000006,1192530.6,1074250.9599999995,1224536.44,1185977.42,1222103.42,30963.480000000003,29901.78,28444.799999999992,30479.600000000002,26457.56,68016.40000000001,29362.84,29273.92000000001,29824.899999999998,29867.260000000002,402509.16,76299.39999999998,69040.36,126208.36,73510.55999999997,164938.04,70455.81999999999,73228.0,79188.87999999999,70808.95999999999
29,838850.52,831746.64,1016159.6,1127029.48,839471.92,923501.32,688488.92,778519.16,1131780.52,835092.4,1191547.64,1324834.08,1042361.8399999997,977936.9199999999,1343359.04,1239514.2,1156210.8,1260475.36,1194896.04,1286763.64,32356.68,29622.92,30174.2,30382.6,26205.36,76284.0,31297.28,30242.68,30275.99999999998,30027.84,402516.44,85628.59999999999,71381.80000000002,126245.48,96987.19999999997,182998.72,68511.36,75503.0,76695.88,76814.36
30,868774.64,859059.2399999999,1039100.4,1133060.68,840765.34,931496.9600000001,718199.4,819465.0800000001,1220373.44,836337.52,1198654.46,1357136.2,1185236.4,1068616.0000000007,1354270.8,1311625.4,1176970.0399999996,1267632.98,1211368.34,1322766.58,32674.96,29845.46,29624.899999999998,30513.8,26053.820000000007,83387.40000000004,31111.359999999997,30107.46,32561.10000000001,31966.88,408311.76,95047.8,85824.35999999999,135267.62,123601.04,187862.68,72941.28000000003,81258.0,79356.32,80805.48
31,874042.8,868362.0,1042494.0,1139189.2,847380.2,964048.4,738859.0,861353.5999999999,1273051.2,842527.0,1262379.4000000001,1415390.5999999999,1199864.0,1163326.6000000003,1365877.2,1348043.0,1213260.6,1365051.7999999998,1234554.2,1358076.2,31620.199999999997,29375.199999999997,29854.0,29545.0,28902.600000000002,97102.0,34528.6,31335.999999999993,38433.0,31810.4,394053.2,130709.00000000003,90676.2,139997.0,141108.40000000002,223191.99999999997,83343.4,91713.0,106938.4,86808.00000000001
32,877583.12,874963.16,1043848.3,1140142.96,878855.5399999999,980233.8,778240.6799999999,869997.58,1299335.4,872204.7599999999,1292815.54,1459761.44,1220284.42,1282609.3599999999,1412092.56,1356318.8,1219246.86,1391910.36,1241571.26,1406886.7199999997,33858.80000000001,33299.32000000001,30083.1,35842.600000000006,28412.28,107359.00000000003,37989.8,32654.38,45166.399999999994,31582.019999999997,395077.44,132575.24,96693.59999999998,147967.8,141725.19999999998,225998.52,94701.92,97580.0,104553.52000000002,98470.98
33,879834.52,882993.56,1045721.0,1143774.1199999999,886420.92,1016950.5599999999,805337.36,877958.44,1311492.48,879765.2,1306190.72,1461966.48,1254314.84,1310558.72,1419772.64,1359155.2,1310009.88,1418327.92,1274032.0399999993,1449353.2,41591.04000000001,36460.96,31298.999999999993,36638.2,28903.12,138646.40000000008,43094.6,33003.72,49041.200000000004,35157.92000000001,424713.2799999999,147337.4,103315.20000000001,156632.84,144476.4,236477.75999999998,102972.24000000002,125493.0,125436.84,108311.2
34,879578.6,882832.2,1068304.5,1161064.34,902856.74,1036113.72,828914.52,877024.3,1332075.72,882914.96,1314207.16,1512644.08,1337777.62,1317982.46,1483482.12,1366910.2,1344792.86,1468288.44,1357453.8,1500404.64,45956.24,34958.520000000004,32756.1,35849.600000000006,30057.86,174601.8,49863.399999999994,32016.96,51669.6,38495.52,461741.51999999996,154502.08000000002,118692.80000000003,168483.19999999998,167749.3200000001,250513.55999999985,109829.56000000004,143280.0,134525.4,116459.79999999999
35,899633.9199999999,905940.4800000002,1072442.8,1163265.36,902733.16,1064280.56,830935.52,881372.16,1342010.8,888733.04,1319862.52,1535778.12,1353537.72,1353255.68,1515690.24,1417409.4,1353271.2799999998,1475042.68,1387282.64,1505033.8,44871.079999999994,35527.16,37460.79999999998,35583.8,30670.39999999999,176343.2,54312.52,31812.960000000003,53235.999999999985,36919.08,483190.28,162786.79999999996,130098.4,182044.2,185089.08,291747.9199999998,125323.84,151684.0,137712.48000000004,123440.84000000001
36,909870.0,959783.0,1091408.0,1185532.5000000002,928979.8,1065487.6,834912.4,883606.0,1400052.9999999998,890634.2,1351632.3,1554362.2,1367698.8,1394731.2000000007,1542048.8,1421271.5,1355411.7,1557944.3,1390653.3,1515494.1,43178.2,39685.600000000035,45923.0,35402.0,33053.9,175401.0,53554.8,32415.40000000005,72990.0,42329.600000000006,485628.2,174163.79999999993,152598.40000000002,191786.0,203288.19999999998,333996.39999999985,135594.0,160158.0,147878.0,155037.1
37,919728.16,987786.6,1096294.6,1233150.8000000003,945709.5999999999,1067122.84,842724.24,906429.32,1408515.96,904929.08,1385032.4799999997,1552831.64,1413752.72,1446991.48,1555106.76,1486029.6,1403960.1600000001,1617656.08,1394307.28,1531923.56,43737.71999999998,40539.08,51355.99999999998,47635.600000000006,38722.6,171710.4,54903.16,40374.280000000006,77815.0,53173.560000000005,489156.84,196491.96,160956.96,200976.80000000002,206778.52,369489.4000000001,159544.80000000002,161466.0,156438.8,168813.16000000006
38,957543.16,1001497.44,1101450.8,1264975.34,992304.2,1073068.7199999997,848287.36,923242.6799999999,1411444.52,930364.8799999999,1463034.52,1555120.96,1417229.2,1455467.6400000001,1561392.88,1513395.3,1410304.84,1625280.88,1444880.66,1535438.56,54359.24000000002,43691.52000000004,52091.6,52785.8,43277.2,172643.6,60240.400000000016,38722.399999999994,84645.99999999999,61073.16,491355.28,196986.84,168621.12,211161.59999999998,215415.32,395575.88,167662.84,169764.0,164699.59999999998,179777.2
39,1018150.5599999999,1004102.8,1104502.4,1327675.56,1019329.48,1089172.92,865315.5999999999,924601.12,1414303.8800000001,953613.6800000002,1515264.36,1563740.92,1428695.5999999996,1504994.04,1568654.3199999998,1530587.4000000001,1422946.72,1630850.44,1448854.92,1535186.56,64980.75999999998,51105.40000000001,53937.4,58132.799999999996,47063.79999999999,173355.59999999998,76670.76,43856.600000000006,99944.59999999995,77369.60000000002,494272.12,202637.59999999998,178569.04,215963.84,215119.59999999998,396912.96,183182.04,190280.0,173991.36000000004,191679.8
40,1025645.5999999999,1025660.32,1105709.7999999998,1340035.64,1027938.1200000001,1088637.36,880153.04,970920.04,1416608.2,998034.2000000001,1519694.36,1569387.36,1487380.78,1510956.88,1569511.4,1538832.3999999997,1430037.54,1632172.54,1512629.1,1540053.6,75602.28000000003,56987.28000000002,56654.99999999992,60898.40000000003,51186.39999999997,174073.1,81145.24,48990.80000000001,107645.99999999997,77330.63999999998,497983.55999999994,211515.48,181407.04,224737.42,216776.88,400188.48,191459.20000000004,193679.5,189929.52000000002,203684.4
41,1056736.8,1028576.6,1125203.0,1375880.3999999997,1060020.6,1097456.6,882064.8,993908.0000000001,1417246.6,1018059.3999999999,1525987.0,1568788.0,1519099.8,1516882.5999999999,1576570.6,1554344.0,1437822.2,1641472.4,1588733.4,1561157.0,86223.79999999999,65301.800000000025,73414.0,68788.0,52595.99999999998,175742.0,89915.19999999991,57366.40000000002,114125.0,92743.00000000016,499997.8,216998.0,193486.59999999998,249507.0,216920.8,401480.0,227562.80000000005,202575.0,202030.59999999995,213268.99999999997
42,1059464.6,1060766.6,1127232.3,1431575.5599999998,1064958.84,1100348.48,885496.76,1043054.96,1419574.44,1026808.76,1533851.32,1624534.44,1542091.82,1522197.28,1584128.2,1554226.4,1500723.62,1650014.52,1608740.26,1604659.82,93949.32000000002,73616.32000000002,77676.99999999999,75927.00000000003,73150.13999999997,176316.2,96736.79999999999,67834.20000000001,114178.79999999996,138015.52000000002,502435.72000000003,240889.19999999998,209513.04,261063.91999999998,239466.19999999998,392945.0800000001,236479.12,206318.5,213783.88,221696.86000000002
43,1058432.72,1067765.76,1132161.8,1434347.92,1064004.92,1104151.16,887565.84,1060613.64,1421877.92,1058901.56,1557073.68,1638226.3599999999,1553855.2,1530078.04,1593636.08,1559010.2,1532328.16,1661361.96,1614456.24,1609622.36,103122.83999999998,82178.83999999998,78946.6,85564.80000000003,86997.55999999985,176613.40000000002,103857.59999999998,74533.36000000003,115501.4,156790.44000000003,504623.52,279056.3999999999,222434.2,294984.5999999999,250060.87999999992,386832.4,249777.44000000003,214803.0,226434.92,222564.32
44,1060230.36,1068268.08,1137987.3,1438233.38,1065080.74,1121794.52,888580.08,1059656.96,1429533.44,1067513.44,1561092.06,1642358.96,1562126.86,1553897.84,1645635.88,1562024.8000000003,1537155.7999999998,1664027.88,1614404.32,1617047.7999999998,113411.36000000003,90693.74,94340.8,97148.79999999999,116758.23999999987,177896.1,108322.4,83462.44000000003,133858.0000000001,175239.2,506827.44,320858.5999999999,246337.91999999998,315677.9,287132.3599999999,391662.52,265078.76000000007,237584.5,239056.96000000008,231455.8
45,1062066.28,1071078.32,1138476.6,1437627.04,1069325.24,1126478.96,911799.84,1062432.68,1408415.4400000002,1066570.64,1567877.5999999999,1645885.24,1567327.5999999999,1558390.72,1650853.8,1563445.0,1538904.8,1663772.04,1614605.44,1624747.2,119489.2,97522.87999999999,98988.79999999999,103880.00000000001,146022.9199999999,181195.2,114995.19999999997,91464.80000000002,141214.4,178579.88,509243.52,328899.80000000005,278679.6399999998,351452.3599999999,305399.8,396924.36,273059.08,265867.0,255915.79999999987,253776.8799999997
46,1063601.2,1071163.2,1140979.0,1419203.9000000001,1069711.7,1128101.2,914067.6,1062852.2,1411649.2,1068198.4,1570612.5,1653383.6,1570451.9999999998,1559428.4000000001,1651822.2000000002,1617774.5,1561368.5,1664130.3,1619450.1,1627911.5999999999,138803.0000000001,104572.90000000001,106037.5,112928.0,158296.0,183510.5,132263.8000000002,98424.59999999996,155465.0,179727.0,511595.8,342166.9999999998,345521.60000000027,377237.6,323569.0,413448.99999999994,287078.0,302621.5,289756.0,298178.00000000006
47,1065242.92,1075072.72,1142268.8,1421386.68,1070732.16,1130795.08,928819.4,1064542.76,1418682.56,1070049.32,1576454.9199999997,1653287.64,1574246.48,1564627.2400000005,1655273.48,1629137.6,1560813.32,1670885.44,1624757.64,1650837.36,176907.55999999997,110099.8,107674.6,119401.60000000005,175621.08,184753.4,156274.84,107353.67999999998,159233.6,180239.24,513833.24,382414.8400000001,395309.20000000007,383953.04,363267.24000000017,433242.3599999999,314764.4000000001,326341.0,324641.8,349060.8800000003
48,1064847.76,1074040.32,1157340.2,1426682.96,1072242.22,1133727.32,943676.64,1065660.46,1423654.4,1071446.04,1592666.4399999997,1656751.12,1574254.64,1572673.2,1665653.08,1633067.8,1560803.24,1671913.46,1638427.68,1650566.4,188938.28,113647.60000000002,118711.99999999975,128739.20000000001,175209.82,186395.4,155514.36,110016.4,165281.0,180430.80000000002,516055.32,387109.84,402875.52,386775.86,383272.04,473699.07999999984,357195.60000000003,370006.0,358764.2799999999,396654.44
49,1068042.24,1075033.52,1159364.6,1428869.04,1073830.52,1139980.64,970823.1200000001,1067554.64,1430182.0,1073244.36,1597694.4,1659239.96,1578276.04,1588982.2000000002,1671936.16,1639880.2,1562353.24,1672122.56,1642626.24,1654130.92,191817.32,138055.63999999998,153406.79999999987,140972.80000000008,174804.56,187060.4,159673.88,128818.19999999998,173027.99999999997,183407.52,518260.12,388474.32,404382.83999999997,388533.28,387400.56,485751.68000000005,391953.84,378158.0,379993.96,398832.84
50,1069883.12,1079516.68,1159347.8,1430137.84,1077951.54,1139850.12,1024413.72,1069129.06,1433611.48,1071689.44,1604824.98,1679675.76,1581689.2,1607046.26,1693680.36,1647114.8,1571212.3999999997,1682530.5,1645702.84,1658408.9199999997,192046.96000000002,173114.16000000003,171681.0,169788.8000000002,174799.44,187099.80000000002,167789.80000000005,163599.99999999997,176485.69999999998,183625.66,520192.2,386553.28,402411.64,387374.02,389076.16,487431.68,394628.68,391187.5,383145.04,399526.54
51,128,136,206,297,135,181,101,124,302,131,481,550,453,472,547,498,464,565,487,542,65,58,56,57,56,96,66,55,63,65,203,106,106,118,111,151,101,112,102,116
52,216,268,329,466,252,311,203,247,510,223,680,712,616,649,711,647,615,768,650,727,117,99,89,103,83,139,106,98,102,96,319,192,198,199,187,237,186,213,200,203
53,29200,31232,46167,90093,31208,43793,22628,28944,91458,30502,124452,137637,108771,122056,141613,122047,113626,140064,118182,135901,19064,17291,16955,17571,16729,31569,19115,16704,19577,18954,72481,34738,35002,36997,35732,61591,32154,34142,31980,36406
54,1114104,1125992,1205498,1523373,1124594,1185303,1049357,1099761,1526813,1103984,1729417,1825654,1696403,1734024,1839988,1769930,1691297,1845414,1767246,1800148,214261,195838,191653,197594,191202,220169,201572,191659,198174,205418,594522,427556,443695,431971,425914,550659,428601,427098,416848,439822
