index,5_1_www.facebook.com,5_2_www.facebook.com,5_3_www.facebook.com,5_4_www.facebook.com,5_5_www.facebook.com,5_6_www.facebook.com,5_7_www.facebook.com,5_8_www.facebook.com,5_9_www.facebook.com,5_10_www.facebook.com,6_1_www.facebook.com,6_2_www.facebook.com,6_3_www.facebook.com,6_4_www.facebook.com,6_5_www.facebook.com,6_6_www.facebook.com,6_7_www.facebook.com,6_8_www.facebook.com,6_9_www.facebook.com,6_10_www.facebook.com,7_1_www.facebook.com,7_2_www.facebook.com,7_3_www.facebook.com,7_4_www.facebook.com,7_5_www.facebook.com,7_6_www.facebook.com,7_7_www.facebook.com,7_8_www.facebook.com,7_9_www.facebook.com,7_10_www.facebook.com,8_1_www.facebook.com,8_2_www.facebook.com,8_3_www.facebook.com,8_4_www.facebook.com,8_5_www.facebook.com,8_6_www.facebook.com,8_7_www.facebook.com,8_8_www.facebook.com,8_9_www.facebook.com,8_10_www.facebook.com
16,62034.299999999996,61457.00000000002,62132.0,59450.69999999999,65163.8,53639.00000000001,59228.4,49380.7,71914.4,61044.4,269659.0,54891.000000000015,51169.1,65349.5,97218.60000000037,55596.6,54923.4,56386.00000000001,189102.40000000008,63349.0,45841.7,45615.6,48002.2,49640.999999999985,47685.1,44866.3,46647.4,54432.4,48348.9,49362.200000000004,310175.5999999999,139595.6,193586.8000000002,211018.40000000008,62376.1,65277.2,190186.59999999998,49199.0,49350.0,81998.0
17,61904.48,67032.48,97742.8,64344.60000000001,69344.36,55962.719999999994,152649.7600000001,94540.44,73035.64,60175.24,273415.0,55029.56,87388.72,67022.0,221509.2,54358.439999999995,54245.04,130195.12,276927.96,64692.6,48122.08,48251.4,47910.28,52354.79999999999,50295.96,46871.28,49143.80000000001,53349.16,52828.80000000001,51924.72,450018.8399999998,252832.68000000005,257708.2,263489.6,64063.840000000004,63901.48,272104.6,66374.19999999997,72590.20000000003,91675.00000000001
18,64358.36,67718.24,160843.39999999962,67642.02,68566.28,55131.48,251664.91999999995,160743.04,74959.32,60083.02,395752.87999999995,54112.76,165594.88,105180.0,280706.08,97488.1200000002,53613.98,219404.3999999999,308556.39999999997,110184.39999999963,47486.32,56078.119999999995,49818.24,55968.44,49492.58,48989.34,54625.92,52467.18,53528.479999999996,51221.28,519903.68,282503.56,275526.44,276872.92,137914.12000000017,62472.78,281063.6,186259.39999999962,74473.68000000001,165991.00000000003
19,63306.76,69292.96,235218.0,69331.88,79890.76000000017,57262.399999999994,274089.24,198857.95999999993,90294.16,59981.12,503237.36000000004,112891.4400000002,211891.60000000003,235661.0,283737.76,198442.28000000006,101442.84000000024,284911.0,361196.2799999999,215783.59999999992,49678.36,55978.68,48926.159999999996,57303.64,63891.40000000018,52365.200000000004,53563.32,56383.08,52952.24,50798.79999999998,570273.72,302396.6,290865.19999999995,288996.08000000013,273430.12,63535.96,333720.84,258507.4,89598.80000000005,213451.0
20,62635.82,71614.72,288647.2,70954.1,152807.72,59407.64,274945.4,262828.88,148606.95999999996,126121.03999999998,590047.48,155455.32,233017.84000000023,293916.5,290736.1600000001,283939.6,217897.7200000001,303664.8,482821.27999999997,292315.0,54882.52,55271.68,53076.59999999998,86346.11999999991,111224.36,55554.02,53030.68,66506.71999999999,77904.96000000014,125099.91999999988,613197.5599999998,320677.2799999999,332267.78,408406.63999999996,292689.5,67632.22,416690.5199999998,280032.2,112211.72000000002,232583.8
21,62545.4,71029.6,292089.0,74331.8,208164.20000000027,58586.6,286858.6,267714.8,246670.99999999977,177967.79999999996,591540.4,223456.2,278679.0,300035.0,335266.60000000003,284055.4,276399.4,359453.79999999976,499847.2,332012.0,54741.6,94188.00000000009,65290.00000000001,124423.59999999998,152737.00000000003,57970.0,56327.800000000025,144289.1999999998,159891.80000000002,199149.59999999992,664886.6,434438.19999999984,438259.80000000005,423854.2,342265.2000000003,72956.00000000001,513791.5999999999,280447.0,130034.60000000005,280380.0
22,64881.38,70972.40000000001,295793.9,72914.7,272970.76,97815.16,289895.92,269608.36,281716.84,216922.4800000001,653650.4599999998,270358.88,282303.32000000024,355476.0,422503.88,284827.6,286663.36,480011.1199999997,502951.60000000003,444760.8,54126.979999999996,155923.23999999987,68517.68,185803.6399999998,204454.24,61827.59999999999,56256.159999999996,223573.96000000008,227744.18,239536.12,745046.2799999999,504954.26,523479.02,444914.2,461357.2800000003,117774.76000000001,560933.52,291765.0,153994.9600000004,283948.0
23,70295.68000000001,137497.68000000005,297807.39999999997,77754.84,293137.12,164436.12,293588.08,272174.16,303184.12,258212.36,687159.4400000002,282884.48,388866.88000000024,462647.0,493855.4800000002,351294.7200000001,289301.56,520603.64,501879.52,458178.4,90544.80000000005,226961.68000000002,68443.76,249168.88,219795.68,61414.32000000001,117807.68000000002,244784.2,242763.72,245476.19999999998,828701.2799999999,546569.52,554227.04,600032.28,549099.9199999999,176406.60000000006,627937.84,323162.3999999998,231310.76,305476.0
24,73708.28,141344.8,300334.9,175916.48000000024,298336.56,211535.6400000004,297095.2,282967.36,304452.56,260204.46,756595.62,282366.5,469686.2800000004,490093.0,609575.72,406213.24,314979.04,519225.76,503250.88,518785.59999999945,176901.36000000004,243824.40000000002,68013.48,252233.45999999996,241431.16000000003,60379.2,196425.52000000002,276725.69999999995,242429.7,268726.8,907170.2,606001.6200000001,555171.2000000001,709754.8799999999,567730.88,300483.5,652014.4,448740.79999999993,263342.84,352113.60000000027
25,78067.08,209575.20000000045,301864.8,249479.24,302210.27999999997,257091.2,298459.08,293750.88,307857.8,260876.84,762384.84,301004.2000000003,561444.64,521852.0,660696.28,489258.4800000003,343601.12000000017,522248.6,555639.04,536289.0,242501.72,248762.24,67227.36,259372.2,243474.76,115894.72000000007,245308.24,339024.52,276057.28,335508.84,1020206.7599999997,627274.84,574963.68,766789.76,615088.0,315617.80000000005,699461.2,475096.99999999994,277942.04,393188.6
26,81627.0,270498.0,344353.0,259349.0,303473.0,258873.0,299728.0,313304.0,309361.0,294286.0,849422.0,387139.00000000006,604760.0,602799.0,665814.0,544128.0000000001,469576.5,626376.0,627645.0,587849.0,242293.0,247598.0,100734.0,274909.5,266946.0,197284.5,246332.0,393086.0,359827.5,344128.99999999994,1162268.0,637701.0,634322.5,809262.0,703713.5,345794.0,742770.0,540022.0,303643.0,447324.0
27,163916.04000000004,293675.28000000014,433053.3999999999,302208.48,306745.3600000001,290695.72000000003,375452.3200000002,364044.16,358143.39999999997,373436.19999999995,967345.0800000001,457754.4000000001,603518.04,649853.0,692062.7999999999,636484.6400000002,473427.8,664345.7200000001,675641.64,628706.2,250705.4,270660.12000000005,167803.2,297895.19999999995,333027.36000000004,249344.08,279353.56000000006,428766.99999999994,384987.56,380620.48,1303053.2399999993,732491.84,680822.7999999999,888982.5599999998,727504.36,364638.72,793152.04,559336.0,372342.96,447607.6
28,227213.99999999997,322934.83999999997,520427.3999999996,302614.36000000004,308313.68,367794.7200000001,485062.7600000002,392219.6000000001,422400.83999999997,447029.36,1044844.88,501543.44,610277.4,728994.0,804338.72,643834.92,472977.20000000007,794106.4399999992,755722.9199999999,696369.9999999999,265650.8,308612.80000000005,242666.92000000004,387703.92,361460.38,249691.76,358008.04000000004,465917.14,436348.46,461057.15999999986,1380274.32,774688.52,715309.98,1001110.2399999999,763475.68,386157.44,884868.76,566471.4,404175.92000000004,529055.8000000002
29,283862.4400000002,406011.60000000003,556137.9999999999,303933.04,339338.3999999999,465455.4800000001,547597.44,405639.2,476235.76,502095.04000000004,1115965.5599999998,577822.16,689622.0800000001,827452.0,860896.9600000002,658529.88,532636.64,908983.08,819979.8,811443.5999999994,293912.27999999997,360335.56,260048.92,398089.28,373486.4,248631.52000000002,382281.56,477106.12,481032.28000000055,497344.76,1388338.96,791512.52,780665.6000000001,1010337.3199999998,832411.2000000001,442204.0400000001,952330.0399999996,612829.0,420197.8,639936.2
30,303896.78,483083.96000000014,571854.9999999999,307094.0,400968.8800000004,503301.8400000001,557290.92,472843.2399999999,540369.6799999999,546604.7,1228686.08,608264.3,761491.4400000002,930341.0,1013012.56,700757.8,694749.8400000002,968266.8799999994,946605.72,934961.5999999999,368086.49999999994,414681.6400000001,262918.68,499532.67999999993,391375.4,250945.6800000001,392826.96,500789.14,500251.92,496882.9199999999,1402216.4399999997,919285.3199999998,887848.7200000002,1117727.4400000002,956735.56,487294.87999999995,1051495.7199999997,620962.7999999992,447670.80000000005,759727.6000000003
31,305421.6,555537.0,636824.0,357180.40000000055,452394.00000000006,510401.4,597372.4,509091.5999999999,563116.2,545376.4,1297265.0,635795.6000000003,1003605.8,1001770.0,1162039.0000000007,766155.0000000001,814858.4000000006,1111849.5999999994,1064415.8000000003,1020400.0,445242.0,462786.40000000014,282891.0,509302.8,445988.0,304629.2,444271.8000000002,502708.6,501767.2,499793.4,1443808.6,1001704.0,974410.0000000002,1182408.8,1025725.8000000002,557390.8,1142436.5999999999,698501.0,522564.80000000005,803397.0
32,306946.42,557346.24,660426.8,454091.63999999996,554169.28,514000.44,658064.92,563290.02,566333.24,549388.34,1370871.88,729306.58,1113007.1600000001,1082183.0,1209701.4400000002,811846.04,940403.2799999999,1204764.2,1196330.4,1084772.0,451018.48,504819.92,379319.40000000014,508984.39999999997,466738.28,371119.68,503167.72,505790.56,502211.64,532744.2000000001,1449678.96,1091231.64,1008876.1200000001,1200988.44,1106221.58,583393.1,1220333.5999999999,750399.1999999998,546373.7200000002,873288.4000000001
33,308592.64,559933.28,684479.3999999997,486958.2,560608.72,515935.6,687377.1600000003,564547.84,590836.44,550919.48,1373923.56,827565.6000000001,1191502.1600000001,1140747.0,1272626.8800000004,866799.56,1012697.4000000001,1270653.24,1209018.72,1178055.7999999998,453361.2399999999,506377.68,441907.56,561993.5599999998,498964.08,416590.76,505249.4,506006.75999999995,529614.96,576581.5999999999,1451543.5999999999,1244601.76,1077820.84,1274455.44,1147965.1600000001,611884.92,1340381.24,876813.5999999997,659060.56,934589.2000000001
34,308162.0,559731.1600000001,787828.0,554883.8,634662.96,518003.48,803651.0800000007,565139.32,621709.4,567803.2800000003,1375356.14,870573.6000000001,1307007.8800000004,1249995.0,1355827.76,900663.8,1083448.0,1347126.7599999998,1287397.62,1262744.0,500958.82,505363.92,468129.44,677720.1199999996,498358.8,435970.63999999996,504600.27999999997,539834.4799999997,578320.5000000006,633624.2799999998,1452845.28,1282545.6800000004,1147856.6,1310369.8399999999,1239728.06,634458.4800000001,1383807.2,923345.0,744763.0800000001,1047076.7999999998
35,383055.6800000001,560635.68,878830.7999999992,559342.88,679261.8,521688.36,939490.96,564398.2,680769.2799999999,621489.7999999999,1396275.52,947995.3200000002,1375350.2,1369998.0,1379457.68,1010041.6000000003,1164626.0,1380836.56,1364820.84,1299722.7999999993,502485.92,515574.44,517711.04000000004,714360.64,544830.04,462720.1999999999,584121.9600000004,550735.7999999999,637939.88,650690.0,1499203.2,1374469.64,1274450.5999999999,1378001.44,1362864.04,675145.0000000001,1385095.04,992536.0,810688.8,1162943.6000000003
36,438460.80000000016,563808.2000000001,983484.0,577398.6000000001,719577.6,554921.0,1051972.6,574879.8,726746.0,641921.5,1440462.9,1086704.400000001,1376268.9,1395941.5,1389435.8,1099602.0,1266205.2000000002,1382178.2,1377872.3,1376102.0,501702.2,534192.4,519267.2,742125.1999999998,563988.4,505631.5,660258.8,607899.5999999994,687682.7000000004,655733.2,1530679.2,1381717.8,1361008.0,1379577.4,1387045.6,739281.2000000005,1401270.2000000002,1054736.0,889858.0000000001,1270845.0
37,502758.31999999995,565387.92,1081160.1999999997,623486.6800000005,727204.04,591013.8000000002,1142945.4000000004,575966.4,744622.8399999997,700592.3199999998,1441043.92,1175990.4400000002,1377877.2,1396918.0,1413734.04,1179155.360000001,1349849.96,1383175.88,1380591.48,1388705.4,528043.08,582494.8399999997,532508.04,805605.0399999996,592086.2000000001,523422.68,659275.76,724014.3200000001,690294.4400000001,716262.0399999999,1598219.4,1382836.84,1375636.72,1390862.24,1390334.64,788542.72,1449194.36,1207634.2,967343.2000000001,1344311.4
38,546327.1799999998,564494.28,1149056.3999999997,640986.84,760011.6,594054.48,1244487.4,623174.42,808462.7999999999,713528.5200000003,1445103.66,1213739.8400000008,1387698.32,1431889.0,1448211.68,1287333.2,1384437.2,1413235.8,1413835.4000000001,1389768.8,555853.64,634752.36,589045.04,872221.5199999997,659904.3200000004,620518.66,690912.2799999999,825765.0,731050.0800000003,786322.36,1646580.52,1412933.08,1381783.66,1415885.72,1397060.48,819831.0400000002,1450369.8,1241437.2,1048659.6000000006,1379334.2
39,604974.36,581184.56,1263106.7999999993,695404.16,860236.76,688870.1600000001,1276599.96,650288.2,903604.1199999996,790546.72,1446016.28,1322970.1600000001,1435280.0400000003,1459469.0,1446545.68,1332073.6,1386257.08,1446140.92,1440016.44,1400968.6,600483.36,707671.8,641647.4799999999,960233.5999999995,745550.6800000005,656053.4,782747.08,913416.5599999999,775094.3200000004,844302.5999999999,1706509.12,1448628.56,1382999.44,1441680.12,1455185.04,855660.28,1454440.36,1314503.7999999993,1087174.92,1413333.8
40,603924.74,608302.8800000002,1280604.8,793277.3200000004,928778.640000001,777937.0400000005,1279221.72,660858.0800000001,958858.6,846824.6800000002,1450645.88,1378808.08,1440467.4400000002,1465622.5,1452458.36,1374684.12,1397736.48,1451335.88,1445964.24,1452802.6,649802.72,765327.6,673715.92,1042154.2,829155.5200000005,673899.32,851533.36,1002276.8399999997,832944.8400000001,871557.3999999999,1708259.44,1448989.24,1412174.2800000003,1447678.56,1457713.7,936869.92,1456639.4,1375222.4,1191218.0800000005,1418334.6
41,602871.8,640672.6,1282018.0,860799.2000000008,996470.0000000001,843826.0000000001,1297483.4000000006,737841.8000000002,1049686.5999999994,947816.3999999997,1451114.0,1381325.8,1445843.0,1466980.0,1454141.6,1381173.6,1420424.2000000004,1451189.4,1444945.6,1458383.0,648950.8,834046.0,703307.6000000001,1123095.4,876981.4000000006,719558.8,934741.6000000003,1093046.3999999997,894447.4,945584.1999999998,1711485.6,1452887.6,1447439.6,1449093.0,1459424.6,1006892.8,1457717.6,1379802.0,1337375.4000000006,1433129.0
42,629865.52,697924.68,1319325.7,987827.78,1093906.1600000001,887585.5600000002,1320561.2,778568.34,1127469.8,994362.56,1497138.28,1414517.72,1447465.3,1471128.5,1456770.08,1382762.44,1454567.52,1455775.64,1449722.56,1458326.8,690981.5999999997,930936.0400000005,737218.3199999995,1187505.14,962515.7600000006,756362.6,1034594.8800000005,1183280.34,963218.1200000003,1037623.8799999994,1713215.2,1454559.42,1451130.12,1451600.16,1461539.04,1120440.1200000006,1503470.08,1408717.9999999998,1376563.84,1486972.8
43,718140.2000000001,802382.1600000001,1323092.8,1101739.2000000002,1169348.9200000009,958615.4,1323025.08,777999.7999999999,1233325.16,998467.4,1525788.32,1417166.16,1450001.52,1471910.0,1455624.12,1383395.88,1453638.48,1454652.7999999998,1448560.88,1460285.2,792255.8800000001,1007786.9199999997,854418.7999999999,1192812.72,1048548.1200000006,845444.7599999997,1103864.4799999997,1185235.72,1027584.1200000001,1152472.2,1721152.4,1457101.4000000001,1452707.92,1450711.24,1465243.4000000001,1226275.8,1520570.88,1415521.6,1411044.6,1491603.6
44,783785.72,883414.1600000008,1324722.7999999998,1191535.8400000008,1225168.0,1029510.8400000001,1324202.28,841241.2,1287313.52,1065156.56,1613559.46,1420157.64,1450041.6,1511116.5,1501588.32,1419024.4400000002,1499397.54,1500580.76,1483252.44,1505379.6,878058.7599999997,1078479.16,914218.08,1192326.26,1133860.4800000007,932379.5599999997,1176050.52,1190231.46,1098641.9600000002,1169611.7999999998,1723962.4,1457901.92,1457226.92,1497442.6,1464553.42,1347054.2000000002,1584668.04,1415081.7999999998,1412787.12,1525776.0
45,844287.1199999996,954214.0,1332859.0,1280585.88,1286032.84,1167996.4000000001,1332945.48,908132.68,1290316.76,1127536.2400000002,1663495.8800000004,1438053.8,1494571.04,1522098.0,1504485.2,1448304.92,1519543.0,1506939.72,1497158.16,1521317.9999999993,971349.6,1109248.2,1006815.6800000004,1229787.76,1176279.52,1039453.3199999995,1187109.2,1194153.44,1178825.48,1179578.52,1726113.32,1503397.64,1456061.32,1527512.8,1510476.24,1398834.68,1625993.4,1417744.2,1418475.32,1606748.8
46,923990.6000000001,1057342.4000000006,1335378.5,1282155.0,1288096.8,1185631.0,1333629.0,957104.2,1302337.4,1210056.1999999997,1704106.8,1485175.1,1501154.7,1580381.0,1580826.8000000003,1484388.8,1600825.6000000003,1529024.7999999998,1534540.0,1570416.0,1045567.0,1137086.8,1124178.0,1237511.8,1179248.0,1128827.6000000003,1190891.8,1218924.1999999997,1180661.0,1183507.5999999999,1729784.7999999998,1519620.9999999998,1502059.9,1614868.2,1513122.3,1401483.6,1700231.0,1467557.9999999998,1431212.8,1673109.0
47,982559.6,1123563.72,1338278.4,1288035.12,1313843.36,1197265.04,1334399.92,1016008.6799999998,1330659.84,1282247.1600000001,1709260.32,1493943.68,1515594.3200000005,1636169.0,1647754.6400000008,1496301.64,1657828.6,1607115.68,1578135.64,1627060.3999999994,1088264.72,1184880.04,1195418.48,1239209.8,1180198.04,1182732.6,1191178.96,1232690.84,1182699.96,1183984.68,1732284.36,1546142.2400000002,1524153.6800000002,1620843.2,1546696.2,1437146.04,1709870.48,1493767.8,1486673.56,1694220.2
48,1026922.2,1205882.0400000005,1341461.1,1287122.74,1327700.32,1199880.32,1336117.96,1044344.54,1333406.6,1382700.7199999997,1705760.54,1522149.8,1595415.9200000009,1723775.0,1700355.6,1543875.0800000008,1701239.2,1642882.5199999998,1633828.1199999996,1681095.2,1129352.0399999996,1187440.92,1197288.96,1241129.22,1217499.1400000001,1184150.94,1195267.28,1239103.28,1217127.54,1189677.16,1735291.12,1622069.78,1565580.96,1696178.4,1613763.2000000002,1457388.56,1717944.04,1521256.3,1499061.8000000005,1696043.4
49,1073492.84,1274188.360000001,1343661.4,1326576.64,1330328.92,1198896.0,1341576.68,1109782.6,1335899.92,1402647.8800000001,1707991.64,1601019.360000001,1638937.4,1731211.0,1709278.4000000001,1611850.6400000001,1709270.28,1705355.2,1700644.72,1711861.2,1183879.52,1186892.44,1201699.24,1236867.84,1218541.04,1219481.84,1203545.6399999997,1240574.72,1216418.52,1189222.68,1737242.08,1709565.08,1621563.2,1707866.6,1649257.88,1506033.9600000004,1720153.64,1564810.0,1569557.4800000007,1703953.0
50,1149008.8,1370779.7200000002,1345554.0999999999,1326561.48,1332804.4,1242948.08,1346520.4,1169459.14,1342678.84,1407463.8,1715213.28,1649310.6,1695712.28,1733794.0,1714451.04,1655205.8,1713208.48,1718571.0,1705606.32,1719240.0,1186690.46,1227471.0,1202087.32,1237430.44,1218968.44,1227372.94,1238403.2,1238376.76,1217897.78,1224224.04,1741286.96,1706918.94,1696216.04,1713456.68,1716876.96,1514548.76,1714239.32,1632892.7999999993,1641965.6,1710700.0
51,161,161,193,170,171,165,194,93,187,156,207,155,188,225,199,161,182,200,183,196,131,139,147,162,139,136,158,169,143,144,262,189,187,190,206,188,211,161,155,176
52,268,275,342,279,327,263,330,188,365,277,364,306,315,400,333,337,317,356,350,364,230,273,249,285,264,233,254,294,254,270,440,344,354,348,397,373,373,324,343,344
53,32553,33805,43684,35161,39634,33166,39878,17737,43371,34357,44727,29158,36298,49204,43458,30796,35137,43470,39562,38145,26638,33106,30640,35761,30465,30804,36518,36655,33310,33013,54325,41972,35973,36607,45642,37239,44686,29664,28885,33610
