,366_1_www.deutschlandradio.de,366_2_www.deutschlandradio.de,366_4_www.deutschlandradio.de,366_5_www.deutschlandradio.de,366_6_www.deutschlandradio.de,366_8_www.deutschlandradio.de,366_9_www.deutschlandradio.de,366_10_www.deutschlandradio.de,367_1_www.deutschlandradio.de,367_2_www.deutschlandradio.de,367_3_www.deutschlandradio.de,367_4_www.deutschlandradio.de,367_5_www.deutschlandradio.de,367_6_www.deutschlandradio.de,367_7_www.deutschlandradio.de,367_8_www.deutschlandradio.de,367_9_www.deutschlandradio.de,367_10_www.deutschlandradio.de,368_1_www.deutschlandradio.de,368_2_www.deutschlandradio.de,368_3_www.deutschlandradio.de,368_4_www.deutschlandradio.de,368_5_www.deutschlandradio.de,368_6_www.deutschlandradio.de,368_7_www.deutschlandradio.de,368_8_www.deutschlandradio.de,368_9_www.deutschlandradio.de,368_10_www.deutschlandradio.de,369_1_www.deutschlandradio.de,369_2_www.deutschlandradio.de,369_3_www.deutschlandradio.de,369_4_www.deutschlandradio.de,369_5_www.deutschlandradio.de,369_6_www.deutschlandradio.de,369_7_www.deutschlandradio.de,369_8_www.deutschlandradio.de,369_9_www.deutschlandradio.de,369_10_www.deutschlandradio.de
10,33231.39999999997,23731.4,73879.39999999986,17302.0,24082.0,22758.6,27359.99999999984,22631.8,7773.799999999998,8322.6,8430.0,8267.8,8187.199999999999,8048.0,8789.0,8402.4,8438.800000000001,8352.00000000001,8069.8,8466.400000000001,8539.0,8239.800000000001,8372.0,8478.0,7954.6,7266.200000000003,8333.199999999999,8453.400000000001,8443.199999999999,11531.999999999984,4917.4000000000015,4647.2,4629.4000000000015,7967.6,8580.6,7508.999999999997,4341.200000000002,5158.400000000005
11,59324.679999999964,32926.919999999984,119811.07999999989,24200.0,25001.200000000008,45658.51999999993,91279.72,39972.960000000014,8186.2999999999965,7415.559999999998,8371.4,7369.1799999999985,7393.600000000001,7206.0,7928.799999999998,7990.7599999999975,8283.92,17319.6,7207.28,8469.32,8278.8,8043.019999999998,8139.8,8419.4,7083.66,7446.76,8133.18,8456.32,8371.28,13936.919999999998,4528.24,4362.959999999997,6014.120000000001,8191.48,7959.340000000001,12386.60000000001,3936.280000000001,6281.640000000006
12,105503.39999999988,78463.44000000003,180406.79999999996,30166.0,93036.80000000019,90487.19999999997,147646.43999999992,80814.47999999997,17486.2,6772.399999999995,7546.800000000001,7196.199999999999,10641.199999999997,14106.0,10174.999999999987,7201.12,7835.04,16915.12,12390.400000000007,7612.2400000000025,7013.000000000003,7036.24,7803.4000000000015,7594.800000000001,11801.6,6562.52,7789.24,7599.2400000000025,7812.96,18803.800000000007,6439.56,6287.440000000001,7262.76,7270.96,7338.399999999998,16187.200000000012,6032.04,8589.72
13,149865.4,117963.87999999998,241243.72,72854.5,149915.50000000006,134483.39999999994,225144.55999999985,128027.44,17179.760000000002,16877.399999999987,7027.000000000003,17189.8,16962.2,17143.0,17501.0,11755.400000000005,7889.599999999998,27322.32,17280.44,7135.800000000002,14208.0,10897.300000000008,7098.5999999999985,7075.000000000003,14080.9,6797.799999999994,6935.3,7122.800000000002,7121.440000000001,22239.32,6228.26,6322.42,7527.96,6827.800000000004,8057.400000000007,17607.200000000008,5992.72,8313.28
14,188418.56,163337.19999999998,283165.6,122467.0,200885.20000000013,170389.08,301250.68,172845.12000000008,27788.44,17105.36,12714.000000000005,16917.64,16511.320000000003,27497.0,17267.800000000007,13622.759999999998,17564.6,36124.92000000002,16891.84,12404.39999999999,16966.0,13561.0,7952.999999999997,12762.000000000005,18895.88,16277.8,8670.600000000011,12391.39999999999,10594.399999999987,29188.71999999998,8554.32,8404.68,6572.28,15963.799999999996,17336.2,22508.76,8199.880000000001,8533.36
15,253585.0,205233.4,358669.5999999999,173011.0,260305.5,210570.39999999997,393147.79999999993,226059.6,26397.6,16935.2,17181.0,16851.9,18462.999999999996,27512.0,27797.0,17184.8,17010.2,73704.40000000004,16000.99999999999,17284.0,19270.0,17006.600000000002,13824.0,17229.0,22863.2,16046.6,13767.6,17271.0,13802.2,66822.0,8306.3,8413.1,5750.999999999997,16901.8,17091.4,24342.00000000001,8067.5999999999985,7765.5999999999985
16,293159.08,274337.96,434793.44,237241.0,309923.40000000014,281696.15999999986,462937.96,293131.60000000003,44588.43999999996,27112.76,16918.600000000002,27039.24,26355.64,28429.0,26413.4,27665.52,24876.84,114614.32000000002,21858.04,17168.04,23086.4,23247.24,16630.0,16971.0,24823.679999999997,16315.199999999993,16580.4,17065.44,16853.76,104516.4,8456.880000000001,8005.76,12822.600000000004,16671.56,17078.08,53015.56000000004,7796.360000000002,7155.04
17,334706.08,351262.52,499734.2799999999,318041.0,372841.0,375789.2799999999,532483.84,346090.2400000001,62448.36000000004,26347.040000000005,17018.4,26188.09999999999,29182.800000000007,53523.0,41690.99999999996,26463.84,27704.92,150339.00000000006,20603.32,20079.959999999985,26825.999999999956,21915.02,17000.800000000007,17077.4,77784.08000000005,21546.96,16870.22,23312.88,17424.72,141532.8,7804.059999999998,7624.22,16231.04,22745.84,22773.84,91399.8,7233.519999999998,8523.600000000006
18,397365.36,420542.16,575858.1199999999,396255.0,438362.6,429389.23999999993,622676.1599999998,428425.24,107252.79999999996,29419.599999999984,27547.4,46458.519999999924,51647.52000000001,78028.0,73544.99999999994,55405.43999999996,27279.2,192645.2400000001,27175.80000000001,22371.120000000006,67526.99999999993,41073.71999999998,22981.2,22426.400000000005,121695.84,21787.599999999984,22851.08,22338.120000000006,23142.52,179234.19999999995,7176.200000000003,7069.4,16064.159999999998,21479.68,21659.72,138373.08000000002,6853.08,15865.60000000001
19,441487.6,472509.04,635859.32,471497.0,478652.6000000002,502060.48,673000.1599999999,492453.68,153035.51999999981,63365.68,26262.8,98757.95999999989,94301.88000000006,96448.0,109228.20000000004,96240.84,49281.43999999996,233692.32000000012,63153.4,26991.559999999976,85057.00000000003,76276.6,21785.4,22672.99999999999,165782.32000000007,58583.07999999997,21698.56,24495.47999999997,22052.32,216921.6,7120.399999999998,10278.800000000003,16130.16,24349.40000000001,60984.82000000001,174475.8000000001,8109.799999999991,17288.16
20,492691.59999999974,516962.8,680421.7999999997,548433.0,514410.0,566298.2,760121.3999999997,560046.4,175175.19999999992,90722.19999999997,42582.0,123912.19999999992,114080.00000000007,129260.0,150564.0,141145.40000000005,73325.00000000004,273379.0000000001,79779.5999999999,56331.399999999914,117580.0,125693.4000000001,24360.0,46053.0,211777.0,93143.39999999988,41783.400000000096,60440.199999999924,35101.399999999936,253938.0,12787.999999999984,17411.0,22008.2,57845.39999999997,101246.99999999996,225766.20000000013,13800.0,17179.2
21,541871.5599999999,568133.8800000001,756620.4,627622.0,582444.3,646285.48,835492.5199999998,627854.6000000001,212964.68,128435.79999999992,63326.79999999999,160987.18,141762.4,157138.0,182424.59999999995,191091.24000000005,97841.0,296873.24000000005,114762.88000000006,92384.31999999998,130748.4,170691.11999999994,54356.20000000001,82406.99999999999,246978.08,129733.71999999993,80519.74,98904.31999999998,62782.03999999999,290303.68,13924.16,17251.16,20830.24,94409.47999999997,129008.04000000005,268918.12,13418.56,17137.68
22,578137.84,630644.48,827703.36,677228.0,645020.4,699547.8399999997,886488.96,675597.8400000002,254096.16,146893.31999999998,93566.79999999996,183342.88,178521.91999999995,181136.0,221228.6,232355.92000000013,140045.63999999996,327891.2400000001,188984.96,125528.23999999989,150731.79999999993,215003.84,63462.00000000002,112550.59999999996,298754.52,139203.4,100837.60000000003,137970.19999999995,87336.39999999997,310683.0399999998,16824.2,17114.120000000006,36098.20000000001,133061.04000000007,153388.96,318892.2400000001,16485.4,19988.800000000007
23,608225.92,670528.9200000003,903199.08,738656.0,693369.2000000003,780835.52,954161.36,728331.5599999998,304788.8399999998,173322.59999999998,121583.2,250457.27999999988,221612.95999999996,215969.0,261679.99999999997,292719.2799999999,168955.19999999998,385515.00000000006,223500.88,166282.16,185708.19999999992,254726.1,93023.60000000014,142327.00000000006,324271.3,172904.12,135392.34000000005,163102.84,111953.23999999998,365769.5199999999,17106.78,17127.26,63731.48000000001,159808.80000000002,180827.76000000004,376668.56000000006,17114.079999999998,23052.640000000007
24,646942.84,750077.7200000002,962758.16,797408.0,762149.8000000002,837873.8799999999,1020184.8,796377.2799999998,356942.9599999999,223149.64,156694.0,292515.56,284652.32,254573.0,305800.5999999998,335306.64,220586.1600000001,430163.0,247444.00000000003,188262.15999999997,209507.99999999985,303000.2799999999,143982.00000000015,159093.0,377450.84,179945.8,173381.84000000005,196560.07999999987,150590.76,399194.76,19980.799999999992,23128.96,84081.55999999997,181024.96,225613.16000000003,398808.52,18465.800000000007,22504.32
25,700246.0,798307.0,1016269.0,856743.0,854343.0,915011.0,1029012.0,848400.0,402096.0,257717.0,191134.0,323362.0,319313.0,298594.0,342236.0,377306.0,268947.0,448792.5,266315.0,224647.0,244757.0,330837.0,206573.0,165425.0,411965.0,186324.0,215215.0,236636.0,184512.0,414399.0,23113.0,22321.5,115499.0,221772.0,230997.0,406771.0,22876.0,21747.0
26,750579.4,846594.44,1034231.36,918841.0,945243.6,964971.16,1030804.08,933000.72,435467.32,297939.5599999998,241829.99999999988,366182.68,361334.08,349127.0,364901.0,404193.36,300589.92,477187.68,313564.2799999999,272853.36,273190.99999999994,377643.44000000006,238185.00000000003,210946.39999999985,452974.4,194107.2,251616.32,276711.91999999987,209629.68,437614.76,22122.56,21681.96,146156.7200000001,255728.88000000012,255347.64,425403.9200000001,21901.32,33963.040000000015
27,793581.08,909394.12,1096152.08,978255.0,1016812.7,1010301.4,1051431.2799999998,969934.6800000002,450124.2,333092.03999999986,281974.8,430753.9599999998,383288.8,398345.0,420333.5999999999,448784.44,336293.2400000001,500594.98,345521.9599999999,315667.92,305168.8,418727.44000000024,274663.40000000014,239489.0,493031.54,214920.56,290076.34,291906.8,245956.7999999998,471020.56,30055.399999999936,43132.92000000001,177189.36000000013,296415.7599999999,257257.82,470488.48,23692.56,53514.72
28,885036.7599999999,968978.8399999995,1140468.5199999998,1022276.0,1035065.8,1042879.6,1097180.36,1028142.12,458776.8,373578.4,324824.4,462065.03999999975,444618.75999999983,436033.0,440962.1999999999,461812.0800000001,369514.32,518908.6,388093.88,325666.2,335238.4,462157.16,303130.6000000001,275190.6,493333.28,252540.84000000003,332581.9600000002,341213.7599999999,261551.9199999999,472704.16,43885.64,62326.23999999999,204518.0,334910.84,288081.52,469834.04,28390.399999999976,62146.12000000001
29,955351.64,1022054.4,1222324.36,1041664.5,1094782.2000000002,1084402.68,1112049.68,1053535.88,467429.4,410242.52,369618.2,496691.62,461028.0399999999,448562.0,453849.1999999998,497868.36,420479.48,535660.16,417518.12,363154.68,373486.0,492746.98,339223.80000000016,281482.0,495161.26,296984.2399999999,369901.04000000015,379940.68,302423.96,472228.84,63089.21999999999,96553.84000000004,237680.28000000003,379629.52,331005.96,471435.12,59434.31999999999,83915.48000000001
30,1001721.1999999998,1044913.4,1262688.6,1095689.0,1125540.0,1108918.0,1166675.6,1103730.8,480904.0,443476.2,390321.0,497214.2,497192.6,458191.0,497873.0,505503.2,448881.2,537580.6,463151.1999999998,401163.5999999999,408735.0,493177.8,381323.0,300786.0,496453.0,355783.1999999999,394396.60000000015,417970.79999999993,328167.1999999999,474260.4,90086.39999999986,116186.0,257883.60000000012,398801.0,359423.6000000001,473618.4,75757.19999999997,114951.0
31,1036268.28,1105397.04,1310430.44,1132853.0,1184188.4,1191076.04,1183679.8799999994,1176793.72,499182.84,465336.12,439365.3999999999,498954.22,504386.8,496732.0,499059.8,520682.36,469181.7200000001,540756.98,486344.32,453859.6,440712.8,494997.38,421471.20000000007,322090.0,497119.92,388818.35999999975,442655.70000000007,456820.76,356205.48,473477.76,115912.28,121257.2,280399.68,405600.96,380450.8,473428.08,97239.95999999996,121965.24000000002
32,1088044.4799999995,1169432.2,1322441.6,1216002.0,1224820.8,1234820.88,1259668.68,1226604.8,505385.32,496972.32,449765.0,498671.56,511186.4,497399.0,499328.4,535933.36,500430.04,570612.0800000001,492579.84,493021.24,473781.0,494776.24,443071.4,354932.79999999993,504547.28,431136.5199999999,480547.0400000001,491009.0,387959.88,477295.2,126058.6,148578.03999999998,313160.8,421886.88,387778.6,475094.96,123635.11999999994,153877.56000000006
33,1148786.3999999994,1220782.32,1334795.4,1227271.0,1266995.0,1310682.52,1308699.72,1280958.7600000002,507216.44,499091.68,497415.8,502309.08,535616.52,499417.0,501683.6,554868.16,505220.24,627750.6400000001,494463.52,493405.52,493813.4,498377.32,476572.20000000007,366957.20000000007,518096.32,472976.68,492914.86,493440.16,398938.76,477683.2,134806.9,173957.29999999993,351197.7600000001,436679.72,395106.4,475914.56,141282.43999999994,182871.2
34,1199945.5599999998,1226969.92,1357266.68,1226707.0,1344091.6000000006,1325042.2,1366464.88,1317928.9600000002,507159.32,505410.76,504846.8,502562.56,537359.28,499196.0,502380.2,588513.2400000001,511054.56000000006,640295.4,494477.72,497346.8,494184.2,498577.24,492173.8000000001,410471.5999999999,535542.4,492361.76,493161.64,495168.6,400859.52,478418.52,157522.72,193494.16,389732.4,470248.24,400613.76,477272.08,151863.43999999992,189253.6
35,1265499.6,1228093.0,1416246.4,1230350.0,1364256.0,1376999.5,1375687.0,1362669.2000000002,510391.6,516241.79999999993,514978.0,504988.6,537245.2,498566.0,505624.0,637617.8,533802.8,642745.8,497701.2,501558.6,495765.0,501175.5,493370.0,449846.0,543753.6,500061.8,494989.1,501481.6,400729.2,486721.2,180357.4,221074.19999999992,397719.6,469457.6,403781.6,477592.0,190581.59999999992,202047.0
36,1316989.44,1261959.76,1435757.68,1232991.0,1369611.0,1434651.64,1386068.2,1399932.92,510783.88,535185.24,535496.2,513128.84,540591.68,506500.0,512556.6,637751.5599999999,543353.92,645947.5599999999,497846.96,506653.4,497052.0,508452.44,501425.6,483470.3999999999,568869.12,516248.8399999999,495159.72,506576.4,402507.24,486513.84,204300.87999999995,253580.04,399530.16,471614.2,403741.84,477836.48,229299.7599999999,223131.40000000008
37,1359022.32,1268155.8,1449167.6,1265469.0,1430458.5,1443340.64,1400122.1999999995,1435266.76,514204.1,535961.76,546105.6,541495.0199999998,540712.88,533832.0,522728.79999999993,639400.88,569754.96,647551.36,500463.84,513525.8,498858.6,511548.12,528272.0,493606.0,570247.12,530838.2,498440.96,513448.8,403825.56,485988.04,230980.64,277528.72,399567.04,471312.68,406911.18,479551.2,250257.52,239578.6
38,1360814.12,1273230.84,1460545.4,1318923.0,1442071.0,1474372.4,1443315.04,1442732.08,528923.32,562322.9199999999,569363.0,543990.4,543536.44,536682.0,540441.2000000001,638957.96,586981.72,647210.04,508313.12,532213.6,499307.8,528929.88,555235.6000000001,497270.0,570476.72,540066.6,498190.96,532044.28,404429.6,486156.64,245108.92,296338.40000000014,402131.8,473190.96,407093.2,480177.84,270885.64,273679.56
39,1363699.16,1273138.4,1474290.2,1319267.0,1449342.0,1506996.28,1451737.6,1444573.64,543602.58,585367.8399999997,614256.6,584887.5199999998,545593.24,566809.0,543759.0,640331.4400000001,611958.76,649411.7200000001,538447.28,552273.4799999999,502161.8,540877.0,565214.2,510205.0,573071.16,547849.7999999999,500236.4,551415.6,406674.88,490086.4,277273.91999999987,307155.12,402520.28,473032.92,413891.34,479746.64,275113.43999999994,279068.2
40,1366699.6,1357669.1999999995,1507942.2,1389792.0,1461555.0,1507967.2,1465234.0,1470834.4,563636.8,624050.3999999997,637260.0,630485.6,572215.4,603993.0,578227.0,640495.6,638175.8,651142.0,560187.7999999998,565493.2,505797.0,566323.8,567044.0,531892.0,573267.8,555633.0,500912.6,565425.2,414699.6,499544.79999999993,298949.7999999999,331398.40000000014,403006.4,474529.0,428381.8,481633.2,287007.39999999985,313163.0
41,1398059.84,1438180.64,1509576.96,1443545.0,1507834.1,1512348.48,1478730.4,1478366.88,615448.2799999999,637766.84,639213.4,645179.86,628482.08,638731.0,639757.7999999997,642186.5599999999,638432.12,652377.78,571898.2799999999,567294.8,509729.4,572864.58,566898.4,564751.8,575025.76,564329.88,505073.7,567226.8,434618.31999999995,503746.64,319069.12,365838.08,405480.88,478982.28,445206.8000000001,482356.84,309772.8399999999,336376.4400000002
42,1439339.36,1451142.08,1513594.96,1458566.0,1509340.0,1522672.84,1489833.8,1481329.32,645594.44,639665.92,639076.2,647099.76,645247.36,638389.0,645195.8,643578.92,639730.36,666796.52,573749.84,567095.08,537786.7999999999,574722.6,566377.4,565085.4,574968.04,565984.8,508583.12,567027.08,446565.2,507293.84,352825.79999999993,389411.1999999999,412800.56,478962.2,477481.44,481625.84,358532.87999999995,366278.9200000001
43,1448952.72,1487636.6,1526520.52,1485387.0,1513078.5,1524816.22,1507345.6399999994,1514564.84,647274.1,639349.76,638919.2,646819.78,646961.4,640425.0,647031.6,642929.8,639440.48,666385.34,573267.12,566689.16,552786.0000000001,574715.06,568114.6,567016.2,578278.22,565848.48,530869.7200000001,568274.16,478725.28,508926.84,375718.8399999998,399581.3,420356.4,484257.28,478532.52,483406.04,378179.67999999993,398644.36
44,1469338.3199999996,1514194.64,1528198.72,1515148.0,1524449.4,1526646.8,1517168.2,1516324.12,647119.08,640045.04,640604.4,647195.12,646848.28,641441.0,646641.4,647039.64,641175.92,666071.76,575533.88,568344.72,573579.6,573856.04,567666.2,566387.4,579610.88,567333.92,565107.3200000001,568588.32,478003.24,510474.32,396083.88,406009.36,432869.04,494587.68,480051.04,484146.56,398780.76,398908.6
45,1515000.6,1515182.0,1528815.0,1516861.5,1526338.5,1527162.8,1521725.8,1520546.8,648555.6,641093.8,640127.0,648507.9,646848.4,643081.0,648154.0,649614.8,641180.4,673710.9,574921.6,569109.0,575231.0,575556.1,572696.0,568690.0,583724.2,569086.8,572926.1,568249.4,478846.6,511697.0,399418.5,406624.9,443934.2,496366.6,479790.4,485784.4,406173.8,402565.0
46,1516719.76,1516420.6,1530176.76,1521467.0,1529466.8,1528449.84,1531988.56,1532217.32,648985.6,642775.36,642895.0,650190.08,649988.28,642924.0,650168.2,652394.0,642522.12,674284.88,579578.0,573133.52,575125.2,578921.0,572009.0,568643.4,584212.24,571951.92,574717.8,571325.4,479513.52,513002.12,406748.04,406584.68,449080.4,500559.64,481512.56,486287.4,409896.5199999999,406880.12
47,1520692.4,1531037.52,1534581.48,1531967.5,1532403.1,1531838.88,1533920.84,1532894.04,652824.92,644617.88,645651.0,652068.14,652947.64,646135.0,652697.4,652936.12,645635.8,675873.16,581494.12,572527.7999999999,575674.6,580314.74,578434.2000000001,567818.8,583962.22,571473.92,574552.38,574210.6799999999,481755.44,514400.04,413152.84,416187.56000000006,454839.8000000001,503042.24,481518.18,488358.6,420181.64,412401.8
48,1533635.72,1532504.96,1536286.2,1533665.0,1533846.8,1534340.96,1536267.04,1535225.8,661729.2799999998,658457.16,656606.7999999999,665835.48,652530.2,658856.0,656779.3999999998,665377.6,658822.04,676516.56,583413.1200000001,586648.72,576376.6,592528.2,585968.0,574686.4,596950.76,585514.96,574093.96,574778.92,481751.04,515862.4,432597.4,429321.64,461298.2,503992.96,482794.4,489926.24,435011.8,415049.4
49,1535547.12,1535340.24,1540851.36,1536384.0,1536688.2,1536435.26,1536951.68,1536888.08,666020.36,658192.76,657879.8,665608.78,666306.8,659033.0,666428.0,666167.68,658518.52,676378.52,592721.2,586073.32,581120.0,593624.86,585620.0,575116.2,596920.86,585093.6,575803.28,586136.6,482713.52,516031.28,438388.4,440200.64,467756.6,504003.52,485752.86,492787.8,438422.8,443234.1600000002
