index,145_1_www.netflix.com,145_2_www.netflix.com,145_3_www.netflix.com,145_4_www.netflix.com,145_5_www.netflix.com,145_6_www.netflix.com,145_7_www.netflix.com,145_8_www.netflix.com,145_9_www.netflix.com,145_10_www.netflix.com,146_1_www.netflix.com,146_2_www.netflix.com,146_3_www.netflix.com,146_4_www.netflix.com,146_5_www.netflix.com,146_6_www.netflix.com,146_7_www.netflix.com,146_8_www.netflix.com,146_9_www.netflix.com,146_10_www.netflix.com,147_1_www.netflix.com,147_2_www.netflix.com,147_3_www.netflix.com,147_4_www.netflix.com,147_5_www.netflix.com,147_6_www.netflix.com,147_7_www.netflix.com,147_8_www.netflix.com,147_9_www.netflix.com,147_10_www.netflix.com,148_1_www.netflix.com,148_2_www.netflix.com,148_3_www.netflix.com,148_4_www.netflix.com,148_5_www.netflix.com,148_6_www.netflix.com,148_7_www.netflix.com,148_8_www.netflix.com,148_9_www.netflix.com,148_10_www.netflix.com
11,112531.8,182587.0,211421.00000000003,298488.39999999997,140142.0,185503.0,173242.8,232499.8,162306.0,230265.19999999995,55731.6,47304.0,45286.2,59561.2,82199.8,70559.40000000002,76412.8,63690.6,59426.60000000005,53899.8,84379.79999999987,56074.799999999996,65421.8,39003.799999999996,81302.39999999985,63201.799999999996,52127.599999999984,56603.799999999996,52795.60000000002,64397.0,14811.400000000001,15170.199999999999,14757.399999999994,13190.400000000003,14664.600000000002,15258.400000000001,15082.399999999998,22873.6,15075.6,13748.2
12,152717.8,210033.99999999997,257062.64,369155.18,201077.0000000003,224480.34,198344.80000000013,273230.88,213219.58,295802.52,69921.26,62458.5,50437.560000000005,63048.95999999999,81516.24,77876.56,77961.12,65930.96,76889.78,51481.34,132902.2,54845.840000000004,64184.72,36870.24,121354.1,73315.98,63557.72,62393.76,92477.28,71753.7,14134.56,16712.56,14736.48,14583.940000000004,16969.679999999993,16792.620000000003,15458.12,24435.819999999996,16691.22,15611.46
13,156027.88,246040.6,273577.76,407071.68,232311.8,282605.68,237129.72,306914.72000000003,269821.8000000001,319246.48,87128.48,67726.0,61125.04,63283.840000000004,86435.07999999999,81155.16,80116.24,79962.68000000001,78832.96,66111.48,130263.4,102508.36,78944.8,46602.56,164949.76000000004,72570.2,63076.36,75660.35999999991,129442.52000000002,71260.0,15016.76,18786.680000000008,16804.92,16685.720000000005,16864.760000000002,17250.4,16884.04,37064.03999999991,18988.440000000002,18913.36
14,209401.36,326412.8,313522.39999999997,415313.98000000004,287262.9,349214.26,279920.92,348583.92000000004,284154.44,356416.52,93364.16,79023.5,60945.44,70921.40000000001,86244.48,86953.56,88198.04,78476.48,87943.46,68214.62,153624.83999999997,136843.15999999997,92384.64000000009,55710.04,199441.74,81660.68000000001,110341.32,141827.56,177967.1,134121.9,16720.36,30543.4000000001,19244.739999999998,16764.78,19107.8,19769.1,19307.88,47551.54,28373.359999999982,21953.38
15,297821.1199999997,332604.6,343700.2,515586.9199999999,316955.0,395260.79999999993,321482.16,379347.39999999997,345476.84,443816.8,114287.16000000002,93106.0,76074.28,88947.92,85026.96,86039.76,88861.39999999998,85621.80000000002,85114.60000000002,70407.36,222638.95999999993,138149.4,191796.2,54507.68000000001,236115.28000000003,108758.60000000002,112779.84,141932.16,243063.88,132259.0,16952.599999999988,42070.04,35567.840000000004,19152.52,39873.48,40301.92,39973.759999999995,48308.07999999999,40329.76,22832.239999999998
16,386834.6,375809.0,411105.00000000006,557500.1999999996,360720.5,438298.99999999994,380121.6000000001,438656.60000000003,388655.7999999997,530059.4,131858.60000000003,94713.5,97733.0,94184.0,87098.00000000001,93920.6,96306.2,97832.40000000001,95301.5,88064.9,252369.39999999994,181505.6,208749.3,58673.20000000005,276083.8,126876.49999999999,134728.4,168197.09999999998,248484.7,210473.0,18733.000000000004,41795.399999999994,40151.3,35494.50000000001,38672.9,39309.4,38974.2,52695.8,38860.9,24513.899999999998
17,468014.96,407401.6,476692.04000000004,630098.52,388856.2,487502.67999999993,455405.04000000004,466369.72000000003,431237.08,569185.24,174195.04000000004,96866.0,96472.24,96796.88,93572.08,97250.32,95791.6,98556.36,93538.31999999999,85739.19999999998,286733.2,213324.2,223681.68000000008,101812.87999999999,331730.32,136560.80000000002,172242.36,221197.76,251407.72,255372.99999999997,39813.68,40578.24,39570.55999999999,39661.92,37706.840000000004,38316.36,38077.08,52385.88,40452.08,27090.88
18,550914.4,482098.99999999994,544759.6,689815.2,425325.2000000001,505778.82,531103.92,482195.52,434876.56000000006,620229.9199999998,207340.75999999998,111172.0,112271.40000000001,125468.96,95561.68000000001,96488.68,137556.31999999995,98162.24,116864.34000000001,93822.7,373486.8,232877.0,294017.2,109660.48000000007,343167.19999999966,174215.78,248905.69999999998,230727.1,288735.1,301825.7999999999,38896.159999999996,44756.40000000001,41174.94,38563.78,39907.96000000001,40223.46,41919.04,54264.9,42534.96,36502.78
19,651431.36,550375.5999999994,608227.92,736750.8,485699.0,541997.7200000002,554064.04,526629.6,495566.16,683898.96,240350.28000000003,131523.0,143812.32000000004,158905.12,124124.80000000003,126866.24,162702.80000000002,144491.24000000017,148173.71999999997,95891.96,382972.56,252927.12,337976.52,147783.16000000003,448561.36,226093.52,256368.12000000002,259593.64,336834.2,336530.60000000003,37939.64,46387.48,43081.72,39970.07999999999,44052.24,41949.04,44021.16,55734.159999999996,46583.44000000001,46887.84
20,743528.4,623318.2000000001,678347.6800000003,806643.9,534999.9,610785.2999999999,596518.9599999998,594102.44,556013.8,773445.24,263717.98,180042.0,182814.76,204798.6800000001,171043.2,125436.44,198006.24,175776.80000000002,202319.08000000002,100658.47999999982,429088.6799999991,253542.84,343935.8,190292.76,450860.4,248472.28000000003,293042.92,279063.27999999997,370245.12,396593.60000000015,39602.68,47360.200000000004,44771.340000000004,42316.66,46149.92,44328.87999999998,43979.12,59772.86000000001,46664.42,45662.54
21,806288.6000000003,676551.0,765287.8,853214.0,613179.0,667588.5999999999,652372.0,669322.0,630828.6,825794.3999999999,270698.6,239200.0,255564.2,255657.99999999994,224553.60000000006,133531.60000000003,257766.59999999995,228421.8000000001,244123.0000000001,159229.8,488199.8,260983.8,391864.4,208592.6,459749.4,265492.0,330892.2,284662.4,373262.6,453053.0,41828.4,46738.2,46883.799999999996,42651.200000000004,46159.6,45936.4,46099.6,63282.0,46242.6,47257.8
22,928798.6799999996,728034.0,829662.72,889721.48,681614.5,738748.88,695431.0,735544.24,688742.1,896825.6,295988.48000000004,268238.0,279315.52,294967.16,270104.5199999999,137818.16,299416.95999999985,256220.12000000002,281969.22000000003,193924.44,505847.56,262588.64,457558.82,242697.52,482439.92000000004,305437.24000000034,370802.8599999999,304567.1999999998,392467.18,456649.7,46040.71999999997,48625.159999999996,46421.060000000005,44297.94,47349.98,47996.060000000005,45298.32,83804.77999999998,49390.600000000006,49320.54
23,1008972.48,768213.0,888839.4000000006,953581.1599999999,725637.4,799545.0,763416.88,793100.9199999999,702027.2,959211.24,301012.12000000005,285103.0,293144.44,293035.24,303591.72,140902.68,343097.64,275224.68,320742.2800000002,233745.03999999995,525121.48,269678.8,465364.68,247121.24000000005,486472.52,356979.12,378988.16,384520.16000000015,396746.56,464454.39999999997,46187.44,48296.12,46724.399999999994,46382.08,50440.19999999999,47793.240000000005,47064.8,99466.40000000001,55019.84,51350.28
24,1140185.48,833725.1999999997,951679.96,1013347.56,809563.3,916046.7199999999,831075.8000000002,869338.5599999999,769031.24,1045417.6,324605.06,294703.0,299807.96,315203.36,307969.36,143142.72,359767.96,338165.48,351649.82,275361.48,531692.3999999999,296592.87999999995,469431.77999999997,282676.36,490774.32,360495.31999999995,399899.42,400924.64,401867.86,484571.7,46152.36,52335.12,55589.11999999999,46056.979999999996,53826.15999999998,46396.199999999975,55310.52,150891.1,55666.55999999999,53380.020000000004
25,1200360.28,917531.3999999999,993729.2800000001,1075871.4,868212.0,1013996.3599999999,938809.3200000001,976752.7999999999,845514.8,1107574.92,345371.04,297626.0,302617.12,353482.44,323614.6,162879.0,381758.4,382993.6400000001,371300.16,314414.63999999996,545677.64,324872.12,489549.32,319652.56,525271.68,394077.68,404698.68,406973.36000000004,413190.16,487105.60000000003,45001.280000000006,55355.03999999999,58610.48,45791.4,57124.64,54492.08,58013.4,170547.47999999975,57628.079999999994,53152.56
26,1256579.0,994560.0,1071668.0,1114399.5,941337.5000000001,1108830.0,1039518.0,1062392.0,943312.0,1162099.0,383355.0,336138.0,329631.0,358776.0,348995.0,175190.0,385395.0,389752.0,380082.5,352700.5,565142.0,361926.0,495979.0,360962.0,605802.0,448519.0,407125.5,418129.5,438567.0,493901.5,47727.99999999998,61714.0,56674.0,54999.0,56313.0,61053.0,57475.0,236692.0,62225.0,52738.0
27,1260604.8800000001,1058448.8,1116912.7199999997,1147914.6,998695.6000000002,1174956.6,1137551.28,1156885.4,1064569.76,1227334.72,391787.0,366599.0,351739.64,382381.12000000005,366902.96,178144.88,386397.84,389735.64,382037.84,376135.72000000003,661271.3199999996,406828.4,507528.68000000005,363786.52,803619.5599999999,483746.36,417508.16,443360.04,483243.4,504945.2,55380.879999999976,60888.04,73296.47999999998,58164.32,75445.88,61359.6,60434.40000000001,252478.56,90712.23999999999,62438.36000000001
28,1276436.84,1070659.6,1195054.9600000002,1195904.38,1091287.7000000002,1292447.54,1179134.56,1227211.16,1132191.74,1230356.72,395615.7,389907.5,388190.12,388286.6,368226.92,190800.0,387691.76,388986.28,382177.14,379936.98,828235.12,419327.52,520136.48000000033,369336.20000000007,966315.2399999994,487094.42,423184.33999999997,489537.60000000003,591558.24,530291.7,57696.2,62879.2,91556.39999999997,57140.6,123196.49999999984,63437.81999999999,101942.20000000013,283453.64,120046.47999999998,65165.4
29,1320817.16,1110717.8,1234070.32,1198885.92,1132113.0,1318738.44,1229271.72,1236965.68,1164051.52,1303328.24,395179.48,393010.0,392235.72,395260.88,379125.04,218212.12,390310.64,392999.08,383645.44,382441.68,1017315.3199999995,421068.32,580191.16,372475.92,1024425.44,506028.88,459737.0399999998,550137.96,676207.36,638082.9999999995,57332.920000000006,65456.32000000003,100190.8,56902.40000000001,142235.23999999987,64779.24,140608.52000000014,300308.16,156365.83999999976,65060.240000000005
30,1360444.08,1157796.6,1283297.4,1229267.1199999999,1159866.1,1330277.6400000001,1254235.24,1249378.52,1186844.9,1353955.8,396806.46,393766.5,399024.4,410531.87999999995,384672.56,236156.2,392355.64,394194.8,390756.5,384345.18,1070159.28,443432.4000000001,688573.5200000003,392524.64,1028427.6,514087.82,560131.2400000003,600044.6400000001,768931.0,755132.7999999992,56800.27999999998,82548.44,109073.41999999998,68401.44000000005,189733.66,72945.96,188381.87999999983,306404.68,196060.7,67244.19999999997
31,1406469.7999999996,1202298.0,1361518.2000000002,1287090.4,1235153.0,1341704.4,1312771.2000000002,1280430.0,1238380.2,1432924.8,396024.6,395268.0,421629.0,465293.6000000001,391373.0,249615.00000000003,394308.0,399658.0,391234.2,383651.8,1077567.9999999998,496913.79999999993,811338.0,393667.4,1035058.2,523535.6,651870.4,708943.9999999999,894551.6,920238.0,71730.79999999994,108308.20000000013,119079.99999999997,81994.20000000006,216566.99999999997,94008.79999999999,231943.8,324598.39999999997,214961.2,112338.19999999998
32,1476331.44,1261810.0,1424173.3200000003,1311912.0999999999,1299478.5,1405292.8800000001,1387678.16,1309561.96,1327067.1,1466633.2,399486.26,412691.0,454676.2,515979.67999999993,392612.28,293408.48,397051.8,401850.92,409701.46,390445.5,1081544.8399999999,583572.6800000002,870821.7599999999,395988.36,1041580.18,536494.6,691362.0,805514.12,936736.98,1027174.6,97388.59999999966,141307.71999999997,144061.04000000004,94001.58000000002,227830.3,101577.39999999998,263572.27999999997,373332.44,234134.3,145501.9
33,1556187.4,1306187.4,1479499.84,1362035.36,1366622.5999999999,1475073.5999999996,1426067.6,1358893.76,1363894.56,1574599.04,441566.0,423360.0,456548.72000000003,577281.92,416746.4000000001,340419.04,411815.51999999996,424060.76000000007,449330.24000000005,391828.07999999996,1089869.88,722517.3999999999,931014.28,401269.76,1044974.36,595639.52,778787.2,940872.16,937177.2799999999,1029885.6,146187.43999999986,169223.48,182312.4,109471.52000000002,275999.56,137558.8,275479.24,396034.4,245674.6,181086.91999999995
34,1651810.0,1355226.8,1493942.52,1405358.06,1423754.3000000003,1527019.24,1582445.8800000001,1380644.92,1415015.46,1622555.72,460006.5200000001,438374.5,458097.68,577106.64,446944.0,378327.16000000003,444772.0,472532.6800000002,485380.04000000004,400906.23999999993,1118821.88,855353.3199999995,995350.3200000001,401990.1600000002,1051246.14,741144.5200000003,882778.08,945780.62,940355.3999999999,1035045.5,199918.16,213683.40000000034,215733.95999999988,127622.88,282384.48,152492.38,276365.36000000004,409090.22,275274.6,203628.56
35,1770335.84,1360022.2,1569236.4,1440074.52,1480093.0000000014,1538720.52,1603913.24,1441502.0799999996,1420289.76,1695695.84,478655.64,468709.0,461009.48,579079.88,470456.6,411414.36,462800.64,509531.80000000005,532256.4800000002,435554.8399999999,1128743.72,945030.56,1032967.28,414520.4,1058901.52,871523.0800000002,933836.32,950396.24,946747.44,1038876.6,229203.07999999964,249380.52000000002,255194.80000000002,161574.32,327181.56000000006,187102.47999999998,275693.04,430609.72,275353.44,229970.16
36,1851129.7999999998,1416472.0,1607684.4000000001,1484173.9,1510500.5,1607750.6,1664738.2,1519026.7999999984,1477852.1,1758341.0,482341.10000000015,488923.0,481676.79999999993,590856.2000000001,513030.4000000001,421157.8,503653.5999999999,551847.4000000001,563188.6,475751.19999999995,1132572.6,945631.6,1034194.8000000002,436874.6000000001,1108717.5999999992,1001686.3999999997,948044.9,953493.4,955888.0,1045688.5,276382.8,264109.80000000005,277013.10000000003,180641.59999999995,347616.99999999977,219404.9999999999,274439.2,431697.7,277019.7,268687.8000000001
37,1881613.68,1459007.5999999994,1676396.84,1501055.6,1562842.6,1698617.56,1673069.48,1594085.68,1554609.24,1805774.7200000002,519117.2,520371.0,494896.96000000014,593667.6,570622.3200000002,435314.64,540929.28,583537.72,564219.24,509111.43999999994,1140650.88,951122.84,1041468.56,464215.56000000006,1119000.88,1049353.56,951192.44,957340.8,957954.84,1050213.4000000001,274581.04000000004,284214.52,274919.64,210773.87999999992,392165.6799999999,242266.88,278284.83999999997,433853.84,276425.84,282465.64
38,1883666.84,1524108.5999999996,1725999.24,1598745.6799999997,1620620.8,1768287.28,1685983.1199999999,1645097.439999999,1609930.02,1816453.36,558677.74,523481.5,525517.8799999999,599348.52,574839.16,446925.95999999996,572859.28,583523.32,566125.44,575059.54,1141438.88,954993.36,1043093.36,528495.88,1146043.12,1052216.02,954780.24,960715.6,961401.22,1054361.8,276336.64,292196.36000000004,276602.98,228584.16000000003,420333.8,266500.17999999993,299616.27999999997,434883.94,295483.42,283172.27999999997
39,1889542.8,1596932.6,1766771.48,1693426.64,1710091.2000000004,1803122.24,1697762.64,1689863.72,1678649.28,1888590.6,574889.8,540112.0,563532.6,618773.88,575139.48,460506.48,580935.08,585390.72,578592.24,573786.96,1179368.0399999993,961635.88,1050316.32,575133.3600000003,1166237.2,1056849.32,958285.68,966959.08,965203.48,1058320.6,275322.88,326780.80000000005,278734.52,239078.4800000002,419655.12,283986.8,324902.16000000003,434937.32,319818.4,285268.95999999996
40,1902116.04,1642152.2,1787568.68,1774402.5199999998,1746602.3,1864506.78,1715788.56,1693460.12,1779548.4800000002,1985340.6799999995,599674.9,557269.0,569637.96,638612.56,576901.36,465799.8000000002,582076.32,587696.64,577939.6,575232.86,1219761.72,962824.36,1056473.28,681633.12,1316958.7,1058897.06,960016.76,971021.62,990300.5799999998,1065489.1,284674.1999999998,342624.92000000004,277950.38,276206.12,421732.6,285043.08,331603.60000000003,433463.14,332476.36,285587.02
41,1903417.2,1678493.0,1825097.2,1848853.9999999998,1775841.0,1884084.7999999998,1791119.7999999996,1754780.1999999997,1890929.1999999997,2094017.0,620322.6,603567.0,582204.8,667607.2,578815.2,509065.2000000001,583905.8,591226.0000000001,584562.0,576885.3999999999,1317473.7999999998,964966.8,1083792.8,768958.0000000007,1441813.9999999998,1068412.6,968076.4,975888.8,1000279.4,1123066.0,307811.39999999997,371907.2,277018.0,293803.6000000001,422159.4,285840.0,339247.8,434902.8,347260.6,292475.4
42,1907362.12,1708276.2,1867880.04,1954094.1,1815884.6,1942318.5,1861832.76,1801577.5199999996,1939837.42,2146339.28,652693.1000000001,634533.5,617601.04,686926.4400000003,578066.24,527914.2400000001,586162.28,595579.4400000001,585502.5,578201.34,1439471.1999999988,971690.48,1088248.3800000001,886458.4,1481818.1599999995,1070156.6,985545.98,979368.26,1031457.72,1123254.6,323278.36,385123.44000000006,285681.1,318710.88,429131.83999999997,286634.33999999985,352164.12,435094.94,360189.83999999997,294845.9
43,1911289.3599999999,1738000.7999999996,1913513.24,1976408.08,1850783.6000000003,1962935.36,1918276.92,1947457.76,1944378.04,2142464.48,672034.2000000001,666736.0,659853.56,736099.28,585056.8,554179.7999999999,586902.56,600885.44,607727.8400000001,579465.32,1560701.9199999997,979238.92,1094711.88,934299.28,1582581.9200000004,1076903.72,998892.56,1008020.3999999999,1034711.92,1128191.4,351423.7999999998,394629.12,289679.11999999994,326825.12,427552.88,298887.8799999999,358546.2399999999,435912.64,371611.2,334122.8
44,1906671.8,1828225.0,1962155.2399999993,1982335.48,1953205.0000000002,1969990.06,1923083.08,1952219.56,1943078.32,2149143.72,693922.3,689756.5,689531.2,782729.84,585515.0,579113.36,592777.4,636328.3600000002,638535.1,583925.02,1712684.1199999999,1005811.32,1095921.88,935487.16,1709688.5400000003,1080399.98,1003801.98,1010743.38,1053821.3199999998,1170503.2,362722.19999999995,429095.39999999997,314337.63999999996,368206.92,428894.46,340247.1,388786.76,442927.46,387309.12,350648.96
45,1910761.88,1910623.8,2032334.2000000002,1987272.12,1952264.0000000002,1974470.24,1931406.24,1951166.96,1947481.12,2154076.32,720493.6000000003,733082.0,747658.7600000001,787840.08,598110.52,591806.72,593370.64,655711.8,650627.6000000001,585876.36,1822704.44,1038209.44,1129095.48,939338.28,1834966.52,1110690.92,1009225.5599999999,1028494.4000000003,1079363.2,1273787.7999999996,379704.96,430233.84,326572.04,422271.12,430216.56,346942.2799999999,425254.48,444809.52,423072.68,357171.08
46,1911400.6,1944706.0,2093876.4,1991341.9,1955866.0,1977505.9000000001,1937639.2,1953534.6,1950552.3,2159703.8,752118.1000000001,766222.0,782354.5999999999,806195.0,638786.8,598962.6000000001,647428.2000000003,693438.0,671772.3999999999,618715.9999999999,1826092.4000000001,1038655.4,1153812.6,943373.0,1912912.4999999998,1142952.7,1012649.2,1045867.9999999999,1218252.3999999992,1393207.0,404392.0,430942.2,341827.7,421098.5,432302.1,370023.6999999998,424645.4,446667.9,433297.1,373992.5
47,1914298.8,1943051.4000000001,2146114.24,1998895.44,1962437.2,1981515.08,1940724.72,1957335.92,1955657.48,2166741.72,774139.4800000001,785306.0,821397.2,856454.64,681516.4400000002,629505.0800000001,692257.52,708289.6,707293.3599999999,637449.2,1828040.96,1040296.24,1209863.0000000002,946830.72,2032828.9599999995,1143391.64,1011902.5599999999,1086362.8,1234990.96,1472065.8,428749.5999999999,435569.56,363383.07999999996,422458.36,433513.76,399596.32,426570.52,448128.32,431812.28,391075.48
48,1916866.84,1947723.6,2145078.08,2011708.84,1965416.3,1985723.2,1944444.56,1961993.96,1958707.32,2170378.52,799006.3600000001,818431.0,864259.32,887545.24,721107.3600000002,660324.9600000004,734736.1200000001,721824.4,753065.8399999997,669557.7,1871217.9599999997,1083623.6,1283183.8000000005,948944.0000000001,2201924.34,1153021.3599999999,1057676.3600000003,1126549.7200000002,1244600.2399999998,1476186.4,428525.43999999994,437990.08,375127.7,423730.39999999997,433525.96,400447.43999999994,425913.88,447950.24,433120.26,419904.2799999999
49,1921818.72,1954589.8,2149430.32,2016004.12,1970183.8,1999958.28,1946744.92,1966023.32,1964742.8800000001,2184830.96,813126.8,853274.0,890769.88,920871.1600000001,776129.1199999999,716426.1199999996,772625.0,778667.7200000001,789622.24,695397.2,1984050.24,1120645.2,1332380.4799999997,953942.36,2323802.4400000004,1192809.92,1087346.1199999999,1243167.3599999999,1370699.32,1476795.4,428935.96,437172.08,397312.75999999995,423913.56,433401.64,410975.36000000004,422210.16000000003,447923.84,432775.24,435240.12
50,1924568.52,1960894.0,2155346.84,2021182.36,1972938.1,1999673.64,1951583.8800000001,1970655.16,1966553.98,2184673.52,844701.1,898396.0,943617.5599999998,950326.16,803667.8799999999,776265.96,790573.28,802444.4,825323.88,727287.48,2092813.2,1153525.2,1398998.7,956090.32,2442270.22,1307574.0,1183696.2000000002,1322605.8799999997,1442523.0999999999,1550053.4,430031.68,439166.24,409847.9,431164.74,433364.68,439384.56,424744.88,448101.92,432121.74,437375.75999999995
51,242,275,280,325,281,305,256,285,284,309,95,101,104,111,93,99,103,109,93,92,323,248,272,197,289,285,252,252,254,289,83,94,83,77,99,92,95,147,89,95
52,492,735,934,868,674,688,610,643,699,767,308,274,282,293,219,263,241,259,238,211,589,394,477,297,562,452,411,415,443,446,143,174,180,156,160,169,161,224,180,172
53,88881,102743,100537,114912,100351,104878,93265,105217,105313,105576,37547,39196,45498,41358,34540,36188,36702,38350,34540,33915,81518,60790,66869,47060,75196,69368,62781,63243,64062,71990,31073,33578,31073,29423,32826,33162,33947,43560,32723,33346
54,2019878,2062483,2261204,2140539,2077491,2104891,2049316,2088622,2092435,2290737,899217,989507,1006177,1015722,882888,836311,875954,902738,887009,801154,2301802,1300784,1539209,1017786,2577517,1498226,1304690,1438832,1546611,1694716,461521,472088,463381,459448,466315,472141,467341,493092,465599,471568
