index,238_1_www.nist.gov,238_2_www.nist.gov,238_3_www.nist.gov,238_4_www.nist.gov,238_5_www.nist.gov,238_6_www.nist.gov,238_7_www.nist.gov,238_8_www.nist.gov,238_9_www.nist.gov,238_10_www.nist.gov,239_1_www.nist.gov,239_2_www.nist.gov,239_3_www.nist.gov,239_4_www.nist.gov,239_5_www.nist.gov,239_6_www.nist.gov,239_7_www.nist.gov,239_8_www.nist.gov,239_9_www.nist.gov,239_10_www.nist.gov,240_1_www.nist.gov,240_2_www.nist.gov,240_3_www.nist.gov,240_4_www.nist.gov,240_5_www.nist.gov,240_6_www.nist.gov,240_7_www.nist.gov,240_8_www.nist.gov,240_9_www.nist.gov,240_10_www.nist.gov,241_1_www.nist.gov,241_2_www.nist.gov,241_3_www.nist.gov,241_4_www.nist.gov,241_5_www.nist.gov,241_6_www.nist.gov,241_7_www.nist.gov,241_8_www.nist.gov,241_9_www.nist.gov,241_10_www.nist.gov
11,31117.39999999998,31633.4,35494.0,31241.199999999997,32143.2,34343.8,31192.599999999995,30629.8,31226.6,32167.0,26368.0,11687.4,14345.4,14161.0,14091.800000000001,14696.0,29467.2,11094.00000000001,12255.800000000003,10737.0,59163.39999999993,56521.199999999975,38876.599999999984,45339.39999999997,55755.0,39329.6,39349.0,37768.6,37194.2,59119.2,14389.000000000004,27517.0,28108.6,29726.0,26963.0,26694.2,27746.399999999998,14351.0,27513.19999999999,29147.0
12,34294.159999999996,30785.44,39435.1,32397.56,34082.44,35724.9,32580.12,32247.36,32758.38,34101.0,25345.199999999997,14226.66,14950.7,26895.600000000002,16123.87999999999,13623.199999999997,28777.76,14073.84,14029.08,13976.1,66805.68000000001,76587.74,55790.20000000002,54382.03999999999,55188.2,55093.240000000005,54627.38,45289.919999999904,38827.840000000004,76478.83999999998,17326.84,26913.14,26476.66,31183.7,27866.799999999992,27975.56,29038.54,24156.800000000032,29772.839999999997,29700.6
13,35841.6,32387.640000000003,38548.6,34322.16,49316.03999999993,52064.44,34434.04,34028.04,34193.96,38928.0,27219.2,13783.96,26101.56,25430.2,25901.32,15682.2,28454.039999999994,19891.919999999995,27020.039999999997,26943.799999999996,76245.92,108976.20000000013,56890.72,54627.68,58287.6,56866.76,56168.04,56739.48,57361.99999999999,105562.44,32282.48,28176.12,27951.239999999998,32531.600000000002,30394.600000000002,30235.32,32843.159999999996,26980.600000000002,33046.88,30140.400000000005
14,40606.12,34017.92,41902.200000000004,36913.44000000003,60349.799999999974,54022.44,35861.96,40948.119999999995,37388.89999999998,53835.0,29285.399999999998,27003.56,25284.960000000006,27109.6,25650.119999999984,20617.800000000007,34103.56,25962.36,25629.239999999998,25438.7,111771.95999999996,121458.97999999997,57546.87999999999,74164.64,92046.59999999999,57971.88,58376.42,57102.54,59227.68,120442.29999999999,33038.96,30275.88,30103.66,34437.1,29895.200000000004,29135.44,33450.41999999999,26258.600000000002,35930.92,31590.2
15,49909.19999999999,40443.23999999999,43618.00000000003,51750.96,76278.72,69449.59999999999,51833.92,51175.56,51843.08,53202.0,28254.799999999996,25688.08,27242.72,29274.8,29227.84,32594.600000000006,33685.72,25020.559999999998,27144.04,27053.8,127942.28,174282.24000000002,103685.08,77231.24,94528.2,94043.72,105626.64,80509.16,59188.88000000003,182323.48000000004,34504.96,29877.36,31850.12,50746.2,31398.8,30846.04,34566.44,28135.2,34144.92,33058.200000000004
16,54093.600000000006,51951.4,60553.5,52347.6,80326.4,100206.1,52659.0,52637.00000000001,54799.299999999996,70013.0,29668.0,27412.399999999998,29331.7,29004.0,29131.399999999998,35384.0,48429.79999999999,27045.8,27906.400000000012,29195.0,134330.0000000001,198431.99999999997,105776.6,86246.59999999999,109019.0,92667.2,120366.3,99427.19999999997,105221.4,242409.39999999985,34498.400000000016,28600.200000000004,31438.3,51310.5,33120.0,32539.600000000002,35860.6,30230.5,36188.2,34948.0
17,70386.03999999998,54399.04,59597.000000000015,67394.92000000003,95582.15999999995,98875.44,53298.96,71790.80000000002,71846.92,99525.0,33671.6,29571.36,28445.44,27729.4,28111.68,33828.799999999996,51185.12,29107.920000000002,29100.04,28761.8,192102.68,222875.0,121798.56,103160.08,138887.99999999997,109679.79999999999,121831.03999999996,105861.43999999997,103467.76,306306.36,37433.16000000001,30602.559999999994,32705.28,66221.79999999997,34464.799999999996,34663.76,37939.64,29754.200000000008,38054.08,51492.600000000006
18,97691.96,58945.43999999996,60918.6,91595.79999999999,115532.52,114563.46,73096.72,99579.16,71169.28,99503.0,33697.2,29169.74,27684.719999999998,29423.4,27330.84,35462.7,51351.68,28693.679999999997,28108.84,27871.199999999997,245553.1599999998,276162.04000000004,123847.4,112820.88,168491.99999999983,130790.91999999988,153576.19999999998,118980.78,118313.24,374157.88,37498.88,32392.18,37335.56,81398.0,39549.599999999984,37559.08,37527.24,31432.100000000002,37765.83999999999,50241.799999999996
19,117003.04000000001,72782.76,78452.79999999999,100000.64,113799.79999999999,129048.52000000002,100346.88,98831.64,80161.6,114761.0,36267.4,28474.04,31748.64,31588.600000000002,29366.079999999998,37604.8,51481.19999999999,30942.76,27439.64,29428.6,302188.9600000001,350110.83999999997,166853.68,124286.20000000001,206163.8,162858.39999999997,191176.83999999997,137523.76,123168.79999999999,396176.56,37665.68000000001,34507.72,51267.76,125292.8,50846.8,53676.68,36401.04,33190.4,38974.28,51603.2
20,114760.44,81528.04000000002,105401.4,98052.04,125092.91999999988,181518.87999999983,98513.24,113983.20000000001,102901.19999999992,133643.0,50781.000000000015,30218.46,33356.48,33749.0,33643.64,37295.799999999996,86957.76000000001,29985.239999999998,29268.36,31569.8,340230.76,391952.6,195319.8,167911.19999999998,259569.19999999992,192607.72,258441.94,192091.19999999998,168299.28000000003,399138.80000000005,40600.44000000001,40304.119999999995,50545.22,125623.9,49647.2,52859.36,38464.54,32897.4,40729.72,53668.4
21,124916.79999999997,98979.8,106526.0,114947.79999999999,160493.80000000002,213969.40000000008,114236.60000000006,130088.20000000013,120202.40000000001,171758.0,51963.0,30145.200000000008,33715.6,37836.0,33523.2,35983.0,118209.40000000007,31690.6,31774.200000000008,33711.0,388749.0,401567.8,213595.99999999997,209674.79999999973,306829.0,224061.19999999998,324412.39999999997,236477.19999999992,211570.19999999995,426624.4,40492.8,49874.999999999985,51406.600000000006,144468.0,67244.0,61158.4,45942.99999999999,37632.0,42420.6,55709.0
22,134246.76,114102.2,122884.50000000001,121817.1599999999,197583.47999999998,278176.91999999987,120304.76,175329.52,134928.4,227553.0,51067.4,31784.14,49583.17999999999,47075.799999999996,37386.119999999995,37963.1,123601.81999999999,33582.08000000002,33528.2,34509.50000000001,407299.2,425059.89999999997,275717.12000000005,244943.2799999998,372696.0,258539.79999999996,352141.24,283472.48000000004,280563.56,437916.77999999997,45304.2,50128.86,54416.60000000001,176642.7,77176.99999999997,68257.08,59427.86,51107.4,51473.03999999994,54892.6
23,162418.83999999997,130915.40000000001,151078.2,158355.68000000002,221405.19999999998,319367.4400000002,136296.2,235969.84000000005,171719.76,260220.0,68915.00000000004,33836.48,50896.8,49780.600000000006,49535.6,39826.2,135599.64000000013,34164.12000000003,33169.12,45414.000000000044,416655.0,436634.24,308519.92000000004,295816.12,395758.2,315859.0,398043.96,350023.67999999993,325430.56,447249.04,56470.640000000014,51326.52,65967.20000000001,180122.4,97101.79999999999,90272.35999999997,59402.52,50104.4,60506.44,65544.99999999997
24,196952.12,170088.91999999998,172178.40000000008,197217.12000000002,244852.63999999996,395382.77999999997,217175.80000000005,274391.24000000005,187193.1,321053.0,78370.0,41409.4,52568.420000000006,49496.999999999985,50694.92,41951.5,149873.55999999985,50120.67999999999,46192.0,49051.000000000015,436882.64,440408.66000000003,349437.1600000001,337123.92,394103.0,347606.4,400927.52,392681.28,379127.64,451113.98,58192.48,53256.16,74651.74,185356.5,98475.2,117999.31999999992,58380.62,51367.00000000001,60573.159999999996,75553.8
25,260367.15999999977,193826.8,236799.60000000003,212197.19999999998,298263.39999999997,474390.55999999976,250393.52,336210.04,202319.59999999998,394146.0,89548.00000000004,51709.64,54345.59999999999,51523.2,51342.76,46274.60000000003,176112.6,52951.399999999994,51454.24,51647.2,444892.4,445227.4,379503.92000000004,374405.19999999995,423769.99999999994,392937.36,424368.7599999999,395569.72000000003,399025.52,520298.68,60444.96,68269.48,77483.64,210047.5999999999,98971.5999999999,147780.43999999997,60857.44,52097.8,59585.08,78038.8
26,309805.0,245777.0,263610.0,258462.0,337502.9999999998,536910.0,309765.0,386497.0,241081.0,435467.0,108946.0,51435.0,61923.0,55814.0,55914.999999999935,58032.49999999999,186264.0,70141.0,51750.0,51077.0,454591.0,507670.0,397268.0,399168.99999999994,424386.0,403566.0,430480.99999999994,405340.5,403776.0,545824.0,71003.0,70361.5,81542.0,224805.0,119320.0,179522.0,83671.5,74739.5,74773.0,89055.0
27,370252.87999999995,300914.8000000001,332201.0,305498.2,374480.7199999999,616987.08,365041.8400000001,411675.83999999997,286104.08,479655.0,117173.59999999999,51663.36,71486.40000000001,64365.99999999999,70831.79999999997,59260.399999999994,183517.32,69094.08,51162.95999999999,52016.80000000002,543643.2,537045.48,409268.64,413611.6399999998,424789.6,422266.32,435778.5999999999,424240.2,423237.60000000003,642157.76,79473.72,88193.15999999992,119883.08000000003,239915.99999999997,139666.6,180861.68,90354.51999999993,84932.40000000002,85921.4,102430.39999999995
28,417588.28,349944.5199999998,379363.00000000006,365432.2000000003,431484.55999999994,665451.74,401770.2,458695.0000000002,325083.8,521753.0,123871.6,51243.74,72861.14,69713.99999999999,80436.59999999998,59730.3,185314.30000000002,80266.84,51469.520000000004,86435.20000000006,572212.1199999996,541495.9400000001,425748.44,425151.60000000003,440728.4,428778.84,444187.92000000004,426543.62,432951.88,757684.9600000004,90922.36,116206.97999999984,123174.56,252824.59999999998,178830.0,178510.36,115526.86,115771.60000000003,117168.79999999997,109819.2
29,489674.75999999995,403996.6,432666.4000000001,413816.2,502899.56,735234.5599999998,417247.64,492164.8400000002,377242.07999999996,591257.0,128094.00000000003,68874.55999999995,85843.52000000018,93172.60000000006,89411.19999999998,59382.4,186302.63999999998,105394.28,69546.56000000016,91476.2,678410.7199999999,639534.0,437564.60000000003,432874.76,451162.0,435579.76,514170.16000000003,435116.95999999996,440123.04000000004,877338.6,89751.52000000005,129006.64000000001,127257.80000000002,257297.4,182153.19999999998,183001.87999999998,134199.24,125622.2,132228.72,115616.19999999987
30,528184.76,433603.28,464447.9000000003,441059.2,571181.9599999998,775729.86,459326.4,557223.5600000003,452119.08,651935.0,162737.19999999998,93401.76000000002,113641.2799999999,124888.4,105255.92000000003,78076.00000000004,187101.0,134443.80000000002,99015.48,123036.1,825220.2400000003,724318.5599999998,442014.56,438025.88,514885.79999999923,440150.19999999995,538275.88,444812.58,444229.68,1010670.5999999999,128099.83999999998,146332.64,165541.59999999998,275746.8,184024.99999999997,188619.36000000002,149047.56,124993.2,131475.32,128504.8
31,589169.0,471342.0000000002,528039.0,456039.00000000006,619138.9999999999,845317.2,525918.0000000001,587741.0,479738.8,718456.0,177315.0,124580.6,124583.4,124790.0,123890.6,98529.0,193011.19999999998,138849.8,124665.6,122056.0,981067.8000000002,830551.7999999999,444216.39999999997,440647.0,579408.0,475654.7999999999,538935.0,502802.7999999998,516583.5999999998,1127528.0,149453.40000000017,153818.8,180242.6,280299.0,202317.0,203507.79999999996,162912.39999999985,127011.0,171313.0,154193.0
32,634270.84,530289.16,590817.5,494714.12,681753.64,881641.08,561853.6799999999,614701.52,540546.0,776079.0,180399.0,123990.14,128758.94,127499.8,123204.28,131856.00000000006,194777.86000000002,139820.36,126177.07999999997,124010.70000000007,1104736.36,961021.7200000001,514174.35999999987,448082.2,692491.6,516512.24,593640.4,535958.26,538801.56,1241093.28,164536.87999999998,170830.80000000002,179075.86000000002,279896.1,221150.6,229791.84,186849.30000000002,155677.20000000027,188012.4,180869.59999999998
33,686776.5999999999,572487.24,648346.4000000001,539648.3200000001,752981.5199999997,890601.0,614322.1600000003,676747.92,603091.4,805925.0,187146.80000000002,123820.44,134663.28,133617.2,127782.59999999998,131841.19999999998,196953.64,142216.92,140534.76,161484.60000000006,1213481.32,1081540.52,528840.7200000001,506673.8,794419.3999999999,536152.76,702991.6799999997,537733.92,540311.96,1354120.44,188406.04,179124.96,184892.2,280492.8,249284.19999999992,243750.2799999999,190252.76,176856.6,189132.12,185824.4
34,756272.04,631692.4,658162.5999999999,604651.0800000001,795887.5999999993,900928.4,676849.16,706419.72,652376.3799999999,857418.0,184111.59999999998,145120.86,135593.94,145827.4,138124.67999999982,131439.9,247660.32000000004,177016.28,144172.08000000013,174631.5,1295444.8,1197986.4799999995,536366.76,516397.92,907821.7999999999,542794.6799999999,784823.3199999995,581646.7,543776.08,1472510.04,187855.75999999998,182596.83999999997,192488.80000000002,282128.0,263913.20000000007,259231.0,195598.08000000002,178002.4,189781.36,188970.6
35,838140.7999999999,681955.8399999997,714607.0000000002,674946.08,861986.1199999996,908212.44,719810.4400000001,716007.92,696155.36,880924.0,185694.4,174193.72,177249.12,174188.8,176097.19999999998,159949.40000000005,254153.08,175629.28,172746.76,177046.2,1408047.24,1340611.6,542277.48,520833.76,1000375.3999999996,609092.3599999999,867204.4799999999,673949.7599999997,557020.3200000001,1473977.72,191624.56,202109.28000000003,210412.0,288048.6,273498.0,273894.64,225621.91999999998,179771.4,204209.79999999993,186710.59999999998
36,862204.3999999999,738093.4,760449.5,682862.4,878342.3999999999,932181.2,728834.0,817024.0000000002,765316.1,891793.0,187007.0,175330.4,175284.09999999998,177981.0,177565.59999999998,182460.5,259048.6000000001,174661.0,174914.8,183004.5,1473158.4,1458412.2,600905.2000000002,549969.9999999998,1114712.0,676523.5999999999,970594.0999999997,739171.3999999997,639978.0000000001,1481560.6,210572.8000000001,219225.0,221226.4,301118.0,272061.0,272374.0,233408.2,182516.5,228834.6,197070.0
37,884036.6799999999,780649.68,785113.2000000001,733873.5199999999,887426.6,934845.76,788539.6000000001,841648.36,816429.3600000001,896750.0,187484.4,181302.0,178100.4,183601.99999999997,178682.8,185337.0,268629.8,180908.84000000003,179531.2,185578.19999999998,1481147.08,1470735.6400000001,682151.6799999999,598210.9199999998,1212450.5999999999,748894.1599999999,1065279.92,833027.84,745327.9199999999,1503064.6,212927.24000000002,240922.15999999992,235174.19999999995,337767.0,274645.8,277085.32,263465.36,190095.00000000003,242570.55999999994,222881.9999999999
38,897115.08,831441.7999999997,833697.4000000001,806325.2799999999,896110.1599999999,939887.7200000001,831100.5199999999,877855.6000000001,860427.2200000001,910346.0,187912.6,185425.92,185430.74,186341.2,186795.27999999997,191428.00000000003,269660.92,184014.72,184065.72000000003,184052.4,1483066.4,1527176.4600000002,766642.3200000001,674308.8799999994,1327688.7999999996,831437.5599999996,1148003.0,930923.7599999999,858480.7599999997,1533276.3199999998,237024.40000000005,268737.26000000007,260794.66,366231.2,278387.2,278286.12,280339.58,200575.40000000002,268648.44,263779.0
39,898226.76,877991.76,887189.8,846610.32,907385.12,942918.52,869299.28,901179.4,877594.7599999997,932379.0,194100.0,185068.56,185155.88,185593.6,184500.48,195347.8,271530.44,184070.44,186527.68,184636.0,1516741.32,1551685.16,837553.2399999998,750194.7599999999,1448821.1999999997,917510.44,1229773.2799999998,1010073.72,949290.2400000003,1559837.56,247035.6,271618.68,271721.36,367899.4,281121.6,279673.76,283118.0,225806.59999999998,279069.36,272060.60000000003
40,918952.52,887902.8,893370.8,862438.04,924841.12,962603.46,886596.72,905756.36,886814.02,933920.0,193544.4,183851.64,184174.86000000002,184667.8,184925.91999999998,192248.69999999998,274910.22,184593.28000000003,185409.52,186906.7,1560073.24,1555337.5999999999,914045.76,812245.7999999993,1476112.4000000001,1003135.7999999998,1304452.5199999993,1111168.9599999995,1073062.6,1561140.58,263408.48000000004,274306.0,275639.26,368293.19999999995,279763.6,289660.6,280704.06,236386.00000000017,282888.44,277276.39999999997
41,931935.4,893285.2,908321.0,887132.4,935140.0,988133.4,887459.2,923636.6,893229.6,934483.0,195009.0,185065.0,185586.0,186104.0,186182.0,194174.0,277095.2,185587.0,184189.8,186694.0,1562584.4,1558504.2,1003150.9999999999,874745.7999999999,1477140.0,1128841.1999999995,1434904.2,1219740.5999999999,1156266.5999999999,1564906.6,265071.2,272529.0,272350.0,371005.0,303247.0,311126.8,282992.0,261264.0,280444.0,280676.0
42,952263.48,901561.28,916469.0000000001,892300.8,934639.1599999999,1024999.5199999999,898619.6,933995.0,899753.28,941166.0,195926.6,187770.53999999998,186830.38,186129.0,186999.84000000003,194135.5,279194.4,186967.72000000003,184775.08,187039.3,1568766.84,1562962.5,1082033.2,937784.64,1481053.4,1244075.6799999997,1472541.34,1320868.78,1228281.6400000001,1628680.6800000004,275619.0,275578.88,276948.0,373798.80000000005,330446.5999999999,345776.63999999996,286291.58,271586.39999999997,283111.83999999997,279998.6
43,996338.44,908596.04,933515.4,901522.76,942030.68,1031281.9199999999,904707.68,933537.0,908469.7999999999,961550.0,194372.19999999998,187338.52,186547.44,187406.6,187344.96,194294.0,281220.04,186550.24000000002,186947.68,190046.2,1571307.08,1611634.4399999997,1183018.3200000005,995359.6799999999,1521731.9999999998,1350408.44,1491934.32,1399727.48,1303601.0,1653677.44,281372.0,280592.39999999997,277895.64,375978.6,359434.0,359352.28,288073.83999999997,274611.0,286711.24,284600.2
44,1014752.84,925492.8,942507.8,906451.36,942077.64,1039201.2,920591.4800000006,936700.52,928338.16,1008787.0,212340.60000000006,187303.0,187898.72,191007.2,188559.11999999997,196211.19999999998,281815.16,189256.00000000003,185473.0,194364.6,1574188.6,1615279.02,1277554.16,1024524.3999999999,1559321.8,1452501.7599999993,1502760.94,1471086.74,1381036.96,1657616.46,278633.16000000003,278785.48000000004,279606.26,382160.0,359539.8,359008.4,297959.6,273034.9,285119.48000000004,282560.39999999997
45,1017153.72,932384.16,943865.6,935106.76,977841.5199999999,1043954.68,931835.24,942832.6799999999,935529.3200000001,1025190.0,218763.4,190088.32,191842.08,193514.4,193929.28,198138.4,283158.12,190146.44,185972.04,194196.6,1604160.7999999998,1616084.68,1365448.8,1047864.3599999999,1560985.8,1472215.24,1531058.44,1493389.4000000001,1475241.48,1700116.7999999998,281677.48,296037.04,283318.4,382482.2,361009.8,364538.12,338032.16,272858.60000000003,299529.16000000003,298474.99999999965
46,1017271.8,936379.2,949458.5,935433.8,1024474.2,1043824.2,936889.2000000001,953192.6,937310.1,1027099.0,235734.0000000001,194907.4,194544.3,192601.0,193761.2,203243.49999999997,284260.99999999994,192620.2,188395.2,193920.0,1615426.2,1663650.2,1471328.5999999999,1128715.0,1562696.0,1472242.2,1558742.7,1500564.7,1475385.6,1708010.9,285936.4,313963.0,286432.7,384348.5,362200.0,377461.80000000005,367138.5,277747.0,320799.1999999999,312203.9999999999
47,1020511.36,939984.3600000001,970840.4,934730.4400000001,1027010.52,1046526.24,938761.76,993129.0800000001,939420.0,1034904.0,258374.2,194169.75999999998,195274.84,193008.4,193294.6,202280.0,288376.44,194557.31999999998,192109.32,211934.20000000004,1644989.92,1664420.72,1481071.8000000003,1230809.8399999999,1603688.1999999997,1492034.0399999998,1559545.52,1516219.08,1480501.76,1713509.8,284403.27999999997,343989.39999999985,287595.72,395537.0,368984.8,379389.32,366688.88,280617.39999999997,362451.76,351660.99999999953
48,1026566.08,941777.44,999524.6000000001,939580.0800000001,1030501.52,1048685.8,942297.52,1025264.6,945924.12,1045566.0,262020.8,206292.96000000002,193789.44000000003,201864.0,198431.3599999999,212012.00000000003,289117.36,205693.08000000005,192446.72,237171.7,1668129.4800000002,1673828.56,1521910.92,1330347.279999999,1651537.2,1535320.9199999997,1564544.98,1538334.02,1499576.32,1721474.24,286034.32,358540.1,287144.16000000003,396940.9,379840.6,379426.48,368324.02,279543.7,367650.43999999994,367385.39999999997
49,1029304.6,976710.1999999998,1033517.6,961857.24,1034936.4400000001,1050950.16,950722.6800000002,1027244.12,968802.52,1046849.0,261347.19999999998,223853.75999999998,222873.91999999995,211251.99999999994,218722.63999999984,222013.80000000002,288999.76,226232.91999999998,205160.80000000005,247604.0000000001,1712383.68,1677993.96,1551957.08,1433296.5999999994,1655274.0,1550665.16,1637714.04,1559312.88,1545966.0400000005,1736091.84,310931.16000000003,358429.52,301392.6400000001,396954.4,379816.6,379545.32,369334.4,278583.4,367637.16,367953.60000000003
50,1032560.52,1009143.88,1035338.6,983982.6,1041121.2,1050892.08,977987.8400000002,1031385.68,1004619.4799999997,1050327.0,267309.0,248715.67999999996,234083.12,235290.99999999983,235500.83999999994,242466.80000000002,289051.12,243897.91999999998,223698.32000000012,252519.80000000002,1714348.84,1677945.48,1552888.4400000002,1529280.7599999998,1664835.2,1554423.24,1652702.38,1560319.56,1559631.72,1735909.92,339761.56000000046,360100.46,327640.06,396860.8,379754.2,379412.84,374090.48,290915.80000000005,373818.39999999997,369576.6
51,127,112,128,113,134,148,114,122,112,136,114,95,94,95,95,101,145,91,94,101,182,191,133,126,163,136,155,144,144,192,108,103,108,152,118,121,118,97,117,115
52,255,236,267,249,280,273,260,250,259,264,156,128,137,145,137,144,186,123,124,134,406,410,325,326,347,336,334,303,310,387,160,160,171,213,172,171,159,138,169,165
53,48720,44616,48669,45791,49734,51570,45342,46953,41975,50846,39810,34682,34678,34951,34989,36020,44536,32325,35134,35900,68159,66281,50573,47246,58710,52679,57366,52735,53260,64500,38633,37835,37987,45859,37699,40458,40619,35771,40808,38743
54,1082879,1070201,1090250,1071079,1101341,1102548,1071027,1088632,1072409,1103477,311945,287276,287555,287828,287567,297393,336554,286705,287111,289841,1788966,1744274,1605766,1600833,1723167,1612147,1722393,1615001,1615015,1800612,404141,399083,404653,442847,417554,420011,427861,354767,424856,407400
