index,26_1_www.ebay.com,26_2_www.ebay.com,26_3_www.ebay.com,26_4_www.ebay.com,26_5_www.ebay.com,26_6_www.ebay.com,26_7_www.ebay.com,26_8_www.ebay.com,26_9_www.ebay.com,26_10_www.ebay.com,27_1_www.ebay.com,27_2_www.ebay.com,27_3_www.ebay.com,27_4_www.ebay.com,27_5_www.ebay.com,27_6_www.ebay.com,27_7_www.ebay.com,27_8_www.ebay.com,27_9_www.ebay.com,27_10_www.ebay.com,28_1_www.ebay.com,28_2_www.ebay.com,28_3_www.ebay.com,28_4_www.ebay.com,28_5_www.ebay.com,28_6_www.ebay.com,28_7_www.ebay.com,28_8_www.ebay.com,28_9_www.ebay.com,28_10_www.ebay.com,29_1_www.ebay.com,29_2_www.ebay.com,29_3_www.ebay.com,29_4_www.ebay.com,29_5_www.ebay.com,29_6_www.ebay.com,29_7_www.ebay.com,29_8_www.ebay.com,29_9_www.ebay.com,29_10_www.ebay.com
11,31446.999999999978,125154.0,62505.0,18720.0,105281.00000000001,89797.0,112119.2,58321.00000000001,125494.99999999997,42799.0,52530.4,69604.4,70021.59999999999,58167.0,49224.4,51029.0,76148.8,50596.799999999996,46623.8,69099.4,70458.40000000001,53825.0,31143.800000000003,46602.4,81748.8,55399.80000000003,62177.0,54610.0,73107.59999999989,49980.2,45244.8,1235.8000000000002,2345.3999999999996,6043.599999999999,680.1999999999985,2875.0,4456.0,680.1999999999985,2448.6,6027.0
12,37265.880000000005,211586.1,85443.0,27717.600000000002,145826.52,107071.80000000002,206262.68,88577.84,217683.52,49300.6,59009.92,69411.52,78365.12,65596.4,48624.020000000004,64108.86,81093.92000000001,56049.62,56965.939999999995,70689.48000000001,93591.44,61599.200000000004,30981.35999999998,59147.68,87045.88,60240.32,71671.3,58663.200000000004,106223.92,55576.66,43878.56,875.9599999999971,3662.2800000000043,5943.54,2447.12,2709.4000000000005,4598.2,2447.12,2552.5600000000004,6492.200000000002
13,47541.27999999999,260601.19999999992,124514.0,31104.2,159238.68,144269.92,264875.6,90176.68000000001,302692.72000000003,86099.2,69889.52,69584.56,82723.04,70789.2,60116.28,65273.43999999999,86624.36,64465.32,60132.52,70456.92000000001,101526.44,68547.59999999999,37630.12,61314.92,135763.16,80307.27999999997,75767.8,65851.40000000001,110270.48000000001,70981.04,45019.56,3057.48,4457.56,6694.08,2193.16,2635.2,4402.599999999999,2193.16,4512.88,6608.640000000001
14,78145.51999999992,323094.0,185124.0,53345.20000000004,309860.4399999999,221386.09999999998,323785.96,126618.35999999999,314950.16,89332.99999999997,74465.31999999999,81608.44,86178.68000000001,78787.6,64298.04,75282.86,138018.7600000006,74910.15999999997,65406.94,76125.02,103517.56,76907.6,42123.88,81517.08,141436.76,88395.71999999997,120346.59999999999,80631.4,129032.90000000001,74244.66,51349.36,3032.48,4401.06,6386.42,2305.34,2284.7999999999997,4421.6,2305.34,4593.28,7248.679999999993
15,85468.68,334036.99999999953,208088.0,73632.99999999994,402466.11999999976,261694.24,325802.4,160252.71999999997,325474.12,99145.6,81511.04,82329.84000000001,134889.52,81181.8,68775.44,78336.31999999996,270278.6,79733.28,74187.32,82855.64,125054.71999999997,77495.20000000008,44162.55999999999,85777.96,150810.48,96834.59999999993,124654.2,97546.20000000007,132621.52,116039.48,57330.32,2836.7599999999998,4552.72,8294.24,4342.079999999998,3707.599999999995,4452.200000000001,4342.079999999998,4347.64,8217.76
16,85324.2,415303.99999999994,267062.0,85223.0,420609.9999999998,272644.39999999997,394930.4,229159.4,373189.80000000005,99793.0,82831.4,86315.6,251688.79999999993,83859.0,74464.40000000001,83467.3,402391.80000000016,84510.79999999996,76903.80000000003,87068.9,129257.40000000001,105308.0,48107.200000000004,123433.1,221435.0,128291.4,128098.5,129861.5,150773.69999999992,118109.6,57625.200000000004,2537.2000000000007,5469.999999999998,8139.1,4471.300000000001,4540.0,6091.0,4471.300000000001,4421.6,8037.599999999999
17,105942.12000000001,459657.79999999993,315271.0,91226.40000000002,539341.84,324344.2,441751.8,232831.23999999987,440270.75999999995,123969.79999999999,86407.8,120336.27999999993,328180.24,84989.2,79158.84,92925.76,526680.52,90331.8,87350.04,100315.64,176470.3199999999,126339.00000000003,51414.840000000004,125698.96,277570.39999999997,134384.44,131103.8,133060.4,186221.59999999983,128635.12,71720.76,3393.759999999999,7067.72,8909.44,4367.88,4650.599999999999,7040.2,4367.88,4556.36,9954.36
18,124162.92,530362.7999999999,315799.0,98576.2,542456.44,329739.86,534033.72,321083.16,532872.36,150176.8,166050.28,196922.44,437605.9600000004,123626.60000000037,82782.28,101521.92,535320.2000000001,102206.64000000001,86488.7,190377.72000000006,253659.55999999985,128519.0,56282.43999999998,129635.72,393626.79999999993,134381.2,140799.0,136682.1,306187.32,137784.94000000003,75884.24,4783.32,6831.539999999999,8574.78,4481.74,4514.800000000001,6722.4,4481.74,4370.72,9766.28
19,176371.84,534906.2,320908.0,131226.0000000001,544417.32,413426.68,540918.56,355164.9199999998,537569.64,180705.59999999977,268575.24,324725.4400000002,531619.24,161394.4,85497.87999999999,141636.8,556292.1599999999,103086.52,143647.0800000001,308609.60000000003,414821.12,198775.2,68623.08,151429.07999999996,478670.16000000003,146965.4,144223.6,153289.4000000001,396472.7999999997,146407.44,82118.16000000006,4563.12,6563.44,10264.080000000005,4258.160000000001,4452.200000000001,6786.799999999999,4258.160000000001,3738.600000000004,10079.76
20,213250.72,540664.0,358358.0,151102.19999999998,552164.8,456636.71999999974,542466.4800000001,412313.66,540074.52,243361.2,389816.2000000001,472609.52000000025,546908.2,160608.8,95452.80000000003,189484.62,603457.6000000001,115262.91999999995,280431.16,414585.63999999996,552471.44,262851.19999999995,66749.64,170691.24000000034,555764.72,162382.35999999996,148884.6,153776.4,445784.2399999999,145816.22,164715.0800000001,4678.46,7082.54,10259.66,6049.599999999993,5262.999999999995,7257.200000000003,6049.599999999993,6967.800000000001,10192.76
21,222608.6,542997.0,405508.0,207022.0,570907.2000000003,538810.2,549153.0,477771.8000000001,542988.2,280485.0,521383.60000000027,529954.0,561078.4000000001,211449.0,96887.8,226374.2000000003,653935.4,181220.79999999987,415208.4,514018.19999999995,556207.9999999999,371195.0,93659.19999999994,225983.2,586135.4,179221.2,148414.0,190722.0,540174.4,158828.20000000004,259481.80000000008,4682.200000000001,7920.4000000000015,10051.800000000001,7074.6,7109.0,8484.0,7074.6,8755.800000000003,12137.199999999999
22,259885.72,550672.1,439331.0,234163.0,614443.08,541997.98,552202.72,530052.8,550003.64,338364.2,534086.16,539052.16,608860.44,259223.8,100718.76,353816.3999999996,682883.4,252797.40000000002,520494.7,526058.92,560598.92,485748.4000000002,109672.95999999999,245864.12000000008,603117.4,220521.79999999996,236513.99999999994,274899.60000000015,591032.74,170601.6,307982.88,5617.200000000001,8423.58,9454.02,6934.44,6979.8,8495.800000000001,6934.44,9192.6,11999.64
23,307496.4,558850.0,518841.0,277937.2,620893.2,542118.36,602680.9199999999,533139.24,559939.24,339341.6,548584.08,557053.28,649684.2,346381.8,105996.2399999999,497197.19999999995,689807.68,295932.8,528315.5599999999,552732.96,589844.2799999997,581050.0,111440.87999999995,312553.2,612631.08,297792.60000000003,275785.2,372566.0000000001,607110.84,191830.16,317137.16,7328.68,8484.759999999998,10301.320000000007,6581.04,6658.200000000001,8281.599999999999,6581.04,8794.36,11866.400000000009
24,322467.39999999997,596914.7,532697.0,316865.0,657969.7999999999,545628.78,605235.2000000001,540352.7,582684.2799999999,421259.8,617663.28,566816.44,680228.96,439296.40000000055,182995.27999999997,547910.0599999999,692037.56,370302.75999999966,595435.22,565121.6000000001,601730.96,605084.0,111536.88,440730.60000000003,657860.3599999999,326140.12,283852.1,514305.0000000005,629267.1999999998,247731.75999999986,318707.44,7190.360000000001,7525.340000000001,13595.220000000001,6947.2199999999975,6876.999999999993,8354.999999999996,6947.2199999999975,8356.479999999998,14611.36
25,334148.95999999996,603886.9999999999,536916.0,334821.4,696478.4,549227.5599999999,618451.68,581061.52,611085.68,452778.4,625717.0800000001,583360.4,683512.48,504141.20000000077,217238.04,553450.88,693558.16,455823.92,615892.12,565624.2,618963.0,622111.2000000001,119210.92000000003,570690.9600000002,704357.52,368763.19999999995,325229.3999999999,603125.2,656250.5199999997,354009.52000000025,322462.88000000006,6821.84,11053.399999999998,13546.64,7165.439999999999,8193.2,11840.800000000003,7200.879999999998,8578.159999999998,14161.679999999995
26,388461.99999999953,637953.999999999,537850.0,336016.0,831648.0,554985.0,656700.0,588909.5,626006.0,522196.0,644103.0,602147.0,685937.0,588865.0,223588.0,581668.0,758078.0,466261.0,644756.0,609614.5,683197.0,629586.0,124809.0,663949.0,723443.0,428182.0,407167.0,612325.0,704083.5,405336.0,323583.0,7063.0,12936.5,13246.5,8127.5,8111.0,12196.0,8284.5,8509.0,15995.0
27,436228.48,705149.3999999997,535748.0,374044.60000000015,892481.9599999997,603017.7999999999,666274.92,591673.44,643839.2,550210.4,659151.3200000002,601719.68,688851.68,610151.0,253158.2,642896.88,760742.12,525720.16,645681.52,650327.3999999999,711567.24,632299.2,128966.44,673815.56,738889.3999999999,520651.11999999994,440026.19999999984,613962.0,722956.52,479300.76,326556.2,7305.12,12935.8,13037.84,8326.88,7986.400000000001,12792.999999999998,8337.72,8394.08,15686.039999999999
28,460026.4399999997,798219.7,541460.0,421414.0,1001687.8,610683.54,795571.92,594938.88,637387.3200000001,552651.2,676900.5599999999,603242.24,691878.96,625628.0,347430.68000000005,644451.48,783792.9600000002,571135.4199999996,652021.06,680263.14,745996.4,642092.8,129447.2,684460.3,762164.6799999999,603784.24,508487.19999999995,629166.3,735320.2199999999,556433.0599999999,332880.48,7881.000000000002,12730.759999999998,14597.120000000017,8229.740000000002,7735.8,12465.599999999999,7836.94,10483.119999999999,17505.92
29,523970.2399999999,874737.1999999989,543347.0,489473.6,1044424.8399999999,615584.32,868667.48,598081.28,718707.52,559022.0,681275.6,640645.36,742641.96,637511.8000000002,423235.60000000003,664218.2399999999,790373.36,625073.76,664025.4800000001,683501.04,746828.16,731926.4,199661.47999999995,703205.52,824921.96,643144.72,581048.5999999999,694421.6,759861.9199999999,596473.4400000002,396127.4400000003,8552.32,12271.32,14731.92,7943.16,7628.999999999991,12512.599999999999,7487.3600000000015,10256.84,17411.52
30,529982.68,927260.0,547060.0,533721.6000000001,1119528.88,619598.04,1008908.72,600751.16,757588.6,582385.2,686027.4400000001,691123.7599999997,777991.92,640520.8,504558.44,677569.5199999999,799154.04,649762.6,667096.02,685578.94,749004.4,741176.6000000002,250083.55999999985,711102.86,862432.7200000004,669171.04,659577.7999999992,731813.9,761344.28,674235.4,422162.96,8452.740000000002,12559.34,14955.74,7798.599999999999,10526.999999999989,12482.800000000001,9800.599999999999,10278.960000000001,18094.84
31,534088.6,994147.0,548755.0,543112.0,1117290.0,635373.6,1048257.6,613558.6,895144.6000000003,605461.0,687479.2,700509.8,781593.6,665685.0,549960.0,679789.3999999999,846420.0,668289.4,685730.4,687675.2,753776.8,746028.0,289020.8,716213.4,895158.8,692836.0,685771.0,734055.0,823689.4,700250.6,426703.6,8169.8,12375.2,14063.799999999994,10017.399999999994,12224.0,12180.0,12019.399999999994,10411.800000000001,17541.4
32,533896.16,1014344.9,557372.0,550732.4,1181914.04,677352.4,1134713.32,609382.54,1022357.52,605736.2000000001,695057.64,701583.28,787726.68,688299.2,581135.84,682633.46,876698.48,669563.08,687698.16,692811.46,803072.0800000001,747751.2,348285.8399999998,747643.86,901001.92,715696.2000000001,716803.5,767803.1,826600.02,719567.4,433927.28,8187.199999999996,14398.68,17004.44,10066.399999999992,12957.0,14386.8,12044.379999999997,10636.199999999999,16930.679999999997
33,542934.6399999999,1120245.2,606410.0,553690.8,1229264.04,689608.6,1133878.76,607247.48,1034446.1999999998,608952.0,715572.04,701100.68,796159.04,690463.6,615270.08,686258.32,875615.08,699519.56,690351.28,716395.24,822122.72,750544.6,425956.7199999998,749313.8,910271.56,716775.84,719218.0,769821.4,842320.2399999994,721484.4,435382.16,10344.679999999998,14110.48,16522.52,12477.359999999999,12481.000000000002,14182.4,12746.400000000001,12897.560000000001,18866.12
34,548977.3199999998,1200321.9000000001,608322.0,562715.6,1322067.2,751017.06,1207840.7200000004,687672.02,1146956.36,610112.2,721716.1200000001,706880.8,809292.44,692072.6,622712.78,745601.0,880995.04,702685.16,751357.6799999999,719521.74,827327.28,760548.2,496941.07999999996,757966.22,912683.6,730762.9599999998,753848.1,773290.3,898819.68,724472.22,437092.72,10620.599999999999,14238.460000000001,17019.66,12671.6,12375.200000000003,14155.800000000001,12618.78,12841.16,21200.72
35,578317.28,1199788.8,618702.0,598865.6,1414534.04,790823.4400000001,1266831.5200000003,743052.7199999999,1152077.16,614803.4,759634.08,728438.92,870061.68,694889.2,664638.2000000001,750915.32,890119.28,704538.88,756658.56,756467.9200000003,898518.48,815170.4,566378.76,803107.84,923855.52,749409.96,754188.8,804852.0000000001,899137.68,756767.96,446024.96,12874.16,14069.719999999998,18463.16,12541.88,11975.8,13972.599999999999,12095.44,12461.84,20973.56
36,588775.8,1277705.0,633128.0,601977.0,1418414.8,886623.7,1388462.6,890806.6999999996,1243625.7999999998,623261.0,790585.4,733774.9999999999,866354.4,723315.0,673786.8000000004,758798.8,893464.4,708220.3,761682.7,784618.8,895288.4,821408.0,579555.3999999999,819854.3,922848.4,756266.2,759273.0,837442.0,904422.3,758055.0,449878.0,12854.3,16473.200000000008,21333.999999999996,12194.1,12495.0,15933.0,12490.299999999997,12780.2,20848.600000000002
37,633382.9199999999,1347764.6,701074.0,667722.4,1421621.36,975914.4400000002,1432412.76,989035.64,1313416.52,629747.6,796965.68,795282.16,872594.28,762117.8,688235.88,764027.72,901207.12,725560.72,784650.7200000001,791809.8,899395.08,835526.0,580165.4400000001,823212.72,932181.68,758702.8,763631.2,841240.0,911129.68,821656.32,475970.56000000006,12609.759999999998,17520.84,20709.359999999997,12663.84,12191.6,15669.400000000001,12305.88,13208.880000000005,24410.84
38,671978.48,1347166.1,764969.0,698756.6,1423034.84,1025993.62,1433476.36,1076594.46,1408835.68,640288.0,802383.72,800886.48,880802.04,764330.2000000001,691413.38,784188.14,904411.04,791950.36,787035.54,796995.4,907398.44,893127.2,607683.9199999997,893278.58,942647.8,796049.4800000007,826572.2999999998,913128.7,920509.96,825611.32,493100.32,12448.759999999998,16979.98,20968.400000000005,12415.46,11945.400000000001,15748.400000000001,12186.720000000001,14398.08,24306.839999999997
39,697943.0799999998,1349942.2,809949.0,713929.8,1464492.24,1067342.5199999993,1444453.24,1087346.52,1420653.68,660868.0000000001,857176.8800000004,805761.4400000001,884063.8,785860.3999999999,694152.76,788532.48,907460.84,792175.04,799165.2000000001,801380.68,909795.36,890646.6,613672.52,890237.5599999999,971152.5599999999,824526.3999999999,828529.8,910012.6,924310.1999999998,853961.6799999998,496856.2,12762.36,17736.8,22736.960000000006,12094.280000000002,14120.2,15655.399999999998,14186.359999999986,14321.08,26141.08000000001
40,704072.2,1356068.9,894267.0,714175.4,1466338.4,1174156.68,1446590.72,1086810.36,1432477.28,725858.3999999997,872596.08,811543.84,891228.24,792522.8,714400.8600000001,858872.78,915138.12,795666.22,862747.08,816098.24,913215.64,897115.2000000001,657105.2799999996,892909.34,1000857.72,831487.96,841643.8999999999,912781.3,933673.36,895192.16,510469.88,12677.06,17217.58,22915.260000000002,14316.880000000001,14108.4,17796.800000000007,14112.94,15671.800000000007,27244.84
41,703053.4,1357604.0,921439.0,715567.0,1543926.2,1198107.0,1468902.5999999999,1089144.4,1435279.6,757199.0,874829.4000000003,883798.8,896694.2000000001,798180.0,716081.7999999999,856402.8,934345.6000000001,801811.2,865465.8,880399.3999999998,918340.2,905161.0,679296.6,897557.3999999999,1001921.4,841317.2000000002,903371.0,918999.0,939253.9999999999,896151.8,516402.4,13207.399999999996,17346.200000000008,23538.400000000012,14081.400000000001,13903.0,19036.0,14029.199999999999,17840.999999999996,27323.00000000001
42,756105.3999999999,1374351.5999999999,993051.0,717344.4,1545354.52,1268185.66,1489580.48,1148843.2399999993,1441011.32,833935.6,886864.44,881124.12,900084.24,808800.4000000001,722002.34,856438.62,975506.92,807208.48,862857.14,882954.62,925863.08,905775.7999999999,684437.96,903167.46,1003633.52,904805.5599999999,900853.9,923178.1,944006.38,897290.04,522084.48,14503.36,19086.48,24591.74,14130.38,14018.4,18543.4,14144.02,17707.08,29839.199999999997
43,823137.96,1440229.0,995731.0,732631.8000000002,1610298.96,1279541.28,1508676.04,1224187.9600000002,1449891.36,888844.9999999999,886658.68,881535.96,903052.84,867753.0,782524.32,863623.56,1038933.36,822239.6000000002,864019.76,885381.7199999999,929541.44,908004.4,687829.68,904521.52,1012261.84,901907.04,904712.3999999999,926431.6,956714.76,903718.44,526229.48,14281.28,18908.04,24810.52,14250.24,13641.800000000001,19279.799999999996,13870.039999999999,17646.239999999994,31716.36
44,835915.64,1464393.2,998924.0,845973.1999999998,1613663.32,1334046.72,1506641.76,1291555.5199999993,1495284.44,986450.3999999994,896981.92,889801.24,917309.84,864718.8,786393.6000000001,867392.46,1069692.16,863419.12,872813.3600000001,888722.78,931879.0399999999,911371.0,688426.72,913980.6,1015105.44,904418.48,912670.6,932302.3,963286.34,907865.54,528960.72,14396.62,21351.760000000028,27034.280000000017,13868.19999999999,15998.799999999992,28423.00000000001,15864.43999999999,18101.35999999999,31421.64
45,862369.04,1462566.4,1064726.0,954065.6000000007,1619558.24,1428676.2000000002,1584210.08,1396881.12,1493633.48,1024535.8,895848.72,894214.7199999999,950424.4,866373.2,791959.8,869066.72,1074716.04,901816.36,876322.72,893928.0399999999,943633.68,917443.0000000001,691926.4400000001,927036.56,1018898.6,915377.3600000001,912835.2,945754.8,1009318.1999999996,909415.08,530131.72,14375.640000000003,26338.720000000034,27917.839999999997,16761.519999999993,17374.000000000004,31456.2,17556.8,26397.04,31437.319999999996
46,888501.5999999999,1536658.5,1075097.0,967472.0,1623972.6,1445120.1,1596568.2000000004,1398074.1,1568365.4,1079482.0,902979.2,898070.2,970479.8,873626.0,797416.0000000001,875500.5,1081319.8,943569.1,880604.9,899810.5000000001,974593.4,924198.0,701520.9999999999,925544.5,1034586.0,915085.2,917520.5,944647.5,1016791.7999999999,915795.6,531303.2,15415.000000000005,28831.6,28229.9,17482.0,17311.0,30990.0,17445.7,27742.8,33291.600000000006
47,923874.48,1540517.4,1075408.0,1007343.6,1627213.16,1447766.56,1647303.72,1398013.24,1576643.16,1112362.6,904336.88,901984.28,975821.2000000001,878108.2,866428.24,881529.76,1084184.36,941332.76,882568.4,902680.5599999999,998134.24,927360.8,707886.0399999999,930600.04,1037284.08,916378.7999999999,920855.2,949309.2,1021661.88,918963.52,530347.4,17955.600000000002,28831.12,31065.760000000002,17294.760000000006,17099.59999999999,34464.799999999996,17143.43999999999,27531.679999999997,33274.56
48,975134.08,1570907.0,1141977.0,1005060.4,1646723.36,1454530.42,1646359.52,1404394.06,1605956.6799999995,1139107.2,908554.36,906886.32,1039906.84,885595.0,865582.1200000001,887093.76,1088369.84,949488.0399999999,891593.38,908261.02,999034.84,939330.2,715088.5999999999,932906.98,1041994.56,928014.8,926785.6,957243.9,1025556.86,922756.66,534433.64,17715.260000000002,28569.260000000002,32694.48000000002,17730.859999999993,17361.4,34665.2,17542.520000000004,29682.32,35118.88000000001
49,995517.32,1598623.8,1152639.0,1011105.2000000001,1652619.64,1452381.1199999999,1652170.16,1408373.48,1635246.36,1154707.7999999993,918818.08,911594.84,1039399.2399999994,888779.4,866773.08,889230.08,1103930.16,955814.84,895381.76,914214.52,1001685.04,943041.4,725933.92,944251.32,1045610.8,931328.32,931435.9999999999,967660.4,1040978.2,927668.88,541683.72,17135.28,31228.639999999996,34338.64,18622.519999999975,21584.999999999916,35171.000000000015,20522.959999999995,29423.440000000002,36532.44000000001
50,998778.96,1603277.4,1178015.0,1013058.4,1670228.88,1468434.84,1654165.24,1421225.22,1637627.64,1227132.3999999997,918723.04,914355.28,1073195.32,891444.2,874363.26,895302.98,1103812.08,959754.9,899911.0399999999,917906.46,1009726.84,943007.8,731976.0,944274.84,1048228.64,935721.08,933265.7,967749.2,1042955.04,928214.56,541315.4800000001,17950.300000000007,32102.24,34690.32,26587.239999999994,27552.199999999997,36640.8,25295.83999999999,29508.76,36691.759999999966
51,176,327,248,206,398,281,341,279,333,248,338,330,365,286,268,304,393,291,314,328,309,302,182,299,357,269,279,300,334,281,200,32,42,62,32,32,42,32,36,67
52,280,518,352,314,636,436,565,418,543,382,460,404,509,404,385,405,553,410,397,435,455,388,290,384,569,423,406,415,477,398,286,41,47,71,39,38,48,39,42,81
53,39972,91799,65679,47919,110486,74928,95715,77187,95118,68338,72068,74514,84666,66400,62300,69593,86313,67266,71435,73987,72733,64044,41924,64391,82527,61729,62767,64886,77591,63753,65503,9861,12563,15992,9858,9858,12020,9858,10894,16985
54,1038106,1698040,1373698,1062340,1785064,1543131,1750844,1504517,1736345,1378352,990840,991134,1160556,964971,937839,969453,1190247,1027733,974362,1004454,1084323,1007047,781106,1008722,1135655,1002156,1012543,1032628,1124866,1002117,608215,37969,44302,62662,39730,39498,49723,39665,42418,65902
