index,169_1_www.avira.com,169_2_www.avira.com,169_3_www.avira.com,169_4_www.avira.com,169_5_www.avira.com,169_6_www.avira.com,169_7_www.avira.com,169_8_www.avira.com,169_9_www.avira.com,169_10_www.avira.com,170_1_www.avira.com,170_2_www.avira.com,170_3_www.avira.com,170_4_www.avira.com,170_5_www.avira.com,170_6_www.avira.com,170_7_www.avira.com,170_8_www.avira.com,170_9_www.avira.com,170_10_www.avira.com,171_1_www.avira.com,171_2_www.avira.com,171_3_www.avira.com,171_4_www.avira.com,171_5_www.avira.com,171_6_www.avira.com,171_7_www.avira.com,171_8_www.avira.com,171_9_www.avira.com,171_10_www.avira.com,172_1_www.avira.com,172_2_www.avira.com,172_3_www.avira.com,172_4_www.avira.com,172_5_www.avira.com,172_6_www.avira.com,172_7_www.avira.com,172_8_www.avira.com,172_9_www.avira.com,172_10_www.avira.com
11,27933.200000000048,22007.0,22454.0,22806.4,130252.39999999997,28698.4,22530.0,22540.0,22505.6,22268.4,7802.400000000001,12893.199999999999,14511.0,7935.6,10442.000000000011,9644.0,15782.400000000016,11817.0,15525.400000000016,8224.400000000001,19790.8,20075.4,19792.2,16012.199999999999,19865.0,20763.600000000002,19968.4,20201.0,17180.8,18969.0,19367.399999999998,16545.0,14712.999999999996,19688.2,19265.6,22296.6,14327.199999999999,20225.0,17094.800000000003,21826.0
12,40522.600000000006,36892.80000000002,22164.4,33240.68000000001,167429.48,39000.84,22546.399999999998,22534.000000000004,32260.419999999995,22396.8,14434.08,14026.74,19027.2,13233.960000000006,14161.52,17647.399999999998,18839.44000000001,15046.799999999992,18582.44000000001,12510.43999999999,21079.96,21696.56,21151.54,17988.600000000006,21392.100000000002,22067.700000000004,21204.640000000003,20481.400000000012,18758.24,19965.0,19824.660000000003,25504.7,16914.46,21209.82,19488.320000000003,44207.04,19134.56,21531.2,18808.44,22493.0
13,100950.40000000004,53406.00000000008,39161.8,36833.840000000004,182715.68,107289.04,29952.199999999935,39515.99999999998,43640.200000000026,39291.88,18012.680000000008,21399.24,20287.8,15455.319999999989,18800.96,19326.399999999998,18999.16,18929.399999999998,18945.72,14672.480000000003,22226.12,22356.48,22304.92,24593.279999999995,22200.8,22689.32,22264.96,22285.600000000013,20071.76,19339.0,19968.04,26687.8,21441.560000000005,22054.36,21385.359999999997,71180.59999999996,19439.479999999996,22490.8,19776.88,22189.0
14,153235.52000000002,140965.80000000002,49170.399999999994,43837.92000000001,186468.34,176280.31999999998,38692.6,100327.39999999995,124782.11999999994,64025.43999999996,18804.08,24043.36,19733.4,18675.92,20180.88,19756.4,19877.039999999997,20291.4,19573.28,18584.38,21610.76,22171.52,21807.24,27169.460000000006,22258.1,22568.900000000012,22554.92,22841.2,19531.680000000004,21256.0,21548.38,27998.100000000002,22494.68,22073.42,22115.92,111197.59999999999,19793.02,22757.2,21292.960000000003,33235.0
15,175164.56,180693.4,85493.39999999998,92378.2,241782.36,183135.52,87092.79999999996,162995.19999999987,181378.44,134276.2,19898.92,27974.92,21526.6,20058.44,19796.48,19992.2,21620.719999999998,21914.2,20990.64,19999.84,23978.639999999996,28597.199999999968,35463.28000000003,27389.92000000001,42089.00000000005,44169.03999999999,38558.35999999999,22344.8,21300.12,22076.0,22502.239999999998,29265.6,22175.32,32303.400000000005,22141.72,124720.44,21206.76,27921.599999999962,22399.64,42101.0
16,182956.5,182537.0,121980.0,164586.80000000037,253405.2,187137.0,140612.0,183770.0,183172.1,177915.0,21686.6,28026.799999999992,22480.0,20325.399999999998,21563.2,21389.0,22231.800000000003,22076.0,22164.4,19713.8,43736.600000000006,43737.4,44868.000000000015,29399.7,53956.0,53271.20000000005,43389.6,44398.0,22280.2,22130.0,22005.400000000005,30255.0,22500.299999999992,43347.2,35263.999999999985,160354.8,22268.6,44115.0,22432.599999999995,43549.0
17,185750.56,184819.4,181270.4,184142.48,348805.36000000004,196653.36,181783.4,185782.0,186874.72,182908.16,22016.88,29779.839999999997,22065.800000000003,21285.44,22464.84,22558.2,22256.04,22417.2,21949.68,21132.16,61526.439999999995,76717.76,93952.88,29870.28,119876.80000000008,116206.92000000001,61651.35999999999,52229.400000000096,22239.879999999997,36480.0,28648.440000000064,30236.2,43312.24,72212.44000000005,43531.08,186767.24,21932.8,68316.59999999995,22971.959999999985,44407.0
18,209670.9,212329.40000000002,183041.2,188039.08,425954.7,225226.71999999997,183554.2,187909.6,209005.64,184205.4,22651.120000000003,30066.24,25582.9999999999,22300.48,22158.92,22299.8,22038.320000000003,21978.399999999998,22011.56,22302.52,97892.96,146076.9199999999,154384.31999999998,29874.64,162777.80000000002,185243.62,82452.35999999999,99457.00000000009,29528.919999999907,43162.0,44094.32,51622.3,56122.83999999999,133303.56000000008,89774.40000000002,188351.36,23822.439999999988,132892.1999999998,44023.44,97765.0
19,242159.96,241234.4,186952.2,189896.0,509960.2799999999,241997.16,185992.4,226133.39999999997,229725.56,185719.04,22621.28,30092.12,36705.79999999998,22030.72,22384.04,22394.2,28065.480000000007,23864.0,24771.960000000003,22084.92,144903.88,185814.96,186016.12,43218.27999999999,185911.8,188537.48,118759.71999999991,123567.40000000004,42358.80000000001,67501.0,50172.200000000004,71926.79999999999,83032.67999999995,183012.80000000002,138621.7200000001,191610.08,41687.600000000006,179813.8,56201.07999999988,142803.0
20,261673.52000000002,257716.59999999998,194955.19999999998,190575.68,531900.9,288440.68,204269.19999999992,242814.0,242193.82,215921.12,23763.52000000001,40046.62,71320.99999999997,22174.72,31874.16,32048.2,31714.359999999997,32210.0,31000.359999999997,22091.239999999998,171485.03999999998,187288.3,187704.66,51485.64,187632.9,187864.92,178743.68,173764.40000000002,41416.16,108393.0,63568.320000000036,121293.39999999986,116763.9,187021.12000000002,186228.22,196078.08,43545.68,187824.4,97388.35999999999,183323.0
21,316850.20000000007,312940.0,241995.0,221030.80000000002,559182.6,364414.00000000006,242665.0,241750.0,280750.80000000016,234497.59999999998,31739.8,41541.999999999985,124775.0,30194.600000000006,40338.20000000009,32989.0,35493.000000000015,33792.0,30253.399999999994,28501.799999999985,186279.4,186643.8,189257.6,97245.4,188933.0,188707.0,186527.4,185832.0,48701.99999999994,148976.0,85142.40000000005,188979.0,161704.6,187025.6,187748.0,196497.99999999994,67493.40000000004,187235.0,145743.39999999997,188319.0
22,385938.52,422902.80000000005,243667.8,240639.91999999998,588454.28,466607.2799999999,256170.9999999999,242436.8,355484.68000000005,241456.56,47326.04000000005,81119.51999999999,161221.59999999992,31545.12,97399.40000000001,37743.00000000001,72990.00000000004,74908.09999999998,32201.96,31535.24,188096.48,189478.56,190876.02,134703.0400000001,191949.4,192342.84,187742.32,187963.4,53591.68,183737.0,145647.24000000014,195656.6,185805.06,189876.46,189652.0,198808.24,113565.48,190437.19999999998,186060.59999999998,192501.0
23,463041.36000000004,469293.4,301388.9999999999,246447.96,625249.7200000001,541457.0000000001,323504.7999999998,241514.4,427698.44,303911.32,66299.64,131729.03999999983,174383.6,60622.56000000004,136667.56000000003,41771.0,100014.64,90949.79999999999,58658.400000000096,45154.83999999994,189998.92,192643.56000000006,201011.12000000017,191073.68000000005,192920.6,233360.52000000008,188000.16,190468.2,80014.43999999997,187461.0,186636.76,195458.99999999997,187451.32,219021.76000000007,190799.56,235890.08,165899.7200000001,191739.8,187835.72,191882.0
24,538028.8400000001,522768.0000000001,360685.79999999993,277789.7200000001,643542.26,624682.44,385984.8,242537.8,478108.5199999998,354520.87999999983,89442.32,160926.9999999999,176078.2,95706.55999999998,174583.48,61902.60000000014,121472.12000000002,125528.29999999994,82127.31999999999,91109.36000000007,191325.52,220563.38,225107.7600000001,195365.3,240340.20000000004,255330.66,191024.24,190458.6,117612.35999999994,187381.0,188277.9,197790.8,190377.08,244898.02,208554.69999999998,237504.84,185828.42,222598.19999999998,187550.28,194615.0
25,612966.6800000002,585355.8,408629.3999999996,329803.23999999993,641437.88,644338.4400000001,443648.3999999996,244260.6,567253.7600000001,417307.92000000016,125763.76000000013,182159.48,178295.0,149075.07999999993,176247.2,103214.40000000014,138693.84,150242.59999999998,119529.36000000004,120745.88,194509.0,238787.23999999987,256165.48,196811.40000000002,255649.2,258275.96,206447.84,192646.60000000006,133351.8,188175.0,189050.2,199180.6,190377.68,244156.96,215907.19999999998,267730.04,187762.16,226073.19999999992,190325.44,205053.0
26,643704.5,642849.0,483775.0,413641.0,642758.0,642392.0,520050.0,248746.0,641902.5,477159.0,133610.0,183665.5,178298.0,173188.0,175896.0,136855.0,152431.00000000006,168936.0,159745.00000000003,131573.0,198855.0,257069.0,267346.0,198295.5,257152.5,275562.0,249130.0,200620.0,158700.0,191579.0,190590.5,205216.0,190106.0,247604.5,219249.0,318996.0,187003.5,241462.0,190425.0,237910.0
27,644594.52,642077.8,555213.5999999999,473484.4400000002,646080.64,643449.08,586737.2,250555.4,645298.96,539682.5599999998,168510.08000000002,186328.24,185539.79999999996,174480.04,178842.08,170057.2,165792.28000000006,175909.8,177165.16,141800.4,198610.96,256963.88,289919.2,212563.08000000002,282731.4,291074.28,255690.16,235452.2,187761.63999999998,192644.0,190558.56,224952.8,193283.56,291514.36000000004,226631.60000000003,324499.7999999999,188563.04,278451.5999999999,191390.15999999997,259204.0
28,643422.34,643701.2,636204.3999999999,561471.28,652135.12,642352.24,643966.8,262586.5999999999,644553.42,609037.5599999999,174457.56,186327.82,216843.1999999998,176059.4,180441.56,175131.2,174885.16,176201.1,177304.64,173493.25999999998,212029.32000000004,279703.32,299999.36,230256.68,296522.0,315044.36,265244.48,279176.80000000016,187952.88,218537.0,192197.02,261390.59999999998,221091.40000000002,311994.52,254071.98,346449.32,190153.18,311031.8,194772.8399999999,259323.0
29,642014.04,642106.8,644030.7999999999,628377.68,654421.72,653037.04,643610.6,304179.39999999997,642954.16,643008.48,176116.12,210595.68,234837.0,175813.68,197294.68,176886.4,176671.4,179029.6,178961.76,175004.12,229854.8399999999,302936.1599999999,306010.44,238110.52000000002,334368.8,335113.52,285735.68,307136.00000000006,189514.08000000002,247480.0,195845.52,279556.39999999997,268885.5199999998,326136.20000000007,268562.7199999999,407787.36000000004,191346.96,312240.6,225308.84,286295.0
30,645853.92,643628.4,644297.6,648492.28,653334.72,674199.88,642849.6,350150.4,643909.38,644121.7999999999,175968.56,224940.24,245059.39999999962,178892.28,212569.76,176339.4,176337.36,179127.9,180699.04,176315.54,255615.27999999997,318825.96,320620.8800000001,262807.1599999999,333922.8000000001,334245.58,297318.24,312109.0,191761.32,255331.0,241350.3400000001,287619.1,297585.88,335573.12,295014.1,441476.8,191159.98,325884.19999999995,233791.91999999998,304880.0
31,649557.6,647339.0,646011.0,649880.8,653328.2,678921.4,641137.0,425066.0,647539.8,647933.6,178808.8,238878.0,305440.0,179159.4,225668.6,179413.0,179275.8,193383.0,180767.6,178246.0,262793.6,333908.2,334282.8,268964.6,400582.0,333208.8,312900.0,326929.0,192707.0,256584.0,276531.60000000003,319762.0,305766.6,335846.0,312801.8,461000.0,210158.80000000005,333897.0,243585.39999999997,310268.0
32,676264.58,649487.2,645254.6,648562.92,658538.0,678905.08,644727.8,515198.99999999994,653867.16,651065.44,178219.63999999998,242403.92,351469.5999999999,194503.24000000002,234800.72,183204.00000000012,179461.32,202080.39999999997,184953.00000000003,178724.18,291159.03999999986,333441.08,348518.4000000001,317287.4999999998,451991.70000000007,332459.34,334293.92,334133.4,194293.04,289930.0,280436.58,341976.1,312180.28,338976.46,312653.62,479203.9599999999,221909.3199999999,373061.1999999999,249506.52,330008.0
33,678111.44,653368.2,644769.2,647164.48,675024.4,678088.44,646812.8,676490.6,662163.28,652443.28,183809.96000000002,256452.9999999999,399501.0,213164.4,253870.20000000004,216947.0,196903.6400000002,213100.6,185499.76,179197.68,314303.52,361598.72,384896.24000000005,320104.84,499342.8000000001,334174.08,345419.5999999999,363947.0000000002,193412.52000000002,318220.0,306206.32000000007,342685.79999999993,318417.35999999987,341140.27999999997,334458.16,513154.4799999999,240638.56,426448.19999999984,255685.7999999999,338523.0
34,677531.56,677362.2,654898.4,650885.88,718837.7200000001,677985.0,653304.7999999999,680559.8,676599.32,651197.56,205589.67999999996,304126.72,443898.9999999998,232860.88000000006,293683.24000000005,233794.6,220730.40000000002,224386.2,199288.96000000002,195023.52000000002,320481.88,416467.28,449870.36,321831.4800000002,520916.5,348843.52000000014,394489.3199999999,433972.2000000003,207902.88,333792.0,326959.44000000006,376212.99999999994,333675.96,343039.52,351047.12,529254.16,247398.64,476845.79999999993,293590.07999999996,384490.0
35,676813.6,677721.4,654081.4,654630.88,780810.8,677411.48,653285.6,680609.6,678389.36,650056.16,232174.00000000006,356213.75999999983,484423.9999999998,234711.84,329505.95999999996,247866.0,235398.6,235412.8,213253.6,213302.96000000008,320838.68,458148.39999999997,487352.95999999996,341505.76,601743.8,405256.4400000002,424186.99999999994,478432.60000000027,218091.75999999972,333059.0,334322.76,463167.1999999998,350361.3999999999,342010.04,391295.48000000004,549130.7999999999,288688.4799999999,524850.7999999997,333488.52,453634.0
36,678075.2,677813.0,653225.0,653752.0,853665.1000000001,684356.7999999999,652865.0,679866.0,677761.2,651224.4,234646.4,420648.19999999984,537414.0,245466.19999999995,364714.2,284630.0,236483.2,234829.5,240404.6,235331.1,342538.4,497275.49999999994,524897.6,352730.5,632127.0,457163.00000000023,472229.39999999997,524695.0,239956.99999999997,379169.0,350014.9,543612.0,375071.99999999994,399674.2000000003,456657.4000000001,577552.0,303981.19999999995,572629.0,341799.0,517367.0
37,678249.48,677076.8,661812.2,656204.64,930783.24,731289.7200000001,656361.0,682164.6,677513.04,657387.36,241461.36,464359.55999999994,579365.4,276959.04000000004,397119.64,294277.00000000006,286202.9600000001,251767.99999999988,239786.24,234743.24,346558.6000000001,551741.6,555081.48,370442.19999999995,638931.2000000001,503559.9600000001,526682.44,567476.0000000001,256689.43999999997,440763.0,411039.8400000001,605018.4,410138.8,519756.16000000015,502385.96,645391.2,334209.8,633663.8,361760.03999999986,564712.0
38,747353.3599999999,744280.6000000001,681552.2,658342.88,965387.42,795754.04,655751.8,681593.0,711600.04,656826.48,272160.3199999999,538334.9199999998,603139.4,314721.12000000017,434915.07999999996,336111.4000000001,327268.68,283614.19999999995,251659.2,249860.40000000002,428723.47999999975,606019.0400000002,591359.5200000003,404209.8800000001,677342.4,550345.3600000001,570388.8399999997,618512.8000000002,277001.64,501516.0,458923.68,680677.3999999998,447297.07999999996,585397.1600000003,558089.4799999997,677506.4800000001,333595.7,715076.1999999998,401655.7200000001,611424.0
39,810552.76,798341.7999999998,681107.8,677079.4,1041864.7999999999,849398.44,661699.2,700216.8,771092.6399999998,658874.88,315588.56,601149.7999999998,603108.4,379978.35999999987,478679.16000000003,388959.5999999999,365922.64,312769.2,281402.4800000002,300626.08,494206.16,683452.9599999998,638080.1600000001,457232.4399999999,714337.0000000002,594868.0800000001,613702.6,685882.8000000003,301446.23999999993,548411.0,507897.12000000034,743584.0,500546.2,651306.2400000001,629291.5199999998,744496.6799999999,353398.27999999997,736081.4,456290.3999999999,660143.0
40,886299.3200000004,847196.6000000003,680338.4,698029.76,1078732.44,932198.2799999999,663221.6,741884.3999999997,819953.36,659383.36,359178.36000000004,611712.2799999999,605085.6,417808.04,515636.28,430898.4,394984.7600000001,357285.19999999984,332956.9600000004,348383.95999999996,560371.48,735671.3,717243.2000000002,532068.7200000001,740060.4000000001,662302.9400000001,670115.4799999997,736479.8,309271.92,592770.0,556230.8000000004,743487.1,551784.1199999998,727925.56,683963.2799999999,744806.68,409447.19999999995,737443.0,508876.8399999998,708139.0
41,985726.2000000008,920706.0,680324.0,731293.6,1101152.5999999999,997097.8000000002,663968.0,836206.0,895024.6000000003,659521.3999999999,409291.5999999999,612571.8,611157.0,460505.4000000001,565841.6000000003,481594.0,426540.4,387524.0,404470.6000000004,389656.8,636917.5999999999,736759.0,736954.8,600601.1999999998,775475.0,707093.2000000001,736242.2,737301.0,309107.6,618855.0,597670.8000000004,759728.0,607325.7999999999,733414.0000000002,723056.7999999999,758373.9999999994,469825.4000000001,773757.0,572639.3999999997,741503.0
42,1064545.68,993444.2000000002,679463.8,768551.04,1166928.78,1090622.3599999996,663999.8,888300.6,1002589.1599999999,660593.08,449396.88,618225.6,612352.6,495801.15999999974,603998.88,531894.6,454479.2000000003,429530.7999999997,446849.60000000003,431103.2399999999,693217.8,753506.36,736388.86,635232.08,801328.2,785082.3800000001,738375.52,741313.0,311028.83999999997,670759.0,627515.2400000003,791780.0,647533.72,752711.6000000001,736901.3,797327.4,515722.15999999974,800698.2,619595.96,741926.0
43,1068294.64,998408.2,719567.9999999999,834521.5599999999,1204458.9200000002,1181421.4,662806.2,940636.1999999998,1084638.64,663266.24,498409.68,634907.5599999999,630597.0,552885.9199999999,605833.08,566547.0,486863.40000000026,484945.6,475899.8800000003,471188.0,696817.68,777750.52,741412.24,723406.1600000003,803463.8,810114.04,738309.7999999999,775712.8,326584.87999999966,734471.0,667304.5200000001,809787.2,694708.2799999999,770898.96,737421.68,807356.44,567380.2,803619.2,683620.7999999999,775168.0
44,1166464.92,1076944.2,779767.6000000001,883356.32,1248742.96,1186789.24,671754.6,973767.2,1155693.3200000005,719116.9600000001,555541.92,646072.7199999997,661919.7999999997,583723.68,605680.52,582768.7999999999,524506.8400000002,534767.4000000001,531915.9600000002,510943.5999999998,744742.36,801447.22,769815.5599999999,742796.06,808895.8,817135.2000000002,743152.2,791449.8,362074.15999999974,735084.0,715016.16,811364.3,735678.0,771322.12,756847.7200000001,813365.2,602164.46,804786.0,736083.0,807052.0
45,1240248.32,1141989.0000000002,826610.1999999998,930859.36,1276220.8,1241748.6,714901.2,1066924.9999999998,1238538.64,754716.16,582241.6,682738.3199999997,678967.6,603814.76,611545.6,604404.2,569780.4000000001,551076.1999999998,577531.2000000002,544844.7999999998,784248.9999999999,803127.96,802608.72,742028.84,828964.0,836666.68,744074.28,801875.8,435062.2799999999,743858.0,737129.2,816897.8,735556.84,791989.6000000003,783938.5599999999,818616.76,623705.2000000001,806671.2,735997.56,808369.0
46,1258894.8,1218615.0,880459.0,1000669.8000000002,1317331.9,1252259.7999999998,773039.0,1163087.0,1241167.7,825766.0,603754.2,688395.3999999999,680580.0,605650.2,627719.8,605985.0,604322.2,603988.5,608826.2,591456.4000000001,792219.0,809090.0,804319.3,764925.4,865791.0,878648.0,757552.6,803824.0,493208.3999999996,777532.0,736241.3,832426.0,738370.7,830977.8000000002,802375.7,855239.5999999997,664382.3999999998,810794.0,742409.2,814551.0
47,1295867.7600000002,1246146.6,939909.5999999994,1102613.6800000002,1319467.44,1307126.0,850244.5999999994,1236369.0,1246698.96,859125.5199999998,605374.84,688475.3200000001,681269.6,605613.76,631353.8,606109.0,605921.96,605740.8,610425.96,603606.32,800852.4,808637.88,810149.6,767832.68,879108.7999999999,879552.08,778806.52,809626.0,551305.0399999998,800993.0,748975.6,875200.5999999994,774092.16,856592.88,804056.56,888854.64,700307.32,811384.9999999999,761785.6399999999,830412.0
48,1315255.94,1272442.6,1012765.6,1162190.9600000004,1321362.22,1316537.32,924514.8,1270769.4,1267487.6,940885.5199999998,605109.68,690341.1,682360.8,611443.2,657319.88,611748.0,607020.6,605672.1,611524.6,605273.22,810390.36,810399.98,823227.96,771464.44,880629.1,881342.18,790511.4,820073.6000000001,596591.2799999997,802653.0,766139.4600000001,887746.3,789422.2999999999,886205.5,810103.88,891052.48,735021.98,833767.4,773119.5599999999,841968.0
49,1316974.64,1315037.6,1079702.4,1229235.4,1324620.68,1319939.56,990356.7999999999,1317171.2,1315262.68,1016026.4000000003,611235.2,691358.92,683509.6,611383.8,680414.32,627539.6000000001,611924.8,611437.0,616028.04,605217.4,811897.28,830410.88,866417.1200000001,793050.7200000001,881892.2,884665.72,810845.96,842773.4000000003,636559.7599999997,804433.0,788164.88,889447.8,801784.04,888201.04,825181.84,894170.2,735844.68,836635.3999999999,791795.5599999999,883887.0
50,1317897.52,1317333.2,1167828.9999999998,1246594.76,1326266.1199999999,1321476.92,1057175.2,1320371.4,1318341.96,1028108.96,630969.52,692935.26,685281.4,631316.8,681362.16,633263.0,621790.8000000004,611447.0,634787.8800000001,611126.8,818029.2,833365.68,879455.02,814461.52,881798.6,884566.36,811618.08,872498.2000000001,694587.8799999999,808635.0,802288.9600000001,888770.2,803382.86,889228.02,829130.88,894144.52,737360.02,854851.3999999999,802203.84,882091.0
51,128,116,104,108,131,123,108,123,116,112,68,94,83,69,73,68,68,68,77,67,95,96,91,97,100,102,94,88,77,86,80,107,81,105,90,114,74,96,80,105
52,271,254,226,254,352,273,222,257,261,226,134,167,147,129,139,142,154,147,145,130,197,177,192,182,195,191,192,182,149,164,167,198,176,184,177,262,149,184,158,195
53,28935,26032,24284,25120,29331,26715,24624,28935,26034,24711,15268,21745,19042,15350,16627,15264,15265,15372,17400,15035,21180,21412,20464,21190,21447,21568,21124,19617,17399,19248,18262,23873,18321,23586,20268,23785,16471,21388,17785,31517
54,1348975,1346466,1255152,1277634,1357852,1351228,1148818,1348569,1347412,1135093,655536,714226,706085,671788,698360,696037,675273,648564,671929,626003,845178,857809,900014,839596,903344,909217,838209,899477,757355,847540,822516,916506,823449,918904,851382,921004,759478,908162,821546,906886
