index,286_1_www.dkb.de,286_2_www.dkb.de,286_3_www.dkb.de,286_4_www.dkb.de,286_5_www.dkb.de,286_6_www.dkb.de,286_7_www.dkb.de,286_8_www.dkb.de,286_9_www.dkb.de,286_10_www.dkb.de,287_1_www.dkb.de,287_2_www.dkb.de,287_3_www.dkb.de,287_4_www.dkb.de,287_5_www.dkb.de,287_6_www.dkb.de,287_7_www.dkb.de,287_8_www.dkb.de,287_9_www.dkb.de,287_10_www.dkb.de,288_1_www.dkb.de,288_2_www.dkb.de,288_3_www.dkb.de,288_4_www.dkb.de,288_5_www.dkb.de,288_6_www.dkb.de,288_7_www.dkb.de,288_8_www.dkb.de,288_9_www.dkb.de,288_10_www.dkb.de,289_1_www.dkb.de,289_2_www.dkb.de,289_3_www.dkb.de,289_4_www.dkb.de,289_5_www.dkb.de,289_6_www.dkb.de,289_7_www.dkb.de,289_8_www.dkb.de,289_9_www.dkb.de,289_10_www.dkb.de
35,2531301.36,2612430.52,2873997.76,2833046.5999999996,2552511.44,2466892.5599999996,2458195.04,2925656.3200000003,2532823.44,2773172.52,701335.0799999998,717493.12,677849.6,669853.3599999999,645139.04,655492.52,649077.84,654771.56,648041.68,657260.5599999998,1482455.28,1493339.08,1459495.08,1561599.6800000002,1319503.3199999998,1506478.4,1734452.12,1742069.04,1426057.48,1159889.44,1540148.96,1910836.28,1459439.0,1847436.8,1563103.32,1496074.5999999999,1628172.04,1373713.7599999998,1563691.6,1955586.52
36,2669967.4,2745660.4,3001120.5999999996,2973983.0,2662591.6,2604493.4,2574577.8,3058051.4000000004,2646370.6000000006,2901658.6000000006,738471.2000000001,750135.7999999999,674962.5,703645.9999999999,664525.5999999997,693876.1,650609.4,655271.1,657956.1,684616.0,1554366.1999999995,1591836.9999999998,1514897.6000000003,1645961.6,1375226.7999999998,1595378.4000000006,1816425.0000000005,1822467.6,1500752.4000000001,1271421.9999999998,1597646.0,2019087.2,1545885.0,1886022.0,1654067.8000000003,1559914.0,1721226.5999999999,1444478.4,1656731.4,2009230.0
37,2771673.84,2879590.84,3122893.84,3085056.199999999,2765849.7600000002,2728548.64,2716679.4400000004,3163167.04,2769133.92,3045388.3200000008,772322.6000000001,769014.5199999996,675082.8,720325.96,691975.24,694081.8799999999,648526.16,653509.68,668229.2000000001,691009.3200000001,1623777.28,1682329.8800000001,1596105.32,1764064.4000000001,1436935.32,1669081.68,1913744.0799999998,1920478.9600000002,1581334.84,1344935.44,1675685.24,2100323.32,1660365.0,1936869.2,1712689.4799999997,1632479.4,1767037.56,1529473.84,1726569.1199999996,2098288.84
38,2916304.36,3018918.56,3264572.12,3208338.1999999997,2876147.5199999996,2843060.6,2837631.3200000003,3314231.56,2907256.039999999,3180988.2399999998,807028.64,809451.4,676499.1,754920.52,695369.9199999999,708569.6200000001,654409.6,673022.9600000002,685356.4,726998.48,1686138.44,1776335.7199999997,1653889.5200000003,1849824.72,1519220.5599999996,1754098.88,1980086.76,2019759.92,1676003.8400000008,1437576.64,1762105.12,2198963.84,1772750.0,1962964.4,1781999.56,1704264.3999999997,1823509.64,1614259.36,1803590.6800000004,2177929.96
39,3048731.119999999,3122930.04,3391154.48,3331012.2,3005082.4800000004,2963581.1199999996,2959093.92,3444628.88,3034258.56,3303092.36,802788.1200000001,820016.36,702703.0,776138.9199999993,720272.04,721926.6000000001,682236.04,707185.0399999998,720710.0,763294.3999999999,1763657.7599999993,1859521.8,1736909.4799999997,1922212.2800000003,1614911.24,1839436.72,2053252.84,2117067.1999999997,1765501.1600000001,1511528.7199999993,1873392.7599999995,2274933.4799999995,1892383.0,1986883.6,1851844.84,1794724.1999999995,1896627.72,1699682.3199999998,1877410.4800000004,2262614.36
40,3155426.4399999995,3249603.52,3481593.2399999998,3482578.5999999996,3120526.2399999998,3076321.16,3095805.1599999997,3569673.24,3144473.48,3415314.2800000003,815679.4000000003,855136.96,754153.6000000003,810043.24,741912.7599999999,753741.8000000002,688830.96,726978.32,717531.66,796222.56,1825700.2799999996,1950382.72,1831289.36,2048214.5600000008,1706494.7199999997,1913965.2,2123715.3200000003,2196433.36,1854893.36,1578803.0399999998,1927800.4,2345843.44,1970134.0,2028546.7999999998,1931454.5200000003,1873783.5999999999,2003282.0399999998,1778280.56,1952519.96,2354315.52
41,3305030.7999999993,3379704.2,3598910.4,3610075.0,3246110.4000000004,3177875.9999999995,3225041.5999999996,3682797.2000000007,3282758.8,3541023.800000001,849283.2,884615.0,784554.0,810658.3999999999,754632.0,781572.6000000001,704464.0,743532.0,745995.2,810336.9999999999,1875054.7999999998,2050456.2000000004,1885057.7999999998,2141561.4000000004,1758954.1999999997,2001593.6000000003,2193963.2,2291499.4,1959063.4,1646787.5999999999,2010647.6,2415690.3999999994,2042467.0,2068178.0,1981310.2000000004,1946113.0,2064404.4,1844233.6,2025378.0,2429148.8000000003
42,3392623.6399999997,3528921.0400000005,3702875.16,3737251.3999999994,3369246.56,3288410.56,3350236.2399999998,3813150.1200000006,3380676.52,3670010.12,854293.64,905751.14,800046.8000000002,848448.3200000001,789796.4,809973.7200000002,746480.2,794284.08,771754.8,817132.7999999999,1943658.06,2164858.72,1978822.24,2245147.4000000004,1866911.3599999999,2107920.5600000005,2242846.88,2362547.96,2056877.84,1714303.0399999998,2116859.16,2494573.76,2112577.0,2116827.1999999997,2064787.9600000002,2012864.4,2092853.92,1913367.6399999997,2074025.4,2516331.7800000007
43,3523142.56,3635101.4800000004,3839760.56,3888520.1999999997,3472689.9199999995,3429537.84,3486821.8800000004,3915935.7999999993,3497660.64,3788611.4,861822.72,909336.6,802510.0,892240.4400000001,818643.0,842029.7200000001,789593.2799999996,812837.28,820729.0,830714.32,2053616.84,2262390.28,2035006.0400000003,2342019.3200000003,1920766.84,2193140.8000000003,2338732.08,2405620.96,2157692.48,1798554.2399999993,2195117.36,2527595.88,2150874.0,2152170.4,2122167.16,2081871.8,2146561.32,1990007.48,2184289.92,2529530.8
44,3649115.9599999995,3745381.920000001,3920971.8,3959032.4000000004,3573891.2,3545922.44,3636893.52,4073657.98,3639129.64,3891895.64,896391.3600000003,913455.7199999999,824735.5999999999,905843.0800000001,843084.98,868625.1799999999,806256.6000000001,826750.6,843054.5,863709.3999999999,2148000.1999999997,2343501.08,2110660.96,2406426.44,1983747.4399999997,2296885.4400000004,2358622.12,2410718.36,2245758.5200000005,1858157.1199999999,2270010.92,2530455.66,2218417.0,2201859.2,2201792.64,2165975.1999999997,2229632.12,2080016.2799999996,2232150.2,2532682.12
45,3768353.92,3880432.680000001,4032354.4399999995,4074286.2,3660131.4399999995,3656252.16,3795154.36,4079687.84,3788952.0399999986,3990947.08,914243.9199999999,918015.9600000001,852679.2,909888.6,861650.4,903106.92,815197.9599999998,862435.8,862571.64,899041.96,2242792.92,2407909.04,2198620.6799999997,2412353.08,2062009.32,2359481.72,2368093.84,2409833.68,2330857.1200000006,1918570.2399999998,2359770.12,2531271.28,2310536.0,2267673.1999999997,2276014.8,2230494.6,2276865.2399999998,2151359.16,2309563.28,2533141.16
46,3873729.3999999994,3954281.5999999996,4069447.0,4080329.0,3762635.0,3787219.3999999994,3894943.8,4085428.9,3896352.4,4073778.2,920158.0,943685.8,858172.0,915738.4,892122.7999999999,919350.7,848477.2,904875.1,897924.1,917616.3999999997,2318265.1999999997,2414322.9,2291977.0,2410813.9,2107097.5999999996,2406753.2,2414356.2,2416867.4,2410749.1999999997,2015895.5999999999,2460795.6,2535882.4,2387987.0,2321259.0,2358052.6,2280682.9999999995,2347413.4000000004,2220491.8,2383187.4000000004,2539471.9999999995
47,3967727.6799999997,4042048.04,4075319.68,4084820.4,3846771.96,3888352.7600000002,3991989.4399999995,4084607.28,4026024.359999999,4078831.84,920279.0400000002,979487.8399999999,860762.4000000001,915158.3999999999,913076.72,924780.6799999999,862288.4,915096.96,912561.36,922970.2799999999,2370329.92,2412947.72,2372890.12,2417994.36,2193206.2,2409362.96,2417022.72,2427428.12,2417176.68,2083019.16,2529731.8000000003,2567850.36,2456352.0,2443514.2,2428176.6799999997,2366146.4,2426542.28,2311218.24,2426776.76,2580451.2
48,4064185.96,4082511.56,4080706.18,4091574.8,3948413.72,4002903.04,4066948.04,4092089.56,4068431.18,4085325.04,951021.3600000007,1001267.68,894985.4000000001,956860.8399999997,913650.2,925063.98,899872.7999999999,923387.14,917754.78,924513.0799999998,2414655.92,2473209.78,2415371.58,2445709.2,2265711.9599999995,2418526.88,2432407.76,2464458.36,2418672.84,2168728.84,2537270.8,2600919.56,2518923.0,2526719.4,2501309.6799999997,2425224.2,2496252.68,2399059.48,2504083.68,2610744.22
