index,366_1_www.deutschlandradio.de,366_2_www.deutschlandradio.de,366_3_www.deutschlandradio.de,366_4_www.deutschlandradio.de,366_5_www.deutschlandradio.de,366_6_www.deutschlandradio.de,366_7_www.deutschlandradio.de,366_8_www.deutschlandradio.de,366_9_www.deutschlandradio.de,366_10_www.deutschlandradio.de,367_1_www.deutschlandradio.de,367_2_www.deutschlandradio.de,367_3_www.deutschlandradio.de,367_4_www.deutschlandradio.de,367_5_www.deutschlandradio.de,367_6_www.deutschlandradio.de,367_7_www.deutschlandradio.de,367_8_www.deutschlandradio.de,367_9_www.deutschlandradio.de,367_10_www.deutschlandradio.de,368_1_www.deutschlandradio.de,368_2_www.deutschlandradio.de,368_3_www.deutschlandradio.de,368_4_www.deutschlandradio.de,368_5_www.deutschlandradio.de,368_6_www.deutschlandradio.de,368_7_www.deutschlandradio.de,368_8_www.deutschlandradio.de,368_9_www.deutschlandradio.de,368_10_www.deutschlandradio.de,369_1_www.deutschlandradio.de,369_2_www.deutschlandradio.de,369_3_www.deutschlandradio.de,369_4_www.deutschlandradio.de,369_5_www.deutschlandradio.de,369_6_www.deutschlandradio.de,369_7_www.deutschlandradio.de,369_8_www.deutschlandradio.de,369_9_www.deutschlandradio.de,369_10_www.deutschlandradio.de
11,33231.39999999997,23731.4,22734.8,73879.39999999986,17302.0,24082.0,22300.4,22758.6,27359.999999999836,22631.8,7773.799999999999,8322.6,8430.0,8267.8,8187.199999999999,8048.0,8789.0,8402.4,8438.800000000001,8352.00000000001,8069.8,8466.400000000001,8539.0,8239.800000000001,8372.0,8478.0,7954.6,7266.200000000002,8333.199999999999,8453.400000000001,8443.199999999999,11531.999999999985,4917.4000000000015,4647.2,4629.4000000000015,7967.6,8580.6,7508.999999999998,4341.200000000001,5158.400000000005
12,59324.67999999996,32926.919999999984,71176.0,119811.07999999989,24200.0,25001.200000000015,42746.960000000014,45658.51999999993,91279.72,39972.96000000001,8186.299999999996,7415.5599999999995,8371.4,7369.179999999999,7393.600000000001,7206.0,7928.799999999999,7990.759999999998,8283.92,17319.6,7207.28,8469.32,8278.8,8043.0199999999995,8139.8,8419.4,7083.66,7446.76,8133.18,8456.32,8371.28,13936.919999999998,4528.24,4362.959999999997,6014.120000000001,8191.4800000000005,7959.340000000001,12386.60000000001,3936.280000000001,6281.640000000006
13,105503.39999999989,78463.44000000002,106241.44,180406.79999999993,30166.0,93036.80000000019,89459.52000000003,90487.19999999995,147646.43999999992,80814.47999999998,17486.2,6772.399999999995,7546.800000000001,7196.199999999999,10641.199999999997,14106.0,10174.999999999989,7201.12,7835.04,16915.12,12390.400000000009,7612.240000000002,7013.000000000003,7036.24,7803.400000000001,7594.800000000001,11801.6,6562.5199999999995,7789.24,7599.240000000002,7812.96,18803.800000000003,6439.56,6287.4400000000005,7262.76,7270.96,7338.399999999998,16187.200000000012,6032.04,8589.72
14,149865.4,117963.87999999998,141639.36000000002,241243.71999999997,72854.5,149915.50000000003,159273.68,134483.39999999997,225144.55999999985,128027.44,17179.760000000002,16877.399999999987,7027.000000000003,17189.8,16962.2,17143.0,17501.0,11755.400000000003,7889.599999999997,27322.32,17280.44,7135.800000000002,14208.0,10897.300000000008,7098.599999999999,7075.000000000003,14080.9,6797.799999999994,6935.3,7122.800000000002,7121.4400000000005,22239.32,6228.26,6322.42,7527.96,6827.800000000004,8057.400000000007,17607.200000000008,5992.72,8313.28
15,188418.55999999997,163337.19999999998,182914.84000000005,283165.6,122467.0,200885.20000000013,214491.20000000013,170389.08,301250.68,172845.12000000008,27788.44,17105.36,12714.000000000005,16917.64,16511.320000000003,27497.0,17267.800000000003,13622.759999999998,17564.6,36124.92000000002,16891.84,12404.39999999999,16966.0,13561.0,7952.999999999997,12762.000000000005,18895.879999999997,16277.8,8670.600000000011,12391.39999999999,10594.399999999989,29188.71999999998,8554.32,8404.68,6572.28,15963.799999999996,17336.2,22508.76,8199.880000000001,8533.36
16,253585.0,205233.40000000002,249073.19999999998,358669.5999999999,173011.0,260305.5,284461.4000000001,210570.39999999994,393147.79999999993,226059.59999999998,26397.600000000002,16935.2,17181.0,16851.9,18462.999999999993,27512.0,27797.0,17184.8,17010.2,73704.40000000004,16000.99999999999,17284.0,19270.0,17006.600000000002,13824.0,17229.0,22863.2,16046.6,13767.6,17271.0,13802.2,66822.0,8306.3,8413.1,5750.999999999997,16901.8,17091.4,24342.000000000015,8067.599999999999,7765.599999999999
17,293159.07999999996,274337.95999999996,316103.88,434793.43999999994,237241.0,309923.4000000001,355305.48000000004,281696.1599999999,462937.96,293131.60000000003,44588.43999999996,27112.76,16918.600000000002,27039.24,26355.64,28429.0,26413.4,27665.52,24876.84,114614.32000000002,21858.04,17168.04,23086.4,23247.24,16630.0,16971.0,24823.679999999993,16315.199999999993,16580.4,17065.44,16853.76,104516.4,8456.880000000001,8005.76,12822.600000000006,16671.56,17078.08,53015.56000000004,7796.3600000000015,7155.04
18,334706.07999999996,351262.51999999996,387558.68000000005,499734.2799999999,318041.0,372841.0,441267.32,375789.2799999999,532483.84,346090.2400000001,62448.36000000004,26347.040000000005,17018.4,26188.099999999988,29182.800000000003,53523.0,41690.999999999956,26463.84,27704.92,150339.00000000003,20603.32,20079.959999999985,26825.999999999953,21915.02,17000.800000000003,17077.4,77784.08000000005,21546.96,16870.22,23312.88,17424.72,141532.8,7804.0599999999995,7624.22,16231.04,22745.84,22773.84,91399.79999999999,7233.5199999999995,8523.600000000006
19,397365.36,420542.16000000003,438943.23999999993,575858.1199999999,396255.0,438362.6,527188.2799999999,429389.23999999993,622676.1599999998,428425.24,107252.79999999997,29419.599999999984,27547.4,46458.519999999924,51647.52000000001,78028.0,73544.99999999994,55405.43999999996,27279.199999999997,192645.2400000001,27175.800000000007,22371.120000000003,67526.99999999993,41073.71999999998,22981.2,22426.400000000005,121695.84000000001,21787.599999999984,22851.079999999998,22338.120000000003,23142.52,179234.19999999998,7176.200000000002,7069.4,16064.159999999998,21479.68,21659.72,138373.08000000002,6853.08,15865.60000000001
20,441487.6,472509.04,494904.52,635859.32,471497.0,478652.60000000015,598682.2400000001,502060.48,673000.1599999999,492453.68,153035.5199999998,63365.68,26262.8,98757.95999999989,94301.88000000006,96448.0,109228.20000000004,96240.84000000001,49281.43999999996,233692.3200000001,63153.399999999994,26991.559999999976,85057.00000000003,76276.6,21785.399999999998,22672.99999999999,165782.32000000004,58583.07999999998,21698.559999999998,24495.47999999997,22052.32,216921.59999999998,7120.399999999998,10278.800000000005,16130.16,24349.40000000001,60984.82000000001,174475.80000000013,8109.799999999992,17288.16
21,492691.5999999998,516962.8,555908.4000000001,680421.7999999997,548433.0,514410.0,657128.4,566298.2,760121.3999999997,560046.4000000001,175175.19999999992,90722.19999999995,42582.0,123912.19999999992,114080.00000000009,129260.0,150564.0,141145.40000000005,73325.00000000004,273379.0000000001,79779.5999999999,56331.39999999991,117580.0,125693.4000000001,24360.0,46053.0,211777.0,93143.39999999989,41783.400000000096,60440.199999999924,35101.399999999936,253937.99999999997,12787.999999999982,17411.0,22008.199999999997,57845.39999999997,101246.99999999996,225766.20000000007,13800.0,17179.2
22,541871.5599999999,568133.8800000001,638432.72,756620.4,627622.0,582444.3,722949.8400000001,646285.48,835492.5199999998,627854.6000000001,212964.68000000002,128435.79999999992,63326.79999999999,160987.18,141762.4,157138.0,182424.59999999995,191091.24000000005,97841.0,296873.24000000005,114762.88000000006,92384.31999999998,130748.4,170691.11999999994,54356.20000000001,82406.99999999999,246978.08000000002,129733.71999999991,80519.74,98904.31999999998,62782.03999999999,290303.68,13924.16,17251.16,20830.24,94409.47999999997,129008.04000000005,268918.12,13418.560000000001,17137.68
23,578137.84,630644.48,675434.8400000002,827703.36,677228.0,645020.4000000001,777125.8000000002,699547.8399999997,886488.96,675597.8400000002,254096.15999999997,146893.31999999998,93566.79999999996,183342.87999999998,178521.91999999998,181136.0,221228.59999999998,232355.92000000013,140045.63999999996,327891.2400000001,188984.96,125528.23999999987,150731.79999999996,215003.84,63462.000000000015,112550.59999999996,298754.52,139203.4,100837.60000000005,137970.19999999995,87336.39999999998,310683.0399999998,16824.2,17114.120000000003,36098.20000000001,133061.04000000004,153388.96,318892.2400000001,16485.4,19988.800000000007
24,608225.92,670528.9200000002,733892.48,903199.08,738656.0,693369.2000000003,833993.2400000001,780835.52,954161.36,728331.5599999998,304788.8399999998,173322.59999999998,121583.20000000001,250457.2799999999,221612.95999999993,215969.0,261679.99999999994,292719.2799999999,168955.19999999998,385515.0000000001,223500.87999999998,166282.16,185708.19999999992,254726.1,93023.60000000014,142327.00000000003,324271.3,172904.12,135392.34000000003,163102.84,111953.23999999998,365769.5199999999,17106.78,17127.26,63731.48000000001,159808.80000000002,180827.76000000004,376668.56000000006,17114.079999999998,23052.640000000003
25,646942.84,750077.7200000001,778532.6,962758.1599999999,797408.0,762149.8000000002,886354.3200000001,837873.8799999998,1020184.7999999999,796377.2799999999,356942.9599999999,223149.63999999998,156694.0,292515.56,284652.32,254573.0,305800.5999999998,335306.63999999996,220586.16000000012,430163.0,247444.00000000003,188262.15999999995,209507.99999999983,303000.2799999999,143982.00000000017,159093.0,377450.84,179945.8,173381.84000000003,196560.07999999987,150590.76,399194.76,19980.79999999999,23128.96,84081.55999999997,181024.96,225613.16000000003,398808.52,18465.800000000003,22504.32
26,700246.0,798307.0,863180.0,1016269.0,856743.0,854343.0,933378.0,915011.0,1029012.0,848400.0,402096.0,257717.0,191134.0,323362.0,319313.0,298594.0,342236.0,377306.0,268947.0,448792.5,266315.0,224647.0,244757.0,330837.0,206573.0,165425.0,411965.0,186324.0,215215.0,236636.0,184512.0,414399.0,23113.0,22321.5,115499.0,221772.0,230997.0,406771.0,22876.0,21747.0
27,750579.4,846594.44,908875.7200000001,1034231.3599999999,918841.0,945243.6,988421.88,964971.16,1030804.08,933000.7200000001,435467.32,297939.5599999998,241829.99999999988,366182.68,361334.08,349127.0,364901.0,404193.36000000004,300589.92,477187.68,313564.2799999999,272853.36,273190.99999999994,377643.44000000006,238185.00000000003,210946.39999999985,452974.4,194107.19999999998,251616.31999999998,276711.91999999987,209629.68000000002,437614.76,22122.56,21681.96,146156.7200000001,255728.88000000006,255347.64,425403.9200000001,21901.32,33963.04000000001
28,793581.08,909394.1199999999,965468.56,1096152.08,978255.0,1016812.7000000001,1021363.4,1010301.4,1051431.2799999998,969934.6800000002,450124.19999999995,333092.0399999999,281974.79999999993,430753.9599999998,383288.8,398345.0,420333.5999999999,448784.44,336293.2400000001,500594.98000000004,345521.9599999999,315667.92,305168.79999999993,418727.4400000002,274663.4000000001,239489.0,493031.54,214920.56,290076.34,291906.8,245956.7999999998,471020.56,30055.399999999936,43132.920000000006,177189.3600000001,296415.7599999999,257257.82,470488.48,23692.559999999998,53514.72
29,885036.7599999998,968978.8399999997,1019531.7200000001,1140468.5199999998,1022276.0,1035065.8,1038730.6000000001,1042879.5999999999,1097180.36,1028142.12,458776.8,373578.4,324824.4,462065.0399999998,444618.75999999983,436033.0,440962.1999999999,461812.08000000013,369514.32,518908.60000000003,388093.88,325666.2,335238.39999999997,462157.16,303130.60000000015,275190.6,493333.27999999997,252540.84000000003,332581.9600000002,341213.7599999999,261551.9199999999,472704.16,43885.64,62326.23999999999,204518.0,334910.83999999997,288081.52,469834.04,28390.399999999976,62146.12000000001
30,955351.64,1022054.4,1031818.6,1222324.36,1041664.5,1094782.2000000002,1106703.16,1084402.68,1112049.68,1053535.88,467429.4,410242.51999999996,369618.19999999995,496691.62,461028.03999999986,448562.0,453849.19999999984,497868.36,420479.48,535660.16,417518.11999999994,363154.68,373486.0,492746.98,339223.80000000016,281482.0,495161.26,296984.2399999999,369901.04000000015,379940.68,302423.95999999996,472228.84,63089.21999999999,96553.84000000005,237680.28000000003,379629.52,331005.95999999996,471435.12,59434.31999999999,83915.48000000001
31,1001721.1999999998,1044913.4000000001,1054276.5999999999,1262688.5999999999,1095689.0,1125540.0,1126526.8000000003,1108918.0,1166675.5999999999,1103730.8,480904.0,443476.19999999995,390321.0,497214.2,497192.6,458191.0,497873.0,505503.2,448881.2,537580.6,463151.19999999984,401163.5999999999,408735.0,493177.8,381323.0,300786.0,496453.0,355783.19999999995,394396.60000000015,417970.79999999993,328167.1999999999,474260.4,90086.39999999986,116185.99999999999,257883.60000000015,398801.0,359423.60000000003,473618.4,75757.19999999998,114951.00000000001
32,1036268.28,1105397.04,1096238.12,1310430.44,1132853.0,1184188.4000000001,1184666.7600000002,1191076.04,1183679.8799999997,1176793.72,499182.83999999997,465336.11999999994,439365.39999999985,498954.22,504386.8,496732.0,499059.8,520682.36,469181.7200000001,540756.98,486344.32,453859.60000000003,440712.8,494997.38,421471.20000000007,322090.0,497119.92,388818.3599999998,442655.70000000007,456820.76,356205.48,473477.76,115912.28,121257.20000000001,280399.68,405600.96,380450.8,473428.08,97239.95999999995,121965.24000000002
33,1088044.4799999997,1169432.2,1154555.04,1322441.6,1216002.0,1224820.8,1245274.72,1234820.88,1259668.68,1226604.8,505385.32,496972.32,449765.0,498671.56,511186.4,497399.0,499328.4,535933.36,500430.04,570612.0800000001,492579.84,493021.24,473781.0,494776.24,443071.4,354932.79999999993,504547.27999999997,431136.5199999999,480547.0400000001,491009.0,387959.88,477295.2,126058.59999999999,148578.03999999998,313160.8,421886.88,387778.6,475094.96,123635.11999999994,153877.56000000003
34,1148786.3999999994,1220782.32,1203866.7600000002,1334795.4,1227271.0,1266995.0,1268454.12,1310682.52,1308699.72,1280958.7600000002,507216.44,499091.68,497415.8,502309.08,535616.52,499417.0,501683.6,554868.16,505220.24,627750.6400000001,494463.52,493405.52,493813.39999999997,498377.32,476572.2000000001,366957.20000000007,518096.31999999995,472976.68,492914.86,493440.16,398938.76,477683.2,134806.9,173957.29999999993,351197.7600000001,436679.72,395106.4,475914.56,141282.43999999994,182871.2
35,1199945.5599999998,1226969.92,1258466.64,1357266.68,1226707.0,1344091.6000000003,1336875.64,1325042.2,1366464.88,1317928.9600000002,507159.32,505410.76,504846.8,502562.56,537359.28,499196.0,502380.2,588513.2400000001,511054.56000000006,640295.4,494477.72,497346.8,494184.19999999995,498577.24,492173.80000000005,410471.5999999999,535542.4,492361.76,493161.64,495168.6,400859.52,478418.52,157522.72,193494.16,389732.39999999997,470248.24,400613.76,477272.08,151863.43999999992,189253.6
36,1265499.6,1228093.0,1286115.6,1416246.4,1230350.0,1364256.0,1405014.0,1376999.5,1375687.0,1362669.2000000002,510391.6,516241.79999999993,514978.0,504988.6,537245.2,498566.0,505624.0,637617.8,533802.8,642745.8,497701.2,501558.6,495765.0,501175.5,493370.0,449846.0,543753.5999999999,500061.8,494989.1,501481.6,400729.2,486721.2,180357.39999999997,221074.19999999992,397719.6,469457.6,403781.60000000003,477592.0,190581.59999999992,202047.0
37,1316989.44,1261959.76,1315386.8,1435757.68,1232991.0,1369611.0,1420145.16,1434651.64,1386068.2,1399932.92,510783.88,535185.24,535496.2,513128.83999999997,540591.68,506500.0,512556.6,637751.5599999999,543353.92,645947.5599999999,497846.96,506653.39999999997,497051.99999999994,508452.44,501425.6,483470.39999999985,568869.12,516248.8399999999,495159.72,506576.39999999997,402507.24,486513.84,204300.87999999995,253580.04,399530.16,471614.2,403741.84,477836.48,229299.7599999999,223131.40000000008
38,1359022.32,1268155.8,1354281.48,1449167.5999999999,1265469.0,1430458.5,1443134.56,1443340.64,1400122.1999999997,1435266.76,514204.1,535961.76,546105.6,541495.0199999998,540712.88,533832.0,522728.79999999993,639400.88,569754.96,647551.36,500463.84,513525.8,498858.6,511548.12,528272.0,493606.0,570247.12,530838.2,498440.96,513448.8,403825.56,485988.04,230980.64,277528.72,399567.04,471312.68,406911.18,479551.2,250257.51999999996,239578.6
39,1360814.12,1273230.84,1379922.8,1460545.4,1318923.0,1442071.0,1463906.52,1474372.4,1443315.04,1442732.08,528923.32,562322.9199999999,569363.0,543990.4,543536.44,536682.0,540441.2000000001,638957.96,586981.72,647210.04,508313.12,532213.6,499307.8,528929.88,555235.6000000001,497269.99999999994,570476.72,540066.6,498190.96,532044.28,404429.6,486156.64,245108.91999999998,296338.4000000001,402131.8,473190.96,407093.2,480177.84,270885.63999999996,273679.56
40,1363699.16,1273138.4,1431128.6400000001,1474290.2,1319267.0,1449342.0,1506524.64,1506996.28,1451737.5999999999,1444573.64,543602.58,585367.8399999997,614256.5999999999,584887.5199999998,545593.24,566809.0,543759.0,640331.4400000001,611958.76,649411.7200000001,538447.28,552273.4799999999,502161.8,540877.0,565214.2,510204.99999999994,573071.16,547849.7999999999,500236.4,551415.6,406674.88,490086.4,277273.91999999987,307155.12,402520.27999999997,473032.92,413891.34,479746.64,275113.43999999994,279068.2
41,1366699.6,1357669.1999999997,1443706.4,1507942.2,1389792.0,1461555.0,1508708.0,1507967.2,1465234.0,1470834.4000000001,563636.8,624050.3999999997,637260.0,630485.5999999999,572215.4000000001,603993.0,578227.0,640495.6,638175.8,651142.0,560187.7999999998,565493.2,505797.0,566323.8,567044.0,531892.0,573267.8,555633.0,500912.6,565425.2,414699.6,499544.7999999999,298949.7999999999,331398.4000000001,403006.4,474528.99999999994,428381.8,481633.2,287007.39999999985,313163.0
42,1398059.84,1438180.64,1473519.6800000002,1509576.96,1443545.0,1507834.1,1511951.4,1512348.48,1478730.4,1478366.88,615448.2799999999,637766.84,639213.4,645179.86,628482.08,638731.0,639757.7999999997,642186.5599999999,638432.12,652377.78,571898.2799999999,567294.8,509729.4,572864.58,566898.4,564751.8,575025.76,564329.88,505073.7,567226.8,434618.3199999999,503746.64,319069.12,365838.08,405480.88,478982.27999999997,445206.80000000005,482356.84,309772.8399999999,336376.4400000002
43,1439339.3599999999,1451142.08,1507874.28,1513594.96,1458566.0,1509340.0,1512206.6,1522672.84,1489833.8,1481329.32,645594.44,639665.92,639076.2,647099.76,645247.36,638389.0,645195.8,643578.92,639730.36,666796.52,573749.84,567095.08,537786.7999999999,574722.6,566377.4,565085.4,574968.04,565984.8,508583.12,567027.08,446565.19999999995,507293.83999999997,352825.79999999993,389411.1999999999,412800.56,478962.2,477481.44,481625.84,358532.8799999999,366278.9200000001
44,1448952.72,1487636.6,1509231.64,1526520.52,1485387.0,1513078.5,1518216.72,1524816.22,1507345.6399999994,1514564.84,647274.1,639349.76,638919.2,646819.78,646961.4,640425.0,647031.6,642929.8,639440.48,666385.34,573267.12,566689.16,552786.0000000001,574715.06,568114.6,567016.2,578278.22,565848.48,530869.7200000001,568274.16,478725.28,508926.84,375718.8399999998,399581.3,420356.39999999997,484257.28,478532.52,483406.04,378179.67999999993,398644.36
45,1469338.3199999996,1514194.6400000001,1513822.56,1528198.72,1515148.0,1524449.4,1528052.4,1526646.8,1517168.2,1516324.12,647119.08,640045.04,640604.4,647195.12,646848.28,641441.0,646641.4,647039.64,641175.92,666071.76,575533.88,568344.72,573579.6,573856.04,567666.2,566387.4,579610.88,567333.92,565107.3200000001,568588.32,478003.24,510474.32,396083.88,406009.36,432869.04000000004,494587.68,480051.04,484146.56,398780.76,398908.60000000003
46,1515000.6,1515182.0,1524264.2,1528815.0,1516861.5,1526338.5,1527569.8,1527162.8,1521725.8,1520546.8,648555.6,641093.8,640127.0,648507.9,646848.4,643081.0,648154.0,649614.8,641180.4,673710.9,574921.6,569109.0,575231.0,575556.1,572696.0,568690.0,583724.2,569086.8,572926.1,568249.4,478846.6,511697.0,399418.49999999994,406624.9,443934.2,496366.6,479790.4,485784.4,406173.8,402565.0
47,1516719.76,1516420.6,1526191.32,1530176.76,1521467.0,1529466.8,1529339.44,1528449.84,1531988.56,1532217.32,648985.6,642775.36,642895.0,650190.08,649988.28,642924.0,650168.2,652394.0,642522.12,674284.88,579578.0,573133.52,575125.2,578921.0,572009.0,568643.4,584212.24,571951.92,574717.8,571325.4,479513.52,513002.12,406748.04,406584.68,449080.4,500559.64,481512.56,486287.4,409896.5199999999,406880.12
48,1520692.4,1531037.52,1528220.6,1534581.48,1531967.5,1532403.1,1533355.12,1531838.88,1533920.84,1532894.04,652824.92,644617.88,645651.0,652068.14,652947.64,646135.0,652697.4,652936.12,645635.8,675873.16,581494.12,572527.7999999999,575674.6,580314.74,578434.2000000001,567818.8,583962.22,571473.92,574552.38,574210.6799999999,481755.44,514400.04,413152.84,416187.56000000006,454839.80000000005,503042.24,481518.18,488358.60000000003,420181.63999999996,412401.8
49,1533635.72,1532504.96,1528011.68,1536286.2,1533665.0,1533846.8,1535786.6,1534340.96,1536267.04,1535225.8,661729.2799999998,658457.16,656606.7999999999,665835.48,652530.2,658856.0,656779.3999999998,665377.6,658822.04,676516.56,583413.1200000001,586648.72,576376.6,592528.2,585968.0,574686.4,596950.76,585514.96,574093.96,574778.92,481751.04,515862.4,432597.39999999997,429321.64,461298.19999999995,503992.96,482794.4,489926.24,435011.8,415049.4
50,1535547.1199999999,1535340.24,1530123.08,1540851.36,1536384.0,1536688.2,1539999.84,1536435.26,1536951.68,1536888.08,666020.36,658192.76,657879.8,665608.78,666306.8,659033.0,666428.0,666167.68,658518.52,676378.52,592721.2,586073.32,581120.0,593624.86,585620.0,575116.2,596920.86,585093.6,575803.28,586136.6,482713.52,516031.28,438388.39999999997,440200.63999999996,467756.6,504003.52,485752.86,492787.8,438422.8,443234.1600000002
51,81,82,77,85,80,80,85,89,85,85,68,58,58,68,68,64,68,67,57,84,67,54,62,64,56,54,71,58,57,56,59,90,37,40,49,65,63,87,37,38
52,251,212,229,247,195,215,223,218,241,221,141,130,112,121,128,136,122,111,119,155,127,112,128,117,104,116,122,130,104,110,105,146,82,83,107,109,114,129,81,94
