index,246_1_taz.de,246_2_taz.de,246_3_taz.de,246_4_taz.de,246_5_taz.de,246_6_taz.de,246_7_taz.de,246_8_taz.de,246_9_taz.de,246_10_taz.de,247_1_taz.de,247_2_taz.de,247_3_taz.de,247_4_taz.de,247_5_taz.de,247_6_taz.de,247_7_taz.de,247_8_taz.de,247_9_taz.de,247_10_taz.de,248_1_taz.de,248_2_taz.de,248_3_taz.de,248_4_taz.de,248_5_taz.de,248_6_taz.de,248_7_taz.de,248_8_taz.de,248_9_taz.de,248_10_taz.de,249_1_taz.de,249_2_taz.de,249_3_taz.de,249_4_taz.de,249_5_taz.de,249_6_taz.de,249_7_taz.de,249_8_taz.de,249_9_taz.de,249_10_taz.de
21,4079283.0,4164842.0,4394466.4,4038961.6,3835120.0,4299195.2,4874818.2,5262485.0,5225007.2,5447704.599999999,494476.4,501036.99999999994,506243.8,536891.8,494753.0,515383.6,500405.7999999999,515740.0,514151.0,505384.8,510177.4,531726.2000000001,516955.8,524545.8,473162.79999999993,521262.0,535761.0,505779.0,538634.6,509510.2,863536.4,1115373.8,991396.6,830039.4,946383.0,674999.6000000001,951012.9999999999,959433.0,912187.0000000003,1011231.3999999998
22,4306951.88,4341944.0,4651064.04,4179521.18,4120320.0,4517536.8,5079078.18,5327665.2,5252110.78,5611530.92,502984.8400000001,514227.19999999995,519668.24,549941.62,497381.19999999995,515496.52,515878.23999999993,524031.24,518356.6,510378.39999999997,523227.78,550131.08,530323.4400000001,525290.76,502016.9,548825.6,542473.18,533898.7000000001,551524.74,516076.93999999994,920313.28,1121739.52,1071248.64,843947.7000000001,972937.7,724129.8,960434.5999999999,1011970.5000000002,987804.9599999998,1061268.24
23,4423745.36,4599660.0,4862808.12,4355177.4,4306657.8,4798527.12,5228126.68,5586356.4,5261060.56,5701445.639999997,519589.64,548493.4,519545.32,552903.16,501167.0,535140.16,543484.2799999998,551988.32,519133.2,544112.9199999999,550385.4,551918.84,547487.8,531868.3200000001,500014.52,552637.4,552797.88,550419.72,553458.96,547045.64,979880.6,1218634.56,1110435.28,896843.6000000001,1024177.0,753260.2,977590.32,1080915.5999999999,1081068.92,1103050.92
24,4586453.04,4779234.0,5013568.54,4665273.04,4544951.199999999,4975876.04,5427117.24,5716663.4,5295631.46,6048776.78,544568.26,550179.54,543967.3600000003,551817.34,501694.1,556678.72,556630.74,552461.98,522989.00000000006,559489.08,551379.32,558356.4,548390.64,544418.52,522683.28,558675.8,553882.92,556142.76,556233.46,550345.86,1036501.0800000001,1346890.44,1121992.94,940447.8400000005,1051375.8,802221.1200000001,1072891.8,1112345.22,1116181.6400000001,1172382.6399999997
25,4958209.5600000005,4997092.0,5247562.44,4948233.4,4713952.8,5295424.84,5602243.28,5989822.6,5314857.12,6211572.68,550296.36,552294.08,555598.96,556390.3999999999,522762.19999999984,559889.68,560015.88,557178.96,540711.4,562582.08,553435.24,558464.4400000001,551487.48,548121.16,529766.3599999999,560486.6,556701.08,554880.76,559421.08,556638.6,1101152.36,1355118.08,1137335.92,1009290.32,1117638.4,847005.56,1110778.68,1114925.4,1123786.4,1224951.4799999997
26,5352126.0,5258829.0,5478110.0,5160257.5,4931236.0,5580058.0,5647014.5,6051698.0,5328985.0,6227744.5,550228.5,558580.5,559320.5,565342.0,530926.5,560544.5,564232.5,563370.5,545580.0,566529.0,560487.5,564587.0,550302.0,559415.0,534266.5,565033.0,563619.0,557940.0,565869.0,558088.5,1109486.0,1446951.0,1216661.4999999995,1061649.5,1136679.0,913723.0,1116925.5,1156660.0,1127504.5,1268432.5
27,5719898.72,5582758.0,5701895.6,5483519.44,5126340.0,5784093.359999999,5775508.720000001,6071079.4,5512214.64,6239333.64,552277.08,558931.88,561637.52,570860.16,532698.4,564433.28,567324.16,562633.2,552862.0000000001,568137.72,561429.8,562980.12,554064.8,563882.76,557237.3999999999,565506.0,564602.84,567415.2,571526.72,560574.16,1112331.52,1536301.36,1309502.0799999996,1116204.4,1187065.0,990268.4000000004,1123275.36,1177670.68,1156667.2400000002,1284727.16
28,5855523.16,5878981.0,5785698.9,5762948.98,5310578.8,6002897.92,6161421.26,6080671.6,5548264.96,6244293.04,559414.2,562361.46,564960.74,570037.38,545966.9,565899.3,570476.22,571135.96,557712.2,572577.24,564534.94,580582.8399999999,560426.88,568016.04,558003.2799999999,572332.8,573061.6,572151.0,575300.92,564410.38,1118172.2,1562281.0,1356235.42,1195595.12,1298951.4000000004,1082748.08,1152986.68,1189707.74,1238027.2400000002,1290047.88
29,5923587.24,6100384.0,5860631.84,5882770.8,5681283.6,6087943.2,6178628.12,6089442.2,5609272.72,6275633.24,561348.24,565303.7599999999,564837.4,573161.2,545012.0,586995.8400000001,571923.9600000001,573492.52,561357.6,573634.4,570754.24,646694.24,563173.6,573244.84,564306.0,588591.7999999997,598988.4,576077.6,617412.64,563282.72,1145757.8800000001,1587422.84,1372126.2399999995,1294614.28,1354266.8,1152978.8,1198264.92,1279487.2400000002,1286957.44,1324972.32
30,5944467.48,6158540.0,5868595.62,5939622.24,5859583.8,6215798.76,6189696.88,6098716.0,5620460.6,6318884.78,566414.82,579739.18,588041.34,608711.04,565923.3,630249.6000000001,577971.16,596318.26,564719.6,601359.8799999998,583689.3,732940.68,570826.88,574465.96,566510.3,669498.7999999995,653524.3999999999,601994.4400000001,644466.16,617333.2000000001,1210219.2,1600130.76,1480613.8999999987,1350114.64,1376219.9000000004,1215544.68,1293508.98,1354845.78,1359967.22,1392980.74
31,5972829.4,6190854.0,5888441.6,5968891.2,5870125.0,6222683.2,6203170.4,6159722.0,5632224.8,6333469.0,568315.4,631331.5999999999,648971.0,661273.9999999997,570166.0,657740.6000000003,581509.2,632134.6,565274.0,648742.0,636719.6,737207.2,573306.4,601856.7999999999,565783.0,717793.0,724458.5999999999,640674.4,703551.4,649181.2,1299480.0,1616170.8000000003,1536725.2,1386688.0,1396306.0,1290229.2,1381845.0,1363363.0,1413420.9999999998,1455905.2
32,5991737.88,6214368.0,5905933.94,5986245.760000001,5887996.600000001,6250688.48,6214670.32,6170292.4,5653256.38,6356679.96,573049.6000000001,678252.3999999999,719400.8000000002,738608.64,574343.5,734495.64,585519.3599999998,652157.9199999999,570329.2,704386.1199999995,649471.8,765608.8799999999,576315.24,640937.0,576642.2999999999,777012.6,740134.4,660527.7000000001,769824.48,697616.18,1343722.2,1680744.16,1565004.9,1494909.4200000002,1467725.8,1314203.4800000002,1474669.0399999998,1381230.96,1541587.3,1543951.8
33,6041670.36,6220110.0,5921693.04,6010602.72,5892376.6,6254511.36,6226024.16,6228214.600000001,5675504.36,6368544.56,602394.7600000001,721956.2399999999,738872.56,803363.6399999999,608856.0,733816.8,631045.1599999999,694607.7199999999,574137.6,747993.76,689512.12,794947.12,630243.3200000001,688843.6,577556.08,799887.4,773866.7999999999,704457.1200000001,806186.32,737283.36,1378483.9600000004,1837471.28,1573895.52,1533588.4400000002,1561660.8,1373347.2000000002,1537847.96,1490332.2,1568398.2,1550917.6399999997
34,6059424.64,6258083.0,5929171.68,6071518.32,5914143.8,6263768.399999999,6262588.54,6236948.8,5684174.16,6394116.14,619563.06,737023.5599999999,740280.26,826673.6399999999,638654.3999999999,753562.52,660730.2,784297.4399999998,620494.6,749236.72,763310.38,810313.7200000002,652288.6400000001,766316.9199999997,613749.98,866435.2000000001,807631.3999999999,762983.88,828432.8,772898.5,1496488.8800000001,1864519.76,1589252.4,1561448.86,1584247.1,1461299.76,1562747.8,1557416.6999999997,1581162.32,1577841.54
35,6094108.52,6293496.0,5958347.28,6108296.96,5932284.8,6289464.16,6274086.84,6252060.800000002,5953821.92,6437338.52,637311.28,736774.88,771568.84,871660.2,659393.3999999999,803022.08,720210.7999999999,835233.1199999999,639057.6,801956.2799999999,818365.7200000002,898815.0399999999,731690.5200000001,802658.16,652806.72,918544.3999999998,879810.6399999998,801688.9199999999,886314.4,831443.88,1534884.92,1961541.24,1595664.5599999998,1574061.6800000002,1603061.8,1535738.1199999996,1572159.28,1586630.16,1590291.3599999999,1592719.92
36,6101022.0,6299768.0,5990599.3,6124556.7,5936905.0,6341113.6,6292793.3,6254630.0,6001767.9,6449654.8,651782.9000000001,764969.1999999998,801583.2999999999,964838.7999999998,732137.0,835872.5,787742.7999999998,949753.1999999998,657225.0,810933.0,901847.3000000009,985278.4,805184.6,857698.3999999999,708825.2999999998,993156.0,927867.0,850708.9999999999,985532.8,921202.3999999997,1561688.4000000001,2061884.4,1603905.0,1590269.3,1610354.0,1585577.4,1592870.7,1596619.7,1666111.5,1688307.0999999996
37,6125962.32,6309555.0,6017133.72,6166109.64,5958574.999999999,6354175.04,6308218.6,6275973.4,6015084.08,6470088.84,711632.1200000001,801454.48,869375.4800000001,990533.68,803171.0,910532.5599999997,812774.1599999999,991872.8,757773.2000000001,876459.4399999994,980280.52,992203.4,841945.6,927396.88,785730.1599999992,994952.0,987798.92,942222.9999999999,990900.6,976521.84,1570451.56,2069109.36,1666326.24,1614080.92,1613938.2,1636390.6,1592528.24,1626947.7999999998,1755780.72,1753760.4
38,6136160.64,6335606.0,6057422.64,6186705.5200000005,5997600.0,6361217.52,6310783.98,6287420.8,6043929.94,6480330.26,804520.04,857739.44,936855.3400000001,1027336.7000000001,845300.3,986842.24,860762.12,1022477.34,801509.8,955875.36,993597.48,1022842.84,923659.2799999999,987318.2,839871.1999999996,1004346.1999999998,998558.6,989713.1,1027697.7,993853.44,1584492.84,2091162.48,1778636.82,1684345.6000000003,1709204.1,1727876.04,1669369.6199999999,1728877.4,1796681.92,1849821.1600000001
39,6128880.76,6360789.0,6073357.52,6206391.96,5998901.8,6422739.76,6319214.96,6298491.8,6049818.64,6493598.36,835700.8400000002,930176.0399999993,987687.52,1073159.68,915276.3999999999,991367.9600000002,918563.359999999,1059350.4,831448.2,1003109.48,1027227.04,1061167.48,988855.88,998060.9600000002,912955.2,1020603.0,1020609.48,993659.64,1072509.12,1017859.32,1607171.2800000003,2098034.16,1804076.3999999997,1781101.2000000002,1792590.9999999998,1803918.6800000002,1733610.68,1853860.6400000001,1874176.96,1856758.44
40,6135662.08,6377554.0,6085318.08,6212482.66,6017975.6,6467838.12,6327796.82,6318830.2,6070326.14,6521188.4799999995,887820.6800000003,986663.7000000001,997101.6800000005,1150524.1599999992,964290.9999999997,1028878.6000000001,995051.3400000001,1095243.28,895078.2000000002,1046432.1999999998,1051024.6,1094246.88,1016724.4000000001,1047343.92,953345.359999999,1055582.1999999997,1045867.9399999996,995641.1,1143274.3200000005,1069309.46,1675030.8400000003,2137545.2000000007,1852519.2799999998,1884470.26,1862391.2,1871964.0799999998,1799536.3999999997,1884912.24,1907088.78,1876926.56
41,6167299.4,6386493.0,6096220.8,6231844.2,6027221.0,6488672.6,6331413.2,6335438.0,6069196.8,6528368.8,962009.2000000005,996035.9999999997,1045264.6,1245691.4,994300.0,1074514.0,1019344.3999999998,1196003.1999999995,949712.0,1063386.9999999998,1089874.0,1095188.2,1036311.6000000002,1073941.0,991284.7999999999,1083400.0,1087758.8000000003,1024730.7999999995,1252490.0000000002,1086878.0,1753009.0,2151987.8,1978577.5999999996,1921936.2000000002,1961206.0,1977667.8000000003,1868769.6,1956159.0,1911272.0,1892398.5999999999
42,6192670.28,6391583.0,6131989.82,6256364.96,6042179.8,6507493.24,6345019.58,6350426.4,6104658.76,6546831.46,991114.1,1022125.9,1074523.54,1338563.5199999998,1007729.5,1144208.4,1034458.2799999999,1241082.7999999998,990383.0000000001,1109959.3199999998,1169452.44,1098837.6,1077010.64,1161832.1199999999,1000316.8799999999,1134423.6,1099285.8399999999,1052490.7,1322032.28,1135048.8,1848212.56,2224029.04,2061551.3800000001,2023875.3800000006,2058365.2,2071563.36,1895191.76,2030866.34,2014480.02,1891733.6
43,6222268.080000001,6413293.0,6136388.84,6296344.08,6054688.6,6510608.52,6355148.84,6357437.2,6116005.6,6553481.32,1025931.2800000001,1058454.48,1138442.28,1416141.5199999998,1045345.0,1190404.8,1081219.4,1309711.8799999994,1004282.4,1144197.0799999991,1252203.5999999999,1135121.7599999998,1138425.7199999997,1228373.04,1044426.36,1238302.6,1184243.28,1084433.2,1428140.0800000003,1192649.6799999995,1866597.0400000005,2313139.4,2069881.8800000001,2077560.8,2083407.4,2075401.36,1905489.1999999997,2071117.0800000003,2086339.16,1962603.64
44,6232734.96,6413414.0,6153501.54,6309480.06,6062807.8,6524745.32,6373491.22,6354627.2,6129228.24,6576459.94,1050457.64,1102008.3999999997,1249770.2200000002,1503122.9599999997,1076988.1999999995,1252515.2,1131912.0199999998,1335624.4,1048586.0,1251049.4399999988,1332788.52,1161052.2,1204146.64,1316474.4,1060271.4,1302260.4,1251802.1199999996,1123312.8399999999,1481296.06,1268950.24,1897932.1199999999,2421443.04,2088124.98,2087044.26,2105229.0,2079942.16,1911249.1,2083810.64,2085320.24,2061843.5599999998
45,6258277.5200000005,6412992.0,6183441.0,6337686.64,6097180.199999999,6574073.72,6432023.6,6373699.4,6129866.28,6593371.88,1086099.2400000002,1165037.5599999996,1342521.64,1569431.32,1095785.8,1335559.8800000004,1230742.0399999998,1404943.6,1073943.0,1339761.5199999998,1420655.2000000004,1164376.04,1309835.16,1419606.2800000003,1087958.84,1384710.8,1306328.96,1219986.1199999999,1548621.48,1337767.0799999998,1903040.2,2432224.48,2094974.92,2139233.52,2107870.6,2151881.3200000003,2015210.32,2102615.48,2133831.88,2144121.16
46,6261427.0,6446383.0,6218785.1,6380303.3,6113223.0,6591689.2,6445583.6,6374908.000000001,6177725.3,6608220.6,1151310.1,1209728.9,1412978.6,1587219.6,1179954.999999999,1422394.7999999998,1331811.2,1463420.4,1180853.0,1402389.2,1508230.7999999996,1164788.2,1395505.0,1515937.6,1169554.7999999993,1420282.0,1373660.1999999997,1313847.7,1586507.0000000002,1363892.5000000002,1969668.0,2435840.6,2099807.8,2178089.1,2176580.0,2156968.2,2091808.5999999996,2175972.3,2163003.3,2255246.0
47,6274117.08,6452024.0,6214062.56,6413777.28,6127143.2,6602387.92,6461082.599999999,6384628.4,6190350.68,6624956.719999999,1227371.72,1281152.24,1499727.8399999999,1656541.12,1261704.0,1538222.3200000005,1410219.5199999998,1521701.12,1282996.2,1483093.2399999998,1584147.7999999998,1165116.44,1468460.2799999996,1546582.24,1241548.8,1472849.8,1449040.4,1392794.7200000002,1625206.5600000005,1401575.48,2026400.3200000003,2440538.72,2172074.52,2184504.44,2225002.4,2246517.56,2131235.6,2181187.12,2210944.88,2416304.84
48,6291307.5600000005,6503059.0,6223118.74,6482509.7,6143224.2,6612631.96,6480067.84,6394639.8,6212186.46,6645953.62,1298755.94,1368618.5999999999,1602993.6,1715025.46,1328576.6999999997,1590091.4399999997,1503168.98,1615850.64,1342376.6,1563485.24,1663495.9599999997,1206825.6,1565332.6799999995,1587791.16,1268143.279999999,1539707.3999999997,1529064.3,1481296.88,1756667.66,1460246.9600000002,2101188.2800000003,2441281.76,2232642.76,2204543.72,2275405.0,2338306.72,2136520.32,2234977.96,2258666.3,2420572.02
49,6305341.84,6530943.0,6234249.6,6682842.64,6151597.8,6620857.28,6497409.84,6419091.2,6218864.36,6651841.36,1397982.52,1428286.3599999999,1682820.8000000003,1742069.8799999992,1402875.5999999985,1668731.2400000002,1546774.5999999999,1667359.52,1427890.4000000006,1644621.9199999995,1724331.2,1290304.1199999999,1650952.1199999996,1645469.04,1351089.4,1570281.5999999985,1580188.56,1559571.28,1790936.04,1509085.12,2143986.48,2443705.2800000003,2252112.08,2241146.0,2323220.0,2342827.68,2254785.9199999995,2303955.9200000004,2292770.92,2490522.8
50,6327115.72,6536363.0,6259671.54,6698491.58,6165258.6,6646233.600000001,6514717.56,6435455.6,6232956.68,6658387.62,1473898.0600000005,1490698.0,1755440.7200000002,1771413.5599999998,1460955.9999999993,1762335.3600000008,1634770.6,1742911.3599999999,1492089.4000000001,1750996.599999999,1809838.76,1407884.8800000001,1759297.5999999999,1725340.9999999998,1454796.3999999994,1680892.799999999,1666915.9999999995,1684896.2400000005,1790889.48,1529121.3199999996,2166751.4,2448258.96,2308774.36,2312109.58,2372888.4000000004,2358231.04,2351000.56,2383686.84,2349644.48,2493806.1999999997
51,1492,1283,1341,1350,1224,1345,1266,1309,1461,1386,164,170,170,185,171,171,174,170,163,186,176,186,168,175,166,190,173,175,195,183,243,357,310,294,292,271,267,289,299,288
52,3222,2667,2670,2903,2516,2637,2295,2111,2230,2215,355,361,387,404,364,420,407,427,357,416,411,410,394,417,361,420,474,466,404,384,501,641,627,687,573,643,562,594,600,639
