index,330_1_www.wetter.com,330_2_www.wetter.com,330_3_www.wetter.com,330_4_www.wetter.com,330_5_www.wetter.com,330_6_www.wetter.com,330_7_www.wetter.com,330_8_www.wetter.com,330_9_www.wetter.com,330_10_www.wetter.com,331_1_www.wetter.com,331_2_www.wetter.com,331_3_www.wetter.com,331_4_www.wetter.com,331_5_www.wetter.com,331_6_www.wetter.com,331_7_www.wetter.com,331_8_www.wetter.com,331_9_www.wetter.com,331_10_www.wetter.com,332_1_www.wetter.com,332_2_www.wetter.com,332_3_www.wetter.com,332_4_www.wetter.com,332_5_www.wetter.com,332_6_www.wetter.com,332_7_www.wetter.com,332_8_www.wetter.com,332_9_www.wetter.com,332_10_www.wetter.com,333_1_www.wetter.com,333_2_www.wetter.com,333_3_www.wetter.com,333_4_www.wetter.com,333_5_www.wetter.com,333_6_www.wetter.com,333_7_www.wetter.com,333_8_www.wetter.com,333_9_www.wetter.com,333_10_www.wetter.com
32,6019747.74,5112787.32,6191484.000000006,2785533.0,6690447.94,2685928.96,2839572.4,2554197.0,9444881.38,8982627.84,1966315.8400000003,2118997.8,1928151.64,2181211.58,2286158.6,2062012.5999999999,1944085.2000000002,1992354.4199999995,2154995.8000000003,1911417.08,5512109.84,5633538.74,2184492.0,6110938.1,8382637.28,6662011.3,6290652.48,4928872.6,6659357.08,5879509.62,2457703.4000000004,2465622.12,2506099.4,2428019.2,2446009.18,2499179.2,2439477.08,2508428.84,2488526.7999999993,2530964.2
33,6068215.88,5156222.04,6272317.8,2811591.0,6898011.399999999,2712607.24,2859772.0,2562612.4,9765866.76,9089813.92,2099127.4800000004,2146435.4,1924678.4,2298600.12,2445108.6,2200268.52,1971814.4,2029385.88,2273456.6,1918159.4,5588635.28,5704227.16,2245755.0,6879411.199999999,8531386.76,6707274.4,6421871.6,4959569.8,6733670.28,5942765.96,2482394.84,2472556.68,2515471.6,2436616.6,2451268.28,2532950.2,2449481.4,2546369.1600000006,2543093.8,2542452.72
34,6102459.82,5214106.32,6341548.2,2837366.0,6973175.919999998,2720832.04,2906033.6,2582977.4,10022374.020000001,9258820.04,2227715.8,2210097.6000000006,2016230.32,2398361.14,2559727.4,2298575.119999999,2039336.6,2124162.3,2390788.8,1942693.56,5659514.28,5732596.16,2328975.0,7610768.68,8657746.48,6797844.6,6504655.380000001,5025489.1,6805327.24,5992146.220000001,2490211.1999999997,2476756.52,2517906.6,2436815.4,2449404.94,2536210.2,2461530.04,2592888.48,2550619.2,2544805.0
35,6182217.84,5269065.4399999995,6354346.600000001,3154830.0,7040804.76,2939578.2800000007,2923650.5999999996,2597810.4,10211515.28,9358730.159999996,2384028.32,2305675.4000000004,2127680.72,2459722.68,2620207.2,2410966.92,2100806.64,2226483.4,2502360.2,1976954.8,5694316.6,5815813.96,2433863.0,8267973.399999999,8874862.2,6856981.8,6581226.2,5064375.4,6857206.88,6054174.64,2502917.88,2487539.64,2528802.28,2448886.8,2459270.6,2548407.12,2461823.92,2632637.0,2558500.6,2568472.64
36,6268804.1,5317481.2,6397774.0,3172920.0,7353704.3,2947400.8000000003,2962303.5,2600676.5,10476833.9,9649827.8,2516406.8,2436203.0,2253257.2,2592070.0,2819980.0,2544359.8,2214106.6,2317116.0999999996,2548296.0,2004479.0,5737743.6,5918204.7,2564629.0,9014912.4,9037675.6,6983208.0,6827546.799999998,5102271.5,6993636.8,6121684.9,2520555.8,2496855.6,2539202.0,2443964.0,2482646.0,2595729.800000001,2480988.8,2695426.4,2574052.5,2575738.4
37,6317972.24,5403308.68,6468362.8,3392476.0,7478363.960000001,2980941.7600000002,2971129.8,2720287.2,10630264.96,9839407.640000002,2539960.44,2551251.8,2354405.84,2718732.680000001,2854204.2,2569962.36,2307663.2,2441425.5999999996,2583436.08,2054110.52,5814920.040000001,5945899.64,2576165.0,9700568.56,9312673.88,7043642.400000007,7021836.24,5142343.0,7043749.36,6185164.68,2527145.44,2498176.04,2561547.68,2463819.0,2506471.72,2724957.119999999,2507321.8000000003,2931027.3200000003,2633859.3999999976,2598766.32
38,6381909.22,5510942.64,6514507.200000002,3415462.0,7564386.319999999,3021545.08,3010841.7,2740231.5,10738999.14,10127621.32,2558371.36,2706513.4,2462064.8400000012,2835461.1199999996,2864299.4,2585481.7600000002,2372606.76,2526055.079999999,2702136.9600000004,2102420.56,5850258.52,6029657.36,2653206.0,10267789.319999997,9411362.04,7214446.0,7204268.3599999985,5174960.1,7131708.5600000005,6238332.38,2557671.44,2503794.52,2568391.36,2501938.6,2530844.68,2753079.8,2521177.56,3225882.16,2887667.5,2787074.4
39,6450724.52,5574198.72,6604781.2,3434222.0,7632530.24,3078598.6,3226985.2,2767447.6,11182523.28,10220617.68,2557534.48,2827091.6,2633479.48,2879490.08,2881213.4,2598140.88,2474770.72,2577683.32,2822311.32,2149888.84,5874994.08,6099618.76,2682961.0,10956671.879999993,9480550.44,7299994.399999999,7418974.600000001,5214753.4,7181211.88,6286411.6,2564379.88,2531632.8000000003,2733935.2399999993,2606215.2,2532974.08,2761777.72,2535057.56,3232007.6,3078109.2,2802002.8
40,6504841.06,5621628.239999999,6767197.600000001,3471762.0,7718837.34,3096522.28,3245346.6,2776395.8000000007,11357720.34,10507600.96,2563423.72,2836966.0000000005,2635275.56,2886595.02,2890096.6,2600972.92,2502440.08,2600140.8399999994,2876051.4000000004,2188850.3,5919578.88,6151367.82,2723979.0,11489211.899999999,9533844.92,7581347.3,7649914.199999999,5263767.300000001,7278456.5200000005,6356667.06,2569624.68,2537603.32,2762207.88,2654131.8,2531773.2,2770387.26,2562850.4000000004,3242172.72,3087668.8,3099184.16
41,6566767.4,5661344.399999999,6982712.0,3517878.0,7896670.2,3109505.1999999993,3284563.0,2814666.0,11472062.2,10752230.8,2582240.0,2852721.0,2646622.6,2908836.8,2909882.0,2614471.4,2571441.0000000014,2600782.4,2901836.6,2261005.0,5965704.4,6165773.600000001,2798210.0,12453932.0,9596489.2,7675734.0,7972793.799999988,5346647.0,7328426.4,6425895.6,2588838.8,2546960.8000000003,2771632.4,2717455.0,2556165.2,2815444.2,2619461.4,3251822.4,3124457.0,3311287.6
42,6722754.799999998,5739930.04,7243116.0,3534891.0,7969253.72,3137439.16,3301787.3,2845588.9,11645209.799999991,10899679.4,2605967.72,2862718.8,2661830.04,2917386.24,2999272.4,2629259.32,2652208.3600000003,2613016.42,2909275.6,2347891.8199999994,6033506.24,6240965.98,2860640.5,13290677.559999993,9613679.08,7793391.300000001,8233308.62,5482735.4,7370672.92,6491341.58,2606690.04,2578984.32,2781419.6,2732500.6,2558677.16,3009911.96,2629946.32,3278927.2,3284389.2,3321965.72
43,6782976.28,5771790.64,7373658.399999999,3547047.0,8154091.88,3168156.72,3317846.8,2851535.6,11844651.36,10990730.88,2616045.36,2881181.6,2845408.92,2930230.04,3007418.8,2659585.84,2665931.88,2619351.16,2926019.04,2458107.4800000004,6061905.32,6293153.84,2930430.0,13618674.959999999,9654526.64,7912226.0,8706828.6,5516237.4,7429173.44,6545895.360000001,2609537.56,2582343.8,2787624.96,2748530.4,2572038.28,3108776.36,2655374.6,3291803.92,3337094.6,3328109.6
44,6852276.62,5904377.96,7432021.0,3577352.0,8227002.4799999995,3200446.16,3334320.2,2866955.0,11994505.69999999,11160372.32,2642739.96,2904193.6,2851550.56,2958374.76,3020333.6,2688439.48,2691919.5600000005,2699201.7600000002,2941259.28,2611216.44,6099283.239999999,6342633.220000001,2998983.5,13712120.699999996,9705628.56,8410517.9,9098373.799999997,5610669.6,7499976.72,6592720.96,2673018.92,2590053.0,2816621.44,2754426.1999999997,2580394.66,3283566.58,2715355.36,3297143.08,3347594.8,3337211.7600000002
45,6911608.320000001,5937948.36,7481664.400000001,3636191.0,8372006.16,3226626.9200000004,3361591.1999999997,2889135.8000000003,12557771.92,11304785.48,2670389.4000000004,2913729.0,2884510.52,3039189.68,3225659.6,2708262.04,2719475.12,2757676.84,2951968.1599999997,2690176.76,6174572.92,6441081.84,3007680.0,13785414.879999999,9777748.319999998,8463314.8,9621430.84,5680170.6,7564508.639999999,6710688.68,2866443.4799999986,2621077.24,2861484.92,2759215.2,2595872.8,3296664.96,2765619.6000000006,3308214.2,3349719.4,3339885.96
46,6943939.7,6014175.600000001,7530820.999999999,3714871.0,8538855.7,3252108.2,3412947.0,3113133.5,13080104.1,11509050.6,2681186.4,2996063.0,2897041.8,3048566.5,3260364.0,2718941.6,2754636.0,2775528.9999999995,3035899.4,2798339.1,6242109.8,6509063.6,3019733.0,13851792.3,9846387.8,8796200.0,9972212.099999992,5837538.0,7627109.8,6762658.6,3118621.6,2704223.6000000006,3154360.3999999985,2902573.0,2630592.2,3306897.3,2781491.2,3344564.2,3352967.5,3548251.0
47,7022460.32,6135520.800000001,7867551.6,3753574.0,8633657.359999994,3259977.6799999992,3523883.1999999997,3157399.4,13344966.64,11920232.16,2701509.12,3032340.600000001,2907192.64,3185751.9200000027,3288532.8,2744184.6,2822140.2,2795728.1199999996,3043025.68,2877298.1999999997,6309176.4,6614228.88,3223925.0,13929361.56,10100991.72,8979884.2,10038404.64,5967868.1999999955,7871890.04,6884430.68,3225484.08,2758513.68,3313506.8,3019308.6,2742681.4,3313103.56,2786620.52,3496160.480000002,3366920.8,3580338.48
48,7260242.04,6190089.400000002,7959486.6,3769025.0,8971174.82,3278358.2399999998,3646097.9,3178710.9,13656307.76,12098298.44,2715141.44,3204204.4,2916712.88,3290815.1399999997,3320357.6,2785764.88,2899619.12,2828848.98,3159396.5999999996,2889581.66,6384901.52,6742687.12,3258960.5,13982726.82,10442212.32,9031413.4,10235041.22,6294916.4,7945117.96,6918969.300000003,3308875.16,2796620.68,3317222.04,3234165.2,2801999.46,3341068.9200000004,2795465.7600000002,3571463.8800000018,3411556.4999999995,3579957.92
