index,222_1_web.de,222_2_web.de,222_3_web.de,222_4_web.de,222_5_web.de,222_6_web.de,222_7_web.de,222_8_web.de,222_9_web.de,222_10_web.de,223_1_web.de,223_2_web.de,223_3_web.de,223_4_web.de,223_5_web.de,223_6_web.de,223_7_web.de,223_8_web.de,223_9_web.de,223_10_web.de,224_1_web.de,224_2_web.de,224_3_web.de,224_4_web.de,224_5_web.de,224_6_web.de,224_7_web.de,224_8_web.de,224_9_web.de,224_10_web.de,225_1_web.de,225_2_web.de,225_3_web.de,225_4_web.de,225_5_web.de,225_6_web.de,225_7_web.de,225_8_web.de,225_9_web.de,225_10_web.de
32,2144054.48,1784502.72,1843941.44,1827830.2399999998,1928365.3,1944031.84,1968380.32,1880271.52,2013140.74,1945309.1600000001,2797273.360000001,1986188.5199999993,1791089.639999999,1980394.12,4847662.76,4772940.28,4819774.72,2063494.1200000015,1114828.1999999997,1128509.0,468206.44000000006,490144.22000000003,506112.88,511052.76,466072.56,498667.88,516434.0800000001,692654.58,5295898.54,753622.1599999999,4777488.96,3251371.360000001,3053695.0,2392792.399999999,4746136.32,1370101.04,1509556.9599999995,4702096.0,1775143.6000000003,1068510.3200000005
33,2188354.04,1852011.12,1863653.72,1942266.12,1931708.6,2090679.68,1988826.28,1925606.12,2046626.32,2126888.76,3057684.6400000006,2131685.68,1909311.0,2037963.3200000005,4916227.48,4785279.92,4851900.96,2337280.04,1331324.4800000007,1302550.8800000004,514678.68,491381.16,508530.48,529896.36,465749.76,499635.24,522103.96,704299.84,5306020.96,770506.32,4844934.0,3452423.64,3303082.8,2799504.36,4745571.72,1564588.5999999999,1773969.5599999998,4712535.0,1935088.8,1272640.0800000003
34,2236763.94,1908951.4,1886332.18,1965041.92,1975629.5,2186527.0,2031631.48,2018367.7999999998,2088709.58,2165531.72,3273066.4800000004,2353580.4400000004,2146536.5199999996,2056066.08,4955614.32,4879031.18,4869017.12,2751661.52,1540440.1200000015,1512118.72,515729.84,515192.48000000004,519247.64,534677.88,475308.32,509812.67999999993,532804.52,727806.4400000001,5340157.64,768544.62,4902878.839999999,3684153.4800000004,3548840.4,3108879.360000001,4753800.84,1813062.919999999,1965325.96,4715638.0,2158784.2,1517591.7600000007
35,2466929.6799999997,1930359.08,1922314.6800000002,2061756.36,2017290.8000000005,2267582.76,2061613.04,2131947.2,2104187.32,2180285.12,3516527.04,2579070.28,2413573.4,2055029.16,4959180.92,4887018.88,4874158.04,2942774.6800000016,1764969.8800000001,1785729.8399999999,518801.68,520935.84,537627.8,541713.88,517687.6,530754.04,536591.48,725996.12,5451483.039999997,764528.36,4904677.68,3927710.08,3794356.0,3346679.28,4767221.68,1997631.44,2085104.2000000002,4730379.0,2382417.6,1756842.9200000002
36,2540588.8,1943666.2,2077911.2,2095977.3,2140534.5,2278518.2,2142562.8000000003,2138997.2,2146639.3,2179473.9,3596033.8,2873770.0,2739177.3999999994,2055658.1,5025221.2,4883816.2,4885636.4,3142872.0,2006322.4000000015,1857871.3999999997,521276.4,518793.1,535101.6,547366.2,523411.2,533118.1999999998,540578.2,759654.7,6208070.6,778147.2,4909581.4,4170115.6,4072161.0,3535832.2000000007,4910011.8,2241317.1999999997,2281014.0,4745701.0,2590549.0,2009859.2000000002
37,2544851.92,1942733.56,2077599.8,2109052.0,2166971.8,2289593.2800000003,2242643.08,2176100.28,2168578.8,2196946.52,3853423.24,3041689.7199999997,2924141.84,2060629.24,5089976.48,4905166.28,4893825.72,3361148.720000002,2124721.0400000005,2091720.96,531264.8,536645.76,553074.16,547865.96,524912.84,544150.5199999999,542313.96,795361.2799999997,7397978.040000004,789615.72,4927070.12,4404694.52,4338227.799999999,3760108.5999999996,4915045.56,2553343.599999999,2525698.6400000006,4789054.0,2798690.8,2251175.920000001
38,2597235.66,1960718.52,2214794.58,2137612.28,2167064.6,2329878.4000000004,2281547.72,2184637.16,2330616.9599999995,2311838.86,4182407.72,3186057.3200000003,3121812.44,2072472.6000000003,5280485.96,4927228.02,4903903.92,3625917.240000001,2385915.6800000016,2351881.040000001,549081.64,540124.18,560196.96,551528.64,554484.44,549354.84,543947.48,1014354.0400000005,8351054.760000001,800687.14,4961688.24,4607302.34,4586848.2,3926465.84,4924689.36,2829961.8800000004,2800635.919999999,5031170.0,3003517.2,2396609.640000001
39,2620194.2,2066312.5199999998,2260304.9200000004,2139705.72,2165330.8,2449962.32,2319097.52,2192507.3200000003,2363270.36,2461900.92,4529754.600000001,3458019.48,3277622.1199999987,2121174.3200000008,5300050.08,4946778.36,4945494.44,3846037.4400000004,2622474.1600000006,2571660.72,554205.12,542836.28,559020.32,554509.92,567086.9600000001,551686.04,551092.36,1200845.7199999997,9129514.96,837351.2,5093732.119999998,4675342.52,4659585.6,4169035.7199999997,4940142.64,3006930.1199999996,3084177.079999999,5158486.0,3217526.800000001,2630767.04
40,2708653.08,2119715.56,2272257.72,2145935.5599999996,2189217.7,2474415.64,2341645.04,2193636.92,2395489.62,2466389.48,4717908.36,3722212.48,3521397.959999999,2145164.88,5315237.02,4985163.92,5251820.920000001,4065594.840000001,2818746.1600000015,2729946.6000000006,556308.84,543565.02,562297.08,560785.84,582713.44,555939.48,554987.92,1232807.1400000001,9705576.38,838480.08,5118714.24,4681987.06,4680040.6,4340721.7,4970742.68,3187075.88,3299825.9199999995,5174365.0,3458299.6,2881329.400000001
41,2786393.8000000003,2125428.6,2398867.8,2152290.0,2219899.0,2483314.0,2436004.4,2219910.1999999993,2394404.2,2591546.0000000005,4730808.6,4018417.3999999994,3607316.999999999,2162155.6,5344579.8,5032416.4,5556146.6,4286091.4,3117944.6000000006,2910067.0,568567.6000000001,550998.8,569862.7999999999,565260.8,585323.4,562211.8,559646.0,1235518.8,9739587.6,870455.4000000003,5244198.6,4701096.6,4687518.0,4536294.8,4970887.2,3364009.0,3483774.8,5240773.0,3698126.0,3093572.800000001
42,2790193.5600000005,2145227.64,2416106.4400000004,2211232.04,2235268.8,2729846.1999999997,2637347.7600000002,2252366.32,2407125.2799999993,2776304.960000001,4738042.48,4218717.92,3876051.679999999,2160195.92,5365937.12,5191881.68,5558745.32,4423567.88,3330656.8000000003,3139819.44,571135.96,555528.38,575493.2,567920.92,589395.8,567721.4,561214.96,1243828.52,9758467.6,995624.2,5251820.88,4726664.24,4725178.2,4615849.16,5096879.04,3597123.88,3673366.3,5249460.0,3944866.6000000006,3320517.2600000002
43,2907017.48,2176696.88,2420539.08,2221512.04,2262823.4,2852895.28,2684692.96,2329352.84,2466266.36,2860925.92,4775016.88,4518699.040000001,4134022.399999999,2197647.36,5370350.96,5432745.919999999,5570166.4799999995,4649944.000000001,3560981.8800000004,3359511.28,588635.08,558091.2,573252.4,583235.6799999999,599915.8,570180.3999999999,577961.64,1247898.8,9805751.32,1026275.12,5257248.76,4793284.88,4734173.8,4664570.8,5124648.64,3857410.4799999995,3887004.88,5259242.0,4193690.2000000007,3556508.240000001
44,2908151.42,2252584.92,2459716.36,2243602.08,2492606.1,2857399.8,2719613.12,2351455.56,2474626.56,2864408.94,4780688.4799999995,4638988.52,4388718.3999999985,2379917.3200000003,5500128.040000003,5598140.64,5573845.32,4702213.6,3761879.7600000002,3542095.1199999996,592984.4,560239.46,579751.72,587040.36,602560.6,572193.08,579407.44,1261460.4,9925560.08,1060342.48,5262560.56,4821429.04,4798392.6,4686593.86,5419500.239999999,4106761.3199999984,4055521.8800000004,5268982.0,4411351.600000001,3817861.9600000014
45,2927391.28,2344516.24,2573636.24,2294890.44,2537755.2,2873549.64,2868051.36,2373196.92,2510828.7599999993,2863049.1999999997,4850159.44,4699045.04,4629418.64,2612225.6000000015,5695757.12,5726498.12,5582321.5600000005,4757897.52,3923690.16,3738586.9600000014,598195.6,564389.12,594650.32,594497.6,604384.3200000001,588826.64,589905.3999999999,1267185.2799999998,9932009.200000001,1156899.36,5273548.68,4854273.08,4829667.2,4767943.44,5550802.920000003,4318662.56,4260857.039999999,5284079.0,4583247.4,4042435.080000001
46,2940489.1,2474855.2,2586344.6,2422953.3999999994,2554161.0,2863011.1999999997,2910734.4,2480954.8000000003,2520512.4000000004,2872855.3,4878375.8,4705930.2,4712331.0,2810599.8000000003,5825479.9,5771924.8,5596796.8,4777866.6,4118341.800000001,3928670.2,600298.0,577084.1,596995.7999999999,611026.8,608681.7999999999,590399.4,605755.6,1277251.8000000003,9978544.600000001,1163850.2,5280316.0,4853401.3,4851472.0,4783085.6000000015,5589320.8,4551493.799999999,4442983.199999999,5292948.0,4655215.000000002,4273417.400000001
47,2954782.2399999998,2511858.76,2756425.0799999996,2581875.7199999965,2561304.6,2857281.560000001,3014340.399999999,2571165.88,2572232.8,2879810.96,4896752.72,4725380.96,4754076.72,2908744.08,5833682.6,5872247.4,5602307.36,4805162.92,4309349.0,4128480.600000001,606652.4,581219.44,606242.2,614076.12,610225.1599999999,599349.52,623127.88,1283608.4000000001,10002272.040000001,1233409.6400000001,5284844.28,4863109.36,4866619.2,4857474.04,5599216.08,4595747.88,4578114.28,5313616.0,4694300.0,4425494.48
48,3025341.1399999997,2820335.6799999997,2824720.6000000006,2892719.56,2626366.400000002,2867213.64,3059819.2,2859655.8,2830619.44,2915780.04,4896412.28,4730366.96,4782380.64,2916327.22,5840881.4799999995,5877643.86,5610230.36,4811365.64,4449853.76,4302784.5600000005,610763.28,583410.5399999999,621372.92,617529.36,613417.48,616149.76,628973.32,1285488.76,10052570.4,1240087.18,5292654.8,4873605.38,4879658.6,4862937.8,5613028.0,4665642.3,4592743.2,5343463.0,4705039.4,4433616.64
49,3037984.6799999997,2851445.12,2827347.04,2930275.72,2816463.6,2895385.48,3087115.8,2904764.72,3084946.4399999995,2931770.72,4960006.92,4738770.5600000005,4789827.84,2919675.32,5848301.64,5886871.88,5612907.68,4837344.84,4641176.36,4565807.32,615071.88,605320.76,640604.8,628764.16,632472.88,621420.8,634446.8,1287402.64,10049518.04,1240941.5999999999,5299255.16,4880923.08,4877733.2,4872962.6,5619738.84,4684126.28,4738882.4,5354414.0,4727796.400000001,4452341.4
50,3042328.54,2857491.96,2842554.7199999997,2944773.6,2953857.9,2910668.4399999995,3083669.96,2909768.48,3105674.1999999997,2974441.78,5038474.96,4757479.640000001,4822543.04,2931672.64,5876295.82,5893660.78,5614425.36,4837195.08,4710050.92,4711365.08,631948.52,609259.3600000001,648183.48,644248.44,636007.04,623479.32,642269.36,1307757.8800000001,10086333.08,1247419.2399999998,5299437.48,4888447.24,4889009.2,4935698.26,5630616.88,4711713.06,4756899.8,5362196.0,4730453.4,4473797.66
51,1089,923,979,989,988,974,1000,977,1056,1102,396,320,302,654,657,639,563,323,275,269,251,227,243,240,257,249,232,526,1837,550,564,416,394,333,602,291,285,575,311,292
52,1432,1229,1258,1308,1297,1284,1298,1247,1391,1435,892,796,760,1033,1262,1270,1169,773,747,763,331,306,333,336,355,327,322,715,2842,743,1110,897,916,808,1162,736,758,1175,769,689
53,314137,253550,275990,284410,294661,303981,288430,281005,299633,325182,108596,92749,87275,170453,169150,166985,154587,84296,77689,77062,67956,60770,66350,64920,69285,65635,62716,150346,571821,144129,141453,107259,108155,93081,158305,82296,80124,169681,81994,82102
54,3356660,3118761,3146115,3227521,3243039,3221739,3395534,3193817,3413089,3301832,5170719,4869192,4917412,3109697,6050022,6087086,5775392,4921589,4825770,4795059,704058,674291,714204,716497,726705,710541,710067,1468803,10693189,1412008,5441211,4995652,5121681,5060902,5799074,4818462,4848845,5553696,4812457,4566041
