index,230_1_www.msn.com,230_2_www.msn.com,230_3_www.msn.com,230_4_www.msn.com,230_5_www.msn.com,230_6_www.msn.com,230_7_www.msn.com,230_8_www.msn.com,230_9_www.msn.com,230_10_www.msn.com,231_1_www.msn.com,231_2_www.msn.com,231_3_www.msn.com,231_4_www.msn.com,231_5_www.msn.com,231_6_www.msn.com,231_7_www.msn.com,231_8_www.msn.com,231_9_www.msn.com,231_10_www.msn.com,232_1_www.msn.com,232_2_www.msn.com,232_3_www.msn.com,232_4_www.msn.com,232_5_www.msn.com,232_6_www.msn.com,232_7_www.msn.com,232_8_www.msn.com,232_9_www.msn.com,232_10_www.msn.com,233_1_www.msn.com,233_2_www.msn.com,233_3_www.msn.com,233_4_www.msn.com,233_5_www.msn.com,233_6_www.msn.com,233_7_www.msn.com,233_8_www.msn.com,233_9_www.msn.com,233_10_www.msn.com
11,103071.2,103167.0,36656.200000000004,106404.59999999999,106298.0,93548.79999999997,106277.0,95896.2,71416.0,79915.0,68762.20000000001,67149.4,69298.0,65105.4,73568.4,58947.200000000004,71151.6,72691.59999999999,112512.00000000001,65287.600000000006,108817.99999999997,151468.4,191275.0,140092.2,130758.80000000019,179033.2,146551.60000000015,133816.6,178890.4,162921.0,58928.0,59287.8,61332.6,135638.59999999998,61283.0,60092.2,59379.4,69820.40000000001,81530.4,71862.2
12,103384.08,104652.4,49652.91999999999,109484.86,108893.9,104218.52,107589.29999999999,99174.48,69958.2,108961.59999999999,86302.74,69701.80000000005,75215.0,68646.96,80079.96000000002,64281.98,81098.6,95784.13999999991,140541.44,70323.78,153575.16,190562.80000000002,196775.2,147499.68,183733.98,188006.96,181206.68000000008,177381.19999999998,180571.62000000002,194505.0,62579.700000000004,57883.46,60577.82,192051.28000000003,65443.6,58587.52,60155.92,73363.74,83031.19999999995,80759.2
13,117936.19999999998,109181.40000000001,62532.240000000005,111375.39999999998,110298.00000000003,102655.56,116419.00000000003,107361.56,68934.6,107956.79999999999,101924.8,77161.48,111322.0,69130.79999999999,118074.28,67446.16,130168.31999999998,132753.3999999999,169198.32,75217.84,179335.04,199894.56,225316.59999999998,198320.5599999999,185211.36,189557.19999999998,195941.28,198248.44,203579.76,197970.0,64505.2,59206.72,59058.159999999996,196205.84,67732.19999999997,60296.56,68858.64,78686.56,126537.35999999999,91122.48
14,126319.48,107452.8,64007.240000000005,124043.36,124738.90000000001,103819.16,128205.00000000001,107880.8,70339.2,114569.00000000003,125949.09999999998,82495.44,126178.0,77435.04,170144.03999999998,70190.19999999998,150724.6,184703.15999999995,236939.31999999992,93299.56000000016,211555.68,205378.40000000002,312055.59999999986,237594.13999999975,216814.6400000001,243315.35999999993,197406.47999999998,196670.92,202951.04,232237.0,70825.4,65796.78,60158.26,201020.60000000003,71439.7,66767.88,68474.36,88043.0,178860.00000000006,114900.76000000001
15,126577.12,117802.4,83197.35999999999,123210.4,127306.6,107840.52,126804.39999999998,128622.55999999998,96546.2,131759.2,142362.6,94087.04,216197.0,88626.95999999998,225566.96,69388.68000000001,219461.12,264745.16,317187.32,131734.40000000002,259290.63999999993,290439.28,384911.4,358041.5599999998,250504.91999999998,277454.27999999997,233057.80000000005,226616.0,249664.28000000003,299185.0,70135.8,65306.12,65084.11999999999,222198.80000000002,69739.4,66084.88,72586.08,103340.2,200979.43999999997,154474.9199999999
16,124957.00000000003,125811.0,98279.2,129498.4,126437.0,113810.8,137245.0,130226.8,100046.0,132365.0,171062.8,148900.40000000005,290120.0,111079.2,319248.2,85285.00000000003,298433.8,334438.9999999999,375244.8,169546.1,308251.5,370359.3999999999,433322.0,414918.59999999986,299851.4000000001,352157.7999999999,287781.80000000005,301497.60000000003,306785.99999999994,377752.0,71576.5,69705.9,68457.9,230862.6,79517.5,71888.2,72717.20000000001,138385.39999999997,260120.0,185831.79999999996
17,179097.80000000002,159633.0,99535.56,163602.04,146555.2,113269.72,180004.0000000001,127916.2,104336.6,132306.0,227622.88,190940.04000000007,332707.0,145471.4,380846.16,100066.76,348554.56000000006,347937.92,386062.76,181855.72,385073.11999999994,400954.36,441364.2,474215.1999999999,350885.32,393351.6,357104.96,364226.4800000001,367108.24,401519.0,71395.00000000003,69389.76,69972.32,241159.52,86248.2,71744.48,80686.71999999999,184447.91999999998,262912.88,214299.39999999997
18,239213.83999999997,225515.99999999997,101460.52,230277.92000000004,222544.20000000013,115286.16,267820.9,145530.52000000002,103923.8,153487.60000000006,264775.04,264227.9199999999,340573.0,177311.36000000002,386532.68,111587.28,380643.08,366672.48,392811.4799999999,223509.72,387242.16,416570.56,445395.2,552943.6799999999,396574.72,397826.6,399910.52,426556.08,395034.54,432233.0,82356.40000000002,70592.02,72605.09999999999,257218.08,92782.69999999998,72834.07999999999,101355.12,219183.59999999998,303098.14,249921.55999999994
19,270410.72000000003,272989.39999999973,103103.08,306822.48,312893.60000000003,121212.84,292780.0,214627.20000000013,108222.2,219655.4000000002,315638.07999999996,339210.72000000003,361073.0,225446.32,388937.12,114240.20000000001,381780.28,391012.79999999993,400742.32,292214.19999999995,399966.1999999995,429242.32,445910.2,559868.28,439450.4,440575.4799999999,456229.83999999997,469251.04000000004,441010.76,455423.0,107508.40000000002,71625.72000000002,74397.44,291425.88,106494.39999999997,79530.84,106679.8,252093.91999999998,334320.88,309372.6
20,312261.48,316445.6,107241.64,308939.94,368197.5,125954.84,369818.89999999997,289949.92,110843.4,294741.19999999995,351190.26,387266.84,391517.0,268592.16000000003,397152.44,165284.39999999985,384721.96,399024.78,402711.54000000004,321201.72000000003,462684.54,433982.6,468408.39999999997,568441.8,503947.34,469826.32,485873.60000000003,506068.82,464983.96,495238.0,117966.4,73683.06,72279.4,333611.6400000009,115403.00000000001,80241.40000000002,136752.24,290117.72,368759.83999999973,349488.3599999998
21,314991.4,317488.0,111431.2,329733.2,367408.0,126326.4,370659.0,346613.6,109431.0,362263.0,373291.80000000005,390637.8,393398.0,329055.20000000007,400824.8,241917.80000000005,396740.6,405742.6,429703.4,337818.0,465047.99999999994,469992.4,500559.0,574595.0,507001.4,471434.99999999994,487725.2,512358.8,510621.0,517141.0,115186.0,82718.3999999999,94371.19999999995,402136.60000000015,128438.0,96728.79999999999,148306.4,374238.1999999999,409095.4,388406.8
22,369651.60000000003,322505.4,110483.84,362707.66000000003,379966.2,134276.8,374686.4000000001,370321.22,112330.99999999999,372243.4,393510.34,391983.92,399806.0,343255.56,405918.84,305732.1599999999,396463.72,405897.62,474037.82,390170.10000000003,503953.88,514305.64,528709.1999999998,585128.68,528347.2999999999,503050.44,519469.92,515279.38,562291.78,546843.0,121284.40000000005,100198.95999999998,109687.33999999994,407883.44,152585.9,116894.56000000004,154283.6,399634.8,406565.94,400293.08
23,419263.28,331627.7999999999,116520.16,378937.68,404215.8,136067.19999999995,414187.2000000001,378559.36,117153.59999999999,373785.0,404266.52,397846.28,403824.0,371766.48,408575.24,339602.32,421696.72,438083.67999999993,520574.04000000004,402006.84,513529.16,543386.7600000001,566290.6,590252.32,553635.08,521672.52,558985.84,535316.4,566610.04,560113.0,167588.2000000001,101473.87999999996,114733.6,416944.88,154238.99999999997,138461.39999999994,165721.5599999999,414895.88,426759.68,418062.04
24,425666.56000000006,373253.6,121003.95999999999,397840.83999999985,419022.60000000003,207264.4,432263.50000000006,421492.25999999995,117646.8,398491.9999999999,410064.92,400579.4000000001,437613.0,389885.76,455061.44,342270.56,464092.96,482103.95999999996,574899.2,405646.89999999997,515794.22000000003,556447.36,567162.2,595921.82,558535.22,532844.4,560243.56,564939.14,571469.14,564298.5,195545.2,112066.64,118663.9,441716.27999999997,169504.49999999997,157602.28,188141.36,417167.42,477246.0399999998,427919.36
25,428767.84,374219.6,123518.64,435672.96,429121.4,248639.32,433554.8,428640.6,119017.4,419650.80000000005,410942.96,406580.52,465576.0,395191.32,503299.8,344150.8,466310.76,523123.11999999994,605997.7599999997,406453.84,573889.2,555448.64,566300.8,600016.4400000001,563297.36,586640.96,564294.04,567770.44,568437.68,564698.0,197010.00000000003,129280.11999999991,138582.76,475112.24,190559.99999999994,193515.2,200126.67999999996,423849.24,498552.72,440651.52
26,433717.0,396736.0,122337.0,439347.5,431832.0,249008.0,456847.0,432919.5,117707.0,433708.0,419941.5,412480.0,503786.0,402928.0,577643.0,356629.5,506826.0,577497.0,643018.0,417368.5,577117.5,559234.0,569866.0,604004.0,560316.5,583786.0,561172.0,585385.5,576437.5,567131.5,215287.00000000012,150821.0,155282.0,523590.00000000076,206630.5,197135.0,219204.0,427206.0,523058.5,483531.0
27,438686.16,432250.2,123830.36,441994.04,434503.00000000006,265984.88,472807.0,437102.24000000005,137423.19999999995,437101.80000000005,429412.8,440246.36,535303.0,404835.52,592503.92,374235.79999999993,516030.16,643273.36,649498.84,447973.20000000007,579961.92,565727.24,580435.4,620934.1999999998,566272.48,589535.12,567037.88,585152.08,580819.96,573498.0,220391.6,162916.0399999999,160363.55999999997,600717.48,205057.8,195246.56,221719.32,429892.92,535320.44,496097.04
28,467921.08000000013,436261.8,142191.2,446517.49999999994,449129.0,285378.19999999995,526419.7,461982.74,155688.59999999998,463858.8,482400.6,499586.4800000001,570754.0,406439.24,645024.08,382901.38,526823.6000000001,656010.96,665084.5800000001,473300.89999999997,585966.74,570466.92,582560.2,662437.2199999997,571351.3600000001,592839.24,573356.76,587383.92,582290.6000000001,576527.0,223168.9,177112.28,178386.56,644006.7600000004,221206.3,196495.56,222735.44,483410.89999999997,535341.38,505201.3999999999
29,480914.84,437298.0,161460.47999999998,486102.88,490842.19999999995,301729.43999999994,529121.6,526752.56,186613.79999999996,493970.39999999985,502742.39999999997,538874.4,570906.0,425510.95999999996,647515.6,400865.04,579445.12,665920.44,663601.92,511550.7600000001,589100.24,567852.92,595588.6,674515.92,573068.84,600367.36,571538.2,593606.88,594879.44,577553.0,224927.00000000006,189146.12,202596.51999999984,666086.12,224629.99999999997,199233.40000000002,225232.63999999998,511148.6,541534.5199999999,559181.5999999999
30,513048.0,461787.5999999999,174167.2,535088.58,524275.8,317064.12,527710.7,531758.52,226170.19999999984,528017.6,541725.2,581337.48,579121.0,475335.2,659225.72,400815.62,626041.52,669457.26,671121.42,533756.72,598571.12,581084.12,597065.6,698211.06,594376.84,603750.12,595894.32,594201.18,594440.9,611177.5,232216.8,201153.86,206042.13999999998,674169.16,230769.4,215767.83999999997,231175.16,543275.48,558065.34,598593.2399999999
31,530724.0000000001,492310.0,195137.4,543053.8,528110.0,351731.7999999999,563707.0,533608.4,273776.0,534294.0,587242.8,641885.0000000001,580660.0,509607.2,660068.8,409074.0,647196.8,682790.8,672229.0,579469.2,602843.4,590190.2,630792.0,699171.2,599503.6,607666.8,600611.6,601261.8,614591.1999999998,642431.0,234203.0,201746.4,221928.4,674511.2,232897.0,222327.6,230561.6,599123.6,569250.0,604649.3999999999
32,537458.84,525000.9999999995,206417.80000000002,544320.36,537925.9,394161.04,564137.0,547541.38,315680.39999999997,537410.4,602670.7999999999,645997.24,581480.0,530532.52,660103.6,406810.92,645470.24,692866.22,690073.16,593647.3199999998,636087.08,590298.08,666181.5999999999,703627.6,604475.22,624856.56,600143.8,601593.9,658227.86,647624.5,234686.6,200862.8,223799.62,689711.8800000001,247443.1999999998,226479.71999999997,231810.32,599972.24,581369.18,609198.5199999999
33,540421.2000000001,532539.4,226942.59999999998,571550.04,561832.4,409041.24,602570.2,563033.28,341427.6,560453.0,653337.2799999999,651614.8800000001,581468.0,576983.6799999999,673705.88,464389.6,646886.84,696574.84,755639.0,644917.44,653964.6,624029.4,674492.8,703296.4400000001,650913.84,661797.2,616322.6800000002,604877.84,692058.3200000001,648990.0,239505.8,205880.67999999996,227931.19999999998,759831.2000000001,287808.39999999997,230608.72,236182.04,603550.6,623496.2,608197.44
34,566470.2000000001,533646.8,250403.12,593074.6,577237.2,435919.36,644501.1,590811.92,367675.0,564571.8,656087.58,651496.12,597420.0,588462.4399999998,689228.7599999999,495855.12000000005,656853.04,691196.96,805235.88,647396.4800000001,674252.8399999996,653636.2,672402.2,706382.8,649063.46,685588.7999999999,651166.44,636283.9,690471.78,689118.5,242264.50000000006,208048.06,230847.66,782598.9200000003,326464.2,231218.88,234977.96,607974.48,627181.88,614045.96
35,594441.76,537167.0,254459.68,600684.64,591256.8,438798.16,657022.4,596179.96,366698.8,582586.4,666267.7999999999,652183.72,612271.0,641727.96,691217.68,532718.7999999999,668882.7200000001,693197.08,805148.24,663336.64,692998.0,682580.52,672669.6,718695.8,666763.08,694291.68,658752.8,662208.84,688428.44,695436.0,280690.80000000045,220547.16,233007.08,857464.2000000004,349977.8,232864.28,248370.68,640931.4,642536.4,616720.8
36,599440.4,564369.0,262438.4,604299.9999999999,596467.0,439564.8,669934.5,611309.8,367850.0,596737.0,663095.3,654166.0,644085.0,644076.8,689288.6,563835.3,671928.4,693389.2,813387.6,668008.0,728458.7,681370.6,670501.0,716257.0,683058.0,692312.2,701413.0,664285.9,686371.1,693426.0,303080.5,223615.99999999994,233699.7,925937.2,351256.5,239756.6,267996.8000000001,651373.1,681990.6,620221.3999999999
37,615214.8,567778.0,265626.52,628701.6,597252.4,447744.60000000003,681462.2,627153.7600000001,374081.6,650130.6,669266.44,654724.64,669862.0,658179.04,713893.36,578255.32,674313.72,692785.2,855899.28,677343.04,726398.8,678569.4,668411.0,751468.76,710510.8,690311.52,699551.2,662432.6,684397.16,691403.0,359772.2000000001,227491.16,241853.28000000003,945687.76,380818.99999999994,241322.52,298800.04000000004,664726.36,705928.4,664069.76
38,653974.16,570999.2,265024.0,631452.74,633863.5,483668.96,706344.3,669744.1399999999,379098.9999999998,658877.6,685193.5999999999,663371.88,674674.0,663565.88,711963.12,585149.8,676690.52,709632.66,961341.0,675421.58,726265.2000000001,683565.76,666307.0,801345.3999999998,708562.94,688387.84,697633.4,725643.18,682427.42,689451.0,413241.50000000006,229673.32,270245.06,953505.4,398779.7,268603.55999999994,318323.6,664802.46,722972.7000000001,673220.44
39,662250.96,601718.2,272116.39999999997,631848.72,653548.8,482070.12,710890.8,676827.44,423183.8,693212.4,681707.3999999999,677427.72,678225.0,672283.92,719978.3999999999,592063.16,689472.8800000001,724369.8799999999,985538.2,678513.32,744322.8,687223.4,714677.7999999992,874323.8,706689.56,686495.4,706704.84,743114.32,688114.28,690121.0,449660.20000000007,229922.44,280963.04,990345.2000000001,430917.0,282411.6800000001,339164.12,673403.88,733511.7999999999,687325.88
40,678050.7200000001,604936.2,285292.56,636529.86,677380.5,484823.31999999995,713506.3,703935.66,429371.2,702162.4,690770.94,684616.76,677176.0,674408.2,768195.2,596660.42,691828.2,767798.7,1011087.3599999999,675225.88,742337.2,690984.84,814039.1999999998,945284.2200000001,711589.7,684540.28,709212.8,741146.4,735041.28,698092.0,478178.60000000015,235237.94,302029.36,992742.0400000002,462416.6,298296.36,342878.48,675605.94,748019.9400000001,688408.32
41,706542.0,609814.0,295744.6,631566.0,679435.0,496435.9999999998,717696.0,706585.8,432816.0,702885.0,689774.4,692279.0,690864.0,680811.4,833875.6000000001,602360.0,689946.2,838796.0,1092153.0,676762.6,763718.8,691251.0,855006.0,953481.2,710026.0,760104.3999999991,734111.4000000007,739213.0,810492.8,726278.0,489443.0,238611.99999999994,329677.19999999995,1019025.6000000003,486105.0,316984.8,349448.59999999986,675426.0,775323.2,691703.4
42,709534.12,617181.4,307416.76000000007,641332.98,683376.7,520559.48,718880.2,707960.18,433508.8,706435.0000000001,764084.4399999998,690630.96,690319.0,676590.92,882234.7999999999,655088.4199999998,762359.2800000001,927758.26,1140017.7199999995,687796.62,837794.78,717431.5600000004,922267.6000000001,954559.3,722495.3,798448.04,734522.2,773359.74,872643.0400000005,883097.0,539635.4000000001,246745.76000000004,336560.5199999999,1084650.04,507995.29999999993,326811.56,363926.88,673032.7999999999,804012.64,691387.92
43,711049.6,615390.8,336054.8,645700.92,703755.2,520943.0,722453.4,708266.08,433937.2,714631.8,775670.8,718792.6799999999,707347.0,681223.12,971441.5200000001,671814.48,774762.08,995763.04,1184185.12,704908.56,913506.08,850185.7200000004,933363.8,959112.48,735457.76,843679.32,752414.0800000001,790344.88,925761.8,916662.0,546186.2,249960.12,354697.19999999995,1089173.92,530913.4,330876.36,367908.96,686645.32,804951.48,691701.4400000001
44,715782.36,617126.2,336716.84,674576.7799999998,706714.3,548328.44,724332.3,708087.76,443071.4,753441.5999999999,774620.68,812659.4800000002,701268.0,678377.92,1049908.0799999998,673508.56,789631.32,993616.16,1261683.1800000002,701135.8200000001,916276.72,913069.68,941728.7999999999,957809.2799999998,776668.2,866045.3999999999,786778.8000000005,788422.6,932940.1,928103.0,547109.2,255810.94,374747.1,1091905.32,531729.8,331316.92,410004.84,686373.3,807459.16,701749.6
45,717330.12,620542.6,353242.52,701425.3999999999,708204.6000000001,547041.52,768518.2,723286.24,469367.9999999998,801048.4,782473.44,851686.8000000006,699428.0,683863.9999999999,1080034.08,674994.64,792424.76,1062802.2,1356812.84,698500.56,924921.5999999999,921337.08,939830.2,975221.24,852352.0,923830.7599999995,866949.080000001,811531.36,934581.9199999999,927611.0,553786.8,264633.03999999986,383829.04000000004,1095820.76,535360.4,333834.08,413227.0799999998,689262.68,817271.4399999998,741334.8799999997
46,731808.4,622469.0,359643.6,719200.9,712961.5,561589.3999999998,789146.5,724399.9999999998,477901.0,801933.0,865923.2999999998,881546.2,724163.0,699433.2,1095799.0,672833.1,816146.8,1130501.5,1379207.7,744055.8,935308.3,929449.7999999998,941626.0,1004614.3,894705.3,938447.0,922329.0,821529.9,936366.1,928610.0,553456.5,285615.5,384756.9,1095148.4000000001,537341.5,338261.6,427366.0,720394.2999999998,828148.3,752604.2
47,767668.32,648591.4,385582.0,722522.56,712822.6,566274.3199999998,811618.2000000001,765567.08,477876.8,814356.4,942376.3200000001,889900.4,739401.0,697904.32,1130522.96,670546.12,806742.68,1229273.28,1395494.72,742267.68,941547.32,942976.96,952076.0,1031195.6,927664.92,936541.84,928300.88,834401.48,934561.64,925895.0,552303.8,302970.12,390739.92,1111995.0,537807.6,349659.04000000004,428860.60000000003,790974.04,834845.0399999999,750957.76
48,788869.3600000009,658809.2,414582.4399999999,723049.78,746132.7,594211.56,825398.7,777832.1000000001,480912.2,811437.8,995935.62,970230.8400000001,741884.0,713119.4000000003,1128590.72,675787.8,829572.68,1276711.2599999998,1398667.42,740478.08,939631.34,946435.48,960835.7999999999,1076977.4,930867.74,940306.4,929446.56,869248.3600000001,946172.3,938156.5,559940.6,322651.4999999999,403626.36,1154132.56,551902.3,365320.6,474673.75999999966,827590.1999999996,852157.4399999995,750370.96
49,816144.7999999999,665890.0,436359.16,731961.72,776588.2,595350.64,829463.2000000008,800176.24,486139.2,820409.2000000001,1004539.96,987228.0,824022.0,737843.28,1160659.0,678465.4400000001,862930.44,1346413.1199999999,1409797.4000000001,783795.040000001,941731.04,945539.32,973148.5999999999,1082226.88,930123.64,942438.52,931999.96,908003.8,958130.8,949008.0,563096.6,352897.04,405541.96,1158410.72,554171.7999999999,379526.4,526583.6,860482.48,928592.0799999998,806444.08
50,824189.2,685501.3999999999,443789.6799999996,779931.5999999999,813867.9,595382.32,866398.7000000001,805442.86,487564.4,822446.6,1016846.8,998373.88,929260.0,736271.64,1255198.5199999998,677138.22,863234.44,1377023.98,1418209.1,860896.52,944062.6200000001,950285.08,973902.2,1100862.2,934806.24,952101.1199999998,930548.52,941490.9,963032.9,960171.0,563521.0000000001,382700.45999999985,418586.98,1168555.76,555472.0,399470.52000000025,559843.6799999999,858811.24,960913.7999999999,867128.1599999999
51,233,210,115,229,216,187,256,224,131,225,265,245,271,233,278,195,283,289,334,257,326,315,359,393,302,323,309,309,348,345,155,130,140,325,157,149,158,234,260,247
52,341,320,217,364,329,247,359,335,199,345,382,337,379,309,394,276,345,450,483,376,413,397,421,510,397,391,377,394,389,380,260,227,229,513,298,255,276,363,433,409
53,67956,63785,28893,68180,66108,39117,72988,66649,33062,67342,93474,89445,88241,78581,89224,80223,95405,92871,114161,93365,89638,90134,102198,106991,84816,89119,85106,83306,97608,93221,48715,43481,45732,122451,50833,48913,50552,78753,84317,82719
54,893729,772459,505082,899051,885602,637624,972934,891293,542544,911865,1105468,1081804,1080979,820452,1420885,748312,958674,1489506,1546106,972670,1051875,1043988,1102706,1230160,1035556,1047599,1036832,1036009,1055487,1065196,666959,488909,489072,1301897,648730,461970,652939,993773,1106182,1017214
