index,1_1_www.google.com,1_2_www.google.com,1_3_www.google.com,1_4_www.google.com,1_5_www.google.com,1_6_www.google.com,1_7_www.google.com,1_8_www.google.com,1_9_www.google.com,1_10_www.google.com,2_1_www.google.com,2_2_www.google.com,2_3_www.google.com,2_4_www.google.com,2_5_www.google.com,2_6_www.google.com,2_7_www.google.com,2_8_www.google.com,2_9_www.google.com,2_10_www.google.com,3_1_www.google.com,3_2_www.google.com,3_3_www.google.com,3_4_www.google.com,3_5_www.google.com,3_6_www.google.com,3_7_www.google.com,3_8_www.google.com,3_9_www.google.com,3_10_www.google.com,4_1_www.google.com,4_2_www.google.com,4_3_www.google.com,4_4_www.google.com,4_5_www.google.com,4_6_www.google.com,4_7_www.google.com,4_8_www.google.com,4_9_www.google.com,4_10_www.google.com
11,82403.0,85590.8,12578.600000000002,14338.2,85783.2,40676.8,12232.2,11743.800000000001,51534.0,7592.0,92868.0,88675.4,122213.79999999999,100556.0,148665.4,90762.2,34411.399999999994,34231.4,42910.200000000004,90208.0,87595.59999999999,34524.6,82302.6,82848.8,139404.80000000002,95937.4000000001,88444.2,91479.8,79908.2,83312.0,25331.4,10598.4,26264.399999999998,29316.600000000002,34192.4,28160.2,25378.4,29889.799999999992,25684.399999999998,25543.600000000002
12,83599.24,85952.67999999998,57930.48000000009,14431.54,87189.96,69369.20000000001,48349.159999999996,12449.44,82677.0,12437.999999999996,116090.00000000016,88565.96,140802.08,100175.6,147890.74,95635.51999999999,41141.68,34756.64,85298.28,133878.8,87245.76,36120.62,84939.76000000001,83714.92,142990.52000000002,120575.9,85186.88,94205.27999999997,81576.92,123571.0,29268.32,29439.48,28486.720000000005,28015.68,38852.54,28818.07999999999,27513.560000000023,34738.54,27975.32000000002,24268.84
13,83963.04,91624.12,81908.64,28694.6,93363.68000000001,81968.36,82557.59999999999,49959.439999999915,83879.0,12958.400000000001,150057.60000000006,180686.84,143281.08,97682.20000000001,153266.52,128845.08,50141.36000000004,41182.360000000015,93679.23999999999,186602.6,89517.08,69895.72000000003,84949.44,80965.71999999997,145154.88,193919.48,124025.03999999998,95820.75999999997,82645.52,166324.0,36693.95999999999,28328.44,31232.92,26475.56,73350.88,28699.279999999995,33068.6,64893.68,56823.56000000004,23212.279999999995
14,89563.16,92929.92,83629.06,63915.240000000005,94719.04,83727.36,86169.28,81340.36,83168.0,82658.59999999999,197872.80000000002,190835.44,166666.6800000002,123682.59999999999,209464.8800000003,178539.92,85846.80000000002,59808.43999999992,96636.12,194329.4,172143.04,80858.24,93954.24,162414.68000000002,202518.91999999972,232325.3,141275.84,112420.06,83171.56,174518.5,66765.56,27134.42,33026.94,28056.92,172143.78,29642.199999999997,35364.12,72839.82,78148.51999999999,29053.16
15,92197.88000000002,93549.08,87225.72,84399.48,97738.84,85255.76,85739.92000000001,82750.96,85482.0,82941.39999999998,205133.2,195504.32,290419.12,157063.2,335135.16,188188.36,89880.52000000002,84902.48,96797.48,200053.8,184161.12000000005,88028.4,145891.24000000002,176788.52,345564.9199999999,333335.88,189928.08,144697.7999999999,84231.08,192021.0,72597.72,26313.32,54264.71999999998,29574.04,174935.80000000002,33380.48,67851.16000000002,127986.44000000015,95857.92,30764.48
16,93524.2,108682.99999999991,91522.3,85776.1,163381.99999999997,86776.6,91879.8,84540.2,93241.0,86040.5,236992.0,203736.2,381544.1,163437.0,386519.2,203770.3,93840.2,88154.59999999998,97130.40000000001,233824.0,192589.20000000004,92130.90000000001,163435.79999999973,199642.2,381996.2,371273.3,192172.2,164470.1999999999,85012.8,231940.5,75057.8,25840.999999999993,76613.7,31498.399999999998,186020.6,32956.0,114434.00000000003,173735.4,135182.80000000002,64998.8
17,95076.6,167327.2799999999,92992.48,85168.56,231978.39999999997,92940.44,93330.64,86237.28,93775.0,87588.4,277015.2,219962.72000000015,381071.64,213306.4,395534.76,204723.28,92087.92,91743.12,103940.04,298666.4,196535.08,95660.12,187354.4,201133.88,385882.4,372217.48,198152.72,205022.92,101742.83999999997,263030.0,99319.88000000006,56298.28000000002,79797.4,61911.44,184508.56,62833.80000000001,169929.28,177013.52,135529.6,67689.48
18,150784.04,230745.36000000004,93561.36,87359.54000000001,250045.43999999997,93552.2,93180.08,89976.12000000001,93183.0,91437.6,346291.8,277319.84,388836.78,212214.2,397820.18,236813.08,90270.22,89976.64,128255.40000000001,336531.2,197953.2,93919.62,196687.96000000002,199877.96,389785.32,377543.02,226415.43999999974,203880.78,115660.15999999997,343000.5,172434.16,64892.66,150710.28,73820.28,183410.92,71296.44,174630.76,178751.78,172309.04,71454.44
19,181943.4,248466.24,97811.80000000002,92880.24,250228.76,124824.28,119219.59999999998,91861.44,128065.0,93304.2,390239.8000000005,359648.5200000005,389936.04,259635.4,397695.48000000004,303087.51999999996,91261.2,87795.08,163747.92,384180.59999999945,253109.16,94774.56,234929.16,216487.40000000002,391645.32,377402.56,276079.44,234080.2399999994,161438.59999999998,388150.0,175384.48,91256.95999999995,176048.24000000002,73457.48,186829.91999999998,79283.2,176355.12,180300.12,178838.4,73456.76
20,219094.2,248275.88,155300.56000000003,94924.62,254921.59999999998,164041.15999999995,168114.31999999995,92450.48,171924.0,93857.1,403602.8,390843.95999999996,389622.26,299666.0,405077.46,378288.42,96525.72,104305.52000000002,173069.72,391083.4,321784.88,93149.16,274994.2,257549.6,397309.56,382491.52,378990.88,317949.91999999987,171277.32,393739.5,177499.68,116840.62,176067.54,140719.24000000002,237304.27999999988,84219.87999999998,178847.56,181915.94,178542.56,106738.88
21,228474.2,300052.9999999998,221251.60000000003,97630.40000000001,295412.3999999998,214886.20000000004,213301.59999999992,111479.99999999994,225512.0,129642.0,403725.0,396329.4,395288.8,335635.0,407466.6,397136.2,132972.4,126718.6,186725.60000000038,398032.0,360005.4,98824.59999999999,375923.39999999997,370067.39999999997,402109.6,386808.4,387948.0,376082.4,187172.4,393302.0,179630.4,119189.0,177333.4,176203.40000000002,265365.8,137557.0,180360.8,190911.8,178872.0,141360.4
22,245063.52000000005,312679.48,234269.08000000002,99179.77999999998,322318.72,246687.28,247238.52,164915.23999999993,246589.0,200108.59999999992,408805.80000000005,397092.52,399450.4,385124.19999999995,496230.2000000001,400100.9,137121.42,162700.72,206200.92,401684.2,363984.92,100609.82,384914.48,371202.2,473472.64,392262.68,388865.28,392852.62,185795.84,401232.5,180329.08,123662.11999999994,178837.38,175703.04,268748.76,171581.48,185359.63999999998,191928.36,183730.96,173382.84000000003
23,248443.63999999998,313914.04,248186.24,101759.96,321794.52,245929.92,248604.88,223521.63999999996,245585.0,246903.8,407311.6,400449.44,429254.12,407348.8,615833.4,400335.72000000003,141692.36,168686.88,207481.56,403195.99999999994,389572.76,107129.08,384294.64,391607.4,482108.84,392893.8,386079.32,398720.64,187339.84,402966.0,184317.56,157915.32,182326.80000000002,181045.19999999998,267634.48,174944.32,186311.44,192268.56,185538.04,173808.36
24,248292.64,315888.48,249545.8,135850.98,324016.36,248015.2,248246.16,245437.04,247827.0,248658.7,427899.6,403706.68,436748.0000000002,406577.6,623072.6799999999,403256.58,155779.44000000015,171105.36,290829.48,423647.4,392005.76,106869.46,386022.16,395825.64,509401.96,441742.6,395926.64,395679.92,191100.44,404784.5,183276.6,172966.19999999998,183923.4,183430.88,268734.24,174966.24,186991.12,233652.6,184723.64,175662.16
25,277080.3999999999,318998.44,312392.04,201240.63999999993,327191.56,269613.04,313092.88000000006,247130.92,312821.0,256040.99999999968,425962.2,408485.08,441051.64,414805.2,653971.4,409135.76,196677.84,195438.5200000001,337420.5999999999,421976.8,392043.92,136681.60000000015,392879.52,396011.56,530308.3999999999,594287.12,398322.32,405009.51999999996,198679.88,515169.0,215804.36,175933.16,208648.76,182985.72,272618.36,178362.56,190511.76,270277.88,186561.88,177398.68
26,312934.0,319710.0,313923.5,254904.5,329052.0,312960.0,314684.0,246664.0,314236.0,312925.5,424838.0,481213.0,539293.0,418960.0,701980.0,411993.0,202288.5,196996.0,368100.0,421536.0,398173.0,178503.0,396864.0,399148.0,571476.0,628346.5,404981.0,409199.0,203378.0,614505.5,231634.0,175738.5,251576.5,182692.0,274161.5,180489.0,197950.0,268536.0,208686.0,178716.0
27,315585.04,318132.76,313383.24,254381.84,333999.84,314283.36000000004,314357.92,249771.0,313843.0,314435.4,497419.00000000006,490691.39999999997,650221.64,487030.2,814482.6,485343.84,207446.88,198168.56,397067.76,514982.19999999984,396966.68,207395.52000000005,403046.88,405542.68,608889.24,637793.88,403336.72,409764.16,202605.92,625451.0,258174.76,180017.84,256081.04,184916.44,276688.56,179633.04000000004,234381.56,272326.56,238113.9199999999,178714.44
28,316838.80000000005,326189.36,315600.34,255813.62,336628.88,313973.08,315967.64,255379.43999999992,315507.0,314131.6,581877.4,489298.4,654916.8,636603.7999999999,905246.5200000003,483370.77999999997,206821.22,196588.88,400537.64,635695.7999999999,414199.4000000001,211508.36000000007,409970.76,408483.84,625553.52,644979.02,474755.9999999999,548660.68,217999.56,623781.0,266495.44,180661.84000000003,254826.06,204124.84000000005,281977.39999999997,183312.64,267341.88,278748.78,263104.08,177431.88
29,321727.92,331328.56,318848.76,271212.36000000004,376067.2,315696.52,319470.36,282500.64,319043.0,316196.8,701910.0000000001,606403.8400000001,669107.12,783245.4,1055725.28,509285.2,234872.80000000008,200228.16,400360.04,749800.9999999999,415723.64,212408.44,482625.76,418577.8399999999,706427.7999999999,717634.76,583792.5599999998,618195.7999999999,237417.88,686500.0,264928.16,180786.64,258813.16,257643.32,292395.72,182955.08,271513.68,278486.92,268572.72,178919.84000000003
30,327333.28,330737.76,319516.18,301622.35999999987,388798.11999999994,314993.24,319614.68,317916.56,318920.0,318843.60000000003,754714.0,698932.32,667137.28,836424.7999999992,1167182.0400000005,511653.44,270556.4800000001,204426.88,405515.51999999996,813917.7999999996,414938.44,211339.74,485358.8,513623.60000000003,821116.1999999998,720541.86,639709.6,627715.42,276039.48,857411.0,266318.48,182482.42,261480.08,260736.12,291071.52,204973.9599999999,273537.84,280704.84,267299.04,180846.88
31,329459.8,330899.39999999997,322742.8,320666.4,407488.4,318261.4,320012.0,319374.6,321273.0,320182.0,855582.0,705539.4,714553.6000000001,940896.0,1279112.8000000012,510220.8,305923.8,208939.4,408363.6,964534.0,412538.4,210838.40000000008,527108.5999999994,616639.4,979035.7999999998,822025.8,686042.4,629320.0,292818.39999999997,965817.0,271267.4,185682.6,262680.2,261927.8,290263.2,254685.80000000002,275069.0,285137.2,269708.60000000003,181773.6
32,331048.72,362642.7999999998,330814.02,322136.38,408899.8,322916.36,324494.16,319057.88,320672.0,323219.3,1042877.8000000003,720053.28,792280.64,976505.2,1410317.5599999998,509578.18,371602.7200000001,209311.60000000003,411886.76,1110994.8,427915.88000000006,216367.02,679511.3199999995,619791.8,1087236.1199999994,943490.4400000003,694344.52,650114.68,336261.4800000001,1066791.0,272577.68,187794.8,264369.38,262893.96,289018.78,258361.87999999998,280210.04,284345.06,272428.27999999997,185962.92
33,332233.8,400098.3999999999,334059.44,321800.12,408803.04,357568.76,326872.2,320762.56,324594.0,349811.3999999999,1245500.6000000003,741512.8800000002,928178.9200000003,978297.4,1588158.3200000005,569843.8400000001,377497.64,252633.56,484477.16,1196964.0,501680.04000000015,247778.04,694962.6,673621.76,1223702.5999999992,1009947.08,734033.12,648468.32,379573.72000000003,1255693.0,274049.64,212313.76,267771.68,262180.16,291014.32,259578.72,282801.4,293035.4,277125.16,185970.24
34,333627.6,403819.72,334019.78,323888.32,414984.24,384789.76,351541.64000000013,320753.2,332572.0,373175.99999999994,1403670.1999999997,836572.8000000002,1029444.2000000004,1057713.0000000002,1785714.080000001,696510.7999999998,394139.58,331817.8399999998,490475.44,1280146.6,566597.6400000001,266300.0400000005,722522.72,695789.08,1335218.5199999998,1137758.44,821902.8,649146.22,381279.8399999999,1374180.0,275707.12,260526.22,271295.77999999997,263942.88,293676.62,264945.48,289218.72,304731.92,276993.96,185461.03999999998
35,358875.8800000001,405476.12,392000.52000000014,323146.60000000003,414597.96,384372.52,370301.48,323957.56,339146.0,386448.6,1579249.0,866060.4,1112512.8399999999,1193921.5999999996,1926811.8,743281.9599999995,398322.2,390178.5200000001,489653.64,1366489.0,624745.6400000001,314336.32,723678.88,706091.16,1488004.2799999998,1220026.4800000002,875386.8,754463.5599999997,395789.08,1549678.0,275138.72,259440.44,273429.28,272839.24,348420.63999999996,263676.96,288391.04,303956.92,281867.32,190141.08
36,397404.39999999997,404958.8,398933.8,330485.8,416830.8,386699.6,380189.0,325016.2,338549.0,388357.5,1689700.0,940058.4000000006,1155296.8,1276408.0,2094391.6000000003,850824.3999999999,400138.1,392339.2,556813.2000000001,1496482.0,698625.6000000001,368130.5,740436.2,706024.2,1566396.9999999998,1322141.1999999997,950209.2000000008,859385.7999999992,397022.2,1710391.0,284000.4,260766.3,284566.8,275032.4,415275.6000000004,264473.80000000005,287336.6,303301.9,282860.8,194492.2
37,398827.28,411315.16,398528.44,330001.04,416342.92000000004,387907.96,401092.16,327032.39999999997,353450.0,389664.0,1800930.2,1084140.4,1241808.8,1474496.2,2211459.360000001,939896.64,400674.12,398461.8,686035.8800000004,1664314.1999999988,742750.2,402149.7600000001,738783.0,733274.4,1690347.16,1471021.8,1131848.56,934210.56,399026.88,1904570.0,285225.92,261014.12,283773.56,276826.76,462222.76,266970.88,289319.64,301922.32,281796.32,194371.88
38,400567.44,410994.52,400280.94,338011.19999999995,419813.72,396249.28,402798.84,334844.36,393638.0,392389.5,1945271.6,1182603.4000000004,1348102.96,1583371.6,2350787.4,1039089.04,401764.56,399582.84,704128.16,1865659.7999999998,818783.4000000001,405952.68,782201.56,754092.7199999997,1805890.04,1610956.7600000007,1299043.3599999996,1056515.1600000001,405525.36,2079167.0,284451.36,264205.46,283233.86,281115.3999999998,468068.22000000003,270866.96,313712.88000000024,305666.92,282372.48,196405.2
39,400371.92,412175.36,399705.04,339849.2,433981.64,400023.16,404437.6,334344.08,401632.0,399264.5999999999,2090070.8,1292580.12,1610050.3200000003,1763346.4000000001,2429284.8800000004,1147895.72,405114.44,401499.80000000005,739545.24,1973637.8,897097.0800000007,407862.32,892710.7999999992,792701.2000000001,1967647.719999998,1730756.2399999993,1450737.3600000003,1099636.8,404317.24,2124263.0,283453.24,266731.56,282065.48,305038.72000000003,473424.7199999998,273208.16,369114.00000000035,306211.76,321600.2000000002,264483.56
40,401946.72,412959.32,405218.32,341951.3,436024.76,400786.16,406089.2,336370.16,403836.0,400695.9,2104992.0,1450180.4400000002,1739996.6400000008,1849136.8,2572275.640000001,1328240.1600000001,406923.1200000001,408186.92,835944.1199999996,2096806.9999999995,985233.5600000002,409835.42,1034356.0799999991,845553.76,2114491.079999998,1856619.4,1531358.64,1204160.5199999993,404573.63999999996,2231464.0,285754.92,266303.24,285020.27999999997,306174.19999999995,488012.86,273216.92,434052.0400000005,328565.6000000001,361756.8800000003,270249.68
41,404589.2,415940.39999999997,405732.80000000005,354659.6000000001,485841.5999999993,402124.0,407122.4,354385.2,404863.0,403800.0,2132179.0,1642015.4000000001,1949674.2000000016,1921037.0,2672667.4000000013,1463333.6000000003,408692.6,414913.8,931246.6000000001,2105666.0,1013825.4000000006,416352.2,1177733.9999999998,937800.0,2259355.5999999987,2077688.4000000001,1593999.0,1292794.9999999998,443688.0,2335347.0,287893.2,268083.2,286440.2,308145.6,489635.6,276385.2,453911.6,393798.39999999997,428024.00000000006,273314.6
42,405489.64,419393.08,407300.94,384404.52000000025,490108.96,406550.12,407875.48,405974.48,408660.0,404620.9,2134783.2,1749620.88,2151329.8000000003,2040205.8,2795200.04,1628831.9200000004,411830.08,417849.92,1038631.6399999999,2131549.2,1128685.8800000001,415431.2,1343940.4,1040247.92,2329391.0,2158122.24,1685599.6800000002,1381074.2,510120.87999999936,2364273.5,303131.48000000004,270573.52,312624.81999999995,307231.04,492329.74,275855.96,459189.84,418266.34,450761.48,277022.6
43,405619.44,425181.84,407651.08,405153.63999999996,489579.76,407050.04,411056.56,407510.84,408779.0,407969.4,2135309.6,1915469.5200000003,2228458.920000001,2159108.3999999994,2802283.52,1840468.4800000007,410851.32,416909.6,1133799.6799999992,2134260.6,1208993.2000000002,414989.72000000003,1531660.2399999993,1121108.64,2348219.28,2318856.2,1817970.8399999999,1421766.08,570691.2,2429693.0,315397.24,271667.12,356069.5200000001,316769.75999999983,494187.27999999997,275193.76,464804.72,473877.52,456472.56,280018.36
44,408553.2,424338.28,408480.80000000005,406949.62,493307.39999999997,408258.84,412026.32,407038.48,408933.0,409109.7,2157611.8,2034987.6,2389092.2800000003,2307354.6,2832412.62,2064750.9200000009,429983.6000000002,419471.68,1270218.6400000001,2138879.0,1288280.8,450431.36,1670540.28,1198646.76,2352667.7600000002,2460260.8000000003,1945963.4799999997,1530269.2399999993,604501.5199999997,2475027.0,355397.6400000002,279023.2,405255.75999999966,385318.44,496014.02,275926.96,476806.88000000006,475159.02,456900.16,279301.04
45,409632.48,455929.1199999996,411040.04,408529.12,496563.96,408368.84,411319.72000000003,408645.52,411924.0,409247.99999999994,2173317.6,2152224.84,2492305.44,2429412.9999999995,2835632.76,2142209.44,503306.3200000005,501117.7999999999,1402521.16,2160667.2,1410972.3200000005,515058.2,1812276.4,1261124.2,2359063.84,2617781.48,2033980.84,1698848.0799999996,663971.9599999998,2478291.0,385573.56,281234.28,431304.44,448197.79999999976,497383.16,313860.28,484887.96,481280.44,459603.0,279355.44
46,411751.6,491568.4,424778.00000000006,408952.9,497465.2,410673.60000000003,417914.4,409065.4,412822.0,412794.5,2184559.0,2283331.6000000006,2530941.7,2595573.0,2857066.1,2148055.6999999997,610604.4000000001,592998.6000000003,1530756.8,2178872.0,1531188.8,587038.8,1922204.0,1335053.0,2377406.2,2737058.4,2089312.5999999999,1860635.6,686457.6,2478648.0,424937.60000000003,280574.8,433451.3,454462.2,500606.9,335052.6000000004,487255.8,488873.6,478503.6,313706.4000000001
47,412356.24,492724.28,427420.68,413990.75999999995,497470.56,436194.64,416885.56,413920.8,414478.0,444942.19999999995,2188524.6,2369370.08,2539933.72,2683830.1999999997,2861410.84,2165588.76,622455.7200000001,654313.6,1703324.0,2184415.0,1629814.8800000004,663188.92,2123699.36,1447814.76,2381925.04,2738922.72,2245697.920000001,1980637.04,695827.0,2503204.0,439321.43999999994,281087.39999999997,435257.92,454870.24,516900.48,360330.2,489684.92,502568.92,477413.64,363051.64
48,461383.83999999985,492593.44,459139.9200000003,414177.44,500303.44,447342.4,433448.95999999996,414535.24,417778.0,463657.1,2191697.2,2408105.2,2560406.12,2688865.8,2880455.46,2172134.62,623283.42,693727.16,1852363.7600000007,2190935.6,1761607.28,695779.54,2205822.04,1515134.1600000001,2384639.96,2743762.82,2421840.2,2099582.1999999997,696859.5599999999,2507483.5,454652.36000000004,305322.8,437874.77999999997,457660.16,522211.28,369564.19999999995,490371.1200000001,501920.98,479022.16,409147.5599999998
49,465451.16,494288.36,479376.56,415001.72,501761.84,462775.92,482512.8000000004,415146.32,420790.0,464912.4,2195633.6,2467938.76,2562905.44,2696272.4,2883740.44,2175625.32,695730.84,699148.76,1989884.5599999996,2194866.4,1901343.04,697805.96,2273331.24,1662003.4399999995,2388476.08,2767075.76,2576806.9599999995,2153803.6,697182.8400000001,2527288.0,463415.56,353669.5599999998,463634.44,476259.0,525778.68,375333.08,491742.12,503457.48,481701.12,421878.80000000005
50,465936.32,494256.68,481091.38,416264.52,502975.67999999993,464512.16,485485.72000000003,416216.27999999997,423069.0,464696.9,2196307.8,2484579.52,2564592.04,2701243.0,2886058.04,2176467.76,698764.7200000001,702970.52,2107592.12,2195393.2,1983186.8,697228.4,2294979.32,1744156.6400000001,2392504.1599999997,2769098.4,2648057.6,2174848.02,719414.1599999999,2531455.5,464937.04,413712.69999999995,465123.46,475493.84,528003.16,441692.96000000014,491707.56,506670.26,482081.76,428990.08
51,130,150,134,122,167,123,135,124,129,137,322,276,283,270,307,290,215,222,245,316,228,210,262,241,303,257,251,261,210,304,160,128,161,155,225,138,191,194,166,139
52,176,184,155,159,209,175,169,152,171,168,568,518,540,540,616,497,254,282,439,594,466,289,494,455,609,522,495,528,304,571,204,153,200,187,258,166,237,239,200,165
53,28120,30824,28048,26209,35397,26871,28466,26530,27734,27409,65682,56163,56263,57047,59170,59379,46602,47606,50249,64621,47929,45841,55007,50010,62830,52570,51498,57596,45139,62394,34114,26792,34369,32754,49875,28732,38941,42422,35927,29259
54,497926,525097,510894,444192,540135,494994,514067,443191,501890,498024,2262033,2547512,2620892,2776838,2945409,2235901,752643,763366,2236059,2260019,2104905,749260,2351749,1874290,2458686,2825594,2701182,2234217,772612,2597571,500771,454203,501233,510046,579424,480238,530662,550525,519715,460340
