,78_1_github.com,78_2_github.com,78_3_github.com,78_4_github.com,78_5_github.com,78_6_github.com,78_7_github.com,78_8_github.com,78_9_github.com,78_10_github.com,79_1_github.com,79_2_github.com,79_3_github.com,79_4_github.com,79_5_github.com,79_6_github.com,79_8_github.com,79_9_github.com,79_10_github.com,80_1_github.com,80_2_github.com,80_3_github.com,80_4_github.com,80_5_github.com,80_6_github.com,80_7_github.com,80_8_github.com,80_9_github.com,80_10_github.com,81_1_github.com,81_3_github.com,81_4_github.com,81_5_github.com,81_6_github.com,81_7_github.com,81_8_github.com,81_9_github.com,81_10_github.com
10,82382.00000000032,72278.6,66036.0,74023.4,69787.6,70429.79999999999,68776.6,75548.0,73567.4,74351.0,19465.199999999993,93930.8,32302.0,19556.0,18279.0,73351.99999999991,19395.6,86368.0,44092.8,86080.8,82351.40000000001,98239.00000000004,106575.0,96287.0,115887.8,97769.2,84143.19999999997,90072.20000000004,88432.0,19773.40000000001,19839.8,50949.8,61137.40000000001,20658.2,19655.0,31658.0,58803.2,47847.8
11,128933.24,76670.70000000003,69871.4,85419.20000000001,70415.38,72230.81999999999,72384.56,99786.60000000006,83390.84,78443.40000000001,19996.200000000008,114055.02,30746.6,32085.799999999992,20093.2,94639.92,18299.640000000007,90896.63999999993,45079.56000000003,212661.88,89702.8,116579.68,226422.64,144120.0000000001,157581.78,191599.64,90487.76,99915.39999999998,122464.19999999992,21720.36,23208.04,57278.67999999997,68164.88000000003,31908.380000000005,40794.000000000065,35252.6,70722.72,46359.12
12,211986.12000000017,79503.48,71599.00000000004,90558.8,81447.36,78943.36,75406.52,223789.64,126936.16,82545.0,51257.44,159783.16000000006,29248.399999999994,50298.59999999992,20359.0,110636.48,20469.4,153764.28,85429.52,269428.0,168647.63999999975,159807.16,286821.88,267430.8,176303.63999999996,282915.92000000016,99241.2,107563.24,252970.39999999962,52369.56,27142.04,77710.64,69976.56,46379.68,48488.4,38698.2,77094.24,68458.16
13,325604.24000000017,120679.02000000002,81645.6,89848.8,80939.04000000001,77544.2,87550.36000000022,378975.52,225009.52,83798.2,97340.72,235754.27999999988,47021.2,54798.1,49073.8,114676.88,72039.15999999995,178586.84,89869.12,284364.6,272386.16,158099.16,311788.16,347660.2,276037.64,337911.64,129974.04,220073.36000000004,281826.60000000003,61116.28000000003,29441.319999999967,79751.36,73805.76,47064.18,62119.400000000016,73725.6,76770.92,67269.52
14,378811.08,211654.36000000013,104328.00000000004,208817.76,138877.83999999988,128439.68,115557.8,381991.6,348993.96,125447.0,114315.76,271603.24,48654.2,76617.39999999986,47547.4,116799.56,99880.19999999997,193625.4,92197.84,318180.32,327466.52,311202.5999999997,369131.3600000001,350239.0000000001,412138.9199999999,337944.08,136358.59999999995,333952.88,304731.0,69136.68000000001,33759.12,81124.72000000003,77976.28,71052.88,71068.6,75167.6,80270.31999999999,71163.56000000003
15,376193.6,215565.1,195827.0,232684.0,138829.3,219271.7,206572.0,380335.8,388052.8,182290.0,112795.2,274372.3,55182.0,126046.0,46021.0,177796.00000000003,116620.7,206958.2,152172.80000000002,332695.4,358845.6,372651.0,386788.0,376132.0,517085.8000000002,461391.1999999998,173452.0,346665.4,346958.0,72107.2,51981.7,83876.6,79967.8,74055.20000000004,72586.0,76510.0,78483.8,77031.9
16,373303.64,213921.08,238222.60000000012,230970.84,137396.72,218055.2,208619.64,378580.24,387260.16,231621.8,151454.76,295390.16,55281.6,140822.6,89151.79999999996,246673.84,115380.68,280209.88,217308.56000000008,358622.24,361525.44,411304.68,455227.68000000005,408289.6000000001,684660.6,531518.68,191320.8,390218.4400000002,396245.2,73714.92,53037.28,122518.99999999993,81166.92,76686.68,72442.40000000001,79707.6,76653.92,79180.64
17,378944.32,220085.60000000003,315276.6,339531.60000000003,188065.79999999987,216619.1,289171.4,381295.72,385790.52,231807.6,179619.12,349795.5199999998,73160.80000000019,143070.2,120829.6,310422.32,146259.28,301858.28000000014,331435.96,425201.76,373533.23999999993,460633.56,567688.84,494303.20000000024,734847.7999999998,588420.2,269912.44,594351.7200000001,410549.4,77213.12,52548.24,192875.96,82358.28,78717.14,75581.7,137201.79999999993,82427.96,79151.42
18,385214.48,326092.75999999995,372865.0,444214.4400000002,291957.8,291334.12,326438.64,434126.0800000001,390452.72,298978.0,190695.48,432369.24,151550.40000000026,158354.8,124530.6,366250.2400000001,176792.08,320336.68,401826.24,551667.24,502840.28,526127.76,658377.1199999996,572897.8000000003,803788.2000000002,642968.2399999999,384469.2,672941.9600000004,445340.7999999996,79905.64,57098.96000000001,208950.68,86013.84,80425.51999999999,80094.8,177853.0,86415.36,77667.56
19,391180.24,411618.36,371683.9,546087.2000000001,340879.4,378227.4,329524.12,487259.3599999999,399473.36,396592.6,196235.66,433480.34,181332.39999999997,160602.4,126284.8,400236.48,210184.2,348035.32,432400.52,586364.04,665688.2000000002,687945.36,725782.64,675494.2000000001,893215.2799999998,825617.2,529941.16,898010.2400000003,480338.2,81602.72,59871.06000000001,206903.08,86282.52000000006,78411.38,79779.8,178202.2,88557.88,76127.14
20,393439.8,487436.4,370308.0,621155.2000000002,388996.0,462158.0,337017.2000000003,554850.8000000003,404771.0,463362.0,266548.2,440948.2,280716.0,177064.0,129009.0,434809.8,223521.8,383835.5999999999,435985.2,688954.0,773385.2000000004,818673.4000000001,781171.0,718073.0,1045112.2,879234.9999999999,558210.7999999999,962084.4,480888.0,83135.2,64671.6,209955.0,88631.2,79245.79999999999,77841.0,176477.0,89821.2,80076.2
21,424746.52000000025,606562.2400000003,457534.2,712064.3200000002,466489.6,555418.6,445789.5600000002,638788.8399999997,409430.24,532000.7999999999,274016.76,439622.06,357212.0,248065.8,139423.59999999974,437089.2,225760.18,431615.22,438594.2,910459.8799999994,801037.9600000004,866593.2,926942.72,803556.8,1110251.56,1069793.1999999995,726494.68,1016903.3,596171.0,80958.48000000001,64500.54,242920.36,90231.27999999998,82971.94,78788.4,194244.59999999992,92941.64,81663.81999999999
22,513151.2400000001,680859.04,586071.6000000003,797621.6,504072.2,654296.2799999997,586532.7200000001,730281.3200000002,413338.96,571955.8,274117.44,476994.84,416254.80000000016,338580.0,209920.8,444931.2,230498.76,433878.76,442261.32,1044610.2,1023383.16,968461.2,1045206.64,885367.4,1194356.3199999998,1173380.08,840379.6,1058307.48,709599.5999999999,84434.48,87195.31999999999,262908.35999999987,96602.36,86861.44,81731.80000000003,202480.2,95544.4,87422.88000000003
23,585409.4800000007,752632.16,712476.0000000001,854417.44,647227.44,753574.44,713422.4800000007,856130.9199999998,412090.56,589563.4,279204.08000000013,505211.6,434189.8,405872.7,293200.40000000014,458086.92,232484.92,435358.86,441303.68,1123267.4399999992,1142348.6,1072656.84,1124463.96,970412.0,1393411.56,1290069.04,932298.28,1090363.62,796064.4,88341.76,87810.16,267137.64,131979.52000000002,88969.66,83413.20000000004,205953.4,103223.4,88260.98
24,695553.72,835399.76,763671.8,886462.96,827114.9999999997,834571.3999999998,806047.16,954084.2,410477.6,592910.6,392026.04,547629.24,436388.00000000006,432996.6,402553.19999999984,504005.1600000001,300683.56,436584.96,478645.96,1207764.48,1169124.48,1161318.4,1141765.76,1191499.0000000002,1514953.24,1346113.36,937460.64,1099350.08,855444.9999999999,90509.64,87092.56000000001,269226.2,139689.48,90892.08,85614.40000000001,229850.39999999976,102305.92,89391.24
25,719928.0,907749.5,842843.0,899209.0,830553.5,838128.0,838956.0,1054494.0,496320.0,629516.0,433566.5,555893.0,440893.0,434816.5,433752.0,568672.0,356202.0,439959.0,548589.0,1303649.0,1197464.0,1294574.0,1307309.0,1272838.0,1698866.0,1457444.0,1002146.0,1230762.0,935867.0,92047.0,88097.0,284038.0,139183.99999999994,92462.5,87860.0,246478.0,140857.0000000002,92740.0
26,723490.84,911001.76,843871.6,922628.76,869365.72,838445.04,836296.04,1096311.8,655537.64,682364.4,435003.84,573316.8,442232.6,437979.6,435508.8,618530.5599999998,434694.48,443291.96,571204.48,1430937.8,1273733.2,1427712.6,1420286.52,1391901.4,1820053.32,1523300.64,1040684.9199999998,1397261.72,1069635.7999999996,95153.64,92155.68,292460.5600000001,150679.8,95333.4,89773.6,279755.0,216028.27999999988,92297.6
27,726233.04,917615.52,879267.6000000003,934009.12,897496.94,886041.84,889477.4000000001,1199901.04,729466.6,755081.2000000002,436892.62,572265.58,473803.0,438307.8,439309.2,703130.4,436367.62,442311.44,570368.4,1509100.12,1310432.3600000008,1551034.32,1525103.68,1493188.6,1882113.2399999998,1594210.2,1214441.2,1552607.72,1148348.2,101375.4,96137.86,326466.64000000013,162682.92000000027,99057.06,92959.3,284895.8,255496.16000000012,155022.28000000038
28,792394.2799999998,1021942.4,910594.6,1042487.4,903504.44,906088.36,900390.88,1236603.04,844142.4,821426.7999999998,439869.16,628638.6799999996,551792.2000000003,440846.4,442217.4,746661.28,436945.4,442126.84,653390.0400000003,1544183.56,1446512.12,1593912.239999999,1582022.52,1534676.8,2097830.72,1661186.12,1324172.48,1666869.16,1348132.8,104947.32,96235.04,367551.79999999993,187517.24,103929.56,96336.00000000004,287187.4,290602.24,240640.9200000004
29,929832.5200000005,1145127.2,912020.0,1109104.76,909671.98,907423.42,904605.86,1241256.5200000005,985755.5599999998,892094.4000000001,443271.32,696321.0000000002,566781.4,440026.1,448772.0,755779.2,446579.1,440233.02,701055.6400000001,1626568.04,1589094.6400000004,1737782.3200000003,1730524.9600000004,1617073.0,2260792.2800000003,1771201.2,1431635.32,1818439.4,1446324.399999999,123132.2,97932.46,430759.4,202091.40000000005,107046.92,99179.1,320556.4,319739.4400000002,270278.24
30,1048865.6,1240191.4,983985.0,1250492.8,966193.3999999996,978984.5999999995,943213.8000000002,1346062.4,1075801.7999999998,973810.0,442394.2,714230.0,600686.0,455892.0,452107.0,754817.4,446188.2,487213.99999999977,791752.8000000002,1698796.9999999998,1653718.8000000012,1799062.3999999997,1787674.8,1741714.0,2403542.600000001,1797889.6,1503762.6000000003,1896922.8,1590769.0,154694.8,97935.6,490184.19999999966,207520.6,113630.8,104468.0,338719.0,407288.40000000026,275323.4
31,1132655.2400000002,1243576.06,1049537.4,1255284.64,1017825.6,1061129.68,997208.5600000008,1431222.6,1212633.0799999998,1036012.6000000002,442301.2,772755.76,669038.0,506265.2,451673.6,798753.36,445123.22,548277.8800000004,877376.1600000003,1829464.32,1751438.2,1884267.4,1796113.88,1815812.4,2574713.76,1893456.8,1577964.92,1935031.92,1651744.2,158411.04,101815.40000000002,567010.56,211202.28,115443.02,103057.4,396506.8,412105.76,280688.64
32,1151510.4,1248898.6,1180282.4000000004,1280137.6,1036886.6,1100825.36,1107918.2800000005,1571157.08,1253040.08,1184406.4,497786.7200000001,823755.4,708981.8,550536.9999999999,451033.8,892119.4,449419.36,574606.6,944999.6,1860096.92,1948149.96,2008076.68,1876445.64,1873991.6,2757805.92,2029613.48,1605800.56,2067146.0800000003,1759409.4,158156.08,115729.4,570019.16,214385.56000000008,114891.12,110735.0000000001,399088.8,417066.76,279771.2
33,1269696.6,1255260.48,1236690.4,1404141.1199999996,1048337.4399999992,1181201.36,1225204.6,1726413.3199999996,1256579.08,1246219.8,550095.28,866761.78,735451.0,614831.5,476956.2,950485.92,516957.12,609457.64,945864.32,1954203.8,2053426.6,2114193.64,1936188.16,1938505.6,2762309.04,2162070.2,1672390.96,2173172.6,1825305.8,161324.72,114457.36,576032.2,218125.64,152228.43999999994,116687.9,453135.6,420854.68,319923.40000000014
34,1379085.7200000004,1272072.4,1238236.8,1506230.7200000002,1157388.1199999996,1235173.4,1234383.52,1846486.24,1262794.36,1249167.0,607158.64,942025.7199999995,754320.4000000001,632912.7999999999,510196.1999999998,996130.8,564699.5599999998,647936.72,997788.2400000005,2007585.08,2200667.84,2204428.96,1995803.2,2143227.0,2855598.0799999987,2248430.6,1753108.4,2247027.96,1929194.1999999997,160601.4,114735.72,581982.92,216287.52,248295.36,159704.00000000006,502730.2,426856.92,361231.20000000007
35,1461913.0000000002,1376723.4,1241638.0,1673400.7999999996,1251288.0,1236905.3,1237740.9,1959648.0,1269493.4,1252065.0,617207.2,952801.0,755485.0,634661.0,547519.0,1037209.0,575172.2,648300.0,1039743.0,2081249.0,2296776.2,2360875.6,2173879.2,2291936.0,3042262.399999999,2354335.4,1955767.0,2378664.6,2046927.0,162302.40000000002,113753.6,582966.2000000001,219917.6,303459.4,173747.0,503970.0,429721.4,403397.00000000006
36,1545430.040000001,1512359.12,1246401.2,1841626.9600000014,1378063.4799999995,1240383.6,1246467.6,2126949.12,1289845.8,1322469.0,650063.4,1013256.8000000002,754641.4,680032.6,581407.2,1058913.28,574352.4400000001,647440.2,1078923.2400000002,2185239.2,2384544.4000000004,2508629.4800000004,2273135.12,2450663.600000001,3254216.6,2521881.8,2095165.4,2461996.24,2155202.6,233429.64,113203.8,586278.12,265696.0000000001,389213.68000000005,191207.40000000052,508742.0,488889.20000000007,447506.88
37,1639745.4,1611056.6,1295760.6,2011900.6799999997,1463325.2,1256868.1,1247887.76,2266174.08,1410967.48,1429030.8000000012,719683.04,1071339.16,754710.2,737686.5,580657.0,1082374.84,578295.6,725681.2,1111869.28,2328595.2,2481554.48,2669495.32,2355532.84,2629664.0,3443113.8,2617270.6,2142468.6,2539690.720000001,2304257.0,304420.28,131200.62000000002,590996.5599999999,298000.04,416526.16,231467.9000000002,512315.2,553818.48,457924.28
38,1742878.9200000004,1721052.4,1405369.4000000006,2115206.68,1558173.8,1256109.32,1291107.4000000004,2372899.48,1477081.84,1495100.6,738826.4799999996,1116250.16,789734.2,771021.2,579874.4,1115085.2,593075.4,791640.3600000001,1113618.48,2438996.44,2533895.8800000004,2701536.4400000004,2430311.76,2688937.4,3641311.32,2685482.04,2213355.8,2656316.08,2440363.6,356741.52000000025,151783.91999999995,591132.16,364067.8000000001,419787.16,259330.1999999998,516926.8,580338.56,460773.4000000001
39,1859384.6000000003,1854103.5200000003,1483609.9,2308798.92,1632432.4,1255151.74,1384146.16,2517013.2,1596092.9599999997,1590859.0000000002,821769.4,1117723.52,841083.8000000002,852739.3999999997,630371.2,1118039.56,661112.58,847374.9600000002,1117346.88,2557794.4,2643734.0400000005,2857949.12,2526106.2,2704714.0000000005,3900143.04,2688648.12,2326327.68,2663290.38,2606982.2,451910.79999999993,207454.58,597947.9199999999,436543.9200000001,425989.94,336530.60000000003,519121.2,583092.76,473902.80000000034
40,1969675.0,1936407.6000000003,1567128.0,2439169.0,1701104.1999999997,1323430.6,1483701.2,2636328.4000000004,1697761.2000000004,1710567.0,873816.0,1122503.0,880696.0,925700.0,683857.0,1118670.6,691792.7999999997,901967.0,1122390.2,2673660.4,2711588.6,2940134.4,2636017.0,2853929.0,4003027.2,2880098.6,2535779.8,2828629.800000001,2684579.0,476887.6,253775.8000000002,604645.2,499619.20000000077,428289.6,342281.0,524590.0,583392.6,525056.0000000002
41,2044162.2,2072615.16,1662359.8000000003,2584100.0,1782178.6,1415638.8800000004,1574061.6,2718173.84,1788759.7999999996,1815820.8,944826.68,1130214.14,933093.8000000002,933542.1,753190.8000000002,1127200.8,736063.8,933835.6800000005,1124873.04,2752702.6,2718131.72,3166819.6,2797105.8,2985387.6000000006,4015519.14,3013529.76,2644462.76,2996631.22,2690090.2,475820.88,273899.34,607740.2,545663.5600000005,432421.6,342552.8,527999.2000000001,591674.28,570116.56
42,2141188.920000001,2188277.6,1724458.0,2765960.4,1962713.84,1549141.5599999996,1698741.4000000004,2748414.72,1921038.6,1921164.4,945635.68,1131553.68,954862.0,944702.2,809165.5999999994,1131569.68,805303.48,956915.76,1128881.48,2871688.16,2733789.36,3381344.359999999,2932327.24,3081064.6,4013792.16,3161293.2,2645951.12,3143813.8000000007,2800062.4,477470.28,296210.52,609701.88,604997.2000000001,477244.6,344663.6,534061.2,598358.3600000001,576346.28
43,2241735.8,2238365.4,1801796.4,2769521.56,2017122.96,1653300.239999999,1805757.6,2758569.48,2033518.5199999998,2034440.0,985575.6,1134102.46,996727.1999999998,952334.0,874385.3999999997,1132787.48,842649.3999999998,967317.64,1129817.84,3002921.08,2831445.56,3544248.44,2986036.32,3201773.0,4015187.14,3323000.4,2708099.16,3258879.24,2956757.6,478533.08,302192.46,610015.52,632405.36,516278.8400000007,369858.19999999984,536079.4,600990.28,578578.4
44,2240463.88,2319401.2,1913144.8000000003,2775722.64,2087517.68,1727772.919999999,1960840.44,2763486.48,2167297.8000000003,2162052.0,1045285.4800000002,1136053.72,1034681.0,969374.2,922197.8,1136110.16,867432.48,990688.96,1130081.24,3108752.4,2962136.2,3730440.16,3185032.2,3346610.200000002,4017687.84,3592535.44,2846941.6,3474235.52,3050237.8,481181.16,314480.6000000001,610223.12,633134.72,566146.92,407095.8000000001,544317.7999999997,601776.04,580737.24
45,2239008.0,2407535.8,2107929.0,2782096.0,2222477.600000001,1881030.0,2109734.100000001,2768650.2,2281835.2,2307680.0,1079727.1999999995,1136027.3,1074041.0,998747.0,954310.0,1136279.6,921223.0,1050785.6,1130394.6,3234747.0,3015793.0,3896693.599999999,3390411.0,3501575.0,4024262.1,3745781.7999999993,2958411.8,3724667.4,3228332.0,499878.6000000001,370078.9,614653.6,631537.8,587292.1,416519.0,586348.0,603435.6,582658.4
46,2250750.4,2454284.64,2245790.8000000007,2782806.8,2354819.16,2056125.64,2235104.5200000005,2769634.8,2397079.32,2446645.8,1111819.2,1141307.92,1084796.0,1069911.0,954882.8,1137572.96,948687.56,1088964.24,1129685.32,3393643.92,3147320.88,3917379.2,3487530.8000000007,3744639.200000005,4029136.08,3883691.52,3101444.48,3900419.64,3300866.9999999995,557041.0,393870.72,612276.28,637722.92,588287.16,447110.6000000001,587127.2,603394.0,582444.08
47,2338925.92,2492511.36,2391167.9000000004,2786432.64,2423168.36,2198084.38,2331384.4,2764659.04,2495259.079999999,2569648.8000000007,1116547.58,1141979.32,1109430.8000000005,1110429.9,961665.0,1136762.4,948728.92,1118539.72,1133919.32,3610926.6,3320691.4400000013,3927623.92,3717985.64,3927053.8000000007,4035450.44,3930430.08,3297460.8,3911129.64,3464099.3999999994,568415.96,427936.84,614363.36,639718.44,592393.94,484223.5,588540.0,607181.04,583766.22
48,2450057.4800000004,2550117.48,2497140.8000000003,2788593.48,2569154.639999999,2315268.28,2475943.4800000004,2764946.12,2622199.4,2712682.0000000005,1117659.44,1142396.72,1117444.8,1112123.2,1008911.3999999996,1141079.88,952641.24,1130247.8,1137817.4,3770703.8,3495580.4,3925926.36,3814857.4,3945055.8,4039834.96,3937986.92,3469151.04,3912277.28,3654603.599999999,591969.68,460787.7999999995,617372.4400000001,642453.96,595213.96,528407.2000000008,594246.7999999999,610810.24,584549.16
49,2518241.200000001,2618879.2,2615017.4000000004,2783159.96,2656775.4,2453178.3199999984,2602970.26,2769977.52,2725706.359999999,2765309.6,1120759.98,1146035.76,1119001.2,1113523.1,1042628.0,1146158.76,955572.24,1131711.18,1140684.56,3916366.04,3665689.2399999993,3928946.36,3920560.2,3944705.4,4041452.68,3937696.04,3655637.6,3912580.74,3781755.6,594774.84,487703.86,621285.24,642817.84,595555.98,588024.9,593664.3999999999,613018.88,584845.94
