index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,site
6_3_www.facebook.com,-442,1212.08,4595.12,6837.22,9316.64,13223.5,28876.24,35559.58,36128.64,39331.04,40656.4,44923.16,47065.88,52417.92,52358.08,51169.1,87388.72,165594.88,211891.6,233017.84,278679,282303.32,388866.88,469686.28,561444.64,604760,603518.04,610277.4,689622.08,761491.44,1003605.8,1113007.16,1191502.16,1307007.88,1375350.2,1376268.9,1377877.2,1387698.32,1435280.04,1440467.44,1445843,1447465.3,1450001.52,1450041.6,1494571.04,1501154.7,1515594.32,1595415.92,1638937.4,1695712.28,188,315,36298,1743435,www.facebook.com
6_4_www.facebook.com,-442,559.5,4540,7959.5,11664,15327,37322,34867.5,40534,44941.5,49375,55708.5,63639,65556,64434,65349.5,67022,105180,235661,293916.5,300035,355476,462647,490093,521852,602799,649853,728994,827452,930341,1001770,1082183,1140747,1249995,1369998,1395941.5,1396918,1431889,1459469,1465622.5,1466980,1471128.5,1471910,1511116.5,1522098,1580381,1636169,1723775,1731211,1733794,225,400,49204,1778074,www.facebook.com
6_5_www.facebook.com,-442,990.52,4463.08,6524.32,10568.84,14459.4,36525.16,34116.36,37236.6,41300.44,45486.6,48036.44,52953.76,54296.32,53716.88,97218.6000000004,221509.2,280706.08,283737.76,290736.16,335266.6,422503.88,493855.48,609575.72,660696.28,665814,692062.8,804338.72,860896.96,1013012.56,1162039,1209701.44,1272626.88,1355827.76,1379457.68,1389435.8,1413734.04,1448211.68,1446545.68,1452458.36,1454141.6,1456770.08,1455624.12,1501588.32,1504485.2,1580826.8,1647754.64,1700355.6,1709278.4,1714451.04,199,333,43458,1752572,www.facebook.com
6_6_www.facebook.com,-442,1231.04,4422.72,6907.96,8133.24,13216.6,21915.48,37108.04,35201.32,37339.24,41986,46205.8,48574.08,54134.72,53211.44,55596.6,54358.44,97488.1200000002,198442.28,283939.6,284055.4,284827.6,351294.72,406213.24,489258.48,544128,636484.64,643834.92,658529.88,700757.8,766155,811846.04,866799.56,900663.8,1010041.6,1099602,1179155.36,1287333.2,1332073.6,1374684.12,1381173.6,1382762.44,1383395.88,1419024.44,1448304.92,1484388.8,1496301.64,1543875.08,1611850.64,1655205.8,161,337,30796,1730389,www.facebook.com
6_7_www.facebook.com,-442,1233.02,4513.36,6901.48,9897.4,15602.6,33606.12,31383.14,32702.4,36557.1,40772,45392.62,46648.88,49205.76,52978.4,54923.4,54245.04,53613.98,101442.84,217897.72,276399.4,286663.36,289301.56,314979.04,343601.12,469576.5,473427.8,472977.2,532636.64,694749.84,814858.400000001,940403.28,1012697.4,1083448,1164626,1266205.2,1349849.96,1384437.2,1386257.08,1397736.48,1420424.2,1454567.52,1453638.48,1499397.54,1519543,1600825.6,1657828.6,1701239.2,1709270.28,1713208.48,182,317,35137,1749899,www.facebook.com
6_8_www.facebook.com,-48,1147.88,4586.24,6554.56,10369.6,14850.8,37227.28,35078.16,38121.36,42030.32,46342.8,48151.52,56605.16,55880.44,57677.96,56386,130195.12,219404.4,284911,303664.8,359453.8,480011.12,520603.64,519225.76,522248.6,626376,664345.72,794106.439999999,908983.08,968266.88,1111849.6,1204764.2,1270653.24,1347126.76,1380836.56,1382178.2,1383175.88,1413235.8,1446140.92,1451335.88,1451189.4,1455775.64,1454652.8,1500580.76,1506939.72,1529024.8,1607115.68,1642882.52,1705355.2,1718571,200,356,43470,1757033,www.facebook.com
6_9_www.facebook.com,-442,982.88,4453.52,6521.08,12223.8,13377.1,37268.28,34819.34,35375.4,41114.26,45376.4,47942.54,50454.92,49047.82,60400.2000000001,189102.4,276927.96,308556.4,361196.28,482821.28,499847.2,502951.6,501879.52,503250.88,555639.04,627645,675641.64,755722.92,819979.8,946605.72,1064415.8,1196330.4,1209018.72,1287397.62,1364820.84,1377872.3,1380591.48,1413835.4,1440016.44,1445964.24,1444945.6,1449722.56,1448560.88,1483252.44,1497158.16,1534540,1578135.64,1633828.12,1700644.72,1705606.32,183,350,39562,1741040,www.facebook.com
6_10_www.facebook.com,-442,784.4,4322.6,5703.6,10065.2,15342,28319,37613.8,35399.8,41295,47736,49853.8,54263,59267,64227.2,63349,64692.6,110184.4,215783.6,292315,332012,444760.8,458178.4,518785.599999999,536289,587849,628706.2,696370,811443.599999999,934961.6,1020400,1084772,1178055.8,1262744,1299722.8,1376102,1388705.4,1389768.8,1400968.6,1452802.6,1458383,1458326.8,1460285.2,1505379.6,1521318,1570416,1627060.4,1681095.2,1711861.2,1719240,196,364,38145,1759575,www.facebook.com
7_2_www.facebook.com,-48,1737.24,672.52,4665.72,7121.44,8278,10956.04,12654.8,33411.44,31794.12,31220.4,36257.2,43217.88,42572.48,45140.8,45615.6,48251.4,56078.12,55978.68,55271.68,94188.0000000001,155923.24,226961.68,243824.4,248762.24,247598,270660.12,308612.8,360335.56,414681.64,462786.4,504819.92,506377.68,505363.92,515574.44,534192.4,582494.84,634752.36,707671.8,765327.6,834046,930936.04,1007786.92,1078479.16,1109248.2,1137086.8,1184880.04,1187440.92,1186892.44,1227471,139,273,33106,1258241,www.facebook.com
7_3_www.facebook.com,67,1455.6,403.12,4463.36,7044.56,8396.6,13604.28,14420.08,26941.6,27934.04,32739,33958.88,37648.64,41620.84,48024.52,48002.2,47910.28,49818.24,48926.16,53076.6,65290,68517.68,68443.76,68013.48,67227.36,100734,167803.2,242666.92,260048.92,262918.68,282891,379319.4,441907.56,468129.44,517711.04,519267.2,532508.04,589045.04,641647.48,673715.92,703307.6,737218.32,854418.8,914218.08,1006815.68,1124178,1195418.48,1197288.96,1201699.24,1202087.32,147,249,30640,1270131,www.facebook.com
7_4_www.facebook.com,-442,1156.58,2249.52,5698.4,8659.04,9249.7,21653.8,24892.42,32853.48,31190.28,34734,38418.7,44751.4,44747.38,47191.56,49641,52354.8,55968.44,57303.64,86346.1199999999,124423.6,185803.64,249168.88,252233.46,259372.2,274909.5,297895.2,387703.92,398089.28,499532.68,509302.8,508984.4,561993.56,677720.12,714360.64,742125.2,805605.04,872221.52,960233.6,1042154.2,1123095.4,1187505.14,1192812.72,1192326.26,1229787.76,1237511.8,1239209.8,1241129.22,1236867.84,1237430.44,162,285,35761,1273214,www.facebook.com
7_5_www.facebook.com,-442,1458.42,2390.32,4465.38,6541.84,8901.00000000001,13639.12,14284.94,37730.36,36010.46,34481.4,36955.56,39244.88,43468.62,48002.36,47685.1,50295.96,49492.58,63891.4000000002,111224.36,152737,204454.24,219795.68,241431.16,243474.76,266946,333027.36,361460.38,373486.4,391375.4,445988,466738.28,498964.08,498358.8,544830.04,563988.4,592086.2,659904.32,745550.680000001,829155.520000001,876981.400000001,962515.760000001,1048548.12,1133860.48,1176279.52,1179248,1180198.04,1217499.14,1218541.04,1218968.44,139,264,30465,1249480,www.facebook.com
7_6_www.facebook.com,67,1587.9,700.24,4708.64,5116.32,7466,8669.84,10357.2,15067.96,15803.94,38627.6,37337.24,35579.92,36716.44,40386.28,44866.3,46871.28,48989.34,52365.2,55554.02,57970,61827.6,61414.32,60379.2,115894.72,197284.5,249344.08,249691.76,248631.52,250945.68,304629.2,371119.68,416590.76,435970.64,462720.2,505631.5,523422.68,620518.66,656053.4,673899.32,719558.8,756362.6,845444.76,932379.56,1039453.32,1128827.6,1182732.6,1184150.94,1219481.84,1227372.94,136,233,30804,1253835,www.facebook.com
7_7_www.facebook.com,-442,1396.68,4723.48,4514.52,7082.56,11063.8,11600.08,34250.76,32637.08,33292.84,35283.4,38858.64,43027.52,45370.12,45025.6,46647.4,49143.8,54625.92,53563.32,53030.68,56327.8,56256.16,117807.68,196425.52,245308.24,246332,279353.56,358008.04,382281.56,392826.96,444271.8,503167.72,505249.4,504600.28,584121.96,660258.8,659275.76,690912.28,782747.08,851533.36,934741.6,1034594.88,1103864.48,1176050.52,1187109.2,1190891.8,1191178.96,1195267.28,1203545.64,1238403.2,158,254,36518,1270162,www.facebook.com
7_8_www.facebook.com,-442,1161.74,2300.08,6865.04,8288.64,10739.3,17870.4,33400.18,31105.92,32966.44,38469.6,42712.94,45136.12,46473.94,46043.4,54432.4,53349.16,52467.18,56383.08,66506.72,144289.2,223573.96,244784.2,276725.7,339024.52,393086,428767,465917.14,477106.12,500789.14,502708.6,505790.56,506006.76,539834.48,550735.8,607899.599999999,724014.32,825765,913416.56,1002276.84,1093046.4,1183280.34,1185235.72,1190231.46,1194153.44,1218924.2,1232690.84,1239103.28,1240574.72,1238376.76,169,294,36655,1276568,www.facebook.com
7_9_www.facebook.com,-442,1474.26,2427.88,4434.78,6532.96,7659,13840.64,14482.62,35864.64,34150.54,32609.6,35779.7,39613.12,44137.38,46450.16,48348.9,52828.8,53528.48,52952.24,77904.9600000001,159891.8,227744.18,242763.72,242429.7,276057.28,359827.5,384987.56,436348.46,481032.280000001,500251.92,501767.2,502211.64,529614.96,578320.500000001,637939.88,687682.7,690294.44,731050.08,775094.32,832944.84,894447.4,963218.120000001,1027584.12,1098641.96,1178825.48,1180661,1182699.96,1217127.54,1216418.52,1217897.78,143,254,33310,1255166,www.facebook.com
7_10_www.facebook.com,-48,1343.12,1495.96,4357.36,5344.2,11589.6,11913.96,14521.44,36906.68,35102.48,36168.2,37353.08,41763.76,45429.64,47440.6,49362.2,51924.72,51221.28,50798.8,125099.92,199149.6,239536.12,245476.2,268726.8,335508.84,344129,380620.48,461057.16,497344.76,496882.92,499793.4,532744.2,576581.6,633624.28,650690,655733.2,716262.04,786322.36,844302.6,871557.4,945584.2,1037623.88,1152472.2,1169611.8,1179578.52,1183507.6,1183984.68,1189677.16,1189222.68,1224224.04,144,270,33013,1254833,www.facebook.com
8_1_www.facebook.com,-442,317.639999999998,7082.12,11678.28,15160.72,35224.8,37582.24,45721.12,48014.32,53195.36,54328.6,53365.32,150347.88,258250,273072.36,310175.6,450018.84,519903.68,570273.72,613197.56,664886.6,745046.28,828701.28,907170.2,1020206.76,1162268,1303053.24,1380274.32,1388338.96,1402216.44,1443808.6,1449678.96,1451543.6,1452845.28,1499203.2,1530679.2,1598219.4,1646580.52,1706509.12,1708259.44,1711485.6,1713215.2,1721152.4,1723962.4,1726113.32,1729784.8,1732284.36,1735291.12,1737242.08,1741286.96,262,440,54325,1797821,www.facebook.com
8_2_www.facebook.com,-442,982.88,4453.52,6521.08,12183.16,14393.1,36805.72,34776.16,37792.4,44030.04,45361.6,48340.66,54131.88,56344.92,55173.72,139595.6,252832.68,282503.56,302396.6,320677.28,434438.2,504954.26,546569.52,606001.62,627274.84,637701,732491.84,774688.52,791512.52,919285.32,1001704,1091231.64,1244601.76,1282545.68,1374469.64,1381717.8,1382836.84,1412933.08,1448628.56,1448989.24,1452887.6,1454559.42,1457101.4,1457901.92,1503397.64,1519621,1546142.24,1622069.78,1709565.08,1706918.94,189,344,41972,1746844,www.facebook.com
8_3_www.facebook.com,-442,921.76,4580.56,6803.82,10710.04,25464.4,33463.2,33995.32,36999.24,42998.02,45562.8,47105.26,49534.84,48737.48,97946.5200000001,193586.8,257708.2,275526.44,290865.2,332267.78,438259.8,523479.02,554227.04,555171.2,574963.68,634322.5,680822.8,715309.98,780665.6,887848.72,974410,1008876.12,1077820.84,1147856.6,1274450.6,1361008,1375636.72,1381783.66,1382999.44,1412174.28,1447439.6,1451130.12,1452707.92,1457226.92,1456061.32,1502059.9,1524153.68,1565580.96,1621563.2,1696216.04,187,354,35973,1744355,www.facebook.com
8_4_www.facebook.com,67,1333.32,4681.08,6920.12,11175.76,13636.4,37983.92,35970.76,36054.08,41696.44,46872.6,48413.44,51016.12,50161.36,111308.84,211018.4,263489.6,276872.92,288996.08,408406.64,423854.2,444914.2,600032.28,709754.88,766789.76,809262,888982.56,1001110.24,1010337.32,1117727.44,1182408.8,1200988.44,1274455.44,1310369.84,1378001.44,1379577.4,1390862.24,1415885.72,1441680.12,1447678.56,1449093,1451600.16,1450711.24,1497442.6,1527512.8,1614868.2,1620843.2,1696178.4,1707866.6,1713456.68,190,348,36607,1753245,www.facebook.com
8_5_www.facebook.com,-442,515.94,4459.92,8749.46,12488.8,37258.4,34731.48,37271.1,43569.48,47947.04,47576.6,59399.24,60621.72,60001.72,64008.84,62376.1,64063.84,137914.12,273430.12,292689.5,342265.2,461357.28,549099.92,567730.88,615088,703713.5,727504.36,763475.68,832411.2,956735.56,1025725.8,1106221.58,1147965.16,1239728.06,1362864.04,1387045.6,1390334.64,1397060.48,1455185.04,1457713.7,1459424.6,1461539.04,1465243.4,1464553.42,1510476.24,1513122.3,1546696.2,1613763.2,1649257.88,1716876.96,206,397,45642,1757735,www.facebook.com
8_7_www.facebook.com,-442,619.76,4398.44,8221.16,13356.68,20731.2,36014.92,35568.16,40170.04,45409.12,47583.2,49366.68,52735.2,55144.52,59814.7999999999,190186.6,272104.6,281063.6,333720.84,416690.52,513791.6,560933.52,627937.84,652014.4,699461.2,742770,793152.04,884868.76,952330.04,1051495.72,1142436.6,1220333.6,1340381.24,1383807.2,1385095.04,1401270.2,1449194.36,1450369.8,1454440.36,1456639.4,1457717.6,1503470.08,1520570.88,1584668.04,1625993.4,1700231,1709870.48,1717944.04,1720153.64,1714239.32,211,373,44686,1758933,www.facebook.com
8_8_www.facebook.com,-48,1552.5,4589.4,6172.8,6117.6,13682,14314.4,37811.1,35295.2,36084.5,39603,43942.3,46830.4,49920.9,50178.4,49199,66374.2,186259.4,258507.4,280032.2,280447,291765,323162.4,448740.8,475097,540022,559336,566471.4,612829,620962.799999999,698501,750399.2,876813.6,923345,992536,1054736,1207634.2,1241437.2,1314503.8,1375222.4,1379802,1408718,1415521.6,1415081.8,1417744.2,1467558,1493767.8,1521256.3,1564810,1632892.8,161,324,29664,1726860,www.facebook.com
8_9_www.facebook.com,-442,1231.04,4422.72,6907.96,10964.76,11232.8,34446.32,32249.96,32941.32,36595.64,42277,43834.96,44191.72,50217.88,50681.28,49350,72590.2,74473.68,89598.8000000001,112211.72,130034.6,153994.96,231310.76,263342.84,277942.04,303643,372342.96,404175.92,420197.8,447670.8,522564.8,546373.72,659060.56,744763.08,810688.8,889858,967343.2,1048659.6,1087174.92,1191218.08,1337375.4,1376563.84,1411044.6,1412787.12,1418475.32,1431212.8,1486673.56,1499061.8,1569557.48,1641965.6,155,343,28885,1714713,www.facebook.com
8_10_www.facebook.com,-442,1082.2,4544.8,8831.2,9484,14553,26263.8,27918.4,31121,42187.6,46099,48128.4,50538.8,49468.6,49261.6,81998,91675,165991,213451,232583.8,280380,283948,305476,352113.6,393188.6,447324,447607.6,529055.8,639936.2,759727.6,803397,873288.4,934589.2,1047076.8,1162943.6,1270845,1344311.4,1379334.2,1413333.8,1418334.6,1433129,1486972.8,1491603.6,1525776,1606748.8,1673109,1694220.2,1696043.4,1703953,1710700,176,344,33610,1746132,www.facebook.com
