index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,site
3_5_www.google.com,67,952.68,3335.92,9557.08,15177.2,27950.8,35518.76,79604.48,99772.6399999999,133133.16,139404.8,142990.52,145154.88,202518.92,345564.92,381996.2,385882.4,389785.32,391645.32,397309.56,402109.6,473472.64,482108.84,509401.96,530308.4,571476,608889.24,625553.52,706427.8,821116.2,979035.8,1087236.12,1223702.6,1335218.52,1488004.28,1566397,1690347.16,1805890.04,1967647.72,2114491.08,2259355.6,2329391,2348219.28,2352667.76,2359063.84,2377406.2,2381925.04,2384639.96,2388476.08,2392504.16,303,609,62830,2458686,www.google.com
3_6_www.google.com,-442,2664.7,6573.36,11268.8,26615.28,29054.1,55501.8800000001,79393.82,87680.96,85353.54,95937.4000000001,120575.9,193919.48,232325.3,333335.88,371273.3,372217.48,377543.02,377402.56,382491.52,386808.4,392262.68,392893.8,441742.6,594287.12,628346.5,637793.88,644979.02,717634.76,720541.86,822025.8,943490.440000001,1009947.08,1137758.44,1220026.48,1322141.2,1471021.8,1610956.76,1730756.24,1856619.4,2077688.4,2158122.24,2318856.2,2460260.8,2617781.48,2737058.4,2738922.72,2743762.82,2767075.76,2769098.4,257,522,52570,2825594,www.google.com
3_7_www.google.com,67,2709.72,5849.44,20401,23664.32,31319.8,71216.68,75228.04,81100.96,87176.92,88444.2,85186.88,124025.04,141275.84,189928.08,192172.2,198152.72,226415.44,276079.44,378990.88,387948,388865.28,386079.32,395926.64,398322.32,404981,403336.72,474756,583792.56,639709.6,686042.4,694344.52,734033.12,821902.8,875386.8,950209.200000001,1131848.56,1299043.36,1450737.36,1531358.64,1593999,1685599.68,1817970.84,1945963.48,2033980.84,2089312.6,2245697.92,2421840.2,2576806.96,2648057.6,251,495,51498,2701182,www.google.com
3_8_www.google.com,67,1956.14,3851.24,6811.86,15759.68,19182.3,31420.76,38053.36,76425.72,88841.94,91479.8,94205.28,95820.76,112420.06,144697.8,164470.2,205022.92,203880.78,234080.239999999,317949.92,376082.4,392852.62,398720.64,395679.92,405009.52,409199,409764.16,548660.68,618195.8,627715.42,629320,650114.68,648468.32,649146.22,754463.56,859385.799999999,934210.56,1056515.16,1099636.8,1204160.52,1292795,1381074.2,1421766.08,1530269.24,1698848.08,1860635.6,1980637.04,2099582.2,2153803.6,2174848.02,261,528,57596,2234217,www.google.com
3_9_www.google.com,67,1497.96,4609.24,7139.76,8566.16,12704.4,27153.68,25589.2,65462.24,69637.52,79908.2,81576.92,82645.52,83171.56,84231.08,85012.8,101742.84,115660.16,161438.6,171277.32,187172.4,185795.84,187339.84,191100.44,198679.88,203378,202605.92,217999.56,237417.88,276039.48,292818.4,336261.48,379573.72,381279.84,395789.08,397022.2,399026.88,405525.36,404317.24,404573.64,443688,510120.879999999,570691.2,604501.52,663971.96,686457.6,695827,696859.56,697182.84,719414.16,210,304,45139,772612,www.google.com
3_10_www.google.com,0,626.5,3262,6860.5,13582,27005,34106,81159,87505,86829.5,83312,123571,166324,174518.5,192021,231940.5,263030,343000.5,388150,393739.5,393302,401232.5,402966,404784.5,515169,614505.5,625451,623781,686500,857411,965817,1066791,1255693,1374180,1549678,1710391,1904570,2079167,2124263,2231464,2335347,2364273.5,2429693,2475027,2478291,2478648,2503204,2507483.5,2527288,2531455.5,304,571,62394,2597571,www.google.com
4_1_www.google.com,-442,1422.12,1495.96,4336.6,6998.04,5878.8,12235.52,19746.4,28110.24,26615.48,25331.4,29268.32,36693.96,66765.56,72597.72,75057.8,99319.8800000001,172434.16,175384.48,177499.68,179630.4,180329.08,184317.56,183276.6,215804.36,231634,258174.76,266495.44,264928.16,266318.48,271267.4,272577.68,274049.64,275707.12,275138.72,284000.4,285225.92,284451.36,283453.24,285754.92,287893.2,303131.48,315397.24,355397.64,385573.56,424937.6,439321.44,454652.36,463415.56,464937.04,160,204,34114,500771,www.google.com
4_2_www.google.com,67,335.88,255.76,2009.3,1132.52,2845.9,5009.88,7549.28,7247.32,10965.12,10598.4,29439.48,28328.44,27134.42,26313.32,25841,56298.28,64892.66,91256.96,116840.62,119189,123662.12,157915.32,172966.2,175933.16,175738.5,180017.84,180661.84,180786.64,182482.42,185682.6,187794.8,212313.76,260526.22,259440.44,260766.3,261014.12,264205.46,266731.56,266303.24,268083.2,270573.52,271667.12,279023.2,281234.28,280574.8,281087.4,305322.8,353669.56,413712.7,128,153,26792,454203,www.google.com
4_3_www.google.com,67,102.519999999999,1296.92,2466.14,4767.08,6767.1,8375.4,12427.56,29189.32,27930.42,26264.4,28486.72,31232.92,33026.94,54264.72,76613.7,79797.4,150710.28,176048.24,176067.54,177333.4,178837.38,182326.8,183923.4,208648.76,251576.5,256081.04,254826.06,258813.16,261480.08,262680.2,264369.38,267771.68,271295.78,273429.28,284566.8,283773.56,283233.86,282065.48,285020.28,286440.2,312624.82,356069.52,405255.76,431304.44,433451.3,435257.92,437874.78,463634.44,465123.46,161,200,34369,501233,www.google.com
4_4_www.google.com,-115,317.16,47.2400000000001,1738.48,3145.44,4944.8,7441.16,6698.68,12575,12849.64,29316.6,28015.68,26475.56,28056.92,29574.04,31498.4,61911.44,73820.28,73457.48,140719.24,176203.4,175703.04,181045.2,183430.88,182985.72,182692,184916.44,204124.84,257643.32,260736.12,261927.8,262893.96,262180.16,263942.88,272839.24,275032.4,276826.76,281115.4,305038.72,306174.2,308145.6,307231.04,316769.76,385318.44,448197.8,454462.2,454870.24,457660.16,476259,475493.84,155,187,32754,510046,www.google.com
4_5_www.google.com,67,1567.14,3024.12,4213.18,10056.56,10599.8,29275.44,27195.34,26047.48,32717.04,34192.4,38852.54,73350.88,172143.78,174935.8,186020.6,184508.56,183410.92,186829.92,237304.28,265365.8,268748.76,267634.48,268734.24,272618.36,274161.5,276688.56,281977.4,292395.72,291071.52,290263.2,289018.78,291014.32,293676.62,348420.64,415275.6,462222.76,468068.22,473424.72,488012.86,489635.6,492329.74,494187.28,496014.02,497383.16,500606.9,516900.48,522211.28,525778.68,528003.16,225,258,49875,579424,www.google.com
4_6_www.google.com,-442,1327.32,525.84,4468.96,4486.12,6774.6,5913.28,11788.84,12436.16,29392.08,28160.2,28818.08,28699.28,29642.2,33380.48,32956,62833.8,71296.44,79283.2,84219.88,137557,171581.48,174944.32,174966.24,178362.56,180489,179633.04,183312.64,182955.08,204973.96,254685.8,258361.88,259578.72,264945.48,263676.96,264473.8,266970.88,270866.96,273208.16,273216.92,276385.2,275855.96,275193.76,275926.96,313860.28,335052.6,360330.2,369564.2,375333.08,441692.96,138,166,28732,480238,www.google.com
4_7_www.google.com,67,510.96,1984.48,3429.72,5053.84,7571.8,11145.04,27454.88,25763.36,24073.72,25378.4,27513.56,33068.6,35364.12,67851.16,114434,169929.28,174630.76,176355.12,178847.56,180360.8,185359.64,186311.44,186991.12,190511.76,197950,234381.56,267341.88,271513.68,273537.84,275069,280210.04,282801.4,289218.72,288391.04,287336.6,289319.64,313712.88,369114,434052.04,453911.6,459189.84,464804.72,476806.88,484887.96,487255.8,489684.92,490371.12,491742.12,491707.56,191,237,38941,530662,www.google.com
4_8_www.google.com,67,1488.14,2584.32,4570.42,7037.88,10127,12112.04,28208.34,26459.96,27546.06,29889.8,34738.54,64893.68,72839.82,127986.44,173735.4,177013.52,178751.78,180300.12,181915.94,190911.8,191928.36,192268.56,233652.6,270277.88,268536,272326.56,278748.78,278486.92,280704.84,285137.2,284345.06,293035.4,304731.92,303956.92,303301.9,301922.32,305666.92,306211.76,328565.6,393798.4,418266.34,473877.52,475159.02,481280.44,488873.6,502568.92,501920.98,503457.48,506670.26,194,239,42422,550525,www.google.com
4_9_www.google.com,67,1602.6,688.36,4719.84,6479.04,6249.6,11656,12532.76,28677.92,27362.52,25684.4,27975.32,56823.56,78148.52,95857.92,135182.8,135529.6,172309.04,178838.4,178542.56,178872,183730.96,185538.04,184723.64,186561.88,208686,238113.92,263104.08,268572.72,267299.04,269708.6,272428.28,277125.16,276993.96,281867.32,282860.8,281796.32,282372.48,321600.2,361756.88,428024,450761.48,456472.56,456900.16,459603,478503.6,477413.64,479022.16,481701.12,482081.76,166,200,35927,519715,www.google.com
4_10_www.google.com,67,1749.08,1288.88,2477.6,4439.28,7177.6,7684.6,10460.44,11985.32,26820.96,25543.6,24268.84,23212.28,29053.16,30764.48,64998.8,67689.48,71454.44,73456.76,106738.88,141360.4,173382.84,173808.36,175662.16,177398.68,178716,178714.44,177431.88,178919.84,180846.88,181773.6,185962.92,185970.24,185461.04,190141.08,194492.2,194371.88,196405.2,264483.56,270249.68,273314.6,277022.6,280018.36,279301.04,279355.44,313706.4,363051.64,409147.56,421878.8,428990.08,139,165,29259,460340,www.google.com
5_1_www.facebook.com,67,1481.82,2877.76,4543.46,7297.4,9631,13508.52,25788.28,47328.48,45594.54,43868.4,45691.08,51057.36,54236.64,59781.12,62034.3,61904.48,64358.36,63306.76,62635.82,62545.4,64881.38,70295.68,73708.28,78067.08,81627,163916.04,227214,283862.44,303896.78,305421.6,306946.42,308592.64,308162,383055.68,438460.8,502758.32,546327.18,604974.36,603924.74,602871.8,629865.52,718140.2,783785.72,844287.12,923990.6,982559.6,1026922.2,1073492.84,1149008.8,161,268,32553,1277678,www.facebook.com
5_2_www.facebook.com,67,1492.88,3605.04,4578.56,7177.96,9563.8,12336.96,46866.72,44644.32,43074.52,48919.8,50841.68,53240.56,57363.44,57642.28,61457,67032.48,67718.24,69292.96,71614.72,71029.6,70972.4,137497.68,141344.8,209575.2,270498,293675.28,322934.84,406011.6,483083.96,555537,557346.24,559933.28,559731.16,560635.68,563808.2,565387.92,564494.28,581184.56,608302.88,640672.6,697924.68,802382.16,883414.160000001,954214,1057342.4,1123563.72,1205882.04,1274188.36,1370779.72,161,275,33805,1406852,www.facebook.com
5_3_www.facebook.com,67,-51.3999999999998,916.2,4918.1,7555.4,14286,29611.3999999999,47315.1,44721.4,46156.8,51269,55427.2,59720.6,61560,62092.4,62132,97742.8,160843.4,235218,288647.2,292089,295793.9,297807.4,300334.9,301864.8,344353,433053.4,520427.4,556138,571855,636824,660426.8,684479.4,787828,878830.799999999,983484,1081160.2,1149056.4,1263106.8,1280604.8,1282018,1319325.7,1323092.8,1324722.8,1332859,1335378.5,1338278.4,1341461.1,1343661.4,1345554.1,193,342,43684,1385044,www.facebook.com
5_4_www.facebook.com,-442,1142.86,2255.84,5354.6,8681.12,10957.6,18647.44,45351.02,43486.12,41615.76,45221.2,51537.62,53480.04,58157.38,57548.96,59450.7,64344.6,67642.02,69331.88,70954.1,74331.8,72914.7,77754.84,175916.48,249479.24,259349,302208.48,302614.36,303933.04,307094,357180.4,454091.64,486958.2,554883.8,559342.88,577398.6,623486.680000001,640986.84,695404.16,793277.32,860799.200000001,987827.78,1101739.2,1191535.84,1280585.88,1282155,1288035.12,1287122.74,1326576.64,1326561.48,170,279,35161,1364734,www.facebook.com
5_5_www.facebook.com,67,1590.84,2828.68,7081.84,9547.80000000001,13521.6,23317.2,29467.96,45089.32,45522.2,49171.4,55461.56,57567.08,60051.68,65825.8,65163.8,69344.36,68566.28,79890.7600000002,152807.72,208164.2,272970.76,293137.12,298336.56,302210.28,303473,306745.36,308313.68,339338.4,400968.88,452394,554169.28,560608.72,634662.96,679261.8,719577.6,727204.04,760011.6,860236.76,928778.640000001,996470,1093906.16,1169348.92,1225168,1286032.84,1288096.8,1313843.36,1327700.32,1330328.92,1332804.4,171,327,39634,1374602,www.facebook.com
5_6_www.facebook.com,67,1480.24,2599.12,4538.72,6656.84,10799,13777.64,27031.4,25306.52,37440.2,38439,42456.16,45695.72,47715.12,48401.44,53639,55962.72,55131.48,57262.4,59407.64,58586.6,97815.16,164436.12,211535.64,257091.2,258873,290695.72,367794.72,465455.48,503301.84,510401.4,514000.44,515935.6,518003.48,521688.36,554921,591013.8,594054.48,688870.16,777937.040000001,843826,887585.56,958615.4,1029510.84,1167996.4,1185631,1197265.04,1199880.32,1198896,1242948.08,165,263,33166,1277652,www.facebook.com
5_7_www.facebook.com,67,618.68,1839.72,4025.04,7593.64,11875.6,11606.8,45600.64,43458.88,46341.32,47038.2,53473.12,58198.04,57899.64,60121.64,59228.4,152649.76,251664.92,274089.24,274945.4,286858.6,289895.92,293588.08,297095.2,298459.08,299728,375452.32,485062.76,547597.44,557290.92,597372.4,658064.92,687377.16,803651.080000001,939490.96,1051972.6,1142945.4,1244487.4,1276599.96,1279221.72,1297483.4,1320561.2,1323025.08,1324202.28,1332945.48,1333629,1334399.92,1336117.96,1341576.68,1346520.4,194,330,39878,1388274,www.facebook.com
5_8_www.facebook.com,-442,1414.1,770.68,2213.46,4328.92,7080.4,6222.92,10223.14,10709.36,10538.88,34792.6,45394.96,44710.76,43689.96,45401.24,49380.7,94540.44,160743.04,198857.96,262828.88,267714.8,269608.36,272174.16,282967.36,293750.88,313304,364044.16,392219.6,405639.2,472843.24,509091.6,563290.02,564547.84,565139.32,564398.2,574879.8,575966.4,623174.42,650288.2,660858.08,737841.8,778568.34,777999.8,841241.2,908132.68,957104.2,1016008.68,1044344.54,1109782.6,1169459.14,93,188,17737,1220182,www.facebook.com
5_9_www.facebook.com,67,1254.96,4713.08,6682.52,11938.2,27188,46387.68,44943.48,47215.6,51372.76,57003.4,59493.76,58569.28,71502.4,72716.44,71914.4,73035.64,74959.32,90294.16,148606.96,246671,281716.84,303184.12,304452.56,307857.8,309361,358143.4,422400.84,476235.76,540369.68,563116.2,566333.24,590836.44,621709.4,680769.28,726746,744622.84,808462.8,903604.12,958858.6,1049686.6,1127469.8,1233325.16,1287313.52,1290316.76,1302337.4,1330659.84,1333406.6,1335899.92,1342678.84,187,365,43371,1381798,www.facebook.com
5_10_www.facebook.com,67,233.62,1627.68,3178.42,5785.8,6461.3,14031.44,14669.28,42543.96,40784.92,46684,48654.16,53925.6,57252.28,58377.96,61044.4,60175.24,60083.02,59981.12,126121.04,177967.8,216922.48,258212.36,260204.46,260876.84,294286,373436.2,447029.36,502095.04,546604.7,545376.4,549388.34,550919.48,567803.28,621489.8,641921.5,700592.32,713528.52,790546.72,846824.68,947816.4,994362.56,998467.4,1065156.56,1127536.24,1210056.2,1282247.16,1382700.72,1402647.88,1407463.8,156,277,34357,1440064,www.facebook.com
6_1_www.facebook.com,67,1292.58,4656.84,7065.82,10927.24,16106,33818.48,31285.92,37686.76,40740.48,43794.2,47980.12,47228.16,107456.76,231923.28,269659,273415,395752.88,503237.36,590047.48,591540.4,653650.46,687159.44,756595.62,762384.84,849422,967345.08,1044844.88,1115965.56,1228686.08,1297265,1370871.88,1373923.56,1375356.14,1396275.52,1440462.9,1441043.92,1445103.66,1446016.28,1450645.88,1451114,1497138.28,1525788.32,1613559.46,1663495.88,1704106.8,1709260.32,1705760.54,1707991.64,1715213.28,207,364,44727,1759609,www.facebook.com
6_2_www.facebook.com,-442,1157.78,2293.76,6742.88,8285.32,13667.4,13709.4,37209.78,35631.24,33303.64,37261,42068.72,45775.56,47750.94,52717.68,54891,55029.56,54112.76,112891.44,155455.32,223456.2,270358.88,282884.48,282366.5,301004.2,387139,457754.4,501543.44,577822.16,608264.3,635795.6,729306.58,827565.6,870573.6,947995.32,1086704.4,1175990.44,1213739.84,1322970.16,1378808.08,1381325.8,1414517.72,1417166.16,1420157.64,1438053.8,1485175.1,1493943.68,1522149.8,1601019.36,1649310.6,155,306,29158,1726211,www.facebook.com
