index,126_1_www.oracle.com,126_2_www.oracle.com,126_3_www.oracle.com,126_4_www.oracle.com,126_5_www.oracle.com,126_6_www.oracle.com,126_7_www.oracle.com,126_8_www.oracle.com,126_9_www.oracle.com,126_10_www.oracle.com
19,522632.32,604628.1600000003,738344.84,529188.0,535632.0,659795.5599999998,578752.0,709960.1199999996,740944.3200000002,625551.48
20,539188.06,735858.16,769660.3199999995,603873.0,553648.0,738414.4400000001,634941.0,732887.2000000001,887072.8400000001,669203.68
21,613442.8,777809.3999999997,887905.7999999999,690723.0,655054.0,795845.7999999998,724499.0,738317.6,1027323.2000000001,746246.0
22,731764.38,940089.4,984912.6,737053.0,743521.5,904712.2400000001,747620.5,798997.4,1145137.4000000001,770208.68
23,745120.4400000001,1031221.64,1104686.2,781524.0,750514.0,1031782.2400000003,752160.0,911006.4800000007,1228357.24,915784.6799999996
24,831639.88,1136672.2,1191775.7999999998,951987.0,790884.0,1217719.24,772266.0,1083719.3200000005,1237990.82,990955.3999999999
25,903314.8,1220181.8800000001,1243209.44,1121454.0,865334.0,1235047.8800000001,809385.0,1185906.1600000001,1240722.16,1228408.1999999997
26,1000764.0,1231435.0,1248921.0,1219887.0,905490.0,1248660.5,875030.0,1230116.5,1244063.0,1247846.9999999998
27,1064141.2,1232901.32,1274721.8,1248708.0,953050.0,1252749.28,910692.0,1234350.8,1251643.24,1261287.48
28,1158291.32,1242277.08,1323432.68,1285046.5,1018278.0,1281133.8,1023376.0,1248189.04,1269727.18,1269440.92
29,1233689.5999999999,1296754.92,1328058.88,1294007.0,1096779.0,1312948.2000000002,1096965.0,1250961.68,1328624.48,1295905.96
30,1251656.78,1304203.32,1331210.48,1309651.0,1147376.0,1326502.62,1195502.0,1274015.42,1333556.6,1312444.84
31,1257987.4,1310335.4,1350369.0,1322780.0,1227353.0,1334198.8,1279247.0,1309559.0,1342761.6,1334685.8
32,1287144.4,1324094.84,1368897.12,1329105.5,1299471.0,1350712.5599999998,1316375.5,1315017.12,1351617.9600000002,1339383.04
33,1331418.28,1332047.64,1377209.84,1347037.0,1328172.0,1374002.92,1328293.0,1326135.36,1382706.16,1364016.5999999999
34,1337276.06,1336554.76,1385094.88,1360646.0,1359098.5,1379392.66,1338414.0,1326754.82,1391020.98,1379291.44
35,1340760.52,1352822.6,1404906.4,1369826.0,1366935.0,1388531.8,1349740.0,1340885.56,1400377.08,1382565.76
36,1354979.9,1372435.2,1451314.0,1370470.5,1370703.5,1399693.4000000001,1360351.0,1356587.3,1442805.6,1388927.0
37,1373893.2,1378246.28,1474334.2399999995,1373765.0,1376091.0,1453804.68,1378074.0,1376974.64,1478746.4000000001,1400816.8
38,1380501.38,1387347.28,1550271.72,1375574.5,1378991.5,1460908.68,1381148.5,1391962.3,1545805.46,1410312.6
39,1386885.6,1393388.24,1593997.16,1387834.0,1382348.0,1521237.7199999997,1386005.0,1397412.8,1568412.16,1436348.3999999997
40,1389694.52,1407376.0,1619387.6799999997,1395843.0,1400034.0,1584577.18,1405863.0,1442061.54,1577180.2400000002,1501100.1999999997
41,1408244.0,1415614.4,1626645.4,1408955.0,1441295.0,1599894.0,1433932.0,1450146.0,1619975.0,1516314.7999999998
42,1422161.12,1461083.3599999999,1642358.28,1450912.0,1457737.5,1624210.98,1449034.0,1488708.02,1641924.0000000002,1570543.7999999998
43,1446628.92,1540688.8400000003,1650186.84,1505683.0,1503827.0,1637101.6400000001,1463920.0,1546777.56,1648045.68,1627950.8
44,1462039.42,1578176.52,1658923.5599999998,1523890.0,1572941.0,1642171.74,1510119.0,1573659.18,1656148.4,1638189.4
45,1475759.1999999993,1578466.56,1659122.96,1563545.0,1598498.0,1652395.92,1518743.0,1591336.8800000001,1659561.6,1646283.56
46,1523107.3,1606569.4,1665136.4,1602875.5,1622669.5,1655004.1,1521506.5,1625389.4,1661799.3,1655525.6
47,1538185.28,1641907.2,1667110.28,1609129.0,1631227.0,1659083.04,1610597.0,1630448.0400000003,1666817.3200000003,1658487.72
48,1617531.0400000003,1648735.64,1665211.52,1627497.5,1641929.0,1662906.96,1633841.5,1645467.16,1669731.2,1662346.12
49,1634821.32,1652547.2000000002,1668828.32,1646064.0,1643164.0,1663163.44,1636412.0,1651883.92,1666563.2,1662343.48
50,1648702.2,1657759.52,1672797.32,1653596.5,1655379.5,1663717.22,1654369.5,1654301.36,1671640.76,1662301.24
