index,126_1_www.oracle.com,126_2_www.oracle.com,126_3_www.oracle.com,126_4_www.oracle.com,126_5_www.oracle.com,126_6_www.oracle.com,126_7_www.oracle.com,126_8_www.oracle.com,126_9_www.oracle.com,126_10_www.oracle.com
1,-48.0,67.0,67.0,-442.0,67.0,67.0,67.0,67.0,67.0,-48.0
2,1391.74,676.48,2542.88,1360.0,533.0,2200.120000000001,911.5,670.5199999999998,1746.9200000000023,1373.3200000000006
3,4734.32,6234.719999999999,6147.92,7011.0,6138.0,6662.44,4061.0,7187.92,7178.6399999999985,5232.599999999993
4,8159.9800000000005,8649.200000000004,18573.96,12849.0,9744.5,18347.2,8804.5,14635.16,17604.32,14315.639999999996
5,24897.84,29214.68,29427.079999999998,27712.0,30527.0,25419.96,20075.0,25544.079999999998,29111.680000000008,25951.04
6,28294.7,31967.399999999998,98021.99999999999,31460.5,32113.0,73884.19999999997,26140.0,34485.80000000002,61398.40000000001,40507.99999999983
7,46768.200000000004,130538.40000000001,162595.8,120517.0,100743.0,151228.12,45850.0,137942.08000000002,163453.2,118033.04
8,126727.75999999998,163313.6,170318.19999999998,159885.5,161332.0,161515.46,158402.5,163113.2,170331.86,160862.2
9,158245.32,170507.32,217363.04,192881.0,172848.0,180802.72,171305.0,170373.48,217384.36000000002,182887.24
10,168022.6,215623.76,243408.72,214767.0,177492.0,213625.88,174615.5,216073.15999999997,243208.06,216083.88
11,176273.19999999995,223469.4,283539.39999999997,216758.0,223100.0,239608.2,193850.0,231798.0000000001,250680.4,219317.40000000002
12,218098.75999999998,252635.88,287739.76,233309.5,245632.0,269534.92000000004,231595.0,253218.54,286120.76,231090.52
13,225035.32,286627.6,322747.56,282614.0,267206.0,285949.28,254131.0,286811.72,290025.04,266184.68
14,253498.75999999998,289190.16,396136.92,287934.5,293595.0,291370.56,292398.0,322879.03999999986,388945.28,294598.88
15,278751.1999999998,350092.6,506230.75999999995,289736.0,296307.0,324276.60000000003,295565.0,403515.2,506397.24,356196.48
16,295934.4,394673.2,528282.7999999999,355283.0,343927.0,433391.4000000002,340777.0,498198.00000000006,536688.0000000001,421539.99999999994
17,302976.79999999993,503095.75999999995,584466.44,458598.0,433319.0,528938.88,451099.0,528707.24,575639.4,508185.16
18,449369.4,529166.84,649810.7599999997,527208.0,498820.0,573561.3,534218.5,572304.6,722639.62,536624.44
