index,323_1_www.tagesschau.de,323_2_www.tagesschau.de,323_3_www.tagesschau.de,323_4_www.tagesschau.de,323_5_www.tagesschau.de,323_6_www.tagesschau.de,323_7_www.tagesschau.de,323_8_www.tagesschau.de,323_9_www.tagesschau.de,323_10_www.tagesschau.de
41,529255.2,422715.2000000003,586379.6,541004.5999999999,649162.0,394990.0,471637.0,481320.00000000006,475354.8,439181.0
42,531305.5199999999,448960.04000000004,601679.84,586442.9999999999,710161.8400000001,409079.1600000002,471189.0,499194.87999999995,477986.88,443158.99999999994
43,565932.2799999999,465482.56,614641.3199999998,613814.7999999999,724363.84,450864.27999999997,475132.99999999994,527862.2000000001,478654.96,459709.0
44,584553.4399999998,470870.4,665940.9999999998,660614.4799999997,728678.64,470020.5999999999,525621.9999999997,557975.26,497088.68,476249.0
45,622083.3999999999,470086.8,708361.48,698149.72,728924.08,471010.6,563327.1999999998,604275.6399999999,514211.8800000004,477803.99999999994
46,661222.2,485285.6000000001,709924.4,723544.8,733923.3,472975.6,619171.0,653860.0000000001,550967.6000000003,489069.0
47,685304.5200000001,499179.55999999994,715993.96,727823.68,764854.12,496638.60000000003,648312.8,676662.32,578128.56,504424.3999999998
48,711010.68,503963.36000000004,726580.6,726836.84,768975.3800000001,497555.12,649156.0,697453.24,616223.6800000002,553077.8999999999
49,724559.24,508852.12,731192.32,729642.92,769312.52,515014.3999999998,661354.2,730873.08,648948.28,587717.9999999999
50,726399.8,534943.56,732825.4,737278.84,769283.24,568658.9600000001,674901.1999999998,732465.06,669947.64,630996.0999999996
