index,67_1_www.nytimes.com,67_2_www.nytimes.com,67_3_www.nytimes.com,67_4_www.nytimes.com,67_5_www.nytimes.com,67_6_www.nytimes.com,67_7_www.nytimes.com,67_8_www.nytimes.com,67_9_www.nytimes.com,67_10_www.nytimes.com
1,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
2,135470.86,83477.8,158472.96,94307.81999999999,119781.12000000001,135032.42,126124.5,123380.8,110792.23999999999,124635.32
3,252318.36,252388.36,317314.44,193770.08,253777.2,209392.12,192259.0,207014.80000000002,337614.32,194939.8
4,605765.62,528567.64,506244.2,413485.04,800327.64,544768.4400000002,361506.1,452962.6,517506.7200000001,451913.96
5,986697.04,1051806.9600000002,687913.32,681650.64,1013290.68,704880.4,772619.9999999999,881043.0,1082672.52,825082.4
6,1024699.2000000001,1069823.6,811853.2000000001,930166.0,1056711.2,824024.0,1022548.5,1017611.0,1114095.6,1017150.6
7,1095939.24,1111776.44,917349.2,1040959.2000000001,1204486.84,1040233.8800000001,1057554.6,1050077.8,1132444.88,1054851.48
8,1210390.78,1224482.96,1080709.1599999985,1335134.8,1306041.8,1439675.94,1255597.0,1130371.6,1367380.2399999998,1122482.56
9,1465457.08,1354505.04,1341919.2399999998,1396989.12,1490407.0400000005,1759667.52,1738205.7999999998,1384753.4,1805815.56,1344843.8
10,2011921.0400000005,1557358.16,1627893.36,1432923.66,2048357.36,2309748.72,2235224.3999999994,1867670.4000000001,2148701.4000000004,1610409.4
11,2747115.6000000006,1730043.2,1992215.9999999998,1556618.0,2478345.0000000005,2873345.8,2682732.0,2132063.0,2451513.2,1940500.7999999998
12,3622505.88,2126076.7600000002,2254756.96,1732283.46,2906667.6,3501672.0799999996,3020335.7,2416713.6,2948530.68,2131210.44
13,4358958.720000002,2610255.9600000014,2575805.6399999997,1801507.3199999998,3541317.56,4226900.760000001,3343342.9999999995,2970732.4,3537377.7600000007,2249968.6400000006
14,5012966.82,3236486.16,2758808.04,2086012.2000000002,4142969.8,4866822.8,3758256.6,3517099.0,4171219.0400000024,2576206.56
15,5842980.0,3532318.96,3262403.44,2192575.2399999998,4815073.4,5563502.76,4206058.200000001,4081523.5999999996,4545581.4,2948400.559999999
16,6704858.5,4247831.200000001,3307314.2,2781368.4000000013,5531737.200000001,6459006.000000001,4706357.0,4458513.0,5300981.0,3294738.0
17,7593862.960000001,4782326.440000001,3550821.0399999996,3168170.9600000014,6182198.96,7351159.6,5316951.399999999,4885292.000000001,6031610.280000002,3909138.28
18,8394034.520000001,5420753.360000003,3722372.76,3492297.8000000003,6839452.960000001,7918989.88,5849232.799999999,5612948.400000001,6695575.2,4510980.159999999
19,9122120.4,6130393.440000004,3952105.72,4018114.080000001,7451762.840000002,8194764.48,6257062.399999998,6224375.600000002,7246440.720000003,5249816.24
20,9784192.18,6865894.520000001,4066876.8799999985,4508484.92,8100171.4,8414923.52,6708592.2,6793976.8,7814043.520000001,5598366.08
21,10480020.0,7248997.600000001,4130867.4,4890629.0,8663570.600000001,8667013.0,7216130.0,7353911.0,8479087.0,5945827.6
22,11146111.28,7634927.680000003,4191474.7600000002,5428920.92,9272293.6,8806473.120000001,7845978.799999999,8198905.0,9132142.32,6103746.88
23,11893327.68,7977147.6,4367339.88,6004869.4,9922033.2,9013929.399999999,8684926.599999998,8862239.0,9811604.2,6466138.72
24,12571826.6,8279197.840000002,4621264.119999999,6894764.88,10486296.8,9176655.84,9478298.5,9519209.600000001,10562522.840000002,6704258.16
25,13389185.200000003,8635316.76,5155051.239999999,7498037.68,11119452.16,9244624.24,10383106.399999999,10267158.0,11272775.920000002,7208857.520000001
26,14161294.0,8841627.000000002,5816505.0,7890944.0,11695970.0,9280325.0,11284345.0,10835671.0,11994285.000000004,7603522.0
27,14535711.24,9227863.48,6418278.2,8260421.68,11828791.64,9333946.08,12108386.6,11496159.0,12795999.080000006,7932585.6
28,14726285.4,9612063.56,7050881.399999999,8310426.4,11964811.0,9434162.56,12980337.299999999,11958452.4,13509301.160000002,8448093.2
29,14897858.2,9918874.04,7691774.6,8460776.6,12207445.16,9477589.2,13736852.0,12617619.0,14307143.24,8975425.36
30,14941290.04,10201228.320000004,8128675.88,8627542.9,12621663.8,9612242.4,14290329.799999999,13379779.800000003,14533345.2,9307220.040000001
31,14958068.8,10679996.600000001,8538025.999999998,8826096.800000003,12959975.200000001,9804159.2,14467296.0,14087489.0,14648991.200000001,9901150.400000002
32,15050355.66,10985940.280000005,8926066.559999997,9005615.959999999,13487822.68,10056263.72,14622610.7,14487069.8,14885624.560000004,10471143.6
33,15071475.24,11497264.200000001,9022818.719999999,9134427.920000002,13868875.36,10453841.879999999,14807297.0,14539355.8,14929798.280000001,10806073.2
34,15084708.600000001,12120836.64,9176224.76,9580078.480000006,14380488.16,11015084.74,14866186.3,14785723.0,15003436.92,11299344.799999999
35,15263142.16,12841077.120000003,9345824.04,10271256.040000003,14901942.760000002,11476814.239999998,14934140.0,14934349.2,15041949.12,11704590.319999997
36,15288825.9,13555153.0,9931833.2,11162682.600000005,15430079.2,12136325.0,14985965.5,14967926.0,15048688.8,12212428.399999995
37,15345996.52,14054687.880000008,10640735.2,11937893.28,15569516.16,12771167.6,15056190.4,15063021.8,15078334.520000001,12608254.6
38,15460348.12,14224794.88,11533256.12,12738278.4,15630539.0,12936805.44,15149008.0,15071493.6,15239153.200000001,13042235.96
39,15464490.12,14357706.2,12175097.479999999,13312399.88,15647743.96,13227834.64,15148875.4,15082623.4,15316847.120000001,13572447.24
40,15779080.46,14556031.48,12817640.24,13370889.74,15687908.88,13401862.98,15159180.0,15100817.000000002,15430319.64,14220984.559999999
41,15864883.6,14731047.4,13352790.399999999,13373387.0,15708688.2,13501074.2,15457368.0,15137434.0,15479406.0,14593188.8
42,15881834.74,14953486.84,13353655.2,13467412.14,15753007.72,13714272.2,15472089.7,15178632.8,15563606.52,14971459.040000001
43,15908242.92,15431393.16,13388762.28,13485009.64,15846168.84,14402229.200000001,15528479.2,15454337.0,15818005.4,15302676.64
44,15992458.68,15737642.68,13399359.96,13489154.84,15900184.520000001,14751381.8,15634526.1,15558985.2,15967914.68,15655106.96
45,16007663.08,15857190.96,13502441.96,13817098.0,15980195.04,14838204.08,15675275.4,15665247.2,15976857.68,15663818.88
46,16024444.6,15942228.8,13538996.6,13844121.7,15997433.4,15020257.1,15685593.0,15716867.0,15977762.2,15717709.2
47,16085843.2,15954818.12,13576031.16,13881834.96,16104906.08,15032979.68,15731028.8,15727043.200000001,15989009.52,15730560.72
48,16132097.42,15964920.04,13617124.92,13897985.4,16118916.08,15082296.66,15759254.4,15760987.0,16004255.84,15736641.64
49,16193286.48,15978249.56,13690876.28,14006827.56,16173524.28,15093289.040000001,15766502.6,15774328.600000001,16009863.72,15751617.76
50,16312902.24,15986901.52,13706158.28,14012965.62,16721806.4,15513036.520000001,15774823.2,15781031.8,16006514.120000001,15757204.36
