index,337_1_prezi.com,337_2_prezi.com,337_3_prezi.com,337_4_prezi.com,337_5_prezi.com,337_6_prezi.com,337_7_prezi.com,337_8_prezi.com,337_9_prezi.com,337_10_prezi.com
1,110.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,8296.28,8503.0,8487.14,7651.9800000000005,8109.54,8209.760000000002,12813.300000000001,8370.999999999996,8406.0,7767.2
3,26139.559999999994,25845.199999999997,26327.68,26822.64,26917.07999999999,28349.68,32747.4,28649.799999999992,25398.0,34697.799999999996
4,38568.84,39021.96,37347.780000000006,37950.14,42522.62,37444.59999999998,45362.299999999996,46804.4,39280.0,38420.6
5,74565.32,95219.60000000002,68573.75999999997,69261.8,77085.19999999998,80633.5199999999,80292.4,83140.79999999996,79275.0,49838.799999999996
6,148478.99999999997,241652.4,144782.49999999997,236331.60000000003,313160.6,187985.4,210271.0,291512.0,301377.0,91889.5
7,291115.51999999996,421678.44,374345.72000000003,377414.27999999997,407647.56,446714.9199999997,411251.1999999998,388951.19999999995,476852.0,334366.2000000003
8,386401.0,620555.4,551960.08,512706.16,547183.82,579242.12,573903.4,519953.2,660045.0,472914.1
9,482791.5999999999,730099.72,742365.7999999999,649208.12,633176.96,677122.48,807592.6,615894.7999999999,830164.0,601883.6000000003
10,615588.0799999995,933394.48,902370.04,711524.38,785289.9999999999,901418.6399999991,907515.3,810607.3999999999,1079996.0,831872.0000000001
11,720437.8,1158761.0000000007,1039880.7999999999,799707.4,869343.6,1084293.4,1063077.0,1012231.0,1183721.0,984717.0
12,853701.24,1379836.7200000002,1273833.92,905862.4,943592.94,1169416.48,1269017.5999999999,1098354.2,1388495.0,1192133.9000000004
13,991002.04,1559279.76,1432092.2,1020675.0,1070706.4,1322753.0799999998,1467574.4,1211449.5999999996,1595257.0,1384991.4000000004
14,1038988.72,1624955.48,1561575.08,1115317.0000000002,1216872.5599999998,1513564.8399999999,1790142.1999999993,1394085.9999999995,1875530.0,1581013.8
15,1187913.2,1780889.6,1634563.64,1247252.7599999998,1401893.68,1622885.44,1990454.8,1494619.0,2093105.0,1782811.0000000002
16,1386001.0,1893798.0000000002,1749206.5999999999,1420160.7000000002,1589862.9999999993,1753933.4,2073458.0,1660954.0,2167472.0,2007059.0
17,1556134.0799999998,2120721.3200000008,1912988.32,1636130.88,1737214.92,1931751.1599999997,2184399.0,1813713.0,2312587.0,2192210.0
18,1755282.36,2382268.6800000006,2082164.2799999996,1800857.0999999999,1919192.3,2139042.5599999996,2324463.1999999997,2033777.7999999998,2431286.0,2401035.0
19,1965422.4,2603776.6,2260462.2399999998,2006741.52,2073875.68,2302089.2399999998,2422401.8,2284112.8,2625602.0,2445550.8000000003
20,2165523.36,2796889.24,2429506.96,2168377.6999999997,2129004.94,2525533.92,2504842.9,2379909.8,2748368.0,2665813.800000001
21,2257037.5999999996,2989952.2,2618226.8,2348855.8000000003,2185500.0,2773217.9999999995,2675187.0,2411341.0,2801569.0,2772753.0
22,2349633.8399999994,3169429.16,2857706.1,2545439.3,2218650.34,3026899.28,2749060.8,2480480.6,2898813.0,2889592.0
23,2438673.68,3360246.2800000003,3094841.0399999996,2570740.2,2308591.48,3271434.64,2828024.0,2561360.4,3030470.0,3068929.0
24,2521069.0799999996,3523294.84,3296691.32,2578146.06,2488891.3599999985,3517757.7600000002,2848096.9,2636914.8,3208927.0,3255647.5
25,2636601.0799999996,3536078.48,3424625.76,2687648.1999999997,2589824.16,3526609.36,2903738.6,2727336.8,3322865.0,3501790.6
26,2742156.0,3573858.0,3545358.5,2807116.0,2649527.0,3563428.0,2957638.0,2855490.0,3427523.0,3528534.5
27,2784820.12,3597131.72,3574439.7600000002,3018058.36,2740200.9599999995,3589717.5599999996,3080963.8,2947804.0,3474857.0,3566225.4
28,2897924.68,3614680.4800000004,3592805.7600000002,3223652.1599999983,2880037.66,3609570.04,3214482.0,3001833.0,3578008.0,3582699.1
29,3078606.52,3726541.2,3615564.92,3413880.2399999993,2971010.1999999997,3675735.16,3429204.6000000006,3096065.6,3732529.0,3607373.8
30,3229036.5199999996,3794122.92,3639368.46,3575621.2800000003,3094589.38,3749934.479999998,3650601.2,3202510.5999999996,3788210.0,3623611.7
31,3404349.6,3811455.4,3762467.4,3707592.6000000006,3198406.399999999,3761035.4,3813884.0,3353400.0,3798227.0,3709596.0
32,3543390.56,3862370.84,3774018.34,3757012.7399999998,3266280.2399999998,3886874.96,3880974.3999999994,3549136.799999999,3866689.0,3751949.7
33,3640074.88,3885486.56,3837947.84,3824865.64,3391563.88,3970417.2,3967703.7999999993,3623048.2,3967747.0,3773706.4
34,3822191.6399999987,3990722.56,3958258.48,3834172.12,3574636.52,3982543.12,4007663.7,3706248.6,3979843.0,3897467.5
35,3935359.28,4000464.68,3999319.04,3872473.92,3701840.04,3989463.92,4012788.4,3878817.3999999994,3989133.0,3959965.4
36,3960297.8,4015359.4,4014481.9,3895101.4,3839026.1999999997,4000339.0,4023014.5,3979589.0,3999772.0,3988620.5
37,4004675.8,4021616.92,4023802.119999999,4010305.92,3953504.12,4010286.4,4036768.6,3995011.4,4008010.0,4000579.2
38,4017629.36,4032496.52,4033215.22,4020499.88,3996571.28,4017776.4,4050472.3,4002571.2,4023032.0,4006123.7
39,4024764.04,4040758.2000000007,4042509.92,4029540.36,4002395.92,4029781.92,4062782.8,4015698.4,4027087.0,4018926.6
40,4035450.48,4055314.24,4055211.3000000003,4036973.14,4015453.32,4038969.6799999997,4074556.6,4025816.0,4041733.0,4027615.1000000006
41,4044790.8,4068642.0,4069219.8,4050406.2,4020940.8,4048486.6,4075958.0,4038387.0,4045800.0,4037606.0
42,4058595.28,4071518.32,4079092.02,4065590.7600000002,4040488.26,4053624.44,4080983.9,4046695.1999999997,4046072.0,4048750.9
43,4062355.36,4073590.84,4079926.28,4074011.1999999997,4049553.72,4055865.52,4079058.6,4057518.4,4074663.0,4053178.6
44,4062455.56,4081434.36,4084310.18,4085438.7,4052779.56,4056092.5999999996,4098277.8,4063430.2,4079650.0,4062956.3
45,4074847.32,4091468.7199999997,4096888.32,4086515.92,4064585.36,4064883.04,4103185.2,4063973.6,4086208.0,4068779.8
46,4080166.8,4100244.4,4100956.9,4088495.5,4067949.8,4082180.8,4115917.0,4089777.0,4089689.0,4070260.0
47,4096988.24,4109770.56,4110084.6,4111918.72,4069593.64,4087601.9199999995,4122327.4,4087140.6,4103464.0,4072483.0
48,4102082.28,4123069.44,4118774.3199999994,4112100.54,4087990.48,4096685.32,4132164.8,4099667.2,4113323.0,4083000.6999999997
49,4111143.16,4128080.04,4133544.4,4122061.56,4093470.68,4105909.68,4144946.2,4111191.0,4118904.0,4100447.6
50,4123248.0,4141480.6800000006,4140293.84,4132190.7600000002,4108209.36,4115328.68,4148471.8,4125332.1999999997,4125322.0,4110843.1999999997
