index,296_1_www.dhl.de,296_2_www.dhl.de,296_3_www.dhl.de,296_4_www.dhl.de,296_5_www.dhl.de,296_6_www.dhl.de,296_7_www.dhl.de,296_8_www.dhl.de,296_9_www.dhl.de,296_10_www.dhl.de
1,67.0,-442.0,67.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,712.6400000000001,1347.86,1722.44,1365.1,1692.3999999999999,1596.0,1330.8,1325.8999999999999,1357.34,1429.8600000000001
3,1641.8799999999999,4062.52,2364.800000000001,3507.2000000000007,4013.4,4086.6,3690.2,4080.2000000000007,4041.88,4112.56
4,3842.9799999999996,4164.28,4236.04,4162.38,5471.199999999998,4116.8,4116.959999999999,4088.18,4484.179999999999,5748.480000000002
5,5418.12,4457.64,5209.24,5107.04,4534.200000000001,4408.599999999999,4675.12,5197.88,4497.88,8230.64
6,4335.6,8318.2,6371.599999999999,6375.299999999999,8694.0,8288.0,5998.4,3979.1999999999994,8414.699999999999,18040.4
7,8549.960000000001,8454.44,8363.56,8312.16,8157.599999999999,8321.2,8136.04,8058.080000000005,8475.16,21989.079999999998
8,8537.98,16253.379999999985,9760.840000000007,7696.1399999999985,18374.600000000002,11963.999999999996,8828.399999999998,7814.46,13321.659999999998,22560.100000000002
9,12783.320000000002,22372.399999999994,18365.36,18340.88,20004.999999999996,18103.8,13695.24,17596.84000000001,19107.8,43839.0
10,18126.04,21615.42,23428.44,23726.82,22599.6,22281.2,21894.04,22452.08000000004,22665.98,55623.64000000001
11,22571.8,22963.4,21484.600000000002,21722.8,21407.0,21049.0,22068.8,21880.399999999998,21256.2,76537.99999999999
12,21490.06,29375.099999999995,22865.2,23114.96000000003,36088.0,23225.200000000008,20832.079999999998,20636.04,32682.56,98522.45999999999
13,22905.399999999998,48300.840000000004,27194.28,30245.160000000018,48452.199999999975,27223.199999999997,23947.319999999992,24379.16000000001,41590.52,103549.04000000002
14,27389.46,50248.18,33133.99999999999,35483.14,54143.2,36363.800000000076,27122.48,26991.239999999998,43455.54,139069.43999999997
15,27068.24,63609.19999999998,52335.68000000003,48024.160000000025,70272.79999999989,52041.399999999994,36424.119999999995,34759.2,67050.92,156947.91999999995
16,46250.599999999955,64040.99999999992,70442.6,63109.00000000002,79116.0,76699.0,59028.00000000001,55889.70000000001,79209.00000000001,162019.5
17,60313.24,107404.72,77637.40000000001,73534.92,105002.59999999998,84428.20000000003,63527.64,55771.119999999995,104847.28,183826.36
18,70028.84000000005,138567.64,120683.16000000002,78001.54,126743.59999999999,98349.2,76585.52,76953.08,120487.67999999996,190053.18
19,95650.92,155389.76,125183.16,81894.20000000001,156075.6,97977.2,75698.4,109958.91999999998,139066.28,213499.6
20,120281.88,157939.78,131969.20000000004,98855.04000000001,156732.2,112719.0,96621.75999999992,129095.70000000001,149417.52,248406.21999999997
21,129723.0,163149.59999999998,155613.0,101020.20000000001,158611.0,143536.0,132708.80000000002,133404.8,156163.0,264285.79999999993
22,140644.32,189675.9,158030.08,135109.56,190526.0,160453.60000000012,157868.72,155690.68,157617.44,287184.32
23,154180.4,204134.72,195099.52000000005,144272.80000000005,225806.39999999994,197517.80000000005,160502.32000000004,165832.2,174113.88,292131.28
24,155875.28,244053.72,210110.12000000002,156523.12,251481.99999999997,216920.19999999998,178665.76,183068.42000000007,178369.30000000002,301426.1599999999
25,174246.6,265343.83999999997,239463.44,167379.6,265049.99999999994,237387.00000000003,202454.71999999997,204636.32000000004,187492.67999999996,319422.4
26,196213.5,294287.5,302552.0,176947.5,278447.0,270352.0,245617.0,232528.0,207969.0,348511.5
27,203147.47999999998,301753.44,336682.4,198773.19999999998,278174.0,310871.4,271536.08,259191.56000000014,230150.16000000012,366861.6
28,238603.38000000006,303387.3,374224.80000000005,222761.8800000001,302308.0,354794.00000000006,298769.27999999985,294913.10000000003,248176.39999999997,406955.69999999995
29,256147.48000000004,312168.19999999995,419378.0000000002,244179.48000000004,334876.79999999993,398504.5999999999,329840.12,298653.44,261954.52,425234.8
30,298224.68,328258.27999999997,439010.60000000003,262579.76,353119.4,439968.4,366990.32,313483.5400000001,290750.32,457721.30000000005
31,329724.99999999994,351874.4,442223.0,305996.40000000026,377286.0,441795.0,389509.4,336218.8,310138.0,514592.60000000015
32,342659.26,362675.89999999997,452256.5200000001,345065.0800000001,393243.0,469372.2,409348.95999999996,355724.1800000001,321789.1,541507.1
33,348562.2,375545.8,481629.5200000001,363186.52,410431.4,479920.0,426093.04,370528.4800000001,356422.68,548285.1599999999
34,358781.01999999996,389893.54,505439.96,395232.64,418007.4,505258.0,427724.72,383973.94,390361.08000000013,564826.38
35,379958.9600000001,405503.6,517102.84,421923.8,428525.3999999999,518634.0,446382.87999999995,423860.1200000001,430657.39999999997,568436.44
36,409336.2,439875.6000000001,530004.8,447286.60000000003,453664.0,528860.0,472191.19999999995,458860.6,432494.9,583415.9
37,417698.2,465352.4,530969.12,473972.48,464434.6,533527.0,501091.64,472078.2000000002,447827.4,588765.6
38,437625.1599999999,474133.3,552028.28,475700.86,515902.6,568082.0,514391.72,484305.8600000001,477014.88000000006,615437.82
39,455261.48000000004,503472.11999999994,569799.44,496665.72000000015,520991.6,569184.6,528725.9199999999,508562.52,495880.28,626343.76
40,486741.76,519640.48,571120.64,505668.54,542833.7999999999,568528.4,531770.6,516009.78,507541.3,625777.26
41,502006.0,551620.4,572861.6,507091.80000000005,551525.0,569709.0,567382.8,520008.2,517832.2,627921.6
42,517030.22,561893.06,571443.9600000001,506324.34,575893.3999999999,585111.0,568145.96,538363.1200000001,535671.02,628290.14
43,521821.36000000004,564808.5199999999,606692.6000000001,513979.16,578807.2,605080.6,582726.36,555028.64,550355.12,630883.6
44,532041.42,571061.04,609943.64,519189.54,579329.0,605221.6000000001,598471.3999999998,569697.98,569484.7999999999,630940.88
45,542935.68,574126.44,612532.96,522687.96,580397.2,607493.6,602340.68,571084.48,570356.32,639391.2
46,552306.7,575474.7,613122.2,525690.0000000001,581201.0,609917.0,605916.8,571920.3,572080.3,641203.0
47,569178.0,574053.04,615781.96,527384.9600000001,587187.8,613673.8,608904.12,572005.44,571881.88,643529.36
48,569865.66,606399.1,617253.64,538091.66,594095.9999999999,613359.2,610142.12,574012.08,583206.98,646798.6
49,571342.12,611330.2,616990.68,541126.68,617755.8,615571.6,610373.2,609237.64,603697.9999999999,647507.48
50,571897.36,614932.32,616490.56,546191.98,621176.0,623168.8,610436.96,608152.3200000001,613090.42,647464.76
