index,201_1_www.warnerbros.com,201_2_www.warnerbros.com,201_3_www.warnerbros.com,201_4_www.warnerbros.com,201_5_www.warnerbros.com,201_6_www.warnerbros.com,201_7_www.warnerbros.com,201_8_www.warnerbros.com,201_9_www.warnerbros.com,201_10_www.warnerbros.com
1,-442.0,-29.0,-122.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,3549.7999999999993,1377.02,2769.7999999999997,1569.1999999999996,1562.72,1252.6000000000001,1408.2999999999997,4062.52,2604.2,1279.3999999999983
3,5304.12,4044.72,5173.24,5508.28,5335.84,5920.0,4116.8,4380.64,5084.64,5259.36
4,8529.24,6207.64,8601.08,6636.579999999999,6671.3600000000015,7600.36,6310.400000000005,8345.44,8327.12,8331.52
5,16148.64,8304.32,14416.239999999998,12890.96,13064.76,9349.24,8503.2,15875.08,10900.359999999997,7559.280000000002
6,32362.599999999962,15263.899999999998,47409.2,16295.699999999999,15512.600000000004,17146.2,16048.0,47049.4,22380.599999999984,15740.2
7,46531.48,47106.08,47849.96,17456.600000000002,19975.479999999992,47542.76000000002,30193.200000000033,47727.24,46877.2,38056.79999999999
8,47934.56,48099.14,51813.08,23745.54,25131.239999999994,47669.88,46861.7,83277.04,47907.68,46707.880000000005
9,63429.2,49324.96,78915.56,55332.08,54472.96,49247.64,48081.6,145793.03999999998,83533.8,47862.28
10,93209.84,79600.40000000001,140797.2,54558.44000000001,55542.04,91414.76,66554.20000000001,201015.60000000006,115811.04000000005,82342.28
11,176528.79999999987,147800.80000000013,268966.00000000006,54791.8,59340.200000000004,168367.0,118368.0,312746.19999999995,204566.0,138269.59999999983
12,282273.15999999986,226545.04,393577.4400000002,59891.36,99702.72000000007,234792.36,140846.00000000017,423877.4399999998,341297.68,188526.24
13,358071.68,320038.76,531917.4799999997,135742.92,157826.8,318835.52,220831.6,515264.79999999993,425724.20000000007,262341.63999999996
14,438938.2,417395.8,627487.08,203752.18,233425.12000000005,420410.4800000002,320562.4000000001,649021.56,530392.2799999999,389271.36
15,558808.2,506282.52,690766.68,275619.72,282555.6,525855.4400000002,424410.2000000003,691097.48,649730.04,520036.2399999998
16,640550.6,581729.0,691173.0,421773.4000000001,367607.80000000016,630562.0000000001,522441.5,704675.1999999998,691416.6,635415.8
17,652665.12,651800.88,693140.56,543536.68,474508.56,648869.6,646650.4000000001,740811.88,689218.84,690346.84
18,691167.36,691179.54,697279.12,641346.3999999999,530799.72,683508.32,690019.3,741566.24,691554.92,690862.68
19,738952.08,689531.52,698989.64,698634.56,620349.92,692031.36,691507.4,742482.24,690436.4,692470.6
20,742395.36,695309.52,719733.24,697751.2,618599.36,702739.16,692681.5,740874.4,728310.44,691606.84
21,743064.4,778024.6000000003,792204.8000000002,745839.6,620591.0,741710.2,692022.0,764078.6,730652.2,739587.0
22,741847.76,826084.64,835659.36,747998.36,625165.2,744061.44,724467.7000000001,801078.0799999998,734351.84,804445.2
23,740985.7999999999,831651.04,838801.6,747940.88,628481.4,744988.0,794845.2000000001,861741.5999999999,745010.28,829504.24
24,775356.7200000001,832973.5,838993.0,746670.5,707382.6,743710.04,825980.2,937126.9599999998,787543.2799999999,832083.36
25,839992.24,831656.4,843867.92,747560.2,707781.28,760234.44,829459.8,1016729.5599999999,816292.84,832867.72
26,892041.0,880048.0,922581.0,785277.0,708845.0,807613.0,833150.5,1121000.0,839726.0,864133.9999999999
27,977382.28,977941.2799999999,1086860.0399999996,859860.6799999999,722492.4800000001,873868.8400000001,831979.6,1227808.08,839087.2,947102.88
28,1101065.52,1079859.8,1252704.6,980499.1199999996,761453.5199999999,962113.84,831388.2000000002,1365183.8000000003,846327.6,1037720.5199999999
29,1242071.5999999999,1167621.1600000001,1386327.48,1098898.1599999995,845239.5999999999,1059367.8800000004,890250.6000000001,1514818.2399999993,891461.0399999998,1154715.12
30,1337894.5599999998,1281440.94,1495700.8800000001,1200472.9600000004,846603.04,1153918.1199999999,985880.0000000007,1640729.9999999998,970293.12,1266512.7199999995
