index,121_1_www.skype.com,121_2_www.skype.com,121_3_www.skype.com,121_4_www.skype.com,121_5_www.skype.com,121_6_www.skype.com,121_7_www.skype.com,121_8_www.skype.com,121_9_www.skype.com,121_10_www.skype.com
1,-442.0,-442.0,-442.0,-442.0,-48.0,67.0,-48.0,-442.0,-442.0,-48.0
2,4578.72,4595.12,4487.22,3017.8000000000015,563.5599999999994,2100.4,2390.3199999999997,3041.0799999999977,4559.599999999999,2221.08
3,7999.76,12034.640000000001,19567.2,11034.800000000007,9742.68,7744.6,6568.800000000004,8081.879999999997,12232.800000000012,8249.44
4,21685.64,15716.199999999999,44411.82,21410.899999999998,19695.680000000004,20259.0,15272.36,15125.06,22793.000000000007,15267.960000000001
5,45104.200000000004,35687.36,40548.72,42578.8,29060.600000000013,42342.399999999994,37995.36,23232.399999999998,41403.6,35248.92
6,44213.799999999996,34455.6,47679.60000000002,41032.0,40800.9,40593.0,32872.4,43613.499999999985,39559.0,33706.6
7,45631.28,40807.28,58423.08,44826.800000000025,41165.32000000002,44256.200000000004,36921.48,42379.72,49231.4,40770.119999999995
8,53857.04,50609.44000000001,164659.91999999998,54761.1,47459.26,54114.6,44453.84,40395.55999999999,58570.2,49232.56
9,80803.12,66092.28000000003,320357.1600000002,57324.6,58808.44,58277.4,49252.840000000004,48789.159999999996,139008.20000000007,60712.2
10,211397.7200000001,132485.48,439571.7200000001,150638.20000000027,60439.04000000009,139762.79999999993,112274.72000000015,55470.420000000006,329983.4000000001,144774.0800000001
11,346687.0,289635.2000000003,573759.4000000003,357928.0,128381.60000000014,299958.0,263208.2000000003,66863.99999999997,407389.0,265953.2
12,532882.88,479761.92000000033,670303.98,503028.80000000016,263355.6000000001,453381.9999999998,418961.4,170704.59999999995,477866.6000000004,438086.32
13,658648.2,650342.64,687681.24,664668.2000000002,406616.24000000005,659150.2,558547.8,318134.48,659521.0,513244.4400000002
14,669797.4,667854.8,719583.2800000001,670442.0,532697.68,670627.8,661459.6,392529.63999999996,680020.0,662027.16
15,697852.3999999999,681901.76,754528.68,682120.0,668123.08,681036.0,672005.64,499823.39999999997,731252.8,676631.48
16,719890.8,739389.0,757681.7,730184.0,674053.8,697167.0,712613.6,667798.4999999999,748363.0,681530.8
17,740749.72,746845.84,765445.96,753041.8,693904.4,732662.8,738164.68,668243.16,749222.8,684981.52
18,756547.12,752821.24,774493.0000000001,754901.8,717960.5399999999,756591.4,750722.4,677948.08,758095.8,712346.1199999999
19,757329.36,754454.12,795305.08,752777.4,737076.1600000003,755970.6,752916.84,701292.7599999999,760468.8,750786.36
20,756907.68,762717.12,814627.64,751571.6,741494.6,752844.8,751657.92,724259.5199999999,782849.6,759829.7999999999
21,770103.0,779764.2,832101.6,763756.0,755000.7999999999,764478.0,767752.6,748561.2,787660.0,762055.2
22,783651.48,804978.08,836887.78,779763.8,768914.74,790166.0,765669.6799999999,767715.6,799176.4,778698.5599999999
23,802008.2799999999,806947.52,855804.24,818571.6,766943.24,807657.6,773758.5200000001,775466.64,820929.2,784639.8
24,820624.4,823276.6400000004,860924.0,820841.4,781302.8800000001,824602.4,790023.32,776466.46,823478.6,800318.2799999999
25,826334.28,842328.92,868079.6000000001,823648.4,789753.32,826415.2,796723.52,786564.16,828662.7999999999,813599.36
26,830944.0,846874.0,881406.0,828641.5,792565.5,846473.0,798994.0,796804.0,837237.0,819150.0
27,847118.24,849670.48,919481.0400000005,837078.4,813943.92,851277.8,839793.88,808610.88,855390.2000000002,827107.52
28,852883.08,853476.28,1053580.7,854289.7,826381.0599999999,858204.0,843791.96,817797.16,950430.0,846716.28
29,857585.7999999999,866192.36,1065154.64,857335.4,829252.04,870511.2,847486.08,857564.5199999999,1015124.8000000002,850316.9599999998
30,919234.4,874284.92,1068110.5,865166.7,837814.7,870025.6,850404.92,881359.92,1037476.4,856077.44
31,1039077.0,941621.0,1067587.8,871654.0,857791.2,879899.0,859051.2,901185.7999999997,1041295.0,863050.0
32,1046486.92,1028110.1199999999,1148920.6000000015,881878.0000000001,863898.4000000001,930028.1999999989,860835.92,993544.04,1049312.0,856167.4
33,1050412.04,1050006.4,1272793.8,915862.8,909588.6000000004,1014724.2,872199.4,1032892.36,1056284.6,864769.2000000001
34,1053969.12,1059067.84,1402278.48,958680.3999999998,1009827.16,1057296.0,864742.2000000001,1040684.9,1059117.2,891688.2
35,1056328.32,1058613.56,1558746.6000000006,1056637.6,1044444.0,1062203.8,868343.28,1043558.5999999999,1063587.4,1026115.6
36,1066692.6,1059181.0,1674127.2,1060526.5,1045284.3,1058960.0,964986.0,1045479.0,1111548.0,1054310.2
37,1060174.4000000001,1095137.4400000002,1679176.2000000002,1067303.5999999999,1043191.92,1062039.2,1052619.76,1044356.48,1199031.6000000003,1062043.68
38,1077415.2,1188582.4000000004,1718915.92,1060446.1,1054314.78,1105746.2,1064293.32,1060138.38,1358013.2000000002,1055832.8
39,1127976.32,1290566.2000000002,1755140.1600000001,1099109.0,1057786.28,1196836.6,1057211.52,1053786.12,1457315.4000000001,1124984.08
40,1243909.52,1398312.6,1782452.66,1225688.6,1062372.12,1295295.7999999996,1059136.48,1071549.4,1550129.0000000002,1229498.3199999998
41,1359073.2000000007,1522329.8000000012,1802221.2,1335961.0,1057716.8,1390413.0,1103020.8000000012,1086782.2,1676434.0,1361060.7999999998
42,1462989.84,1623993.8000000005,1813246.26,1435674.4000000001,1059152.28,1502872.5999999999,1219620.4000000001,1114714.4399999997,1668068.4,1506025.4
