index,336_1_prezi.com,336_2_prezi.com,336_3_prezi.com,336_4_prezi.com,336_5_prezi.com,336_6_prezi.com,336_7_prezi.com,336_8_prezi.com,336_9_prezi.com,336_10_prezi.com
1,-442.0,-442.0,-442.0,-2205.0,-442.0,29.0,-442.0,-442.0,-442.0,-442.0
2,16421.5,8360.12,16629.8,29027.78,18512.600000000002,28054.299999999985,29318.6,17402.0,17376.4,12091.64
3,37948.4,30719.92,46641.31999999999,46452.88,51174.84,47418.84,47585.8,46425.0,44141.96,51247.44000000001
4,68511.39999999998,46413.36,85987.28000000001,139773.40000000002,72149.32,126180.63999999993,149912.0,60763.99999999997,89653.91999999998,87373.76
5,143418.32,50614.8,281460.48,325824.68,156222.40000000002,297967.48,308695.0,271386.5999999998,270677.52,177349.88
6,305007.5,143209.60000000003,351316.2,546002.7,321207.4000000001,387898.0,387027.0,370842.0,362335.2,379699.00000000006
7,378899.76,241710.2,668646.4,779394.64,369918.2,442351.87999999966,409012.8,594581.7999999998,654479.8799999999,389932.04
8,375918.7,361062.24,867968.22,812585.04,426999.64,568126.42,462612.6,832279.0,758824.9,427311.08
9,446137.44,488826.80000000005,860953.04,997920.9199999999,444940.2000000001,689104.28,735127.7999999999,1221594.3999999997,858013.4,515415.08
10,652547.0199999999,728404.96,895348.0399999996,1324201.7200000002,728683.76,926766.5399999998,1059060.0,1475701.0,959160.7200000001,646250.0000000002
11,1030488.7999999999,915565.4,1214033.2,1662563.5999999999,1044993.0,1255693.8,1480675.0,1699442.0,1227893.4000000001,895210.6000000001
12,1448181.7399999998,1136588.4000000001,1540442.46,2099890.639999999,1454929.3200000012,1382148.4,1886115.5999999996,1955672.0,1516149.4800000002,1049569.76
13,1570210.28,1199910.64,1887585.32,2429721.2800000003,1869690.3200000005,1532411.1199999999,2220436.0,2092265.4,1893221.5599999998,1309397.92
14,1860571.4000000001,1294856.24,2226955.12,2809237.1199999996,2344951.6,1766600.88,2387420.2,2288445.0,2158318.38,1613420.6
15,2147365.64,1431250.04,2671603.04,2998304.4399999995,2757811.3200000003,2083968.0799999991,2597034.6,2607427.8,2451676.64,1925480.28
16,2350180.0,1557307.2000000002,3026032.0,3233527.2,3181573.2000000007,2389658.0,2799152.0,2796135.0,2809687.6,2343981.0
17,2609082.48,1714710.6400000001,3332694.64,3413060.04,3535600.28,2759490.4,2955603.3999999994,3004835.8,3069903.12,2906503.3200000003
18,2881022.22,1973159.24,3492059.7599999993,3422675.3,3890478.64,2977439.9,3240312.1999999997,3303179.999999999,3344362.1999999997,3078835.4
19,3224873.0399999996,2147637.2399999993,3742298.6,3419065.2,4168362.8400000003,3090713.1599999997,3577161.399999999,3698184.3999999994,3634826.7600000002,3267595.360000001
20,3550360.4599999995,2377968.3200000003,3997416.2,3562801.62,4421296.36,3374514.8599999994,3862753.999999999,4061017.8,3988219.0799999996,3432710.7600000002
21,3851324.4,2586137.8000000003,4187956.0,3799998.4,4718555.600000001,3641991.3999999976,4254342.0,4388011.0,4072233.8000000003,3552234.0
22,4099276.94,2808273.68,4497577.08,4058419.32,4835479.32,3936957.2199999997,4442975.0,4592799.0,4289326.52,3670683.52
23,4320725.64,3060388.8400000003,4855206.44,4309806.319999998,5102802.4,4265622.72,4440889.0,4806085.2,4515528.32,3779616.48
