index,53_1_www.linkedin.com,53_2_www.linkedin.com,53_3_www.linkedin.com,53_4_www.linkedin.com,53_5_www.linkedin.com,53_6_www.linkedin.com,53_7_www.linkedin.com,53_8_www.linkedin.com,53_9_www.linkedin.com,53_10_www.linkedin.com
1,67.0,-48.0,67.0,67.0,67.0,67.0,67.0,67.0,-48.0,67.0
2,344.04,204.56,370.48,1103.44,1619.0400000000009,456.02,306.44,223.28,87.36,-69.43999999999997
3,1692.96,516.08,770.44,3055.48,1338.1200000000001,845.04,634.3199999999999,446.56,-136.92000000000002,1620.52
4,3200.0799999999977,764.62,1111.44,6190.379999999999,2547.32,1301.06,852.3199999999999,669.84,1689.88,771.6800000000001
5,3051.16,1080.16,1473.88,13738.400000000001,4705.04,1690.08,1134.6399999999999,885.08,1633.2,2470.04
6,4441.8,1328.7000000000003,1825.6000000000001,30362.100000000002,6249.7,1672.7999999999995,112.40000000000025,1089.6000000000001,1044.3999999999996,4615.8
7,6180.360000000001,1601.3600000000001,2869.879999999999,34925.44,9702.800000000001,3122.68,1737.2000000000003,1294.1200000000001,2966.24,6271.64
8,9167.319999999998,3207.0799999999995,3186.04,42762.079999999994,13095.880000000012,4244.9400000000005,1367.5199999999995,1498.6400000000003,2401.9600000000005,5883.600000000011
9,11494.599999999999,2797.4800000000005,6696.24,76463.63999999993,14201.199999999999,6385.04,5652.88,1719.24,3993.879999999999,8262.92
10,14615.720000000001,2879.360000000002,6287.08,92791.66,15472.4,7810.42,5564.24,1942.52,4456.56,9997.44
11,15225.2,6166.6,9116.800000000001,94674.6,32405.8,10912.200000000006,5865.4,1782.2000000000064,4331.599999999999,11997.000000000011
12,19196.160000000003,6089.9400000000005,10146.359999999999,99676.62,33886.86,13232.18,6155.76,3348.6800000000003,7155.84,17060.84
13,19906.32,8639.08,13431.72,101848.88,33076.72,14714.76,6411.28,2945.52,6660.92,16941.8
14,28565.40000000006,8137.399999999998,13652.24,106749.28,34805.38,16537.199999999997,9956.199999999999,2997.759999999999,6558.280000000002,33071.759999999995
15,35877.56,11866.760000000022,26949.120000000017,109091.84000000001,36982.56,31873.440000000002,9898.16,4220.320000000001,6332.68,40909.88
16,37604.6,12986.099999999995,29330.399999999998,109218.09999999999,39600.600000000006,33185.4,9569.6,6293.799999999999,10314.999999999996,39679.4
17,39128.36,15069.440000000013,30753.920000000002,116537.35999999996,60331.80000000001,36864.52,12021.48,6112.4800000000005,13490.6,43549.16
18,41318.32,21424.60000000001,32593.76,120464.90000000001,67345.6,36552.46,12507.000000000002,7913.12,15301.2,43213.28
19,44606.56,33840.56,35032.04,126545.64,66683.08,39490.159999999996,30360.84,7978.360000000001,15358.76,45053.92
20,53581.319999999985,35543.85999999999,36629.400000000016,113623.36,79667.86,42968.979999999996,29528.04,10472.519999999999,16014.680000000002,48893.119999999995
21,67511.2,35021.200000000004,40845.600000000006,118891.59999999998,82125.2,49516.799999999996,30336.799999999992,10196.400000000003,25295.800000000014,51435.00000000003
22,69665.28,36660.46,52089.83999999999,127275.02,80673.26,50211.16000000001,32075.24,11995.68,32827.19999999999,55334.479999999996
23,72724.84,38756.72,70254.87999999999,200250.9199999999,81639.72,63813.8,34950.92,11671.239999999998,39330.88,62757.24000000002
24,83258.92,41597.76000000001,81241.79999999999,298693.6,87219.92000000001,78335.2,34856.12,16067.440000000006,38665.56,68421.40000000001
