index,329_1_www.wetteronline.de,329_2_www.wetteronline.de,329_3_www.wetteronline.de,329_4_www.wetteronline.de,329_5_www.wetteronline.de,329_6_www.wetteronline.de,329_7_www.wetteronline.de,329_8_www.wetteronline.de,329_9_www.wetteronline.de,329_10_www.wetteronline.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,87791.16,86210.4,91803.36,73581.72,86161.56,64449.92,86212.2,81594.6,85061.96,52130.0
3,154764.92,115954.40000000002,322336.08,116446.32,434913.36,104671.88,239543.6,156024.6,230916.87999999998,98742.0
4,468843.44,150094.0000000001,548715.28,259806.1199999996,557277.48,308659.00000000006,540191.6,535060.5,529846.88,234716.0
5,544415.84,336981.80000000005,592378.44,562941.52,605122.56,550652.96,739576.2000000002,588766.2,554312.36,473511.0
6,652354.0,516723.0,772318.8,706840.9,621350.4,569208.8,837315.0,754944.0,603583.3999999999,500366.0
7,922902.36,543468.0,974144.84,800891.24,1042665.2400000001,692560.16,917960.0,801930.8,1024272.16,577261.0
8,1194856.2000000002,721133.4000000001,1099138.96,896598.48,1328921.32,838005.0800000004,1297395.8,835169.9999999999,1197301.3199999987,925833.0
9,1352790.04,938110.6000000001,1391722.24,1147569.16,1552800.08,1098481.8,1512438.0,1041516.4000000001,1421016.32,1290355.0
10,1570420.88,1292797.6,1595516.8,1339416.28,1622031.04,1402334.4,1647056.2,1344461.4000000001,1486001.52,1462405.0
11,1701103.3999999997,1501759.0,1702775.0,1543468.2000000002,1876711.0,1473251.8,1700057.0,1487896.0,1572609.4,1553173.0
12,1952074.32,1615798.7,1753925.2000000002,1583680.8,2052115.24,1564994.6400000001,2063655.8,1603069.4,1654305.56,1635415.0
13,2044373.92,1652640.2,1771057.48,1682368.48,2135994.16,1631423.92,2468334.0,1681776.8,1700788.36,1656506.0
14,2098639.72,1701858.7,1809136.5999999999,1955424.0999999999,2281326.12,1720177.44,2506789.6,1745925.6000000003,1824536.7200000002,1844614.0
15,2169842.88,1819600.0000000002,1898017.92,1967210.44,2492048.96,1753356.52,2572111.0,1943075.2,1946583.9200000002,1964124.0
16,2334468.2,1940880.5,1956668.4000000004,2202587.8,2638687.4,1936362.4000000001,2889055.0,1938256.5,1966649.9,2393264.0
17,2588632.08,2102037.4,2170310.48,2328449.92,2782548.0,2163091.08,3082271.2,2024249.2,2012716.32,2465015.0
18,2868100.96,2169009.3,2468644.08,2508098.46,2846806.88,2335879.48,3169122.0,2138076.2,2022340.32,2515829.0
19,3082198.84,2343063.4,2732833.92,2799820.08,2899761.88,2516509.8799999994,3271471.4,2226327.6,2039831.72,2735422.0
20,3260718.04,2521853.6,2852209.3200000003,2882755.74,2931829.16,2771867.96,3492429.000000003,2327667.7,2105279.04,2785037.0
21,3321382.0,2623216.0,2979208.8,2960070.6,3007244.2,2786083.2,3701717.0,2490670.0,2258903.9999999995,2913344.0
22,3368755.64,2646075.8000000003,3042229.1999999997,2995248.98,3118989.44,2804392.04,3747985.0000000005,2769749.9,2504111.72,3007002.0
23,3409932.6,2730101.6,3056171.84,2994949.8400000003,3190637.56,2837792.32,3778776.2,2829314.0,2738105.48,3034949.0
24,3452764.6,2767771.3,3149904.96,3033475.66,3310052.8,3031876.92,3850257.5999999996,2866639.0999999996,2765641.42,3059326.0
25,3472287.44,2794717.400000001,3236521.4,3047282.68,3365115.0800000005,3239217.76,3869130.8000000003,2980463.4,2888688.04,3073499.0
26,3508594.0,2829997.5,3433663.0,3088343.5,3461188.0,3296693.0,3881922.0,3019859.5,2916695.5,3101922.0
27,3573549.6,2851282.6,3537692.2800000007,3114180.8000000003,3470466.84,3344466.8,3923538.1999999997,3048035.2000000007,2951328.24,3154750.0
28,3638766.1999999997,2904421.7,3561857.5199999996,3123677.18,3509101.2,3369360.84,4005099.8,3163482.6999999997,3223127.18,3180974.0
29,3695774.96,2925228.4000000004,3636605.5199999996,3228112.1999999997,3558401.92,3408556.48,4069256.2,3206714.6,3260099.08,3190292.0
30,3755146.24,2998612.5,3652965.76,3253880.66,3576102.56,3420300.32,4087760.0,3379202.7,3284588.7,3237038.0
31,3786974.6,3159565.0,3694421.8000000003,3282440.6,3605096.6,3447705.4000000004,4127128.0,3423347.0,3359433.6,3495636.0
32,3834255.48,3473265.600000001,3790007.36,3345675.4000000004,3686086.72,3466568.2800000003,4145620.2,3434980.0000000005,3399699.6,3639933.0
33,3916909.8,3692166.2,3797107.32,3632709.72,3718605.84,3495557.84,4174644.8,3517606.6,3425275.52,3650461.0
34,3926056.04,3718165.3,3872597.08,3765113.8200000003,3743922.72,3513830.36,4189090.8,3561210.5,3444149.32,3750576.0
35,3950822.44,3758577.6,3919514.3200000003,3805665.52,3752586.56,3545165.64,4302238.6,3566256.8000000003,3460156.04,3774804.0
36,3961037.600000001,3762939.5,3925721.8000000007,3828763.0999999996,3813014.8,3579078.6,4319392.0,3587195.0,3510744.7,3808507.0
37,4082133.84,3818241.0,3959523.04,4001034.44,3884863.2,3578411.32,4360108.8,3655708.0000000005,3531358.52,3824332.0
38,4096687.28,3928360.5,4004413.88,4175882.98,3932881.28,3600304.92,4387253.0,3679286.4,3568571.92,3850759.0
39,4140970.04,4088528.4,4016247.68,4202036.2,3990444.16,3692435.4800000004,4409090.4,3701702.5999999996,3639863.48,3856293.0
40,4184811.64,4113049.6,4050201.96,4225713.82,4010295.6,3750585.44,4454520.8,3746253.0,3635930.3400000003,3893776.0
41,4201454.0,4141514.0,4064285.6,4267722.4,4034702.4,3777567.0,4492096.0,3752155.0,3693357.6,3897394.0
42,4280682.64,4173337.6000000006,4116896.6799999997,4287664.94,4071607.44,3786675.84,4510252.0,3812820.3,3728080.72,3916990.0
43,4310511.48,4250886.2,4141772.12,4304616.76,4083515.56,3792294.08,4530616.4,3910642.6,3751003.24,3945004.0
44,4324157.32,4257639.899999999,4155349.56,4327725.48,4167139.52,3803932.28,4549128.6,3941980.6,3827850.46,3994374.0
45,4350312.08,4267093.600000001,4167060.36,4617541.04,4212537.2,3847381.36,4576732.2,3953683.2,3860189.76,4016720.0
46,4363778.8,4276367.5,4221567.8,4642419.3,4225039.4,3915805.6,4610494.0,4008004.0,3871627.3,4028361.0
47,4390233.16,4307328.399999999,4245517.6,4656490.48,4259594.8,3927678.04,4627380.2,4022759.8,3895098.32,4052106.0
48,4414248.68,4346437.8,4270353.68,4675010.0,4276897.4399999995,4176284.9200000027,4654268.4,4037908.4999999995,3905954.54,4073160.0
49,4444126.12,4360051.4,4561770.16,4697963.959999999,4567314.76,4223495.88,4669732.000000001,4059644.8,3925642.44,4091839.0
50,4467406.56,4380076.5,4592571.48,4727826.62,4587442.72,4229459.04,4691923.6,4068567.0000000005,4154229.3599999994,4097018.0
