index,44_1_twitter.com,44_2_twitter.com,44_3_twitter.com,44_4_twitter.com,44_5_twitter.com,44_6_twitter.com,44_7_twitter.com,44_8_twitter.com,44_9_twitter.com,44_10_twitter.com
1,67.0,-442.0,67.0,67.0,67.0,67.0,67.0,-442.0,67.0,67.0
2,1472.3400000000001,1419.0,1700.24,1723.92,1664.3600000000001,1723.92,1466.02,1394.5,1483.0799999999997,1744.64
3,2426.720000000004,784.4000000000002,803.3599999999999,1029.1200000000001,1342.08,1029.1200000000001,2064.1600000000035,715.7999999999998,1326.24,1243.0400000000002
4,4535.02,2235.8000000000006,4588.38,2325.54,2542.88,2325.54,4516.06,2197.9,4058.2400000000016,2437.8200000000006
5,6663.639999999999,4342.599999999999,4671.36,4558.72,4462.64,4558.72,6033.08,4374.2,4535.92,4470.24
6,11459.599999999999,7109.0,6671.2,6997.9,5770.800000000001,6997.9,8147.4,7066.0,4864.399999999997,7163.8
7,12256.16000000001,6685.599999999999,9000.799999999996,7379.32,5752.3600000000015,6079.839999999997,9549.08,6614.199999999999,6011.079999999999,6725.279999999998
8,45210.96000000002,8431.599999999997,11060.8,11674.799999999996,8157.12,12815.679999999997,15449.1,9498.999999999996,8187.360000000001,11182.960000000001
9,63335.759999999995,14051.6,25273.12,13916.64,9967.88,13708.4,46629.40000000004,12503.8,9927.64,10674.399999999996
10,83352.98,13551.2,61725.96000000001,26123.080000000013,13964.08,29846.46,85119.72,14696.00000000001,12564.199999999999,20662.879999999983
11,81409.4,20053.0,65441.799999999996,29407.399999999998,15273.4,31769.399999999998,85384.59999999999,36879.0,12155.800000000001,60550.799999999996
12,83407.62,29856.800000000003,63997.86,43838.12000000001,23634.720000000016,30080.34,88580.82,74237.00000000001,26734.36,85456.78
13,87526.84,28411.8,80104.12,83278.72,32845.36,36500.63999999993,89743.24,83379.6,28028.92,84169.24
14,91804.48,27090.2,83740.54,84577.96,70563.64000000004,53803.82,94314.26,82053.7,26839.920000000002,85314.94
15,94208.84,30877.800000000003,88063.44,88599.52,85473.56,57789.07999999999,96480.51999999999,80912.4,75198.91999999994,86576.32
16,99656.00000000001,32855.0,88130.9,91484.79999999999,84070.6,60280.7,102467.50000000003,85129.0,81210.20000000001,89051.7
17,99792.79999999999,37206.4,92130.88,93057.88,87946.36,77832.51999999999,102161.87999999999,86912.8,84856.28,93402.08
