index,44_1_twitter.com,44_2_twitter.com,44_3_twitter.com,44_4_twitter.com,44_5_twitter.com,44_6_twitter.com,44_7_twitter.com,44_8_twitter.com,44_9_twitter.com,44_10_twitter.com
18,103156.98000000004,51904.4,93850.82,95962.74,88707.11999999998,95426.82,99610.3,89116.3,86867.84,93185.02
19,105655.72,53819.2,93226.72,99033.24,92534.48,97979.84000000001,105912.8,93444.4,91241.36,95223.6
20,105081.76,76356.79999999994,98195.52,98493.0,94114.96,98761.18000000001,118299.88,93429.7,91240.88,98727.16
21,145410.20000000027,96492.0,99884.2,98691.2,96596.2,98313.2,117862.6,95422.0,94841.99999999999,98073.0
22,242049.28000000003,94784.0,99827.38,133549.62,99611.76,112620.5999999999,117203.02,97478.7,98997.56,133709.13999999998
23,277767.4,102468.8,168276.4,154096.44000000015,103002.92,188889.44000000015,187363.36000000002,97499.8,100619.76,201912.59999999998
24,295279.60000000003,102240.8,236515.82,225891.43999999997,101687.68000000001,236776.28,247991.20000000013,97413.4,98483.64,255643.65999999997
25,369447.80000000005,101551.0,299501.27999999985,277431.5199999999,102437.79999999999,254308.07999999996,320530.64,96942.4,97947.59999999999,335168.19999999995
26,453662.00000000047,119911.0,360192.0,330779.0,112216.0,331849.0,400515.00000000047,106059.0,98024.0,372694.0
27,532378.7600000006,153967.99999999997,372839.80000000005,355640.39999999997,111892.96,369514.39999999997,430670.84,170114.00000000023,108158.52,381803.8
28,588810.4,209408.39999999985,383191.60000000003,365225.8,112129.56,437639.34,503743.2,205409.0,113699.04000000001,451084.66
29,601522.6000000001,256192.79999999996,435036.48,428123.5599999998,123272.15999999995,504251.27999999985,585704.8400000002,241076.0,115467.64,470955.5199999998
30,615082.8,291097.4,510600.6400000001,470286.4800000001,179971.32,549042.0800000001,646372.4,286257.80000000016,115151.36,522104.2
31,660591.2,326154.0,554212.0000000001,504982.0,215995.00000000003,585025.0,666295.0000000003,321764.0,115411.2,577365.1999999998
32,666926.4000000004,357194.0,595709.18,567060.8600000001,282961.16,653346.4,676599.26,333563.00000000006,181461.28,596689.8
33,688655.72,395922.0,657216.72,605670.64,331659.27999999997,657782.44,700930.88,377408.4000000001,236843.95999999993,609399.6
34,689858.82,433418.39999999997,661063.08,653793.98,387651.92000000004,661537.48,702260.72,424553.0,302738.1999999999,653545.66
35,691417.08,471826.39999999997,664149.36,658454.28,400284.8,679169.4,703416.44,493230.0,359131.79999999993,654716.16
36,694611.4,511244.0,666074.4,661730.6,410174.0,680168.7,705160.5,501789.0,386980.99999999994,658586.8
37,721167.96,551444.0,667835.4400000001,680147.96,432026.44,681967.92,720517.8400000001,561066.0000000002,419300.08000000013,680088.64
38,723273.22,591396.0,686084.36,680546.64,482777.4,683501.46,738166.12,593576.4,480406.16000000003,681773.82
39,729078.96,628134.0,695157.12,681021.8,542484.3599999999,685258.84,736943.84,653003.0,535467.36,683741.4
40,728583.6,657175.2,696418.76,683939.1,575053.24,694186.3999999999,743560.48,656680.8,580785.9199999999,685017.62
41,747532.2,659795.0,696091.8,685125.8,624612.4,716356.2000000001,752427.6000000004,658786.0,663341.9999999999,684385.0
42,743024.02,661847.2,697943.74,687829.24,668574.64,716438.02,760766.3199999998,680789.7,671471.44,688059.36
43,744502.68,683530.6,700942.6,710653.1199999999,669187.12,718918.36,758884.96,681888.4,673486.84,714289.68
44,746844.48,685310.2,727318.02,717033.22,674244.76,737563.72,760403.86,681294.7,697699.84,720579.28
45,750092.36,686790.0,729777.96,717689.6000000001,696109.84,734723.32,764325.8400000001,682691.0,699229.5199999999,719070.5599999999
46,752139.3,686169.0,733230.0,719416.0,697343.8,735126.3,765068.7,683207.0,699493.0,723083.0000000001
47,754657.16,688320.6,734706.68,722694.44,699069.64,736234.68,767331.4,686726.7999999999,700878.92,739893.4
48,756160.98,691383.8,736696.6000000001,740945.74,700671.64,738020.46,770308.36,689766.3,700863.2000000001,741191.12
49,758413.4,705623.3999999999,754756.64,738723.44,700236.4,738682.16,770620.32,715569.0,704750.36,736328.8
50,758634.72,720028.6,749544.74,737180.2799999999,703292.8,738651.92,773189.12,717032.0,706303.36,737767.36
