index,341_1_www.mindmeister.com,341_2_www.mindmeister.com,341_3_www.mindmeister.com,341_4_www.mindmeister.com,341_5_www.mindmeister.com,341_6_www.mindmeister.com,341_7_www.mindmeister.com,341_8_www.mindmeister.com,341_9_www.mindmeister.com,341_10_www.mindmeister.com
1,-442.0,-442.0,-442.0,-442.0,-442.0,825.0,-442.0,-442.0,-442.0,1539.0
2,6703.76,5429.279999999996,4789.04,5004.68,6540.04,4547.2,8355.2,6590.8,4395.6399999999985,3583.1600000000017
3,25091.36,45330.920000000006,14154.400000000005,15392.720000000001,31267.6,15584.8,45588.92,46048.4,18932.399999999976,7401.600000000003
4,33755.46,42054.18,43777.66,45362.52,35252.159999999996,37963.2,41208.48,42719.2,43291.88,43258.16
5,51119.72,45024.76,42578.159999999996,46884.359999999986,52660.880000000005,45837.6,53807.16,44934.8,42785.84,44051.84
6,51147.700000000004,47360.700000000004,44100.400000000016,48051.2,60892.99999999998,47224.0,65526.200000000004,57239.5,49963.799999999996,42911.6
7,63628.24,73321.4,54469.04,59895.32,79407.76,59097.6,72925.64,66878.2,63633.72,49479.04
8,64540.01999999999,86205.74,65262.340000000004,68780.88,95449.6,74165.99999999999,112005.0,76114.1,79709.12,57813.840000000004
9,89082.60000000002,90371.04000000001,72859.84,75051.19999999998,110813.96,106537.00000000001,135330.68,102605.00000000001,86161.52,65457.96
10,124841.56,113832.42000000001,71320.22,97323.64,121979.04,123993.8,134940.92,133289.80000000002,123544.39999999997,75411.32
11,129914.40000000001,155383.99999999988,109091.2,120549.6,128995.0,150564.0,201785.5999999999,134786.0,135366.59999999998,76241.00000000003
12,139021.84,170871.14,133942.12,129027.76,124070.18,200736.8000000002,284621.8,130695.9,139911.96,102935.80000000002
13,170665.92,167331.0,137004.64,129080.96,200570.12000000008,221456.8,471555.8800000003,202237.00000000006,145448.44,127260.24
14,299531.18,208586.01999999996,149774.88,145495.0,281286.2199999999,235661.00000000006,580273.64,367136.70000000007,273695.9599999999,145706.64
15,487868.36000000004,307969.2,159165.48000000004,224737.4399999999,498229.92,392489.0,661270.2,532718.2,446589.44,150206.76
16,565084.5,472282.4999999999,287941.7000000002,347593.39999999973,564731.5,545445.0,670005.6,575505.0,558487.6,152479.80000000013
17,612421.76,580166.0,413020.80000000005,485752.39999999997,589645.0,589992.0,679968.7999999999,606731.2,580912.36,201087.1600000001
18,618438.8000000002,605288.54,518540.86,561799.8,615928.34,609888.0000000002,701177.12,670182.0,625726.56,294898.04
19,664482.8,614518.0799999998,558927.4,580279.08,684355.88,689071.6,727369.84,682641.6,666787.88,404686.24000000034
20,696267.44,676108.5,586384.7200000001,584897.68,691471.86,697316.0000000001,724272.24,692771.0000000001,670899.36,528937.4400000002
21,722703.8,694336.4,601328.8,654939.6,698900.7999999999,707446.0,821120.8,705930.0,687685.9999999999,579745.4
22,731260.54,701057.22,648997.0599999999,725035.4399999998,729795.74,722451.8,828131.4000000001,713649.7,690405.84,601283.16
23,728802.4,717750.16,672892.64,791299.56,743372.24,745269.8,942692.2,732033.0,712150.92,633050.56
24,737216.94,715826.34,676692.8000000002,821619.2,739027.42,743222.8,1088649.2,756269.4,766725.92,680831.44
25,735736.84,711637.16,690955.0000000001,923612.2,829492.64,782154.0000000001,1201058.12,867409.8000000002,794685.0400000002,727490.04
26,799408.0,707897.5,702374.5,1020700.0,963237.5,906949.0,1344568.0,1008840.5,926356.0,766518.0
27,871126.4,786090.3199999998,716208.72,1214142.4800000002,1099314.6400000001,997632.0,1501340.7999999998,1074271.0,1095648.08,806888.0
28,1016881.2200000008,873047.2,712615.88,1284441.92,1224011.2999999998,1119707.0,1627896.9199999997,1173172.3,1228830.84,804487.52
29,1171191.6800000013,1001259.4,708917.52,1365980.56,1351474.2,1307756.3999999997,1763404.4,1335289.1999999997,1335823.88,806281.4
30,1333205.9000000001,1111776.0399999998,733270.04,1362308.04,1430004.3599999999,1524843.8000000003,1900543.9999999998,1435564.4000000004,1405391.9599999995,881702.12
31,1483246.400000001,1300026.3999999997,878029.400000001,1486292.4,1615363.0,1683392.0,2018739.9999999998,1533399.0,1706932.0,977664.2
32,1656126.360000001,1451855.0399999998,1012171.3600000009,1609552.9599999993,1734097.9,1845582.8000000003,2132518.04,1733739.0000000005,1814501.52,1053728.4800000004
33,1933367.9200000002,1559431.1199999992,1083069.56,1684213.5999999999,1833049.76,1988832.4000000001,2255944.44,1864054.8,1901110.8,1201149.0000000002
34,2065939.0000000002,1670113.3599999999,1248294.62,1830948.88,2018846.4399999997,2108379.0,2349522.1599999997,2154288.8,2001674.3599999999,1312912.4
35,2214609.4,1788339.7199999995,1443780.5199999998,1959071.8,2200403.0,2191330.0,2422135.4,2293501.8000000003,2089256.4000000001,1393076.8399999999
36,2360901.6000000006,1958357.5999999996,1702401.6000000008,2144799.0,2333746.5,2263103.0,2505253.0,2433460.5,2215612.8,1467650.0000000002
