index,247_1_taz.de,247_2_taz.de,247_3_taz.de,247_4_taz.de,247_5_taz.de,247_6_taz.de,247_7_taz.de,247_8_taz.de,247_9_taz.de,247_10_taz.de
1,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0,-442.0
2,1817.6000000000017,2314.3999999999983,3243.8000000000006,3896.5999999999995,2479.9999999999986,3937.4000000000005,3733.399999999999,4059.7999999999993,1859.0000000000007,4117.56
3,5254.64,5499.68,5066.72,4700.080000000001,5295.8,4878.5199999999995,5208.320000000001,4761.84,4943.599999999999,4826.279999999996
4,6051.06,6449.94,8495.92,8036.86,6538.599999999987,8553.34,8426.66,8258.78,8299.800000000001,9732.319999999998
5,8430.400000000007,10759.599999999993,13677.119999999999,15397.599999999999,11272.999999999995,15651.4,15826.960000000001,15760.8,10644.000000000004,11731.359999999991
6,30580.00000000008,45546.79999999999,76144.80000000003,89496.1,60092.0,86816.1,67737.39999999994,84509.3,39035.0,15612.200000000003
7,88751.04,89143.28,84130.16,88963.24,87974.8,88537.2,87889.96,90998.68000000001,45396.799999999996,43677.71999999992
8,111508.45999999999,93406.36,95910.64,126301.54,92372.3,90793.95999999999,92075.12000000001,108371.76,57204.4,95406.92
9,109736.80000000002,126762.87999999999,109629.72,134357.24,130539.6,142580.80000000005,160023.7999999999,147192.12,105045.2,107693.76000000001
10,151653.32000000004,164067.18,156166.54,211985.58,171525.8,204836.02,233376.28,200202.34,154330.00000000006,136842.44
11,196110.8,200453.8,173580.6,216459.8,192252.0,236630.00000000003,240841.2,217578.3999999999,181167.0,192034.7999999999
12,250397.92000000007,239367.42,230287.66,251507.82,205012.3,246376.58,276797.36,253816.32,220283.4,213851.59999999998
13,309676.56,242233.04,274454.60000000003,294772.76,246788.5999999999,288640.44,284297.04,302479.8,241286.2,271790.51999999996
14,325198.44,287264.36000000004,290514.62,294996.8399999998,273539.7,357798.62,336885.36000000004,375707.74,248381.19999999998,291116.95999999996
15,343236.12,354184.36,307695.64,358153.39999999997,298482.99999999994,356301.88,352048.0,409115.76,294918.79999999993,310606.28
16,357784.5,356090.3,356683.50000000006,393338.5999999998,337515.0,369828.6000000001,381539.19999999995,441581.6,328908.0,320586.6
17,358172.60000000003,366494.39999999997,404391.4400000002,427275.87999999983,346376.0,405589.7200000001,436512.84,462335.08,353478.0,361535.24
18,422360.6400000001,402355.68,439484.6,493249.82,397904.3999999998,448189.8,463467.8,469441.44,364080.6,380850.3999999997
19,462543.48,465934.48,490471.28,494648.8,439709.0,493347.68,493240.88,495357.72,399511.4,445071.24
20,483088.58,492606.60000000003,493984.94,504494.37999999995,483645.19999999995,495288.98,496109.04000000004,495577.27999999997,456262.5999999999,497869.64
21,494476.4,501036.99999999994,506243.8,536891.8,494753.0,515383.6,500405.7999999999,515740.0,514151.0,505384.8
22,502984.8400000001,514227.19999999995,519668.24,549941.62,497381.19999999995,515496.52,515878.23999999993,524031.24,518356.6,510378.39999999997
23,519589.64,548493.4,519545.32,552903.16,501167.0,535140.16,543484.2799999998,551988.32,519133.2,544112.9199999999
24,544568.26,550179.54,543967.3600000003,551817.34,501694.1,556678.72,556630.74,552461.98,522989.00000000006,559489.08
25,550296.36,552294.08,555598.96,556390.3999999999,522762.19999999984,559889.68,560015.88,557178.96,540711.4,562582.08
26,550228.5,558580.5,559320.5,565342.0,530926.5,560544.5,564232.5,563370.5,545580.0,566529.0
27,552277.08,558931.88,561637.52,570860.16,532698.4,564433.28,567324.16,562633.2,552862.0000000001,568137.72
28,559414.2,562361.46,564960.74,570037.38,545966.9,565899.3,570476.22,571135.96,557712.2,572577.24
29,561348.24,565303.7599999999,564837.4,573161.2,545012.0,586995.8400000001,571923.9600000001,573492.52,561357.6,573634.4
30,566414.82,579739.18,588041.34,608711.04,565923.3,630249.6000000001,577971.16,596318.26,564719.6,601359.8799999998
31,568315.4,631331.5999999999,648971.0,661273.9999999997,570166.0,657740.6000000003,581509.2,632134.6,565274.0,648742.0
32,573049.6000000001,678252.3999999999,719400.8000000002,738608.64,574343.5,734495.64,585519.3599999998,652157.9199999999,570329.2,704386.1199999995
33,602394.7600000001,721956.2399999999,738872.56,803363.6399999999,608856.0,733816.8,631045.1599999999,694607.7199999999,574137.6,747993.76
34,619563.06,737023.5599999999,740280.26,826673.6399999999,638654.3999999999,753562.52,660730.2,784297.4399999998,620494.6,749236.72
35,637311.28,736774.88,771568.84,871660.2,659393.3999999999,803022.08,720210.7999999999,835233.1199999999,639057.6,801956.2799999999
36,651782.9000000001,764969.1999999998,801583.2999999999,964838.7999999998,732137.0,835872.5,787742.7999999998,949753.1999999998,657225.0,810933.0
37,711632.1200000001,801454.48,869375.4800000001,990533.68,803171.0,910532.5599999997,812774.1599999999,991872.8,757773.2000000001,876459.4399999994
38,804520.04,857739.44,936855.3400000001,1027336.7000000001,845300.3,986842.24,860762.12,1022477.34,801509.8,955875.36
39,835700.8400000002,930176.0399999993,987687.52,1073159.68,915276.3999999999,991367.9600000002,918563.359999999,1059350.4,831448.2,1003109.48
40,887820.6800000003,986663.7000000001,997101.6800000005,1150524.1599999992,964290.9999999997,1028878.6000000001,995051.3400000001,1095243.28,895078.2000000002,1046432.1999999998
41,962009.2000000005,996035.9999999997,1045264.6,1245691.4,994300.0,1074514.0,1019344.3999999998,1196003.1999999995,949712.0,1063386.9999999998
42,991114.1,1022125.9,1074523.54,1338563.5199999998,1007729.5,1144208.4,1034458.2799999999,1241082.7999999998,990383.0000000001,1109959.3199999998
43,1025931.2800000001,1058454.48,1138442.28,1416141.5199999998,1045345.0,1190404.8,1081219.4,1309711.8799999994,1004282.4,1144197.0799999991
44,1050457.64,1102008.3999999997,1249770.2200000002,1503122.9599999997,1076988.1999999995,1252515.2,1131912.0199999998,1335624.4,1048586.0,1251049.4399999988
45,1086099.2400000002,1165037.5599999996,1342521.64,1569431.32,1095785.8,1335559.8800000004,1230742.0399999998,1404943.6,1073943.0,1339761.5199999998
46,1151310.1,1209728.9,1412978.6,1587219.6,1179954.999999999,1422394.7999999998,1331811.2,1463420.4,1180853.0,1402389.2
47,1227371.72,1281152.24,1499727.8399999999,1656541.12,1261704.0,1538222.3200000005,1410219.5199999998,1521701.12,1282996.2,1483093.2399999998
48,1298755.94,1368618.5999999999,1602993.6,1715025.46,1328576.6999999997,1590091.4399999997,1503168.98,1615850.64,1342376.6,1563485.24
49,1397982.52,1428286.3599999999,1682820.8000000003,1742069.8799999992,1402875.5999999985,1668731.2400000002,1546774.5999999999,1667359.52,1427890.4000000006,1644621.9199999995
50,1473898.0600000005,1490698.0,1755440.7200000002,1771413.5599999998,1460955.9999999993,1762335.3600000008,1634770.6,1742911.3599999999,1492089.4000000001,1750996.599999999
