index,58_1_www.microsoft.com,58_2_www.microsoft.com,58_3_www.microsoft.com,58_4_www.microsoft.com,58_5_www.microsoft.com,58_6_www.microsoft.com,58_7_www.microsoft.com,58_8_www.microsoft.com,58_9_www.microsoft.com,58_10_www.microsoft.com
1,67.0,67.0,67.0,67.0,-442.0,67.0,67.0,-48.0,67.0,-442.0
2,394.14,-51.800000000000125,395.96,967.0,1333.64,363.9600000000002,530.9799999999999,366.84000000000003,831.0399999999988,1444.24
3,2006.4,1274.3999999999996,1996.6000000000001,3261.0,541.6800000000001,1746.9200000000005,2019.2399999999998,1818.92,2681.0799999999977,2484.12
4,1100.3399999999997,3134.200000000006,1079.7600000000002,5492.0,2294.92,3406.3599999999997,5308.84,2318.5199999999977,5119.400000000001,4340.72
5,2729.64,4109.599999999999,2735.96,9257.0,4503.24,4931.3200000000015,4688.88,5142.84,9037.16,5792.96
6,4664.899999999999,12406.0,4630.600000000001,19863.0,6634.2,8787.8,6112.900000000001,6328.8,19774.800000000003,8761.999999999995
7,6331.96,13344.800000000008,6341.44,29029.0,7031.200000000001,15345.599999999984,10038.919999999991,8493.24,29188.48,13866.12
8,8861.76,18636.000000000007,8846.640000000001,26514.5,13577.24,19955.04,15626.219999999998,10036.88,26912.440000000002,13482.24
9,10143.12,18419.399999999998,10273.72,32291.0,15144.600000000002,33748.79999999999,18238.68,21486.92,34011.48,20944.08
10,10550.199999999999,19022.4,13648.759999999997,49591.5,24363.239999999987,34963.36,29271.98,25052.87999999999,36200.8,19079.96
11,22812.4,22538.0,21203.4,53918.0,28880.4,47120.6,27468.4,25672.8,45218.0,17693.800000000003
12,23908.48,24447.199999999997,26925.24,64672.0,27308.32,45489.56,25340.84,26348.36,51631.43999999997,21356.600000000002
13,27311.52,35359.200000000004,25366.04,92132.0,28401.720000000005,78171.75999999997,28640.36,31906.07999999999,65266.72,23392.88
14,50614.399999999994,34580.4,26363.04,218228.0,28322.279999999995,123706.83999999978,30910.23999999997,33812.44,119491.31999999998,30202.12
15,54208.4,44620.4,27082.439999999977,267601.0,41874.24,187883.92,42476.92,39773.28,222426.63999999996,39056.880000000005
16,55299.8,53492.0,33288.4,266765.0,44125.6,215710.99999999997,45212.299999999996,42496.2,269000.8,40703.8
17,65768.64,93267.4000000001,37285.84,289815.0,46188.56,220917.92,47619.92,46293.56,296971.8,45055.84
18,67624.22,187585.0,39644.64,292922.0,51593.28,227608.04,96480.39999999994,56991.719999999994,315056.6,57848.119999999704
19,66552.04,259130.8,39600.6,302537.0,52974.92,260533.95999999996,133037.83999999997,86906.79999999994,331416.68,127405.47999999973
20,65742.20000000001,260708.6,47143.600000000006,308941.0,56895.04,265959.52,208055.9199999999,152322.0,343678.19999999995,214678.99999999977
21,69035.2,271696.0,48586.199999999975,309169.0,56177.0,272834.8,264767.4,238765.0,364316.39999999997,260952.2
22,107221.04000000005,275607.2,52415.04,314360.0,93017.24000000003,275226.72,267854.58,267031.6,372087.8,264284.36
