index,178_1_www.aboutads.info,178_2_www.aboutads.info,178_3_www.aboutads.info,178_4_www.aboutads.info,178_5_www.aboutads.info,178_6_www.aboutads.info,178_7_www.aboutads.info,178_8_www.aboutads.info,178_9_www.aboutads.info,178_10_www.aboutads.info
1,1210.0,-442.0,-442.0,1210.0,1210.0,1210.0,1210.0,-442.0,1210.0,1210.0
2,2832.88,1436.34,1325.74,2716.2,2172.879999999999,2696.6,2601.12,1431.6000000000001,2789.7000000000003,2832.88
3,4969.799999999999,3631.68,4110.68,5303.32,2429.64,5288.68,2855.9200000000005,3670.2,5354.92,4969.799999999999
4,5864.240000000001,6713.82,4228.639999999999,6856.48,3748.04,6629.92,6206.439999999991,4907.8,5968.039999999997,5376.92
5,5690.48,7327.44,4649.68,7285.1600000000035,5578.72,10096.08,7858.52,5889.599999999999,5613.080000000001,5911.64
6,9455.6,9599.699999999999,5852.7,9730.800000000001,7206.999999999998,13096.799999999968,12920.999999999998,9614.0,9540.2,7297.599999999999
7,20722.96,17405.68,8842.439999999999,20790.36,7923.319999999998,21160.84,17115.760000000002,20085.8,24167.120000000003,20808.96
8,18979.88,24921.02,21669.56,18574.920000000002,20722.32,27182.72,21833.359999999986,18131.6,22326.02,19065.88
9,19299.439999999995,33968.76,19961.52,20814.320000000007,19371.56,30806.88,25380.96,20026.200000000008,25583.48,20192.64
10,29970.76,35346.86,28681.539999999997,23772.36000000002,18549.32,34504.68,30018.52,23239.799999999996,27505.760000000002,21267.68
11,31424.799999999992,36048.8,33029.599999999984,25062.600000000002,23032.4,35817.799999999996,38125.8,24968.0,28724.6,28674.8
12,33225.520000000004,37474.42,33027.98,38340.84,25389.92,39886.72,39403.32,36356.2,38186.04,38030.32
13,37842.44,38354.31999999999,34416.16,39450.12,26610.64,45688.51999999999,51568.59999999998,45944.000000000015,39240.72,38814.96000000001
14,40567.63999999999,40608.42,36113.62,54298.88,26244.52,67179.55999999997,60895.39999999998,57875.600000000006,47589.33999999998,45937.799999999996
15,56387.679999999964,43568.03999999999,37993.36,68583.84,35816.87999999998,75231.40000000001,78803.19999999998,71231.80000000003,58466.04,59725.759999999966
16,76483.60000000002,53464.30000000004,51378.19999999998,75404.40000000004,38125.199999999975,98791.8,85399.8,87744.0,58930.8,82041.6
17,95035.59999999999,69471.0,69706.99999999997,83864.72000000003,41183.11999999999,108086.67999999996,92366.48,97735.6,65831.79999999999,101276.59999999999
18,99540.04,85021.27999999998,87707.07999999999,93344.48,55848.200000000004,116381.88,93446.04,96550.4,85584.88,103075.28
19,107291.44,88278.28,94549.19999999998,97207.08,68445.55999999997,118086.64,99876.4,100342.4,92614.52,108616.36
20,108967.36,94107.76,112991.64,113861.84000000005,90633.7999999999,118988.52,107479.07999999997,110513.99999999999,109483.83999999998,110095.88
21,111264.8,95113.8,124245.40000000001,128989.2,91920.59999999999,134189.99999999997,131744.8,127578.0,124963.79999999993,131936.8
22,115274.79999999999,108525.09999999999,125907.15999999997,145929.36000000004,98374.36000000002,153281.07999999993,138000.68,155571.2,128578.9,163648.8
23,128892.59999999998,125657.76000000001,127214.28,162806.4,116872.55999999997,166336.56,167974.84,172005.40000000002,133389.59999999998,183200.99999999994
24,146847.76,138177.30000000002,145198.3,169274.88,127545.64,188419.0399999999,180958.08,171560.6,151608.87999999998,185345.32
25,154855.6,148509.4,156917.12,182838.6,129287.76000000001,203522.63999999998,182131.96000000002,178029.4,171812.95999999993,186334.92
26,173731.0,174244.0,166073.5,185923.0,130820.0,205132.0,182868.00000000003,182423.0,178788.0,188009.0
